PMID,OWN,STAT,DCOM,LR,IS,VI,IP,DP,TI,PG,FAU,AU,LA,PT,PL,TA,JT,JID,SB,MH,OID,OTO,OT,EDAT,MHDA,CRDT,PHST,AID,PST,SO,TT,RN,PMC,AB,PS,FPS
13555679,NLM,MEDLINE,20000701,20181201,0036-5440 (Print) 0036-5440 (Linking),111,10,1958 Mar 8,[Viewpoints concerning the problem of leukemia therapy].,229-31,"['CARLIER, J']",['CARLIER J'],['dut'],['Journal Article'],Belgium,Scalpel (Brux),Le Scalpel,0412023,OM,"['Humans', 'Leukemia/*therapy']",['CLML: 5834:48330:339'],['NLM'],['*LEUKEMIA/therapy'],1958/03/08 00:00,1958/03/08 00:01,['1958/03/08 00:00'],"['1958/03/08 00:00 [pubmed]', '1958/03/08 00:01 [medline]', '1958/03/08 00:00 [entrez]']",,ppublish,Scalpel (Brux). 1958 Mar 8;111(10):229-31.,Standpunten in het probleem van de leucaemie-behandeling.,,,,,
13555323,NLM,MEDLINE,20000701,20181201,0035-3655 (Print) 0035-3655 (Linking),78,4,1958 Apr,[Current research on the treatment of leukemia & cancers].,205-17,"['BERNARD, J']",['BERNARD J'],"['eng', 'fre']",['Journal Article'],Switzerland,Rev Med Suisse Romande,Revue medicale de la Suisse romande,0421524,OM,"['Leukemia/*therapy', 'Neoplasms/*therapy', '*Research']",['CLML: 5834:47974:339:405'],['NLM'],"['*LEUKEMIA/therapy', '*NEOPLASMS/therapy']",1958/04/01 00:00,1958/04/01 00:01,['1958/04/01 00:00'],"['1958/04/01 00:00 [pubmed]', '1958/04/01 00:01 [medline]', '1958/04/01 00:00 [entrez]']",,ppublish,Rev Med Suisse Romande. 1958 Apr;78(4):205-17.,Recherches recentes sur le traitement des leucemies et des cancers.,,,,,
13555301,NLM,MEDLINE,20000701,20181201,0370-629X (Print) 0370-629X (Linking),13,9,1958 May 1,[Recent research on the treatment of leukemias and cancers].,269-75,"['BERNARD, J']",['BERNARD J'],['fre'],['Journal Article'],Belgium,Rev Med Liege,Revue medicale de Liege,0404317,OM,"['Humans', 'Leukemia/*therapy', 'Neoplasms/*therapy']",['CLML: 5834:47952:339:405'],['NLM'],"['*LEUKEMIA/therapy', '*NEOPLASMS/therapy']",1958/05/01 00:00,1958/05/01 00:01,['1958/05/01 00:00'],"['1958/05/01 00:00 [pubmed]', '1958/05/01 00:01 [medline]', '1958/05/01 00:00 [entrez]']",,ppublish,Rev Med Liege. 1958 May 1;13(9):269-75.,Recherches recentes sur le traitement des leucemies et des cancers.,,,,,
13555232,NLM,MEDLINE,20000701,20181201,0370-4386 (Print) 0370-4386 (Linking),13,1,1958 Jan-Mar,[Attempted transplantation of spontaneous lymphoid leukosis AkR to homologous mice].,47-60,"['DUPLAN, J F', 'RUDALI, G', 'LATARJET, R']","['DUPLAN JF', 'RUDALI G', 'LATARJET R']",['fre'],['Journal Article'],France,Rev Hematol,Revue d'hematologie,20330240R,OM,"['Animals', '*Leukemia', '*Leukemia, Lymphoid', 'Mice']",['CLML: 5834:47883:339'],['NLM'],"['*LEUKEMIA, LYMPHATIC/experimental']",1958/01/01 00:00,1958/01/01 00:01,['1958/01/01 00:00'],"['1958/01/01 00:00 [pubmed]', '1958/01/01 00:01 [medline]', '1958/01/01 00:00 [entrez]']",,ppublish,Rev Hematol. 1958 Jan-Mar;13(1):47-60.,Essais de transplantation de la leucose lymphoide spontanee AkR a des souris de lignees homologues.,,,,,
13555212,NLM,MEDLINE,20000701,20181201,0035-290X (Print) 0035-290X (Linking),53,4,1958 Apr,[A case of genital leukosarcoma with acute leukosis].,337-44,"['ROBERT, H G', 'PEUVION, G', 'DE BRUX, J']","['ROBERT HG', 'PEUVION G', 'DE BRUX J']",['fre'],"['Case Reports', 'Journal Article']",France,Rev Fr Gynecol Obstet,Revue francaise de gynecologie et d'obstetrique,0411346,OM,"['*Genitalia', '*Genitalia, Female', '*Leukemia', '*Medical Records', '*Neoplasms', '*Urogenital System']",['CLML: 5834:47863:246:338:341'],['NLM'],"['*GENITALIA, FEMALE/neoplasms', '*LEUKEMIA/case reports', '*LEUKOSARCOMA/case reports']",1958/04/01 00:00,1958/04/01 00:01,['1958/04/01 00:00'],"['1958/04/01 00:00 [pubmed]', '1958/04/01 00:01 [medline]', '1958/04/01 00:00 [entrez]']",,ppublish,Rev Fr Gynecol Obstet. 1958 Apr;53(4):337-44.,Un cas de leucosarcomatose genitale avec leucose aigue.,,,,,
13555198,NLM,MEDLINE,20000701,20181201,0370-4793 (Print) 0370-4793 (Linking),3,3,1958 Mar,[Incidence of leukemias & tumors in C57B16 mice having received blood from irradiated animals at birth].,257-8,"['MATHE, G', 'BERNARD, J']","['MATHE G', 'BERNARD J']",['fre'],['Journal Article'],France,Rev Fr Etud Clin Biol,Revue francaise d'etudes cliniques et biologiques,0235616,OM,"['Animals', '*Blood', 'Female', 'Humans', 'Incidence', '*Leukemia', '*Leukemia, Experimental', 'Mice', '*Neoplasms, Experimental', '*Parturition', 'X-Rays/adverse effects']",['CLML: 5834:47849:85:338:403:529'],['NLM'],"['*BLOOD', '*LEUKEMIA/experimental', '*NEOPLASMS/experimental', '*ROENTGEN RAYS/injurious effects']",1958/03/01 00:00,1958/03/01 00:01,['1958/03/01 00:00'],"['1958/03/01 00:00 [pubmed]', '1958/03/01 00:01 [medline]', '1958/03/01 00:00 [entrez]']",,ppublish,Rev Fr Etud Clin Biol. 1958 Mar;3(3):257-8.,Frequence de leucemies et de tumeurs chez des souris C57B16 ayant recu a la naissance du plasma d'animaux irradies.,,,,,
13555097,NLM,MEDLINE,20000701,20181201,0034-947X (Print) 0034-947X (Linking),14,80,1958 Mar-Apr,[Evolutive aspect of treated leukoblastosis in children].,161-78,"['CHAPTAL, J', 'JEAN, R', 'IZARON, P', 'CAMPO, C', 'BONNET, H', 'MANDIN, A']","['CHAPTAL J', 'JEAN R', 'IZARON P', 'CAMPO C', 'BONNET H', 'MANDIN A']",['spa'],['Journal Article'],Spain,Rev Esp Pediatr,Revista espanola de pediatria,0404303,OM,"['Child', 'Infant', '*Leukemia', '*Leukemia, Lymphoid', '*Lymphatic Vessels']",['CLML: 5834:47748:339'],['NLM'],"['*LEUKEMIA, LYMPHATIC/in infant and child']",1958/03/01 00:00,1958/03/01 00:01,['1958/03/01 00:00'],"['1958/03/01 00:00 [pubmed]', '1958/03/01 00:01 [medline]', '1958/03/01 00:00 [entrez]']",,ppublish,Rev Esp Pediatr. 1958 Mar-Apr;14(80):161-78.,Aspecto evolutivo de las leucoblastosis tratadas del nino.,,,,,
13555063,NLM,MEDLINE,20000701,20181201,0034-7531 (Print) 0034-7531 (Linking),30,2,1958 Feb,[Changes in the thromboplastin generation tests in a case of acute leukemia].,77-92,"['ROZENGVAIG SILBERFARL, S']",['ROZENGVAIG SILBERFARL S'],['spa'],['Journal Article'],Cuba,Rev Cubana Pediatr,Revista cubana de pediatria,0417464,OM,"['*Acute Disease', '*Blood Platelets', 'Child', 'Humans', 'Infant', '*Leukemia', '*Thromboplastin']",['CLML: 5834:47714:89:339:593'],['NLM'],"['*BLOOD PLATELETS', '*LEUKEMIA/in infant and child', '*THROMBOPLASTIN']",1958/02/01 00:00,1958/02/01 00:01,['1958/02/01 00:00'],"['1958/02/01 00:00 [pubmed]', '1958/02/01 00:01 [medline]', '1958/02/01 00:00 [entrez]']",,ppublish,Rev Cubana Pediatr. 1958 Feb;30(2):77-92.,Alteraciones de la prueba de la generacion de tromboplastina en un caso de leucemia aguda.,['9035-58-9 (Thromboplastin)'],,,,
13555002,NLM,MEDLINE,20000701,20181201,0034-7124 (Print) 0034-7124 (Linking),35,2,1958 Feb,[Leukemias; contribution to the study of their visceral lesions].,217-24,"['FIALHO, F', 'GOLLO, F H']","['FIALHO F', 'GOLLO FH']",['por'],['Journal Article'],Brazil,Rev Bras Cir,Revista brasileira de cirurgia,2985056R,OM,"['Humans', '*Leukemia']",['CLML: 5834:47653:339'],['NLM'],['*LEUKEMIA/manifestations'],1958/02/01 00:00,1958/02/01 00:01,['1958/02/01 00:00'],"['1958/02/01 00:00 [pubmed]', '1958/02/01 00:01 [medline]', '1958/02/01 00:00 [entrez]']",,ppublish,Rev Bras Cir. 1958 Feb;35(2):217-24.,Leucemias; contribuicao ao estudo de suas lesoes viscerais.,,,,,
13554912,NLM,MEDLINE,20000701,20181201,,13,11-12,1957 Nov-Dec,[A case of aplastic myelosis (fibrous myelitis developing into myelosclerosis with medullary insufficiency].,199-201,"['VALDI, E']",['VALDI E'],['ita'],['Journal Article'],Italy,Rass Giuliana Med,Rassegna giuliana di medicina,20020430R,OM,"['*Anemia', 'Anemia, Aplastic/*etiology', 'Humans', '*Leukemia, Myelogenous, Chronic, BCR-ABL Positive', '*Myelitis', '*Primary Myelofibrosis']",['CLML: 5834:47563:32'],['NLM'],"['*ANEMIA, APLASTIC/etiology and pathogenesis']",1957/11/01 00:00,1957/11/01 00:01,['1957/11/01 00:00'],"['1957/11/01 00:00 [pubmed]', '1957/11/01 00:01 [medline]', '1957/11/01 00:00 [entrez]']",,ppublish,Rass Giuliana Med. 1957 Nov-Dec;13(11-12):199-201.,Su di un caso di mielosi aplastica (mielite fibrosa evolvente verso la mielosclerosi con insufficienza midollare).,,,,,
13554743,NLM,MEDLINE,20000701,20181201,,32,2,1958,Clinical aspects and evolution of histiocytosis; report of six cases.,106-26,"['TOPOUZIAN, L K', 'SARRAFIAN, S', 'COMPERE, E L']","['TOPOUZIAN LK', 'SARRAFIAN S', 'COMPERE EL']",['eng'],['Journal Article'],United States,Q Bull Northwest Univ Med Sch,"Quarterly bulletin. Northwestern University (Evanston, Ill.). Medical School",19220080R,OM,"['*Eosinophilic Granuloma', '*Genetic Diseases, X-Linked', '*Histiocytosis', '*Leukemia, Hairy Cell', '*Lipidoses', '*Lymphatic Diseases', '*Severe Combined Immunodeficiency']",['CLML: 5834:47393:205:344:521'],['NLM'],"['*EOSINOPHILIC GRANULOMA', '*LIPOIDOSIS', '*RETICULOENDOTHELIOSIS']",1958/01/01 00:00,1958/01/01 00:01,['1958/01/01 00:00'],"['1958/01/01 00:00 [pubmed]', '1958/01/01 00:01 [medline]', '1958/01/01 00:00 [entrez]']",,ppublish,Q Bull Northwest Univ Med Sch. 1958;32(2):106-26.,,"['Reticuloendotheliosis, X-linked']",PMC3803652,,,
13554690,NLM,MEDLINE,20000701,20181201,0370-1514 (Print) 0370-1514 (Linking),14,6,1958 Mar 31,[Isotonic protein and its relations to desoxyribonucleic acid in the cells in lymphatic leukosis; cytophotometric studies].,172-4,"['ZAMPORI, O']",['ZAMPORI O'],['ita'],['Journal Article'],Italy,Prog Med (Napoli),Il Progresso medico,2984827R,OM,"['*Blood Proteins', '*Cytophotometry', 'DNA/*blood', 'Humans', '*Leukemia', 'Leukemia, Lymphoid/*blood']",['CLML: 5834:47340:94:177:339'],['NLM'],"['*BLOOD PROTEINS', '*DESOXYRIBONUCLEIC ACID/in blood', '*LEUKEMIA, LYMPHATIC/blood in']",1958/03/31 00:00,1958/03/31 00:01,['1958/03/31 00:00'],"['1958/03/31 00:00 [pubmed]', '1958/03/31 00:01 [medline]', '1958/03/31 00:00 [entrez]']",,ppublish,Prog Med (Napoli). 1958 Mar 31;14(6):172-4.,Contributo allo studio della proteina istonica e dei suoi rapporti con l'acido desossiribonucleico nelle cellule della leucosi linfatica; ricerche citofotometriche.,"['0 (Blood Proteins)', '9007-49-2 (DNA)']",,,,
13554497,NLM,MEDLINE,20000701,20200930,0037-9727 (Print) 0037-9727 (Linking),97,4,1958 Apr,Tissue culture and circulating myeloblasts of avian leukemia studied in electron micrographs of ultrathin sections.,839-44,"['PARSONS, D F', 'PAINTER, J C', 'BEAUDREAU, G S', 'BECKER, C', 'BEARD, J W']","['PARSONS DF', 'PAINTER JC', 'BEAUDREAU GS', 'BECKER C', 'BEARD JW']",['eng'],['Journal Article'],United States,Proc Soc Exp Biol Med,"Proceedings of the Society for Experimental Biology and Medicine. Society for Experimental Biology and Medicine (New York, N.Y.)",7505892,OM,"['*Electrons', '*Granulocyte Precursor Cells', '*Leukemia', '*Microscopy', '*Microscopy, Electron', '*Research', 'Viruses/*ethnology']",['CLML: 5834:47146:381:635'],['NLM'],"['*MICROSCOPY, ELECTRON', '*VIRUSES/culture']",1958/04/01 00:00,1958/04/01 00:01,['1958/04/01 00:00'],"['1958/04/01 00:00 [pubmed]', '1958/04/01 00:01 [medline]', '1958/04/01 00:00 [entrez]']",['10.3181/00379727-97-23895 [doi]'],ppublish,Proc Soc Exp Biol Med. 1958 Apr;97(4):839-44. doi: 10.3181/00379727-97-23895.,,,,,,
13554281,NLM,MEDLINE,20000701,20181201,0552-2080 (Print) 0552-2080 (Linking),3,2,1958 Mar-Apr,"[Comparative evaluation of the effectiveness of certain methods of therapy of chronic leukosis; roentgen rays, radioactive phosphorus, urethan, embichine, arsenic and myleran].",26-34,"['SHERMAN, S I', ""KUZ'MIN, D S"", 'ROZANOVA, L M', 'KISELEVA, A N', 'POVERGO, N S', 'VAKULENKO, A D']","['SHERMAN SI', ""KUZ'MIN DS"", 'ROZANOVA LM', 'KISELEVA AN', 'POVERGO NS', 'VAKULENKO AD']",['rus'],['Journal Article'],Russia (Federation),Probl Gematol Pereliv Krovi,Problemy gematologii i perelivaniia krovi,0401232,OM,"['*Arsenic', '*Busulfan', 'Leukemia/*therapy', '*Phosphorus', '*Phosphorus, Dietary', '*Radioactivity', '*Urethane', 'X-Rays']",['CLML: 5834:46930:339'],['NLM'],['*LEUKEMIA/therapy'],1958/03/01 00:00,1958/03/01 00:01,['1958/03/01 00:00'],"['1958/03/01 00:00 [pubmed]', '1958/03/01 00:01 [medline]', '1958/03/01 00:00 [entrez]']",,ppublish,Probl Gematol Pereliv Krovi. 1958 Mar-Apr;3(2):26-34.,"Sravnitel'naia otsenka effektivnosti nekotorykh metodov lecheniia khronicheskikh leikozov; rentgenovy luchi, radioaktivnyi fosfor, uretan, embikhin, mysh'iak, mileran.","['0 (Phosphorus, Dietary)', '27YLU75U4W (Phosphorus)', '3IN71E75Z5 (Urethane)', 'G1LN9045DK (Busulfan)', 'N712M78A8G (Arsenic)']",,,,
13554279,NLM,MEDLINE,20000701,20181201,0552-2080 (Print) 0552-2080 (Linking),3,2,1958 Mar-Apr,[Effect of small doses of ionizing radiations on the development of experimental leukosis in dogs].,8-19,"['LAPTEVA-POPOVA, M S']",['LAPTEVA-POPOVA MS'],['rus'],['Journal Article'],Russia (Federation),Probl Gematol Pereliv Krovi,Problemy gematologii i perelivaniia krovi,0401232,OM,"['Animals', 'Dogs', '*Leukemia, Experimental', '*Radiation, Ionizing', 'X-Rays']",['CLML: 5834:46928:338:528'],['NLM'],"['*LEUKEMIA/experimental', '*ROENTGEN RAYS/effects']",1958/03/01 00:00,1958/03/01 00:01,['1958/03/01 00:00'],"['1958/03/01 00:00 [pubmed]', '1958/03/01 00:01 [medline]', '1958/03/01 00:00 [entrez]']",,ppublish,Probl Gematol Pereliv Krovi. 1958 Mar-Apr;3(2):8-19.,Vliianie malykh doz ioniziruiushchei radiatsii na razvitie eksperimental'nykh leikozov u sobak.,,,,,
13553982,NLM,MEDLINE,20000701,20181201,,28,3,1958,[The so-called leukemic lung].,415-21,"['MIEDZIANOWSKI, A']",['MIEDZIANOWSKI A'],['pol'],['Journal Article'],Poland,Pol Arch Med Wewn,Polskie Archiwum Medycyny Wewnetrznej,0401225,OM,"['Humans', 'Leukemia/*complications', '*Lung', '*Tuberculosis', 'Tuberculosis, Pulmonary/*complications']",['CLML: 5834:46631:338:612'],['NLM'],"['*LEUKEMIA/complications', '*TUBERCULOSIS, PULMONARY/complications']",1958/01/01 00:00,1958/01/01 00:01,['1958/01/01 00:00'],"['1958/01/01 00:00 [pubmed]', '1958/01/01 00:01 [medline]', '1958/01/01 00:00 [entrez]']",,ppublish,Pol Arch Med Wewn. 1958;28(3):415-21.,O tzw. pllucu biallaczkowym.,,,,,
13553922,NLM,MEDLINE,20000701,20181201,0860-8857 (Print) 0860-8857 (Linking),13,11,1958 Mar 17,[Behavior of serum proteins in the course of leukemias].,396-400,"['OSTROWSKA, A']",['OSTROWSKA A'],['pol'],['Journal Article'],Poland,Pol Tyg Lek (Wars),Polski tygodnik lekarski,9706227,OM,"['*Blood Proteins', 'Leukemia/*blood']",['CLML: 5834:46571:93:338'],['NLM'],"['*BLOOD PROTEINS', '*LEUKEMIA/blood in']",1958/03/17 00:00,1958/03/17 00:01,['1958/03/17 00:00'],"['1958/03/17 00:00 [pubmed]', '1958/03/17 00:01 [medline]', '1958/03/17 00:00 [entrez]']",,ppublish,Pol Tyg Lek (Wars). 1958 Mar 17;13(11):396-400.,Zachowanie sie biallek surowicy w przebiegu biallaczek.,['0 (Blood Proteins)'],,,,
13553653,NLM,MEDLINE,20000701,20181201,0031-4021 (Print) 0031-4021 (Linking),13,3,1958,[Hematological danger of various repeated radiological examinations in infants: case report].,277-84,"['BERAUD, C', 'CARRON, R', 'MOREL, P', 'BASTIDE']","['BERAUD C', 'CARRON R', 'MOREL P', 'BASTIDE']",['fre'],['Journal Article'],France,Pediatrie,Pediatrie,0401127,OM,"['Child', '*Diaphragm', '*Hernia, Diaphragmatic', 'Humans', 'Infant', '*Leukemia', 'X-Rays/adverse effects']",['CLML: 5834:46302:274:339:529'],['NLM'],"['*HERNIA, DIAPHRAGMATIC/in infant and child', '*LEUKEMIA/in infant and child', '*ROENTGEN RAYS/injurious effects']",1958/01/01 00:00,1958/01/01 00:01,['1958/01/01 00:00'],"['1958/01/01 00:00 [pubmed]', '1958/01/01 00:01 [medline]', '1958/01/01 00:00 [entrez]']",,ppublish,Pediatrie. 1958;13(3):277-84.,Le danger hematologique de certains examens radiologiques repetes chez l'enfant: a propos d'une observation.,,,,,
13553584,NLM,MEDLINE,20000701,20181201,0031-4005 (Print) 0031-4005 (Linking),21,6,1958 Jun,Incidence of stigmata of mongolism in children with acute leukemia.,958-62,"['SUTOW, W W']",['SUTOW WW'],['eng'],['Journal Article'],United States,Pediatrics,Pediatrics,0376422,OM,"['*Acute Disease', 'Child', '*Down Syndrome', 'Humans', 'Incidence', 'Infant', '*Leukemia', '*Social Stigma']",['CLML: 5834:46233:339:385'],['NLM'],"['*LEUKEMIA/in infant and child', '*MONGOLISM/manifestations']",1958/06/01 00:00,1958/06/01 00:01,['1958/06/01 00:00'],"['1958/06/01 00:00 [pubmed]', '1958/06/01 00:01 [medline]', '1958/06/01 00:00 [entrez]']",,ppublish,Pediatrics. 1958 Jun;21(6):958-62.,,,,,,
13553545,NLM,MEDLINE,20000701,20181201,0031-3939 (Print) 0031-3939 (Linking),33,1,1958 Jan,[Kidneys in leukemia].,39-46,"['OCHOCKA, M', 'BRZOSKO, W', 'SLOMOWNA-WALEJKO, B']","['OCHOCKA M', 'BRZOSKO W', 'SLOMOWNA-WALEJKO B']",['eng'],['Journal Article'],Poland,Pediatr Pol,Pediatria polska,2985039R,OM,"['Child', 'Humans', 'Infant', '*Kidney', '*Leukemia']",['CLML: 5834:46194:324:339'],['NLM'],"['*KIDNEYS', '*LEUKEMIA/in infant and child']",1958/01/01 00:00,1958/01/01 00:01,['1958/01/01 00:00'],"['1958/01/01 00:00 [pubmed]', '1958/01/01 00:01 [medline]', '1958/01/01 00:00 [entrez]']",,ppublish,Pediatr Pol. 1958 Jan;33(1):39-46.,Nerki w biallaczkach.,,,,,
13553544,NLM,MEDLINE,20000701,20181201,0031-3939 (Print) 0031-3939 (Linking),33,1,1958 Jan,[New or little known clinical conclusions based on the pathogenesis of leukemia].,31-7,"['BROKMAN, H', 'OCHOCKA, M']","['BROKMAN H', 'OCHOCKA M']",['pol'],['Journal Article'],Poland,Pediatr Pol,Pediatria polska,2985039R,OM,"['Child', 'Humans', 'Infant', '*Kidney', '*Leukemia']",['CLML: 5834:46193:324:339'],['NLM'],"['*KIDNEYS', '*LEUKEMIA/in infant and child']",1958/01/01 00:00,1958/01/01 00:01,['1958/01/01 00:00'],"['1958/01/01 00:00 [pubmed]', '1958/01/01 00:01 [medline]', '1958/01/01 00:00 [entrez]']",,ppublish,Pediatr Pol. 1958 Jan;33(1):31-7.,Nowe lub mallo znane wnioski kliniczne na podstawie przebiegu biallaczki.,,,,,
13553501,NLM,MEDLINE,20000701,20181201,0030-6630 (Print) 0030-6630 (Linking),26,1,1958,[A case of acute malignant reticulo-histiocytomatosis].,42-52,"['CANCIULLO, D']",['CANCIULLO D'],['ita'],"['Case Reports', 'Journal Article']",Italy,Otorinolaringol Ital,L'Oto-rino-laringologia italiana,0401024,OM,"['*Genetic Diseases, X-Linked', '*Leukemia, Hairy Cell', '*Lymphatic Diseases', '*Medical Records', '*Severe Combined Immunodeficiency']",['CLML: 5834:46150:521'],['NLM'],['*RETICULOENDOTHELIOSIS/case reports'],1958/01/01 00:00,1958/01/01 00:01,['1958/01/01 00:00'],"['1958/01/01 00:00 [pubmed]', '1958/01/01 00:01 [medline]', '1958/01/01 00:00 [entrez]']",,ppublish,Otorinolaringol Ital. 1958;26(1):42-52.,Osservazione di reticolo-istiocitomatosi maligna acuta.,"['Reticuloendotheliosis, X-linked']",,,,
13553473,NLM,MEDLINE,20000701,20181201,0030-6002 (Print) 0030-6002 (Linking),99,19,1958 May 11,[A case of chronic myeloid leukemia complicated by miliary tuberculosis].,647-9,"['KIRCHKNOPF, M', 'GEROFI, K', 'SOTONYI, G']","['KIRCHKNOPF M', 'GEROFI K', 'SOTONYI G']",['hun'],['Journal Article'],Hungary,Orv Hetil,Orvosi hetilap,0376412,OM,"['Humans', '*Leukemia', '*Leukemia, Myelogenous, Chronic, BCR-ABL Positive', 'Leukemia, Myeloid/*complications', '*Tuberculosis', 'Tuberculosis, Miliary/*complications']",['CLML: 5834:46122:340:611'],['NLM'],"['*LEUKEMIA, MYELOCYTIC/complications', '*TUBERCULOSIS, MILIARY/complications']",1958/05/11 00:00,1958/05/11 00:01,['1958/05/11 00:00'],"['1958/05/11 00:00 [pubmed]', '1958/05/11 00:01 [medline]', '1958/05/11 00:00 [entrez]']",,ppublish,Orv Hetil. 1958 May 11;99(19):647-9.,Chronikus myeloid leukaemia miliaris tbc-vei szovodott esete.,,,,,
13553400,NLM,MEDLINE,20000701,20181201,0030-6002 (Print) 0030-6002 (Linking),99,10,1958 Mar 9,[Acute myeloid leukemia].,358-9,"['FARKAS, K']",['FARKAS K'],['hun'],"['Case Reports', 'Journal Article']",Hungary,Orv Hetil,Orvosi hetilap,0376412,OM,"['Humans', '*Leukemia', '*Leukemia, Myeloid', '*Leukemia, Myeloid, Acute', '*Medical Records', 'Tooth Extraction/*complications']",['CLML: 5834:46049:339:584'],['NLM'],"['*LEUKEMIA, MYELOCYTIC/case reports', '*TEETH EXTRACTION/complications']",1958/03/09 00:00,1958/03/09 00:01,['1958/03/09 00:00'],"['1958/03/09 00:00 [pubmed]', '1958/03/09 00:01 [medline]', '1958/03/09 00:00 [entrez]']",,ppublish,Orv Hetil. 1958 Mar 9;99(10):358-9.,Heveny myeloid leukaemia.,,,,,
13553381,NLM,MEDLINE,20000701,20181201,0030-6002 (Print) 0030-6002 (Linking),99,8-9,1958 Feb 2-Mar 23,[Plasma cell leukemia].,290-2,"['BENCZE, G', 'WALTNER, K Jr']","['BENCZE G', 'WALTNER K Jr']",['hun'],"['Case Reports', 'Journal Article']",Hungary,Orv Hetil,Orvosi hetilap,0376412,OM,"['Humans', '*Leukemia', '*Leukemia, Plasma Cell', '*Medical Records']",['CLML: 5834:46030:338'],['NLM'],['*LEUKEMIA/case reports'],1958/02/02 00:00,1958/02/02 00:01,['1958/02/02 00:00'],"['1958/02/02 00:00 [pubmed]', '1958/02/02 00:01 [medline]', '1958/02/02 00:00 [entrez]']",,ppublish,Orv Hetil. 1958 Feb 2-Mar 23;99(8-9):290-2.,Plasmasejtes leukaemia.,,,,,
13553299,NLM,MEDLINE,20000701,20190712,0030-4220 (Print) 0030-4220 (Linking),11,5,1958 May,Oral manifestations of leukemia.,484-90,"['DUFFY, J H', 'DRISCOLL, E J']","['DUFFY JH', 'DRISCOLL EJ']",['eng'],['Journal Article'],United States,Oral Surg Oral Med Oral Pathol,"Oral surgery, oral medicine, and oral pathology",0376406,OM,"['*Face', '*Gastrointestinal Tract', 'Humans', '*Leukemia', '*Mouth']",['CLML: 5834:45948:339:388'],['NLM'],"['*LEUKEMIA/manifestations', '*MOUTH']",1958/05/01 00:00,1958/05/01 00:01,['1958/05/01 00:00'],"['1958/05/01 00:00 [pubmed]', '1958/05/01 00:01 [medline]', '1958/05/01 00:00 [entrez]']",['10.1016/0030-4220(58)90092-6 [doi]'],ppublish,Oral Surg Oral Med Oral Pathol. 1958 May;11(5):484-90. doi: 10.1016/0030-4220(58)90092-6.,,,,,,
13552984,NLM,MEDLINE,20000701,20191210,0028-7628 (Print) 0028-7628 (Linking),58,11,1958 Jun 1,Bacillus subtilis septicemia and generalized aspergillosis in a patient with acute myeloblastic leukemia.,1870-6,"['SATHMARY, M N']",['SATHMARY MN'],['eng'],"['Case Reports', 'Journal Article']",United States,N Y State J Med,New York state journal of medicine,0401064,OM,"['*Aspergillosis', '*Bacillus subtilis', '*Bacteremia', 'Humans', '*Infections', '*Leukemia', 'Leukemia, Myeloid/*complications', '*Leukemia, Myeloid, Acute', '*Medical Records', '*Sepsis']",['CLML: 5834:45633:65:71:340:541'],['NLM'],"['*ASPERGILLOSIS', '*BACILLUS SUBTILIS/infections', '*LEUKEMIA, MYELOCYTIC/complications', '*SEPTICEMIA AND BACTEREMIA/case reports']",1958/06/01 00:00,1958/06/01 00:01,['1958/06/01 00:00'],"['1958/06/01 00:00 [pubmed]', '1958/06/01 00:01 [medline]', '1958/06/01 00:00 [entrez]']",,ppublish,N Y State J Med. 1958 Jun 1;58(11):1870-6.,,,,,,
