PMID,OWN,STAT,DCOM,LR,IS,VI,IP,DP,TI,PG,FAU,AU,LA,PT,TT,PL,TA,JT,JID,SB,MH,EDAT,MHDA,CRDT,PHST,PST,SO,RN,AID,PMC,AB
5252180,NLM,MEDLINE,19690518,20081121,0032-3756 (Print) 0032-3756 (Linking),24,5,1969 Jan 4,[Development of osteomyelosclerosis into chronic myeloid leudemia with blastic crisis].,176-7,"['Rupniewska, Z M', 'Pitera, A', 'Widomska-Czekajska, T', 'Petrow, N']","['Rupniewska ZM', 'Pitera A', 'Widomska-Czekajska T', 'Petrow N']",['pol'],"['Case Reports', 'Journal Article']",Ewolucja osteomielosklerozy w przewledla bialaczke szpikowa z przelomem blastycznym.,Poland,Pol Tyg Lek,"Polski tygodnik lekarski (Warsaw, Poland : 1960)",9705468,IM,"['Humans', 'Leukemia, Myeloid, Acute/*complications', 'Male', 'Middle Aged', 'Primary Myelofibrosis/*complications/pathology']",1969/01/04 00:00,1969/01/04 00:01,['1969/01/04 00:00'],"['1969/01/04 00:00 [pubmed]', '1969/01/04 00:01 [medline]', '1969/01/04 00:00 [entrez]']",ppublish,Pol Tyg Lek. 1969 Jan 4;24(5):176-7.,,,,
5252179,NLM,MEDLINE,19690518,20091021,0030-6002 (Print) 0030-6002 (Linking),109,44,1968 Nov 3,[Acute leukemia simulating Burkitt's tumor].,2435-8,"['Kemeny, P', 'Koteles, G', 'Nagy, L', 'Hodosi, J']","['Kemeny P', 'Koteles G', 'Nagy L', 'Hodosi J']",['hun'],['Journal Article'],Burkitt-tumort utanzo acut leukaemia.,Hungary,Orv Hetil,Orvosi hetilap,0376412,IM,"['Adolescent', 'Burkitt Lymphoma/*diagnosis', 'Child', 'Child, Preschool', 'Diagnosis, Differential', 'Humans', 'Leukemia, Lymphoid/*diagnosis']",1968/11/03 00:00,1968/11/03 00:01,['1968/11/03 00:00'],"['1968/11/03 00:00 [pubmed]', '1968/11/03 00:01 [medline]', '1968/11/03 00:00 [entrez]']",ppublish,Orv Hetil. 1968 Nov 3;109(44):2435-8.,,,,
5252065,NLM,MEDLINE,19690518,20190908,0014-2964 (Print) 0014-2964 (Linking),4,6,1968 Dec,Control of DNA duplication in rat chloroleukaemia by means of the granulocytic chalone.,595-606,"['Rytomaa, T', 'Kiviniemi, K']","['Rytomaa T', 'Kiviniemi K']",['eng'],['Journal Article'],,England,Eur J Cancer,European journal of cancer,0074126,IM,"['Animals', 'Antineoplastic Agents/pharmacology', 'Cell Transformation, Neoplastic/drug effects', 'DNA Replication/*drug effects', 'Leukemia, Experimental/*physiopathology', 'Leukemia, Myeloid/*physiopathology', 'Leukocytes/*metabolism', 'Mitosis/drug effects', 'RNA/biosynthesis', 'Rats']",1968/12/01 00:00,1968/12/01 00:01,['1968/12/01 00:00'],"['1968/12/01 00:00 [pubmed]', '1968/12/01 00:01 [medline]', '1968/12/01 00:00 [entrez]']",ppublish,Eur J Cancer. 1968 Dec;4(6):595-606. doi: 10.1016/0014-2964(68)90044-3.,"['0 (Antineoplastic Agents)', '63231-63-0 (RNA)']",['10.1016/0014-2964(68)90044-3 [doi]'],,
5252057,NLM,MEDLINE,19690518,20141105,0045-7167 (Print) 0045-7167 (Linking),16,11,1968 Nov,[Case of leukemia after I-131 therapy of hyperthyroidism].,900-2,"['Matsuoka, M', 'Hara, M', 'Sato, T', 'Ishida, T', 'Sato, Y']","['Matsuoka M', 'Hara M', 'Sato T', 'Ishida T', 'Sato Y']",['jpn'],['Journal Article'],,Japan,Horumon To Rinsho,Horumon to rinsho. Clinical endocrinology,0420561,IM,"['Female', 'Humans', 'Hyperthyroidism/*radiotherapy', 'Iodine Isotopes/*adverse effects/therapeutic use', 'Leukemia, Myeloid, Acute/*etiology', 'Middle Aged']",1968/11/01 00:00,1968/11/01 00:01,['1968/11/01 00:00'],"['1968/11/01 00:00 [pubmed]', '1968/11/01 00:01 [medline]', '1968/11/01 00:00 [entrez]']",ppublish,Horumon To Rinsho. 1968 Nov;16(11):900-2.,['0 (Iodine Isotopes)'],,,
5252056,NLM,MEDLINE,19690518,20191030,0571-9283 (Print) 0571-9283 (Linking),18,1,1969 Feb,Cytogenetic studies in familial leukaemias.,7-11,"['Baikie, A G', 'Garson, O M', 'Spiers, A S', 'Ferguson, J']","['Baikie AG', 'Garson OM', 'Spiers AS', 'Ferguson J']",['eng'],['Journal Article'],,Australia,Australas Ann Med,Australasian annals of medicine,1264321,IM,"['Adolescent', 'Adult', 'Chromosome Aberrations', 'Cytogenetics', 'Female', 'Fibroblasts/cytology', 'Humans', 'Leukemia, Lymphoid/diagnosis', 'Leukemia, Myeloid/diagnosis/*genetics', 'Leukocytes/cytology', 'Lymphocytes/cytology', 'Male', 'Middle Aged']",1969/02/01 00:00,1969/02/01 00:01,['1969/02/01 00:00'],"['1969/02/01 00:00 [pubmed]', '1969/02/01 00:01 [medline]', '1969/02/01 00:00 [entrez]']",ppublish,Australas Ann Med. 1969 Feb;18(1):7-11. doi: 10.1111/imj.1969.18.1.7.,,['10.1111/imj.1969.18.1.7 [doi]'],,
5252042,NLM,MEDLINE,19690515,20181130,0032-2644 (Print) 0032-2644 (Linking),76,10,1969 Mar 10,[A new antineoplastic drug: the L-asparaginase. Future possibilities of antitumor enzymotherapy].,297-304,"['Nervi, C', 'Casale, C', 'Cortese, M']","['Nervi C', 'Casale C', 'Cortese M']",['ita'],['Journal Article'],Un nuovo farmaco antineoplastico: la l-asparaginasi. Prospettive di enzimoterapia antitumorale.,Italy,Policlinico Prat,Il Policlinico. Sezione pratica,0410122,IM,"['Animals', 'Antineoplastic Agents/*therapeutic use', 'Asparaginase/pharmacology/*therapeutic use', 'Dogs', 'Enzyme Therapy', 'Humans', 'Leukemia, Experimental/drug therapy', 'Leukemia, Lymphoid/*drug therapy', 'Male', 'Mice', 'Middle Aged', 'Neoplasms/drug therapy', 'Rats']",1969/03/10 00:00,1969/03/10 00:01,['1969/03/10 00:00'],"['1969/03/10 00:00 [pubmed]', '1969/03/10 00:01 [medline]', '1969/03/10 00:00 [entrez]']",ppublish,Policlinico Prat. 1969 Mar 10;76(10):297-304.,"['0 (Antineoplastic Agents)', 'EC 3.5.1.1 (Asparaginase)']",,,
5252030,NLM,MEDLINE,19690515,20171116,0018-022X (Print) 0018-022X (Linking),23,6,1968 Dec,Congenital lymphoid leukaemia. Case report with chromosomal studies.,591-610,"['Wagner, H P', 'Tonz, O', 'von Greyerz-Gloor, R D']","['Wagner HP', 'Tonz O', 'von Greyerz-Gloor RD']",['eng'],"['Case Reports', 'Journal Article']",,Switzerland,Helv Paediatr Acta,Helvetica paediatrica acta,0373005,IM,"['Biopsy', 'Blood Cell Count', 'Blood Cells/analysis', 'Bone Marrow/analysis', 'Bone Marrow Cells', '*Chromosome Aberrations', '*Chromosome Disorders', 'Cytogenetics', 'Female', 'Humans', 'Infant, Newborn', 'Karyotyping', 'Leukemia/complications', 'Leukemia, Lymphoid/*congenital', 'Liver/*pathology', 'Mercaptopurine/*therapeutic use', 'Prednisone/*therapeutic use', 'Vincristine/*therapeutic use']",1968/12/01 00:00,1968/12/01 00:01,['1968/12/01 00:00'],"['1968/12/01 00:00 [pubmed]', '1968/12/01 00:01 [medline]', '1968/12/01 00:00 [entrez]']",ppublish,Helv Paediatr Acta. 1968 Dec;23(6):591-610.,"['5J49Q6B70F (Vincristine)', 'E7WED276I5 (Mercaptopurine)', 'VB0R961HZT (Prednisone)']",,,
5251882,NLM,MEDLINE,19690515,20190616,0077-8923 (Print) 0077-8923 (Linking),151,1,1968 Jun 14,Clinical applications of lactate dehydrogenase isozymes: alterations in malignancy.,578-86,"['Zondag, H A', 'Klein, F']","['Zondag HA', 'Klein F']",['eng'],['Journal Article'],,United States,Ann N Y Acad Sci,Annals of the New York Academy of Sciences,7506858,IM,"['Blood Protein Electrophoresis', 'Carcinoma/blood/enzymology', 'Densitometry', 'Humans', 'Infectious Mononucleosis/blood/enzymology', 'Isoenzymes', 'L-Lactate Dehydrogenase/*blood', 'Leukemia/blood/enzymology', 'Lymphoma/blood/enzymology', 'Myocardial Infarction/blood/*enzymology', 'Neoplasm Metastasis', 'Neoplasms/*enzymology', 'Pulmonary Embolism/blood/enzymology']",1968/06/14 00:00,1968/06/14 00:01,['1968/06/14 00:00'],"['1968/06/14 00:00 [pubmed]', '1968/06/14 00:01 [medline]', '1968/06/14 00:00 [entrez]']",ppublish,Ann N Y Acad Sci. 1968 Jun 14;151(1):578-86. doi: 10.1111/j.1749-6632.1968.tb11917.x.,"['0 (Isoenzymes)', 'EC 1.1.1.27 (L-Lactate Dehydrogenase)']",['10.1111/j.1749-6632.1968.tb11917.x [doi]'],,
5251856,NLM,MEDLINE,19690515,20131121,0001-5806 (Print) 0001-5806 (Linking),31,2,1968 Apr,[Studies on cell nucleus function in experimental chloroma: especially on the regulation of transport of genetic information by histone].,221-31,"['Tsuruoka, N', 'Tanaka, Y', 'Sakai, T', 'Kohda, Y']","['Tsuruoka N', 'Tanaka Y', 'Sakai T', 'Kohda Y']",['jpn'],['Journal Article'],,Japan,Nihon Ketsueki Gakkai Zasshi,Nihon Ketsueki Gakkai zasshi : journal of Japan Haematological Society,2984803R,IM,"['Animals', 'Cell Nucleus/physiology', 'DNA, Neoplasm', '*Genetic Code', 'Histones/*physiology', 'Leucine/metabolism', 'Leukemia, Experimental/genetics/*physiopathology', 'Leukemia, Myeloid/*physiopathology', 'Neoplasm Proteins/biosynthesis', 'RNA, Neoplasm', '*Ribosomes']",1968/04/01 00:00,1968/04/01 00:01,['1968/04/01 00:00'],"['1968/04/01 00:00 [pubmed]', '1968/04/01 00:01 [medline]', '1968/04/01 00:00 [entrez]']",ppublish,Nihon Ketsueki Gakkai Zasshi. 1968 Apr;31(2):221-31.,"['0 (DNA, Neoplasm)', '0 (Histones)', '0 (Neoplasm Proteins)', '0 (RNA, Neoplasm)', 'GMW67QNF9C (Leucine)']",,,
5251842,NLM,MEDLINE,19690508,20060328,0026-4946 (Print) 0026-4946 (Linking),19,31,1967 Aug 4,[Chronic Ph1 positive myeloid leukemia in a 5-year-old girl].,1459-61,"['Ponzone, A', 'Rovera, G', 'Tarocco, R P']","['Ponzone A', 'Rovera G', 'Tarocco RP']",['ita'],['Journal Article'],Leucemia mieloide cronica Ph1 positiva in una bambina di 5 anni.,Italy,Minerva Pediatr,Minerva pediatrica,0400740,IM,"['Child, Preschool', '*Chromosome Aberrations', '*Chromosome Disorders', 'Female', 'Humans', '*Karyotyping', 'Leukemia, Myeloid/*diagnosis', '*Myelography']",1967/08/04 00:00,1967/08/04 00:01,['1967/08/04 00:00'],"['1967/08/04 00:00 [pubmed]', '1967/08/04 00:01 [medline]', '1967/08/04 00:00 [entrez]']",ppublish,Minerva Pediatr. 1967 Aug 4;19(31):1459-61.,,,,
5251783,NLM,MEDLINE,19690508,20031114,0027-8874 (Print) 0027-8874 (Linking),42,4,1969 Apr,Spontaneous regression in virus-induced murine leukemia. II. Influence of environmental factors.,571-7,"['Rich, M A', 'Clymer, R', 'Karl, S']","['Rich MA', 'Clymer R', 'Karl S']",['eng'],['Journal Article'],,United States,J Natl Cancer Inst,Journal of the National Cancer Institute,7503089,IM,"['Age Factors', 'Animals', '*Friend murine leukemia virus', 'Leukemia, Erythroblastic, Acute', '*Leukemia, Experimental/microbiology', 'Mice', '*Neoplasm Regression, Spontaneous']",1969/04/01 00:00,1969/04/01 00:01,['1969/04/01 00:00'],"['1969/04/01 00:00 [pubmed]', '1969/04/01 00:01 [medline]', '1969/04/01 00:00 [entrez]']",ppublish,J Natl Cancer Inst. 1969 Apr;42(4):571-7.,,,,
5251782,NLM,MEDLINE,19690508,20041117,0027-8874 (Print) 0027-8874 (Linking),42,4,1969 Apr,Spontaneous regression in virus-induced murine leukemia. I. Host-virus system.,559-69,"['Rich, M A', 'Siegler, R', 'Karl, S', 'Clymer, R']","['Rich MA', 'Siegler R', 'Karl S', 'Clymer R']",['eng'],['Journal Article'],,United States,J Natl Cancer Inst,Journal of the National Cancer Institute,7503089,IM,"['Animals', '*Friend murine leukemia virus', 'Leukemia, Erythroblastic, Acute/pathology', 'Leukemia, Experimental/*microbiology/pathology', 'Mice', 'Microscopy, Electron', '*Neoplasm Regression, Spontaneous', 'Organ Size', 'Spleen/*pathology', 'Splenomegaly/*pathology']",1969/04/01 00:00,1969/04/01 00:01,['1969/04/01 00:00'],"['1969/04/01 00:00 [pubmed]', '1969/04/01 00:01 [medline]', '1969/04/01 00:00 [entrez]']",ppublish,J Natl Cancer Inst. 1969 Apr;42(4):559-69.,,,,
5251703,NLM,MEDLINE,19690508,20151119,0008-5472 (Print) 0008-5472 (Linking),29,4,1969 Apr,Coordinated changes in thymidine 5'-monophosphate metabolism of leukocytes following vincristine administration to patients with acute granulocytic leukemia.,789-94,"['Roberts, D', 'Hall, T C', 'Rosenthal, D']","['Roberts D', 'Hall TC', 'Rosenthal D']",['eng'],['Journal Article'],,United States,Cancer Res,Cancer research,2984705R,IM,"['Child', 'DNA, Neoplasm/blood', 'Humans', 'Leukemia, Myeloid, Acute/*blood/drug therapy/enzymology', 'Leukocytes/enzymology/*metabolism', 'Ligases/blood', 'Phosphotransferases/blood', 'Tetrahydrofolate Dehydrogenase/blood', 'Thymidine/*blood', 'Thymidine Kinase/blood', 'Vincristine/*administration & dosage']",1969/04/01 00:00,1969/04/01 00:01,['1969/04/01 00:00'],"['1969/04/01 00:00 [pubmed]', '1969/04/01 00:01 [medline]', '1969/04/01 00:00 [entrez]']",ppublish,Cancer Res. 1969 Apr;29(4):789-94.,"['0 (DNA, Neoplasm)', '5J49Q6B70F (Vincristine)', 'EC 1.5.1.3 (Tetrahydrofolate Dehydrogenase)', 'EC 2.7.- (Phosphotransferases)', 'EC 2.7.1.21 (Thymidine Kinase)', 'EC 6.- (Ligases)', 'VC2W18DGKR (Thymidine)']",,,
5251702,NLM,MEDLINE,19690508,20071115,0008-5472 (Print) 0008-5472 (Linking),29,4,1969 Apr,A study of thymic lymphosarcoma developing in magnesium-deficient rats.,763-75,"['Bois, P', 'Sandborn, E B', 'Messier, P E']","['Bois P', 'Sandborn EB', 'Messier PE']",['eng'],['Journal Article'],,United States,Cancer Res,Cancer research,2984705R,IM,"['Animals', 'Hodgkin Disease/pathology', 'Leukemia, Lymphoid', 'Lymphatic Metastasis', 'Lymphocytes', 'Lymphoma, Non-Hodgkin/*pathology', 'Magnesium Deficiency/*complications', 'Male', 'Rats', 'Ribosomes', 'Sarcoma, Experimental/pathology', 'Thymus Gland/cytology', 'Thymus Neoplasms/*pathology']",1969/04/01 00:00,1969/04/01 00:01,['1969/04/01 00:00'],"['1969/04/01 00:00 [pubmed]', '1969/04/01 00:01 [medline]', '1969/04/01 00:00 [entrez]']",ppublish,Cancer Res. 1969 Apr;29(4):763-75.,,,,
5251696,NLM,MEDLINE,19690508,20190501,0007-1447 (Print) 0007-1447 (Linking),1,5647,1969 Mar 29,Preliminary clinical assessment of I.C.R.F. 159 in acute leukaemia and lymphosarcoma.,822-4,"['Hellmann, K', 'Newton, K A', 'Whitmore, D N', 'Hanham, I W', 'Bond, J V']","['Hellmann K', 'Newton KA', 'Whitmore DN', 'Hanham IW', 'Bond JV']",['eng'],['Journal Article'],,England,Br Med J,British medical journal,0372673,IM,"['Aged', 'Alopecia/chemically induced', 'Antineoplastic Agents/adverse effects/*therapeutic use', 'Child', 'Child, Preschool', 'Female', 'Gastroenteritis/chemically induced', 'Humans', 'Leukemia/*drug therapy', 'Leukemia, Lymphoid/drug therapy', 'Leukemia, Monocytic, Acute/drug therapy', 'Leukemia, Myeloid, Acute/drug therapy', 'Leukocyte Count', 'Lymphoma, Non-Hodgkin/*drug therapy', 'Male', 'Middle Aged']",1969/03/29 00:00,1969/03/29 00:01,['1969/03/29 00:00'],"['1969/03/29 00:00 [pubmed]', '1969/03/29 00:01 [medline]', '1969/03/29 00:00 [entrez]']",ppublish,Br Med J. 1969 Mar 29;1(5647):822-4. doi: 10.1136/bmj.1.5647.822.,['0 (Antineoplastic Agents)'],['10.1136/bmj.1.5647.822 [doi]'],PMC1982474,"I.C.R.F. 159, a new antitumour agent, has been assessed in six patients with acute leukaemia and three with lymphosarcoma. In all but two there was a considerable fall in circulating primitive cells, and in one there was bone-marrow evidence of a partial remission. Severe toxic effects were seen in only one case; they consisted of alopecia and gastroenteritis. It is suggested that I.C.R.F. 159 is worth further examination in all forms of acute leukaemia and lymphosarcoma."
5251689,NLM,MEDLINE,19690508,20041117,0038-5077 (Print) 0038-5077 (Linking),30,8,1967 Aug,[Changes in the blood coagulation system during chronic myeloleukosis].,59-65,"[""Al'nikov, G P""]","[""Al'nikov GP""]",['rus'],['Journal Article'],Izmeneniia svertyvaiushchei sistemy krovi pri khronicheskom mieloleikoze.,Russia (Federation),Sov Med,Sovetskaia meditsina,0404525,IM,"['Adult', 'Aged', 'Blood Coagulation Disorders/complications/*etiology', 'Blood Coagulation Tests', 'Chronic Disease', 'Female', 'Humans', 'Leukemia, Myeloid/blood/complications/*physiopathology', 'Male', 'Middle Aged']",1967/08/01 00:00,1967/08/01 00:01,['1967/08/01 00:00'],"['1967/08/01 00:00 [pubmed]', '1967/08/01 00:01 [medline]', '1967/08/01 00:00 [entrez]']",ppublish,Sov Med. 1967 Aug;30(8):59-65.,,,,
5251688,NLM,MEDLINE,19690508,20041117,0036-4355 (Print) 0036-4355 (Linking),13,4,1968,[Hyperdiploidy and Philadelphia chromosome (Phl) in the blastic crisis of a chronic myelogenous leukemia].,443-8,"['Prieto Garcia, F', 'Forteza Bover, G', 'Baguena Candela, R', 'Marco Orts, F']","['Prieto Garcia F', 'Forteza Bover G', 'Baguena Candela R', 'Marco Orts F']",['spa'],['Journal Article'],Hiperdiploidia y cromosoma Filadelfia (PH1) en el brote agudo de una leucemia mieloide cronica.,Spain,Sangre (Barc),Sangre,0404373,IM,"['Adult', 'Bone Marrow Cells', '*Chromosome Aberrations', 'Female', 'Humans', 'Karyotyping', 'Leukemia, Myeloid/*blood']",1968/01/01 00:00,1968/01/01 00:01,['1968/01/01 00:00'],"['1968/01/01 00:00 [pubmed]', '1968/01/01 00:01 [medline]', '1968/01/01 00:00 [entrez]']",ppublish,Sangre (Barc). 1968;13(4):443-8.,,,,
5251681,NLM,MEDLINE,19690508,20160523,0031-403X (Print) 0031-403X (Linking),46,8,1967 Aug,[Remissions in children with acute leukemia].,40-3,"['Mironovich, V K', 'Kuracheva, N A', 'Vorontsov, I M']","['Mironovich VK', 'Kuracheva NA', 'Vorontsov IM']",['rus'],['Journal Article'],K voprosu o remissiiakh pri ostrom leikoze u detei.,Russia (Federation),Pediatriia,Pediatriia,0405563,IM,"['Adolescent', 'Child', 'Child, Preschool', 'Diagnosis, Differential', 'Humans', 'Infant', 'Infant, Newborn', 'Leukemia, Myeloid, Acute/*diagnosis', 'Prognosis']",1967/08/01 00:00,1967/08/01 00:01,['1967/08/01 00:00'],"['1967/08/01 00:00 [pubmed]', '1967/08/01 00:01 [medline]', '1967/08/01 00:00 [entrez]']",ppublish,Pediatriia. 1967 Aug;46(8):40-3.,,,,
5251680,NLM,MEDLINE,19690508,20160523,0031-403X (Print) 0031-403X (Linking),46,8,1967 Aug,[Lactate dehydrogenase isoenzymes in children with acute leukemia].,35-9,"['Artamonova, O P', 'Iurkov, Iu A']","['Artamonova OP', 'Iurkov IuA']",['rus'],['Journal Article'],Fermenty laktatdegidrogenazy pri ostrykh leikozakh u detei.,Russia (Federation),Pediatriia,Pediatriia,0405563,IM,"['Adolescent', 'Child', 'Child, Preschool', 'Humans', 'Isoenzymes', 'L-Lactate Dehydrogenase/blood', 'Leukemia, Myeloid, Acute/*enzymology']",1967/08/01 00:00,1967/08/01 00:01,['1967/08/01 00:00'],"['1967/08/01 00:00 [pubmed]', '1967/08/01 00:01 [medline]', '1967/08/01 00:00 [entrez]']",ppublish,Pediatriia. 1967 Aug;46(8):35-9.,"['0 (Isoenzymes)', 'EC 1.1.1.27 (L-Lactate Dehydrogenase)']",,,
5251660,NLM,MEDLINE,19690507,20211203,0006-5242 (Print) 0006-5242 (Linking),18,4,1969 Jan,Suppression of A and I antigens in a case of chronic myelogenous leukemia.,193-200,"['Yokoyama, M']",['Yokoyama M'],['eng'],['Journal Article'],,Germany,Blut,Blut,0173401,IM,"['*Antigens', '*Blood Group Antigens', 'Child, Preschool', 'Genetics, Medical', 'Hemagglutination Inhibition Tests', 'Hemagglutination Tests', 'Humans', 'Leukemia, Myeloid/*immunology', 'Male', 'Pedigree', 'Saliva/immunology', 'Whites']",1969/01/01 00:00,1969/01/01 00:01,['1969/01/01 00:00'],"['1969/01/01 00:00 [pubmed]', '1969/01/01 00:01 [medline]', '1969/01/01 00:00 [entrez]']",ppublish,Blut. 1969 Jan;18(4):193-200. doi: 10.1007/BF01632347.,"['0 (Antigens)', '0 (Blood Group Antigens)']",['10.1007/BF01632347 [doi]'],,
5251513,NLM,MEDLINE,19690502,20151119,0031-4005 (Print) 0031-4005 (Linking),43,3,1969 Mar,Beta-hemolytic streptococcal septicemias in childhood leukemia.,359-64,"['Dudding, B', 'Humphrey, G B', 'Nesbit, M E']","['Dudding B', 'Humphrey GB', 'Nesbit ME']",['eng'],['Journal Article'],,United States,Pediatrics,Pediatrics,0376422,IM,"['Adolescent', 'Blood Specimen Collection', 'Child', 'Child, Preschool', 'Feeding and Eating Disorders/etiology', 'Female', 'Fever/etiology', 'Headache/etiology', 'Humans', 'Leukemia, Lymphoid/*complications', 'Leukemia, Myeloid, Acute/*complications', 'Male', 'Pharynx/microbiology', 'Sepsis/*complications/diagnosis', 'Streptococcal Infections/*complications/diagnosis', 'Streptococcus/isolation & purification', 'Vomiting/etiology']",1969/03/01 00:00,1969/03/01 00:01,['1969/03/01 00:00'],"['1969/03/01 00:00 [pubmed]', '1969/03/01 00:01 [medline]', '1969/03/01 00:00 [entrez]']",ppublish,Pediatrics. 1969 Mar;43(3):359-64.,,,,
5251503,NLM,MEDLINE,19690502,20041117,0023-2149 (Print) 0023-2149 (Linking),45,10,1967 Oct,[The association of leukosis with malignant tumors].,119-20,"['Kadyrov, F A', 'Lanin, A N']","['Kadyrov FA', 'Lanin AN']",['rus'],"['Case Reports', 'Journal Article']",Sochetanie leikozov so zlokachestvennymi opukholiami.,Russia (Federation),Klin Med (Mosk),Klinicheskaia meditsina,2985204R,IM,"['Adenocarcinoma/*complications', 'Adult', 'Bone Neoplasms/*complications', 'Female', 'Hodgkin Disease/*complications', 'Humans', '*Humerus', 'Leukemia, Myeloid/*complications', 'Middle Aged', 'Stomach Neoplasms/*complications', 'Uterine Neoplasms/*complications']",1967/10/01 00:00,1967/10/01 00:01,['1967/10/01 00:00'],"['1967/10/01 00:00 [pubmed]', '1967/10/01 00:01 [medline]', '1967/10/01 00:00 [entrez]']",ppublish,Klin Med (Mosk). 1967 Oct;45(10):119-20.,,,,
5251456,NLM,MEDLINE,19690502,20110726,0048-0428 (Print) 0048-0428 (Linking),28,8,1968 Nov 25,[A study on the incidence of leukemia developing after therapeutic irradiation of cancer of the breast and uterus].,1122-33,"['Maeda, K', 'Yamamoto, S', 'Miyata, H', 'Enomoto, H']","['Maeda K', 'Yamamoto S', 'Miyata H', 'Enomoto H']",['jpn'],['Journal Article'],,Japan,Nihon Igaku Hoshasen Gakkai Zasshi,Nihon Igaku Hoshasen Gakkai zasshi. Nippon acta radiologica,0413544,IM,"['Adult', 'Aged', 'Breast Neoplasms/mortality/*radiotherapy', 'Female', 'Humans', 'Japan', 'Leukemia, Radiation-Induced/*epidemiology', 'Middle Aged', 'Uterine Neoplasms/mortality/*radiotherapy']",1968/11/25 00:00,1968/11/25 00:01,['1968/11/25 00:00'],"['1968/11/25 00:00 [pubmed]', '1968/11/25 00:01 [medline]', '1968/11/25 00:00 [entrez]']",ppublish,Nihon Igaku Hoshasen Gakkai Zasshi. 1968 Nov 25;28(8):1122-33.,,,,
5251426,NLM,MEDLINE,19690501,20171116,0047-1852 (Print) 0047-1852 (Linking),26,9,1968 Sep,[Treatment of leukemia with Auer's bodies].,2237-46,"['Hino, S', 'Amaki, I', 'Kimura, K', 'Miyata, H', 'Higo, O']","['Hino S', 'Amaki I', 'Kimura K', 'Miyata H', 'Higo O']",['jpn'],['Journal Article'],,Japan,Nihon Rinsho,Nihon rinsho. Japanese journal of clinical medicine,0420546,IM,"['Adolescent', 'Adult', '*Bone Marrow', '*Bone Marrow Cells', 'Female', 'Humans', 'Leukemia, Myeloid, Acute/*drug therapy/pathology', 'Male', 'Mercaptopurine/*therapeutic use']",1968/09/01 00:00,1968/09/01 00:01,['1968/09/01 00:00'],"['1968/09/01 00:00 [pubmed]', '1968/09/01 00:01 [medline]', '1968/09/01 00:00 [entrez]']",ppublish,Nihon Rinsho. 1968 Sep;26(9):2237-46.,['E7WED276I5 (Mercaptopurine)'],,,
