PMID,OWN,STAT,DCOM,LR,IS,VI,IP,DP,TI,PG,FAU,AU,LA,PT,PL,TA,JT,JID,RN,SB,MH,RF,EDAT,MHDA,CRDT,PHST,PST,SO,AB,PMC,AID,TT,OID,OAB,OABL,OTO,OT,GN,EIN
4333372,NLM,MEDLINE,19720411,20190708,0020-7136 (Print) 0020-7136 (Linking),8,2,1971 Sep 15,Epstein-Barr and other herpes virus antibodies in children with acute leukemia.,242-9,"['Gahrton, G', 'Wahren, B', 'Killander, D', 'Foley, G E']","['Gahrton G', 'Wahren B', 'Killander D', 'Foley GE']",['eng'],['Journal Article'],United States,Int J Cancer,International journal of cancer,0042124,"['0 (Antibodies)', '0 (Antigens)', '0 (Immune Sera)', '0 (Immunoglobulin G)']",IM,"['Adenoviridae/immunology', 'Age Factors', '*Antibodies', 'Antigens', 'Child', 'Child, Preschool', 'Complement Fixation Tests', 'Cytomegalovirus/immunology', 'DNA Viruses/*immunology', 'Fluorescent Antibody Technique', 'Herpesvirus 3, Human/immunology', 'Herpesvirus 4, Human/immunology', 'Humans', 'Immune Adherence Reaction', 'Immune Sera', 'Immunoassay', 'Immunoglobulin G', 'Immunologic Techniques', 'Infant', 'Leukemia, Lymphoid/*immunology', 'Leukemia, Myeloid, Acute/*immunology', 'Measles virus/immunology', 'Mumps virus/immunology', 'Rubella virus', 'Simplexvirus/immunology']",,1971/09/15 00:00,1971/09/15 00:01,['1971/09/15 00:00'],"['1971/09/15 00:00 [pubmed]', '1971/09/15 00:01 [medline]', '1971/09/15 00:00 [entrez]']",ppublish,Int J Cancer. 1971 Sep 15;8(2):242-9. doi: 10.1002/ijc.2910080208.,,,['10.1002/ijc.2910080208 [doi]'],,,,,,,,
4333229,NLM,MEDLINE,19720407,20190619,0003-4819 (Print) 0003-4819 (Linking),76,2,1972 Feb,Chronic lymphocytosis with lymphocyte inclusions.,265-8,"['Nardo, J M', 'Norton, W L']","['Nardo JM', 'Norton WL']",['eng'],"['Case Reports', 'Journal Article']",United States,Ann Intern Med,Annals of internal medicine,0372351,['0 (Lectins)'],IM,"['Chronic Disease', 'Encephalitis/complications', 'Epilepsy/complications', 'Fluorescent Antibody Technique', 'Humans', '*Inclusion Bodies', 'Karyotyping', 'Lectins', 'Leukemia, Lymphoid', 'Lymphocytes/*cytology', '*Lymphocytosis/complications/diagnosis', 'Male', 'Middle Aged', 'Skin Tests']",,1972/02/01 00:00,1972/02/01 00:01,['1972/02/01 00:00'],"['1972/02/01 00:00 [pubmed]', '1972/02/01 00:01 [medline]', '1972/02/01 00:00 [entrez]']",ppublish,Ann Intern Med. 1972 Feb;76(2):265-8. doi: 10.7326/0003-4819-76-2-265.,,,['10.7326/0003-4819-76-2-265 [doi]'],,,,,,,,
4333228,NLM,MEDLINE,19720407,20190619,0003-4819 (Print) 0003-4819 (Linking),76,2,1972 Feb,Varicella-Zoster infection in patients with cancer.,241-54,"['Schimpff, S', 'Serpick, A', 'Stoler, B', 'Rumack, B', 'Mellin, H', 'Joseph, J M', 'Block, J']","['Schimpff S', 'Serpick A', 'Stoler B', 'Rumack B', 'Mellin H', 'Joseph JM', 'Block J']",['eng'],['Journal Article'],United States,Ann Intern Med,Annals of internal medicine,0372351,"['0 (Dinitrophenols)', '0 (Immune Sera)']",IM,"['Adolescent', 'Adult', 'Brain Neoplasms/complications', 'Chickenpox/*complications', 'Child', 'Complement Fixation Tests', 'Dinitrophenols', 'Female', 'Herpes Zoster/*complications/diagnosis/etiology/therapy', 'Herpesvirus 3, Human/isolation & purification', 'Hodgkin Disease/complications', 'Humans', 'Immune Sera', 'Leukemia/complications', 'Lymphoma/complications', 'Male', 'Middle Aged', 'Neoplasms/*complications', 'Skin Manifestations', 'Splenectomy', 'Staphylococcal Infections/complications']",,1972/02/01 00:00,1972/02/01 00:01,['1972/02/01 00:00'],"['1972/02/01 00:00 [pubmed]', '1972/02/01 00:01 [medline]', '1972/02/01 00:00 [entrez]']",ppublish,Ann Intern Med. 1972 Feb;76(2):241-54. doi: 10.7326/0003-4819-76-2-241.,,,['10.7326/0003-4819-76-2-241 [doi]'],,,,,,,,
4333203,NLM,MEDLINE,19720406,20191021,,273,22,1971 Nov 29,[Structure of viral particles produced by the strain of rat cells 17 RBI 77 transformed by the virus B 77].,2173-5,"['Gazzolo, L', 'Simkovic, D']","['Gazzolo L', 'Simkovic D']",['fre'],['Journal Article'],France,C R Acad Hebd Seances Acad Sci D,Comptes rendus hebdomadaires des seances de l'Academie des sciences. Serie D: Sciences naturelles,7501107,,IM,"['*Alpharetrovirus', 'Animals', 'Cell Line/*microbiology', '*Cell Transformation, Neoplastic', 'Chickens', '*Inclusion Bodies, Viral', '*Leukemia Virus, Murine', 'Microscopy, Electron', 'Rats', 'Virus Replication']",,1971/11/29 00:00,1971/11/29 00:01,['1971/11/29 00:00'],"['1971/11/29 00:00 [pubmed]', '1971/11/29 00:01 [medline]', '1971/11/29 00:00 [entrez]']",ppublish,C R Acad Hebd Seances Acad Sci D. 1971 Nov 29;273(22):2173-5.,,,,Structure des particules virales produites par la lignee de cellules de rat 17 RBI 77 transformee le virus B 77.,,,,,,,
4333120,NLM,MEDLINE,19720406,20181113,0002-9440 (Print) 0002-9440 (Linking),66,1,1972 Jan,Myeloperoxidase and crystalline bodies in the granules of DMBA-induced rat chloroma cells.,147-62,"['Ioachim, H L', 'Keller, S', 'Sabbath, M', 'Andersson, B', 'Dorsett, B', 'Essner, E']","['Ioachim HL', 'Keller S', 'Sabbath M', 'Andersson B', 'Dorsett B', 'Essner E']",['eng'],['Journal Article'],United States,Am J Pathol,The American journal of pathology,0370502,"['0 (Benz(a)Anthracenes)', 'EC 1.11.1.- (Peroxidases)']",IM,"['Animals', '*Benz(a)Anthracenes', 'Crystallization', 'Culture Techniques', '*Cytoplasmic Granules', 'Inclusion Bodies', 'Kidney/pathology', '*Leukemia, Experimental/chemically induced/enzymology/pathology', '*Leukemia, Myeloid/chemically induced/enzymology/pathology', 'Liver/pathology', 'Lymph Nodes/pathology', 'Microscopy, Electron', 'Neoplasm Transplantation', 'Peroxidases/*metabolism', 'Rats', 'Spectrum Analysis', 'Spleen/pathology', 'Transplantation, Homologous']",,1972/01/01 00:00,1972/01/01 00:01,['1972/01/01 00:00'],"['1972/01/01 00:00 [pubmed]', '1972/01/01 00:01 [medline]', '1972/01/01 00:00 [entrez]']",ppublish,Am J Pathol. 1972 Jan;66(1):147-62.,"Chloroma (chloroleukemia) was induced in a splenectomized rat by repeatedly administering dimethylbenz(a)anthracene (DMBA) and was serially transplanted thereafter. Composed of immature myeloid cells, the tumor imparted a green discoloration to the tissues that it infiltrated extensively. Chloroma cells fluoresced red in ultraviolet light, produced a characteristic curve in spectrophotometry, and contained large amounts of myeloperoxidase. They included numerous intracytoplasmic granules of both types A and B, which contained occasional crystalline bars. Permanent lines of chloroma cells were established in tissue culture. These cells, while maintaining their initial morphology, ceased producing myeloperoxidase and subsequently induced white tumors when they were isotransplanted.",PMC2032467,,,,,,,,,
4333094,NLM,MEDLINE,19720405,20200930,0037-9727 (Print) 0037-9727 (Linking),137,4,1971 Sep,Interferon and cell division. V. Titration of the anticellular action of interferon preparations.,1258-61,"['Gresser, I', 'Thomas, M T', 'Brouty-Boye, D', 'Macieira-Coelho, A']","['Gresser I', 'Thomas MT', 'Brouty-Boye D', 'Macieira-Coelho A']",['eng'],['Journal Article'],United States,Proc Soc Exp Biol Med,"Proceedings of the Society for Experimental Biology and Medicine. Society for Experimental Biology and Medicine (New York, N.Y.)",7505892,"['0 (Culture Media)', '9008-11-1 (Interferons)']",IM,"['Amniotic Fluid', 'Animals', 'Biological Assay', 'Brain', 'Cell Line', 'Cells, Cultured/*drug effects', 'Culture Media', 'Cytopathogenic Effect, Viral', 'Haplorhini', 'Humans', 'Interferons/blood/*pharmacology', 'Kidney', 'Leukemia L1210', 'Methods', 'Mice', 'Mitosis/*drug effects', 'Newcastle disease virus/immunology', 'Rabbits', 'Vesicular stomatitis Indiana virus/immunology', 'West Nile virus/immunology']",,1971/09/01 00:00,1971/09/01 00:01,['1971/09/01 00:00'],"['1971/09/01 00:00 [pubmed]', '1971/09/01 00:01 [medline]', '1971/09/01 00:00 [entrez]']",ppublish,Proc Soc Exp Biol Med. 1971 Sep;137(4):1258-61. doi: 10.3181/00379727-137-35768.,,,['10.3181/00379727-137-35768 [doi]'],,,,,,,,
4333040,NLM,MEDLINE,19720404,20190501,0027-8424 (Print) 0027-8424 (Linking),69,1,1972 Jan,Some structural and antigenic properties of intracisternal A particles occurring in mouse tumors (complement fixation-immunodiffusion-neuroblastoma-plasma-cell tumor).,218-22,"['Kuff, E L', 'Leuders, K K', 'Ozer, H L', 'Wivel, N A']","['Kuff EL', 'Leuders KK', 'Ozer HL', 'Wivel NA']",['eng'],['Journal Article'],United States,Proc Natl Acad Sci U S A,Proceedings of the National Academy of Sciences of the United States of America,7505876,"['0 (Antigens)', '0 (Immune Sera)']",IM,"['Animals', '*Antigens', 'Bone Marrow/immunology', 'Carcinoma, Ehrlich Tumor/immunology', 'Cell Line', 'Cell Membrane/immunology', 'Complement Fixation Tests', 'Fibroblasts/immunology', 'Immune Sera', 'Immunodiffusion', 'Immunoelectrophoresis', 'Kidney/immunology', 'Leukemia L1210/immunology', 'Liver/immunology', 'Mammary Tumor Virus, Mouse/immunology', 'Mice', 'Mice, Inbred Strains', 'Moloney murine leukemia virus/immunology', 'Multiple Myeloma/*immunology', 'Neoplasms, Experimental/*immunology', 'Neuroblastoma/*immunology', 'Rauscher Virus/immunology', 'Spleen/immunology', 'Subcellular Fractions/*immunology']",,1972/01/01 00:00,1972/01/01 00:01,['1972/01/01 00:00'],"['1972/01/01 00:00 [pubmed]', '1972/01/01 00:01 [medline]', '1972/01/01 00:00 [entrez]']",ppublish,Proc Natl Acad Sci U S A. 1972 Jan;69(1):218-22. doi: 10.1073/pnas.69.1.218.,"Intracisternal A-particles were isolated from three different myeloma lines in BALB/c mice and from cultured neuroblastoma cells of A/J origin. All preparations contained a major structural protein with an apparent molecular weight near 70,000 as estimated by electrophoretic mobility in sodium dodecyl sulfate-containing polyacrylamide gels. Solubilization of this component by sodium dodecyl sulfate was dependent on prior or concomitant treatment with sulfhydryl compounds. The size distribution of A-particle proteins was markedly different from that observed for extracellular murine leukemia and mammary tumor viruses. Rabbit antiserum was developed that reacted with the major A-particle protein in both complement fixation and immunodiffusion assays. The antigen was detected in isolated neuroblastoma A-particles, in cytoplasmic membrane fractions prepared from various mouse tumors known to contain intracisternal particles, but not in preparations from normal mouse cells, in samples of leukemia and mammary tumor virus, or in JLS-V9 cells infected with Rauscher leukemia virus. Conversely, isolated A-particles did not react in complement fixation or immunodiffusion assays with antisera against leukemia virus antigens.",PMC427579,['10.1073/pnas.69.1.218 [doi]'],,,,,,,,
4332980,NLM,MEDLINE,19720404,20190714,0042-6822 (Print) 0042-6822 (Linking),46,3,1971 Dec,Noninfectious AKR mouse embryo cell lines in which each cell has the capacity to be activated to produce infectious murine leukemia virus.,866-76,"['Rowe, W P', 'Hartley, J W', 'Lander, M R', 'Pugh, W E', 'Teich, N']","['Rowe WP', 'Hartley JW', 'Lander MR', 'Pugh WE', 'Teich N']",['eng'],['Journal Article'],United States,Virology,Virology,0110674,"['0 (Culture Media)', '56-49-5 (Methylcholanthrene)', 'EC 2.7.7.- (DNA Nucleotidyltransferases)']",IM,"['Animals', '*Cell Line/immunology/radiation effects', 'Cell Transformation, Neoplastic', 'Complement Fixation Tests', 'Culture Media', 'Culture Techniques', 'DNA Nucleotidyltransferases/metabolism', 'Fluorescent Antibody Technique', 'Genetics, Microbial', 'Leukemia Virus, Murine/*growth & development/immunology/isolation & purification/pathogenicity', 'Methylcholanthrene/pharmacology', 'Mice', 'Mice, Inbred Strains', 'Microscopy, Electron', 'Radiation Effects', 'Rats', 'Simian virus 40/pathogenicity', 'Ultraviolet Rays', '*Virus Replication']",,1971/12/01 00:00,1971/12/01 00:01,['1971/12/01 00:00'],"['1971/12/01 00:00 [pubmed]', '1971/12/01 00:01 [medline]', '1971/12/01 00:00 [entrez]']",ppublish,Virology. 1971 Dec;46(3):866-76. doi: 10.1016/0042-6822(71)90087-0.,,,['10.1016/0042-6822(71)90087-0 [doi]'],,,,,,,,
4332977,NLM,MEDLINE,19720404,20190714,0042-6822 (Print) 0042-6822 (Linking),46,3,1971 Dec,Clonal isolation of murine sarcoma virus (MSV): characterization of virus produced from transformed cells.,774-85,"['Somers, K', 'Kit, S']","['Somers K', 'Kit S']",['eng'],['Journal Article'],United States,Virology,Virology,0110674,"['0 (RNA, Viral)', '10028-17-8 (Tritium)', '57-50-1 (Sucrose)', '9002-18-0 (Agar)', 'WHI7HQ7H85 (Uridine)']",IM,"['Agar', '*Cell Transformation, Neoplastic', 'Centrifugation, Density Gradient', '*Clone Cells', 'Gammaretrovirus/analysis/growth & development/*isolation & purification/pathogenicity', 'Helper Viruses/growth & development/pathogenicity', 'Kidney', 'Moloney murine leukemia virus/growth & development/isolation & purification/pathogenicity', 'RNA, Viral/isolation & purification', 'Sucrose', 'Tritium', 'Uridine', 'Viral Interference', '*Virus Replication']",,1971/12/01 00:00,1971/12/01 00:01,['1971/12/01 00:00'],"['1971/12/01 00:00 [pubmed]', '1971/12/01 00:01 [medline]', '1971/12/01 00:00 [entrez]']",ppublish,Virology. 1971 Dec;46(3):774-85. doi: 10.1016/0042-6822(71)90079-1.,,,"['0042-6822(71)90079-1 [pii]', '10.1016/0042-6822(71)90079-1 [doi]']",,,,,,,,
4332948,NLM,MEDLINE,19720404,20210216,0006-4971 (Print) 0006-4971 (Linking),39,1,1972 Jan,RNA-dependent DNA polymerase in viruses and cells: views on the current state.,117-37,"['Gallo, R C']",['Gallo RC'],['eng'],"['Journal Article', 'Review']",United States,Blood,Blood,7603509,"['63231-63-0 (RNA)', '9007-49-2 (DNA)', '9014-25-9 (RNA, Transfer)', 'EC 2.7.7.- (DNA Nucleotidyltransferases)']",IM,"['Animals', 'Antibody Formation', 'Avian Sarcoma Viruses/enzymology', 'Burkitt Lymphoma/microbiology', 'Cell Differentiation', 'Cell Transformation, Neoplastic', 'DNA/metabolism', 'DNA Nucleotidyltransferases/antagonists & inhibitors/*metabolism', 'Hepatitis B virus/isolation & purification', 'Humans', 'Leukemia, Lymphoid/enzymology', 'Leukemia, Myeloid/enzymology', 'Lymphocytes/enzymology', 'Mammary Tumor Virus, Mouse/isolation & purification', 'Mice', 'Milk, Human/enzymology/microbiology', 'Oncogenic Viruses/*enzymology', 'RNA/metabolism', 'RNA Viruses/*enzymology', 'RNA, Transfer', 'Rauscher Virus/enzymology', 'Templates, Genetic']",60,1972/01/01 00:00,1972/01/01 00:01,['1972/01/01 00:00'],"['1972/01/01 00:00 [pubmed]', '1972/01/01 00:01 [medline]', '1972/01/01 00:00 [entrez]']",ppublish,Blood. 1972 Jan;39(1):117-37.,,,['S0006-4971(20)80170-0 [pii]'],,,,,,,,
4332936,NLM,MEDLINE,19720404,20210526,0003-6919 (Print) 0003-6919 (Linking),22,6,1971 Dec,Effect of polycations on sensitivity of BALD-3T3 cells to murine leukemia and sarcoma virus infectivity.,1162-3,"['Manning, J S', 'Hackett, A J', 'Darby, N B Jr']","['Manning JS', 'Hackett AJ', 'Darby NB Jr']",['eng'],"['Comparative Study', 'Journal Article']",United States,Appl Microbiol,Applied microbiology,7605802,"['0 (Culture Media)', '0 (Dextrans)', '0 (Quaternary Ammonium Compounds)']",IM,"['Animals', 'Cell Line', 'Cell Transformation, Neoplastic', 'Cells, Cultured/*drug effects', 'Culture Media', 'Cytopathogenic Effect, Viral', 'Dextrans/*pharmacology/toxicity', 'Gammaretrovirus/*pathogenicity', 'Leukemia Virus, Murine/*pathogenicity', 'Mice', 'Mice, Inbred Strains', 'Quaternary Ammonium Compounds/*pharmacology']",,1971/12/01 00:00,2001/03/28 10:01,['1971/12/01 00:00'],"['1971/12/01 00:00 [pubmed]', '2001/03/28 10:01 [medline]', '1971/12/01 00:00 [entrez]']",ppublish,Appl Microbiol. 1971 Dec;22(6):1162-3. doi: 10.1128/am.22.6.1162-1163.1971.,"Polybrene or diethylaminoethyl dextran, when added with murine leukemia or sarcoma virus inocula, significantly increased virus infectivity of BALB/3T3 cells. Residual polycation concentrations were nontoxic.",PMC376504,['10.1128/am.22.6.1162-1163.1971 [doi]'],,,,,,,,
4332935,NLM,MEDLINE,19720404,20210526,0003-6919 (Print) 0003-6919 (Linking),22,6,1971 Dec,"Cell line derived from a murine sarcoma virus (Moloney Pseudotype)-induced tumor: cultural, antigenic, and virological properties.",1119-22,"['Massicot, J G', 'Woods, W A', 'Chirigos, M A']","['Massicot JG', 'Woods WA', 'Chirigos MA']",['eng'],['Journal Article'],United States,Appl Microbiol,Applied microbiology,7605802,"['0 (Antigens, Viral)', '0 (Chromium Isotopes)', '0 (Immune Sera)']",IM,"['Animals', 'Antigens, Viral/analysis', '*Cell Line/cytology/immunology/microbiology', 'Chromium Isotopes', 'Culture Techniques', 'Cytotoxicity Tests, Immunologic', 'Fluorescent Antibody Technique', 'Gammaretrovirus/*growth & development/immunology/isolation & purification', 'Guinea Pigs', 'Helper Viruses/growth & development/immunology/isolation & purification', 'Immune Sera', 'Male', 'Mice', 'Mice, Inbred Strains', 'Moloney murine leukemia virus/*growth & development', 'Neoplasms, Experimental', 'Rabbits', 'Rats', 'Virus Cultivation', 'Virus Replication']",,1971/12/01 00:00,1971/12/01 00:01,['1971/12/01 00:00'],"['1971/12/01 00:00 [pubmed]', '1971/12/01 00:01 [medline]', '1971/12/01 00:00 [entrez]']",ppublish,Appl Microbiol. 1971 Dec;22(6):1119-22. doi: 10.1128/am.22.6.1119-1122.1971.,"A cell line derived from a murine sarcoma virus (Moloney pseudotype)-induced tumor has been established. It retains oncogenicity, releases both sarcoma and leukemia viruses, and has virus-induced cellular antigens.",PMC376495,['10.1128/am.22.6.1119-1122.1971 [doi]'],,,,,,,,
4332918,NLM,MEDLINE,19720403,20161109,0507-4088 (Print) 0507-4088 (Linking),16,3,1971 May-Jun,[An immunohistochemical study of the group specific antigen of mouse leukemia viruses].,348-53,"['Lezhneva, O M', 'Abelev, G I']","['Lezhneva OM', 'Abelev GI']",['rus'],['Journal Article'],Russia (Federation),Vopr Virusol,Voprosy virusologii,0417337,"['0 (Antigens)', '0 (Antigens, Viral)', '56-49-5 (Methylcholanthrene)']",IM,"['Animals', 'Antigens/*analysis', 'Antigens, Viral/analysis', 'Fluorescent Antibody Technique', 'Histocytochemistry', 'Immunochemistry', 'Kidney/immunology/microbiology', 'Leukemia Virus, Murine/*immunology', 'Methylcholanthrene', 'Mice', 'Neoplasms, Experimental/chemically induced/immunology/microbiology', 'Precipitin Tests', 'Rauscher Virus/*immunology', 'Sarcoma, Experimental/immunology/microbiology', 'Spleen/immunology/microbiology']",,1971/05/01 00:00,1971/05/01 00:01,['1971/05/01 00:00'],"['1971/05/01 00:00 [pubmed]', '1971/05/01 00:01 [medline]', '1971/05/01 00:00 [entrez]']",ppublish,Vopr Virusol. 1971 May-Jun;16(3):348-53.,,,,Immunogistokhimicheskoe izuchenie gruppospetsificheskogo antigena virusov leikemii myshei.,,,,,,,
4332900,NLM,MEDLINE,19720403,20190708,0020-7136 (Print) 0020-7136 (Linking),8,3,1971 Nov 15,Epstein-Barr virus (EBV)-associated antibody patterns in malignant lymphoma and leukemia. II. Chronic lymphocytic leukemia and lymphocytic lymphoma.,475-86,"['Johansson, B', 'Klein, G', 'Henle, W', 'Henle, G']","['Johansson B', 'Klein G', 'Henle W', 'Henle G']",['eng'],['Journal Article'],United States,Int J Cancer,International journal of cancer,0042124,['0 (Antibodies)'],IM,"['Adult', 'Aged', '*Antibodies', 'Female', 'Fluorescent Antibody Technique', 'Herpesviridae/*immunology', 'Herpesvirus 4, Human/immunology', 'Humans', 'Leukemia, Lymphoid/*immunology', 'Leukocyte Count', 'Lymphoma, Non-Hodgkin/*immunology', 'Male', 'Middle Aged']",,1971/11/15 00:00,1971/11/15 00:01,['1971/11/15 00:00'],"['1971/11/15 00:00 [pubmed]', '1971/11/15 00:01 [medline]', '1971/11/15 00:00 [entrez]']",ppublish,Int J Cancer. 1971 Nov 15;8(3):475-86. doi: 10.1002/ijc.2910080316.,,,['10.1002/ijc.2910080316 [doi]'],,,,,,,,
4332810,NLM,MEDLINE,19720330,20190501,0027-8424 (Print) 0027-8424 (Linking),68,10,1971 Oct,Helper activity of human leukemic tissue extracts for leukemia virus expression in mice.,2391-5,"['Steeves, R A', 'Fjelde, A', 'Mirand, E A']","['Steeves RA', 'Fjelde A', 'Mirand EA']",['eng'],['Journal Article'],United States,Proc Natl Acad Sci U S A,Proceedings of the National Academy of Sciences of the United States of America,7505876,['0 (Tissue Extracts)'],IM,"['Animals', 'Blood Cells/microbiology', 'Bone Marrow/microbiology', 'Bone Marrow Cells', 'Culture Techniques', 'Friend murine leukemia virus/growth & development', 'Helper Viruses', 'Hodgkin Disease/microbiology', 'Humans', 'Leukemia/*microbiology', 'Leukemia Virus, Murine/*growth & development', 'Leukemia, Lymphoid/microbiology', 'Leukemia, Myeloid/microbiology', 'Leukemia, Myeloid, Acute/microbiology', 'Lymph Nodes/microbiology', 'Lymphoma, Large B-Cell, Diffuse/microbiology', 'Lymphoma, Non-Hodgkin/microbiology', 'Mice', 'Polycythemia Vera/microbiology', 'Spleen/microbiology', 'Tissue Extracts', 'Virus Cultivation']",,1971/10/01 00:00,1971/10/01 00:01,['1971/10/01 00:00'],"['1971/10/01 00:00 [pubmed]', '1971/10/01 00:01 [medline]', '1971/10/01 00:00 [entrez]']",ppublish,Proc Natl Acad Sci U S A. 1971 Oct;68(10):2391-5. doi: 10.1073/pnas.68.10.2391.,"Extracts of cultured human leukemic tissues increased the spleen focus-forming activity of Friend leukemia virus preparations in BALB/c and other partially resistant mice. Such mice carry the Fv-1(b) gene, which inhibits the expression of helper virus indigenous to the Friend virus complex, and allows co-infecting leukemia viruses of mice, cats, or chickens to substitute for the inhibited helper virus and increase the expression of the spleen focus-forming virus. The helper activity of extracts from human leukemic tissues shared several important properties with that associated with known leukemogenic viruses of animals.",PMC389429,['10.1073/pnas.68.10.2391 [doi]'],,,,,,,,
