PMID,OWN,STAT,DCOM,LR,IS,VI,IP,DP,TI,PG,AB,FAU,AU,LA,PT,PL,TA,JT,JID,SB,MH,EDAT,MHDA,CRDT,PHST,AID,PST,SO,PS,FPS,TT,RN,RF,PMC,GR,OID
4884354,NLM,MEDLINE,19690318,20190618,0036-8075 (Print) 0036-8075 (Linking),162,3853,1968 Nov 1,Mutant Sl alleles of mice affect susceptibility to Friend spleen focus-forming virus.,564-5,"Mice of genotypes S1/S1(d), S1/+, and S1(d)/+ (but not S1(T)/S1(T) or S1(T)/+) were resistant to spleen focucs-forming virus. The ""environment"" in which hemopoietic target cells for this virus develop was not conducive for infection or focus formation, or both, but the target cells were not altered directly. The same genes appear to regulate hemopoiesis and leukemogenic transformation.","['Bennett, M', 'Steeves, R A', 'Cudkowicz, G', 'Mirand, E A', 'Russell, L B']","['Bennett M', 'Steeves RA', 'Cudkowicz G', 'Mirand EA', 'Russell LB']",['eng'],['Journal Article'],United States,Science,"Science (New York, N.Y.)",0404511,IM,"['*Alleles', 'Animals', 'Bone Marrow Transplantation', 'Cell Transformation, Neoplastic', 'Female', 'Friend murine leukemia virus/*pathogenicity', 'Genotype', 'Hematocrit', 'Hematopoiesis', 'Leukemia, Experimental/etiology', 'Male', 'Mice', '*Mutation', 'Spleen/*microbiology']",1968/11/01 00:00,1968/11/01 00:01,['1968/11/01 00:00'],"['1968/11/01 00:00 [pubmed]', '1968/11/01 00:01 [medline]', '1968/11/01 00:00 [entrez]']",['10.1126/science.162.3853.564 [doi]'],ppublish,Science. 1968 Nov 1;162(3853):564-5. doi: 10.1126/science.162.3853.564.,,,,,,,,
4800963,NLM,MEDLINE,19740222,20131121,0011-3964 (Print) 0011-3964 (Linking),9,1,1973 Oct,The role of radiation biology in the evaluation of somatic hazards. What can the radiobiologist usefully do?,48-53,,"['Lindop, P J']",['Lindop PJ'],['eng'],['Journal Article'],Netherlands,Curr Top Radiat Res Q,Current topics in radiation research quarterly,1276745,IM,"['Animals', 'Environmental Exposure', 'Humans', 'Leukemia, Radiation-Induced', 'Lung Neoplasms/chemically induced/etiology', 'Maximum Allowable Concentration', 'Mice', 'Mice, Inbred C3H', 'Neoplasms, Experimental/chemically induced/etiology', 'Neoplasms, Radiation-Induced', '*Radiation Effects', 'Radiation Injuries', 'Radiation Protection', 'Urethane']",1973/10/01 00:00,1973/10/01 00:01,['1973/10/01 00:00'],"['1973/10/01 00:00 [pubmed]', '1973/10/01 00:01 [medline]', '1973/10/01 00:00 [entrez]']",,ppublish,Curr Top Radiat Res Q. 1973 Oct;9(1):48-53.,,,,['3IN71E75Z5 (Urethane)'],,,,
4800897,NLM,MEDLINE,19740212,20041117,0485-1439 (Print) 0485-1439 (Linking),14,10,1973 Oct,[A case of meningeal leukemia caused by leukemic conversion of lymphosarcoma (author's transl)].,1060-5,,"['Matsuo, T', 'Matsunaga, K', 'Miyasaki, K', 'Imamura, H']","['Matsuo T', 'Matsunaga K', 'Miyasaki K', 'Imamura H']",['jpn'],['Journal Article'],Japan,Rinsho Ketsueki,[Rinsho ketsueki] The Japanese journal of clinical hematology,2984782R,IM,"['Adolescent', 'Autopsy', 'Humans', 'Leukemia/*etiology/pathology', 'Lymphoma, Non-Hodgkin/*complications/pathology', 'Male', 'Meninges/*pathology']",1973/10/01 00:00,1973/10/01 00:01,['1973/10/01 00:00'],"['1973/10/01 00:00 [pubmed]', '1973/10/01 00:01 [medline]', '1973/10/01 00:00 [entrez]']",,ppublish,Rinsho Ketsueki. 1973 Oct;14(10):1060-5.,,,,,,,,
4800830,NLM,MEDLINE,19740205,20181130,0026-556X (Print) 0026-556X (Linking),56,12,1973 Dec,Immobilized enzymes. Their applications in medicine.,1036-40,,"['Anderson, P M', 'Salo, W L']","['Anderson PM', 'Salo WL']",['eng'],['Journal Article'],United States,Minn Med,Minnesota medicine,8000173,IM,"['Chromatography, Affinity', 'Drug Stability', '*Enzyme Therapy', 'Enzymes/administration & dosage/pharmacology', 'Humans', 'Leukemia, Lymphoid/drug therapy', 'Lymphoma, Non-Hodgkin/drug therapy', 'Metabolism, Inborn Errors/drug therapy']",1973/12/01 00:00,1973/12/01 00:01,['1973/12/01 00:00'],"['1973/12/01 00:00 [pubmed]', '1973/12/01 00:01 [medline]', '1973/12/01 00:00 [entrez]']",,ppublish,Minn Med. 1973 Dec;56(12):1036-40.,,,,['0 (Enzymes)'],,,,
4800714,NLM,MEDLINE,19740127,20190630,0022-3476 (Print) 0022-3476 (Linking),83,6,1973 Dec,Paraplegia following intrathecal methotrexate.,988-92,,"['Luddy, R E', 'Gilman, P A']","['Luddy RE', 'Gilman PA']",['eng'],['Journal Article'],United States,J Pediatr,The Journal of pediatrics,0375410,IM,"['Cerebrospinal Fluid Proteins/analysis', 'Child', 'Erythrocyte Count', 'Female', 'Glucose/cerebrospinal fluid', 'Humans', 'Injections, Spinal/*adverse effects', 'Leukemia/drug therapy', 'Leukocyte Count', 'Lymphoma, Non-Hodgkin/drug therapy', 'Methotrexate/administration & dosage/*adverse effects/cerebrospinal fluid', 'Paraplegia/*chemically induced', 'Remission, Spontaneous']",1973/12/01 00:00,1973/12/01 00:01,['1973/12/01 00:00'],"['1973/12/01 00:00 [pubmed]', '1973/12/01 00:01 [medline]', '1973/12/01 00:00 [entrez]']","['S0022-3476(73)80533-5 [pii]', '10.1016/s0022-3476(73)80533-5 [doi]']",ppublish,J Pediatr. 1973 Dec;83(6):988-92. doi: 10.1016/s0022-3476(73)80533-5.,,,,"['0 (Cerebrospinal Fluid Proteins)', 'IY9XDZ35W2 (Glucose)', 'YL5FZ2Y5U1 (Methotrexate)']",,,,
4800616,NLM,MEDLINE,19740119,20161017,0098-7484 (Print) 0098-7484 (Linking),226,6,1973 Nov 5,Letter: Asparaginase-induced megaloblastic changes.,673,,"['Kay, N E', 'Stockman, J A 3rd', 'Stuart, M J', 'Gottlieb, A J', 'Oski, F A']","['Kay NE', 'Stockman JA 3rd', 'Stuart MJ', 'Gottlieb AJ', 'Oski FA']",['eng'],['Journal Article'],United States,JAMA,JAMA,7501160,IM,"['Adolescent', 'Asparaginase/administration & dosage/*adverse effects/therapeutic use', 'Bone Marrow/*drug effects', 'Child', 'Child, Preschool', 'Humans', 'Leukemia, Lymphoid/drug therapy', 'Neoplasms', 'Time Factors']",1973/11/05 00:00,1973/11/05 00:01,['1973/11/05 00:00'],"['1973/11/05 00:00 [pubmed]', '1973/11/05 00:01 [medline]', '1973/11/05 00:00 [entrez]']",,ppublish,JAMA. 1973 Nov 5;226(6):673.,,,,['EC 3.5.1.1 (Asparaginase)'],,,,
4800580,NLM,MEDLINE,19740119,20190903,0001-6632 (Print) 0001-6632 (Linking),23,1,1973 Feb,Capillary hematocrit method combined with microscopical observation and its application to a quick screening of rat leukemia.,1-9,,"['Sugiyama, T']",['Sugiyama T'],['eng'],['Journal Article'],Australia,Acta Pathol Jpn,Acta pathologica japonica,0372637,IM,"['Animals', 'Benz(a)Anthracenes', 'Blood Cell Count', 'Blood Platelets', 'Female', '*Hematocrit', 'Leukemia, Experimental/*blood/chemically induced', 'Leukocytes', 'Lymphocytes', 'Male', 'Methods', 'Rats']",1973/02/01 00:00,1973/02/01 00:01,['1973/02/01 00:00'],"['1973/02/01 00:00 [pubmed]', '1973/02/01 00:01 [medline]', '1973/02/01 00:00 [entrez]']",['10.1111/j.1440-1827.1973.tb00769.x [doi]'],ppublish,Acta Pathol Jpn. 1973 Feb;23(1):1-9. doi: 10.1111/j.1440-1827.1973.tb00769.x.,,,,['0 (Benz(a)Anthracenes)'],,,,
4800566,NLM,MEDLINE,19740118,20190908,1784-3286 (Print) 1784-3286 (Linking),28,2,1973,[Fever in treated and untreated leukemias and hematosarcomas].,129-35,,"['Michaux, J L', 'Cornu, G', 'Ferrant, A', 'Noel, H', 'Stenuit, L']","['Michaux JL', 'Cornu G', 'Ferrant A', 'Noel H', 'Stenuit L']",['fre'],['Journal Article'],England,Acta Clin Belg,Acta clinica Belgica,0370306,IM,"['Adult', 'Bacterial Infections/complications', 'Child', 'Fever/*etiology', 'Humans', 'Leukemia/*complications', 'Lymphoma, Non-Hodgkin/complications', 'Mycoses/complications', 'Sepsis/complications', 'Virus Diseases/complications']",1973/01/01 00:00,1973/01/01 00:01,['1973/01/01 00:00'],"['1973/01/01 00:00 [pubmed]', '1973/01/01 00:01 [medline]', '1973/01/01 00:00 [entrez]']",['10.1080/17843286.1973.11716864 [doi]'],ppublish,Acta Clin Belg. 1973;28(2):129-35. doi: 10.1080/17843286.1973.11716864.,,,Le probleme de la fievre dans les leucemies et les hematosarcomes traites et non traites.,,,,,
4800554,NLM,MEDLINE,19740116,20131121,0300-0893 (Print) 0300-0893 (Linking),18,5,1973 Sep,Impaired recirculation of autotransfused blood lymphocytes via thoracic duct lymph in patients with chronic lymphoid leukemia.,393-400,,"['Bremer, K', 'Wack, O', 'Schick, P']","['Bremer K', 'Wack O', 'Schick P']",['eng'],['Journal Article'],France,Biomedicine,Biomedicine / [publiee pour l'A.A.I.C.I.G.],0361342,IM,"['Aged', 'Autoradiography', 'Blood Cell Count', 'Blood Transfusion, Autologous', 'Cytidine/metabolism', 'Female', 'Hepatomegaly/etiology', 'Humans', 'Leukemia, Lymphoid/*blood/complications', '*Lymph', 'Lymphatic Diseases/etiology', '*Lymphocytes', 'Lymphoma, Non-Hodgkin/*blood/complications', 'Male', 'Middle Aged', 'Splenomegaly/etiology', 'Thoracic Duct', 'Tritium']",1973/09/01 00:00,1973/09/01 00:01,['1973/09/01 00:00'],"['1973/09/01 00:00 [pubmed]', '1973/09/01 00:01 [medline]', '1973/09/01 00:00 [entrez]']",,ppublish,Biomedicine. 1973 Sep;18(5):393-400.,,,,"['10028-17-8 (Tritium)', '5CSZ8459RP (Cytidine)']",,,,
4800456,NLM,MEDLINE,19740109,20031114,0004-4172 (Print) 0004-4172 (Linking),23,7,1973 Jul,[The effect of apurinic acid (APA) on desoxyribonuclease (DNase) pattern of mouse leukemic cells].,971-3,,"['Beck, J D', 'Heicke, B', 'Maidhof, A', 'Zahn, R K']","['Beck JD', 'Heicke B', 'Maidhof A', 'Zahn RK']",['ger'],['Journal Article'],Germany,Arzneimittelforschung,Arzneimittel-Forschung,0372660,IM,"['Animals', 'Cells, Cultured', 'Deoxyribonucleases/analysis/*antagonists & inhibitors', 'Deoxyribonucleotides/pharmacology', 'Electrophoresis, Disc', 'Hydrogen-Ion Concentration', 'Leukemia, Experimental/*enzymology', 'Mice', 'Polynucleotides/*pharmacology', 'Time Factors']",1973/07/01 00:00,1973/07/01 00:01,['1973/07/01 00:00'],"['1973/07/01 00:00 [pubmed]', '1973/07/01 00:01 [medline]', '1973/07/01 00:00 [entrez]']",,ppublish,Arzneimittelforschung. 1973 Jul;23(7):971-3.,,,Desoxyribonuklease (DNase)-Muster von Mause-Leukamiezellen unter Einwirkung von Apurinsaure (APA.,"['0 (Deoxyribonucleotides)', '0 (Polynucleotides)', 'EC 3.1.- (Deoxyribonucleases)']",,,,
4800425,NLM,MEDLINE,19740105,20131121,0028-4793 (Print) 0028-4793 (Linking),289,23,1973 Dec 6,Editorial: Preventive central-nervous-system therapy in acute leukemia.,1248-9,,"['Simone, J V']",['Simone JV'],['eng'],['Journal Article'],United States,N Engl J Med,The New England journal of medicine,0255562,IM,"['Acute Disease', 'Arachnoid/pathology', 'Arachnoiditis/etiology', 'Brain Diseases/etiology', 'Central Nervous System/*radiation effects', 'Central Nervous System Diseases/prevention & control', 'Child', 'Humans', 'Injections, Spinal', 'Leukemia/drug therapy/pathology/radiotherapy/*therapy', 'Meningitis/etiology', 'Methotrexate/administration & dosage/therapeutic use', 'Radiotherapy/adverse effects', 'Radiotherapy Dosage', 'Remission, Spontaneous']",1973/12/06 00:00,1973/12/06 00:01,['1973/12/06 00:00'],"['1973/12/06 00:00 [pubmed]', '1973/12/06 00:01 [medline]', '1973/12/06 00:00 [entrez]']",['10.1056/NEJM197312062892312 [doi]'],ppublish,N Engl J Med. 1973 Dec 6;289(23):1248-9. doi: 10.1056/NEJM197312062892312.,,,,['YL5FZ2Y5U1 (Methotrexate)'],,,,
4800358,NLM,MEDLINE,19731216,20190820,0022-4790 (Print) 0022-4790 (Linking),5,4,1973,Incidence of hyperfibrinogenemia in 1961 patients with cancer.,359-64,,"['Brugarolas, A', 'Elias, E G']","['Brugarolas A', 'Elias EG']",['eng'],['Journal Article'],United States,J Surg Oncol,Journal of surgical oncology,0222643,IM,"['Blood Coagulation Factors/analysis', 'Blood Coagulation Tests', 'Carcinoma/blood', 'Fibrinogen/*analysis/metabolism', 'Hodgkin Disease/blood/complications', 'Humans', 'Leukemia/blood', 'Lymphoma, Non-Hodgkin/blood', 'Neoplasm Metastasis', 'Neoplasms/*blood', 'Retrospective Studies', 'Sarcoma/blood']",1973/01/01 00:00,1973/01/01 00:01,['1973/01/01 00:00'],"['1973/01/01 00:00 [pubmed]', '1973/01/01 00:01 [medline]', '1973/01/01 00:00 [entrez]']",['10.1002/jso.2930050411 [doi]'],ppublish,J Surg Oncol. 1973;5(4):359-64. doi: 10.1002/jso.2930050411.,,,,"['0 (Blood Coagulation Factors)', '9001-32-5 (Fibrinogen)']",,,,
4800280,NLM,MEDLINE,19731213,20151119,0161-5505 (Print) 0161-5505 (Linking),14,10,1973 Oct,Measurement of splenic red cell volume and visualization of the spleen with 99mTc.,769-71,,"['Hegde, U M', 'Williams, E D', 'Lewis, S M', 'Szur, L', 'Glass, H I', 'Pettit, J E']","['Hegde UM', 'Williams ED', 'Lewis SM', 'Szur L', 'Glass HI', 'Pettit JE']",['eng'],['Journal Article'],United States,J Nucl Med,"Journal of nuclear medicine : official publication, Society of Nuclear Medicine",0217410,IM,"['*Hematocrit', 'Hemoglobin H', 'Humans', 'Leukemia/physiopathology', 'Lymphoma, Non-Hodgkin/physiopathology', 'Malabsorption Syndromes/physiopathology', 'Methods', 'Myeloproliferative Disorders/physiopathology', '*Spleen/physiopathology', '*Technetium']",1973/10/01 00:00,1973/10/01 00:01,['1973/10/01 00:00'],"['1973/10/01 00:00 [pubmed]', '1973/10/01 00:01 [medline]', '1973/10/01 00:00 [entrez]']",,ppublish,J Nucl Med. 1973 Oct;14(10):769-71.,,,,"['7440-26-8 (Technetium)', '9034-79-1 (Hemoglobin H)']",,,,
4800279,NLM,MEDLINE,19731213,20190511,0027-8874 (Print) 0027-8874 (Linking),51,3,1973 Sep,Horizontal transmission of leukemia virus and leukemia in the cat.,833-41,,"['Jarrett, W', 'Jarrett, O', 'Mackey, L', 'Laird, H', 'Hardy, W Jr', 'Essex, M']","['Jarrett W', 'Jarrett O', 'Mackey L', 'Laird H', 'Hardy W Jr', 'Essex M']",['eng'],['Journal Article'],United States,J Natl Cancer Inst,Journal of the National Cancer Institute,7503089,IM,"['Animals', 'Antibodies, Viral/analysis', 'Antigens, Viral/analysis', '*Cat Diseases/immunology', 'Cats', 'Cattle', 'Cell Membrane/immunology', 'Digestive System', 'Lymphoma, Non-Hodgkin/microbiology', 'Microscopy, Electron', 'Mouth Mucosa/microbiology', '*Retroviridae/immunology/isolation & purification', 'Trachea/microbiology', 'Tumor Virus Infections/immunology/*veterinary', 'Urinary Bladder/microbiology', 'Urine/microbiology']",1973/09/01 00:00,2001/03/28 10:01,['1973/09/01 00:00'],"['1973/09/01 00:00 [pubmed]', '2001/03/28 10:01 [medline]', '1973/09/01 00:00 [entrez]']",['10.1093/jnci/51.3.833 [doi]'],ppublish,J Natl Cancer Inst. 1973 Sep;51(3):833-41. doi: 10.1093/jnci/51.3.833.,,,,"['0 (Antibodies, Viral)', '0 (Antigens, Viral)']",,,,
4800217,NLM,MEDLINE,19731207,20211203,0027-2973 (Print) 0027-2973 (Linking),115,18,1973 May 4,[Therapy of acute leukemias].,852-60,,"['Wilmanns, W']",['Wilmanns W'],['ger'],['Journal Article'],Germany,Munch Med Wochenschr,Munchener medizinische Wochenschrift (1950),7801802,IM,"['Acute Disease', 'Adult', 'Antineoplastic Agents/therapeutic use', 'Asparaginase/therapeutic use', 'DNA, Neoplasm/metabolism', 'Humans', 'Immunosuppression Therapy', 'Immunotherapy', 'Leukemia/drug therapy/metabolism/*therapy', 'Prednisolone/therapeutic use', 'Remission, Spontaneous', 'Thymidine/metabolism', 'Tritium', 'Uridine/metabolism']",1973/05/04 00:00,1973/05/04 00:01,['1973/05/04 00:00'],"['1973/05/04 00:00 [pubmed]', '1973/05/04 00:01 [medline]', '1973/05/04 00:00 [entrez]']",,ppublish,Munch Med Wochenschr. 1973 May 4;115(18):852-60.,,,Therapie akuter Leukamien.,"['0 (Antineoplastic Agents)', '0 (DNA, Neoplasm)', '10028-17-8 (Tritium)', '9PHQ9Y1OLM (Prednisolone)', 'EC 3.5.1.1 (Asparaginase)', 'VC2W18DGKR (Thymidine)', 'WHI7HQ7H85 (Uridine)']",,,,
4800163,NLM,MEDLINE,19741108,20110728,0001-5806 (Print) 0001-5806 (Linking),36,5,1973 Oct,Cytokinetic studies on hematopoietic cells of the bone marrow.,641-60,,"['Tsuchiya, J', 'Maekawa, T']","['Tsuchiya J', 'Maekawa T']",['eng'],['Journal Article'],Japan,Nihon Ketsueki Gakkai Zasshi,Nihon Ketsueki Gakkai zasshi : journal of Japan Haematological Society,2984803R,IM,"['Animals', '*Bone Marrow Cells', '*Hematopoiesis', 'Humans', 'Kinetics', 'Leukemia/pathology', 'Macaca', 'Mice', 'Rabbits', 'Rats', 'Sarcoma, Yoshida/pathology']",1973/10/01 00:00,1973/10/01 00:01,['1973/10/01 00:00'],"['1973/10/01 00:00 [pubmed]', '1973/10/01 00:01 [medline]', '1973/10/01 00:00 [entrez]']",,ppublish,Nihon Ketsueki Gakkai Zasshi. 1973 Oct;36(5):641-60.,,,,,,,,
4800023,NLM,MEDLINE,19740928,20061115,0025-7869 (Print) 0025-7869 (Linking),25,4,1973 Apr,[Physiopathology of the process of fibrin stabilization].,397-412,,"['Cucuianu, M', 'Vasile, V', 'Popescu, T A']","['Cucuianu M', 'Vasile V', 'Popescu TA']",['rum'],"['English Abstract', 'Journal Article']",Romania,Med Interna (Bucur),Medicina interna,7503144,IM,"['Abortion, Septic/complications', 'Anuria/complications', 'Arteriosclerosis/complications', 'Blood Coagulation Disorders/*etiology', 'Disseminated Intravascular Coagulation/etiology', 'Factor XIII/*biosynthesis', 'Female', 'Fibrinogen/biosynthesis', 'Fibrinolysis', 'Humans', 'Hyperlipidemias/complications', 'Leukemia/complications', 'Liver Cirrhosis/*complications', 'Pregnancy']",1973/04/01 00:00,1973/04/01 00:01,['1973/04/01 00:00'],"['1973/04/01 00:00 [pubmed]', '1973/04/01 00:01 [medline]', '1973/04/01 00:00 [entrez]']",,ppublish,Med Interna (Bucur). 1973 Apr;25(4):397-412.,,,Fiziopatologia procesului de stabilizare a fibrinei,"['9001-32-5 (Fibrinogen)', '9013-56-3 (Factor XIII)']",,,,
4800009,NLM,MEDLINE,19741009,20110728,0001-5806 (Print) 0001-5806 (Linking),36,6,1973 Dec,"[Studies on blood coagulation and fibrinolysis in acute leukemias, as related to types of the disease (author's transl)].",865-82,,"['Koie, K']",['Koie K'],['jpn'],"['English Abstract', 'Journal Article']",Japan,Nihon Ketsueki Gakkai Zasshi,Nihon Ketsueki Gakkai zasshi : journal of Japan Haematological Society,2984803R,IM,"['Acute Disease', 'Adolescent', 'Adult', 'Aged', '*Blood Coagulation', 'Child', 'Female', '*Fibrinolysis', 'Humans', 'Leukemia/*blood', 'Male', 'Middle Aged']",1973/12/01 00:00,1973/12/01 00:01,['1973/12/01 00:00'],"['1973/12/01 00:00 [pubmed]', '1973/12/01 00:01 [medline]', '1973/12/01 00:00 [entrez]']",,ppublish,Nihon Ketsueki Gakkai Zasshi. 1973 Dec;36(6):865-82.,,,,,,,,
4799966,NLM,MEDLINE,19740919,20191210,0485-1439 (Print) 0485-1439 (Linking),14,12,1973 Dec,[Large dose combination antibiotic therapy for severe infections of patients with acute leukemia (author's transl)].,1141-5,,"['Ono, R', 'Uetani, T', 'Imai, K', 'Koie, K', 'Kamiya, T']","['Ono R', 'Uetani T', 'Imai K', 'Koie K', 'Kamiya T']",['jpn'],['Journal Article'],Japan,Rinsho Ketsueki,[Rinsho ketsueki] The Japanese journal of clinical hematology,2984782R,IM,"['Acute Disease', 'Adolescent', 'Adult', 'Aged', 'Anti-Bacterial Agents/*administration & dosage/therapeutic use', 'Female', 'Humans', 'Infections/complications/*drug therapy', 'Leukemia/*complications', 'Male', 'Middle Aged']",1973/12/01 00:00,1973/12/01 00:01,['1973/12/01 00:00'],"['1973/12/01 00:00 [pubmed]', '1973/12/01 00:01 [medline]', '1973/12/01 00:00 [entrez]']",,ppublish,Rinsho Ketsueki. 1973 Dec;14(12):1141-5.,,,,['0 (Anti-Bacterial Agents)'],,,,
4799770,NLM,MEDLINE,19740819,20190708,0020-7136 (Print) 0020-7136 (Linking),12,2,1973 Sep 15,Spontaneous breakdown of immunological tolerance to Gross-virus-induced cell-surface antigens in the rat.,389-95,,"['Kuzumaki, N', 'Takeichi, N', 'Kodama, T', 'Kobayashi, H']","['Kuzumaki N', 'Takeichi N', 'Kodama T', 'Kobayashi H']",['eng'],['Journal Article'],United States,Int J Cancer,International journal of cancer,0042124,IM,"['AKR murine leukemia virus/*immunology', 'Age Factors', 'Animals', 'Antibodies, Viral', 'Antibody Formation', 'Antigen-Antibody Reactions', '*Antigens, Viral', 'Cell Membrane/immunology', 'Cytotoxicity Tests, Immunologic', 'Immune Sera', 'Lymphoma/*immunology', 'Neoplasm Transplantation', 'Neoplasms, Experimental/immunology', 'Rats', 'Rats, Inbred Strains/immunology', 'Thymus Neoplasms/immunology', 'Transplantation Immunology', 'Transplantation, Homologous']",1973/09/15 00:00,1973/09/15 00:01,['1973/09/15 00:00'],"['1973/09/15 00:00 [pubmed]', '1973/09/15 00:01 [medline]', '1973/09/15 00:00 [entrez]']",['10.1002/ijc.2910120210 [doi]'],ppublish,Int J Cancer. 1973 Sep 15;12(2):389-95. doi: 10.1002/ijc.2910120210.,,,,"['0 (Antibodies, Viral)', '0 (Antigens, Viral)', '0 (Immune Sera)']",,,,
4799699,NLM,MEDLINE,19740819,20190708,0020-7136 (Print) 0020-7136 (Linking),12,2,1973 Sep 15,Reversible splenomegaly with low virus production induced in hyperimmune mice by parabiosis with Friend-virus-infected mice.,502-10,,"['Takizawa, K', 'Yoshikura, H', 'Sugano, H', 'Yamamoto, T']","['Takizawa K', 'Yoshikura H', 'Sugano H', 'Yamamoto T']",['eng'],['Journal Article'],United States,Int J Cancer,International journal of cancer,0042124,IM,"['Animals', 'Antibody-Producing Cells', 'Cell Division', 'Cell Line', 'Erythrocytes/immunology', 'Friend murine leukemia virus/*immunology', '*Immunity, Cellular', 'Immunization', 'Leukemia, Experimental/*immunology', 'Male', 'Mice', 'Mice, Inbred Strains', '*Parabiosis', 'Sheep/immunology', 'Spleen/immunology/pathology', 'Splenomegaly/*immunology', 'Time Factors', 'Tissue Extracts', 'Viral Plaque Assay', 'Virus Replication']",1973/09/15 00:00,1973/09/15 00:01,['1973/09/15 00:00'],"['1973/09/15 00:00 [pubmed]', '1973/09/15 00:01 [medline]', '1973/09/15 00:00 [entrez]']",['10.1002/ijc.2910120221 [doi]'],ppublish,Int J Cancer. 1973 Sep 15;12(2):502-10. doi: 10.1002/ijc.2910120221.,,,,['0 (Tissue Extracts)'],,,,
4799570,NLM,MEDLINE,19740718,20190708,0020-7136 (Print) 0020-7136 (Linking),12,1,1973 Jul 15,Interferon and cell division. 8. Effect of interferon on macromolecular synthesis in L1210 Cells in vitro.,250-8,,"['Brouty-Boye, D', 'Macieira-Coelho, A', 'Fiszman, M', 'Gresser, I']","['Brouty-Boye D', 'Macieira-Coelho A', 'Fiszman M', 'Gresser I']",['eng'],['Journal Article'],United States,Int J Cancer,International journal of cancer,0042124,IM,"['Amino Acids/metabolism', 'Animals', 'Carbon Radioisotopes', 'Cell Count', 'Cell Division/*drug effects', 'Cell Line', 'Cell Transformation, Neoplastic/*drug effects', 'Cells, Cultured', 'Centrifugation, Density Gradient', 'Cytoplasm/drug effects', 'Depression, Chemical', 'Interferons/*pharmacology', 'Leukemia L1210/*metabolism', 'Mice', 'Polyribosomes/drug effects', '*Protein Biosynthesis', 'RNA/*biosynthesis', 'RNA, Ribosomal/*biosynthesis', 'Ribosomes/drug effects', 'Stimulation, Chemical', 'Time Factors', 'Tritium', 'Uridine/metabolism']",1973/07/15 00:00,1973/07/15 00:01,['1973/07/15 00:00'],"['1973/07/15 00:00 [pubmed]', '1973/07/15 00:01 [medline]', '1973/07/15 00:00 [entrez]']",['10.1002/ijc.2910120126 [doi]'],ppublish,Int J Cancer. 1973 Jul 15;12(1):250-8. doi: 10.1002/ijc.2910120126.,,,,"['0 (Amino Acids)', '0 (Carbon Radioisotopes)', '0 (RNA, Ribosomal)', '10028-17-8 (Tritium)', '63231-63-0 (RNA)', '9008-11-1 (Interferons)', 'WHI7HQ7H85 (Uridine)']",,,,
4799438,NLM,MEDLINE,19740703,20110728,0001-5806 (Print) 0001-5806 (Linking),36,4,1973 Aug,[In vitro growth and differentiation of hematopoietic cells (author's transl)].,445-56,,"['Ichikawa, Y']",['Ichikawa Y'],['jpn'],['Journal Article'],Japan,Nihon Ketsueki Gakkai Zasshi,Nihon Ketsueki Gakkai zasshi : journal of Japan Haematological Society,2984803R,IM,"['Animals', '*Cell Differentiation', 'Clone Cells', 'Humans', 'Leukemia/blood', 'Macrophages/*cytology', 'Mice', 'Neutrophils/*cytology']",1973/08/01 00:00,1973/08/01 00:01,['1973/08/01 00:00'],"['1973/08/01 00:00 [pubmed]', '1973/08/01 00:01 [medline]', '1973/08/01 00:00 [entrez]']",,ppublish,Nihon Ketsueki Gakkai Zasshi. 1973 Aug;36(4):445-56.,,,,,,,,
