PMID,OWN,STAT,DCOM,LR,IS,VI,IP,DP,TI,PG,FAU,AU,LA,PT,PL,TA,JT,JID,RN,SB,MH,PMC,EDAT,MHDA,CRDT,PHST,AID,PST,SO,TT,AB,OID,RF
5326823,NLM,MEDLINE,19660726,20181113,0007-1447 (Print) 0007-1447 (Linking),1,5500,1966 Jun 4,"Treatment of acute leukaemia in adults: comparison of steroid and mercaptopurine therapy, alone and in conjunction. Second report to the Medical Research Council of the Working Party on the evaluation of different methods of therapy in leukaemia.",1383-9,,,['eng'],"['Clinical Trial', 'Comparative Study', 'Controlled Clinical Trial', 'Journal Article']",England,Br Med J,British medical journal,0372673,"['E7WED276I5 (Mercaptopurine)', 'VB0R961HZT (Prednisone)']",IM,"['Adolescent', 'Adult', 'Aged', 'Blood', 'Clinical Trials as Topic', 'Humans', 'In Vitro Techniques', 'Leukemia/*drug therapy', 'Leukemia, Lymphoid/*drug therapy', '*Leukemia, Myeloid', 'Mercaptopurine/*therapeutic use', 'Middle Aged', 'Prednisone/*therapeutic use', 'Prognosis', 'Statistics as Topic']",PMC1844171,1966/06/04 00:00,1966/06/04 00:01,['1966/06/04 00:00'],"['1966/06/04 00:00 [pubmed]', '1966/06/04 00:01 [medline]', '1966/06/04 00:00 [entrez]']",,ppublish,Br Med J. 1966 Jun 4;1(5500):1383-9.,,,,
5326626,NLM,MEDLINE,19660723,20061115,0370-4793 (Print) 0370-4793 (Linking),11,3,1966 Mar,[Comparison of the effects of the total irradiation-methylhydrazine combination and total irradiation alone for the eradication of transplanted L 1210 leukemia treated by adoptive immunotherapy].,298-301,"['Choquet, C', 'Rosenkovitch, E', 'Halle-Pannenko, O', 'Crochet, M F', 'Florentin, I']","['Choquet C', 'Rosenkovitch E', 'Halle-Pannenko O', 'Crochet MF', 'Florentin I']",['fre'],"['Comparative Study', 'Journal Article']",France,Rev Fr Etud Clin Biol,Revue francaise d'etudes cliniques et biologiques,0235616,"['0 (Antineoplastic Agents)', '0 (Hydrazines)']",IM,"['Animals', 'Antineoplastic Agents/*therapeutic use', '*Bone Marrow Cells', '*Bone Marrow Transplantation', 'Female', 'Hydrazines/*therapeutic use', 'Leukemia L1210/*radiotherapy/*therapy', 'Mice', 'Neoplasm Transplantation']",,1966/03/01 00:00,1966/03/01 00:01,['1966/03/01 00:00'],"['1966/03/01 00:00 [pubmed]', '1966/03/01 00:01 [medline]', '1966/03/01 00:00 [entrez]']",,ppublish,Rev Fr Etud Clin Biol. 1966 Mar;11(3):298-301.,Comparaison des effets de l'association irradiation totale methyl-hydrazine et de l'irradiation totale seule pour l'eradication de la leucemie greffee L 1210 traitee par immunotherapie adoptive.,,,
5326430,NLM,MEDLINE,19660720,20071115,0036-7672 (Print) 0036-7672 (Linking),95,43,1965 Oct 23,[Chronic lymphocytic leukemia followed by reticulosarcoma].,1434-6,"['Dubois-Ferriere, H', 'Rudhardt, M']","['Dubois-Ferriere H', 'Rudhardt M']",['fre'],['Journal Article'],Switzerland,Schweiz Med Wochenschr,Schweizerische medizinische Wochenschrift,0404401,,IM,"['Humans', 'Leukemia, Lymphoid/*complications', 'Lymphoma, Non-Hodgkin/*etiology', 'Male', 'Middle Aged']",,1965/10/23 00:00,1965/10/23 00:01,['1965/10/23 00:00'],"['1965/10/23 00:00 [pubmed]', '1965/10/23 00:01 [medline]', '1965/10/23 00:00 [entrez]']",,ppublish,Schweiz Med Wochenschr. 1965 Oct 23;95(43):1434-6.,Leucemie lymphocytaire chronique suivie d'un reticulosarcome.,,,
5326159,NLM,MEDLINE,19660716,20041117,0008-7335 (Print) 0008-7335 (Linking),105,8,1966 Feb 25,[Present views on the etio-pathogenesis of human leukemia].,193-6,"['Libansky, J']",['Libansky J'],['cze'],"['Journal Article', 'Review']",Czech Republic,Cas Lek Cesk,Casopis lekaru ceskych,0004743,,IM,"['Humans', 'Leukemia/*etiology']",,1966/02/25 00:00,1966/02/25 00:01,['1966/02/25 00:00'],"['1966/02/25 00:00 [pubmed]', '1966/02/25 00:01 [medline]', '1966/02/25 00:00 [entrez]']",,ppublish,Cas Lek Cesk. 1966 Feb 25;105(8):193-6.,Souasne nazory na etiopatogenezi lidskych leukemii.,,,35
5326056,NLM,MEDLINE,19660714,20041117,0037-1963 (Print) 0037-1963 (Linking),3,2,1966 Apr,Extracorporeal irradiation of the blood.,154-67,"['Schiffer, L M', 'Chanana, A D', 'Cronkite, E P', 'Greenberg, M L', 'Joel, D D', 'Schnappauf, H', 'Stryckmans, P A']","['Schiffer LM', 'Chanana AD', 'Cronkite EP', 'Greenberg ML', 'Joel DD', 'Schnappauf H', 'Stryckmans PA']",['eng'],['Journal Article'],United States,Semin Hematol,Seminars in hematology,0404514,,IM,"['Animals', '*Blood', 'Cattle', 'Heart-Lung Machine', 'Humans', 'Leukemia/*radiotherapy', 'Lymphocytes/radiation effects', 'Radiation Effects', '*Radiotherapy/instrumentation', '*Skin Transplantation', 'Transplantation, Homologous']",,1966/04/01 00:00,1966/04/01 00:01,['1966/04/01 00:00'],"['1966/04/01 00:00 [pubmed]', '1966/04/01 00:01 [medline]', '1966/04/01 00:00 [entrez]']",,ppublish,Semin Hematol. 1966 Apr;3(2):154-67.,,,,
5326054,NLM,MEDLINE,19660714,20041117,0037-1963 (Print) 0037-1963 (Linking),3,2,1966 Apr,Treatment of the leukemias.,122-36,"['Burchenal, J H']",['Burchenal JH'],['eng'],"['Journal Article', 'Review']",United States,Semin Hematol,Seminars in hematology,0404514,,IM,"['Child', 'Humans', 'Leukemia/*drug therapy/*radiotherapy']",,1966/04/01 00:00,1966/04/01 00:01,['1966/04/01 00:00'],"['1966/04/01 00:00 [pubmed]', '1966/04/01 00:01 [medline]', '1966/04/01 00:00 [entrez]']",,ppublish,Semin Hematol. 1966 Apr;3(2):122-36.,,,,110
5325880,NLM,MEDLINE,19660628,20041117,0030-0675 (Print) 0030-0675 (Linking),20,5,1965,[Effectiveness of partial penetrating corneal transplantation].,331-4,"['Bushmich, D G', 'Galatskaia, Ia S']","['Bushmich DG', 'Galatskaia IaS']",['rus'],['Journal Article'],Ukraine,Oftalmol Zh,Oftalmologicheskii zhurnal,0401105,,IM,"['*Corneal Transplantation', 'Eye Neoplasms/*surgery', 'Humans', 'Leukemia/*surgery']",,1965/01/01 00:00,1965/01/01 00:01,['1965/01/01 00:00'],"['1965/01/01 00:00 [pubmed]', '1965/01/01 00:01 [medline]', '1965/01/01 00:00 [entrez]']",,ppublish,Oftalmol Zh. 1965;20(5):331-4.,Effektivnost' chastichnoi skvoznoi peresadki rogovoi obolochki.,,,
5325674,NLM,MEDLINE,19660626,20190501,0007-1161 (Print) 0007-1161 (Linking),50,3,1966 Mar,Case of corneal autotransplant.,156-8,"['Romanes, G J']",['Romanes GJ'],['eng'],"['Case Reports', 'Journal Article']",England,Br J Ophthalmol,The British journal of ophthalmology,0421041,,IM,"['Aged', '*Corneal Transplantation', 'Eye Neoplasms/*surgery', 'Humans', '*Leukemia', 'Male', 'Transplantation, Autologous']",PMC506211,1966/03/01 00:00,1966/03/01 00:01,['1966/03/01 00:00'],"['1966/03/01 00:00 [pubmed]', '1966/03/01 00:01 [medline]', '1966/03/01 00:00 [entrez]']",['10.1136/bjo.50.3.156 [doi]'],ppublish,Br J Ophthalmol. 1966 Mar;50(3):156-8. doi: 10.1136/bjo.50.3.156.,,,,
5325490,NLM,MEDLINE,19660619,20071115,0026-4806 (Print) 0026-4806 (Linking),57,9,1966 Jan 31,[Research on the dynamics of the blood platelets in splenomegalic and splenectomized subjects].,328-42,"['Boccaccio, P', 'Morra, L', 'Ponassi, A']","['Boccaccio P', 'Morra L', 'Ponassi A']",['ita'],['Journal Article'],Italy,Minerva Med,Minerva medica,0400732,,IM,"['Adolescent', 'Adult', 'Anemia, Hemolytic/complications', '*Blood Platelets', 'Female', 'Hodgkin Disease/complications', 'Humans', 'Leukemia, Myeloid/complications', 'Liver Cirrhosis/complications', 'Lymphoma, Large B-Cell, Diffuse/complications', 'Male', 'Middle Aged', '*Splenectomy', '*Splenomegaly']",,1966/01/31 00:00,1966/01/31 00:01,['1966/01/31 00:00'],"['1966/01/31 00:00 [pubmed]', '1966/01/31 00:01 [medline]', '1966/01/31 00:00 [entrez]']",,ppublish,Minerva Med. 1966 Jan 31;57(9):328-42.,Ricerche sulla dinamica delle piastrine in soggetti splenomegalici e splenectomizzati.,,,
5325485,NLM,MEDLINE,19660619,20031114,0026-9263 (Print) 0026-9263 (Linking),20,22,1965 Nov 15,[A few thoughts on the legal evaluation of leukosis in meat inspection].,921-5,"['Ahrens, G']",['Ahrens G'],['ger'],"['Journal Article', 'Review']",Germany,Monatsh Veterinarmed,Monatshefte fur Veterinarmedizin,2984796R,,IM,"['Animals', 'Cattle', 'Cattle Diseases', 'Food Inspection', 'Germany, East', 'Leukemia/*veterinary', '*Meat']",,1965/11/15 00:00,1965/11/15 00:01,['1965/11/15 00:00'],"['1965/11/15 00:00 [pubmed]', '1965/11/15 00:01 [medline]', '1965/11/15 00:00 [entrez]']",,ppublish,Monatsh Veterinarmed. 1965 Nov 15;20(22):921-5.,Einige Gedanken zur fleischbeschaurechtlichen Beurteilung der Leukose.,,,85
5325427,NLM,MEDLINE,19660619,20190707,0014-4827 (Print) 0014-4827 (Linking),40,3,1965 Dec,[Analysis of a cell line continuously producing the Rauscher leukemic virus of in vitro].,513-26,"['Bernard, C', 'Silvestre, D', 'Tanzer, J', 'Peries, J', 'Boiron, M']","['Bernard C', 'Silvestre D', 'Tanzer J', 'Peries J', 'Boiron M']",['fre'],['Journal Article'],United States,Exp Cell Res,Experimental cell research,0373226,,IM,"['Animals', 'Chromosomes', 'In Vitro Techniques', 'Leukemia, Experimental/*pathology', 'Lymphoma, Large B-Cell, Diffuse/pathology', 'Mice', 'Microscopy, Electron', '*Retroviridae', 'Sarcoma, Experimental/pathology', 'Virus Cultivation']",,1965/12/01 00:00,1965/12/01 00:01,['1965/12/01 00:00'],"['1965/12/01 00:00 [pubmed]', '1965/12/01 00:01 [medline]', '1965/12/01 00:00 [entrez]']",['10.1016/0014-4827(65)90230-2 [doi]'],ppublish,Exp Cell Res. 1965 Dec;40(3):513-26. doi: 10.1016/0014-4827(65)90230-2.,Analyse d'une lignee cellulaire produisant de facon continue le virus leucemique de Rauscher in vitro.,,,
5325283,NLM,MEDLINE,19660618,20190817,0025-7125 (Print) 0025-7125 (Linking),50,3,1966 May,Specific antigens of tumors and leukemias of experimental animals.,901-12,"['Old, L J', 'Boyse, E A']","['Old LJ', 'Boyse EA']",['eng'],"['Journal Article', 'Review']",United States,Med Clin North Am,The Medical clinics of North America,2985236R,['0 (Antigens)'],IM,"['Animals', '*Antigens', 'Humans', 'In Vitro Techniques', 'Leukemia/*immunology', 'Neoplasms/*immunology']",,1966/05/01 00:00,1966/05/01 00:01,['1966/05/01 00:00'],"['1966/05/01 00:00 [pubmed]', '1966/05/01 00:01 [medline]', '1966/05/01 00:00 [entrez]']","['S0025-7125(16)33187-X [pii]', '10.1016/s0025-7125(16)33187-x [doi]']",ppublish,Med Clin North Am. 1966 May;50(3):901-12. doi: 10.1016/s0025-7125(16)33187-x.,,,,36
5324519,NLM,MEDLINE,19660522,20071115,0028-2685 (Print) 0028-2685 (Linking),12,6,1965,Urinary excretion of pseudouridine in the course of x-ray therapy.,561-4,"['Drahovsky, D', 'Winkler, A', 'Skoda, J']","['Drahovsky D', 'Winkler A', 'Skoda J']",['eng'],"['Case Reports', 'Journal Article']",Slovakia,Neoplasma,Neoplasma,0377266,['0 (Nucleosides)'],IM,"['Child, Preschool', 'Female', 'Humans', 'Leukemia, Myeloid/*radiotherapy', 'Liver Neoplasms/*radiotherapy', 'Lymphoma, Large B-Cell, Diffuse/*radiotherapy', 'Male', 'Middle Aged', 'Nucleosides/*metabolism', 'Urine']",,1965/01/01 00:00,1965/01/01 00:01,['1965/01/01 00:00'],"['1965/01/01 00:00 [pubmed]', '1965/01/01 00:01 [medline]', '1965/01/01 00:00 [entrez]']",,ppublish,Neoplasma. 1965;12(6):561-4.,,,,
5324386,NLM,MEDLINE,19660521,20031114,0032-5449 (Print) 0032-5449 (Linking),19,5,1965 Sep-Oct,[Leukemia P 1534 as an experimental model for the study of antineoplastic drugs].,647-82,"['Radzikowski, C']",['Radzikowski C'],['pol'],"['Journal Article', 'Review']",Poland,Postepy Hig Med Dosw,Postepy higieny i medycyny doswiadczalnej,0421052,"['0 (Alkaloids)', '0 (Antineoplastic Agents)']",IM,"['Alkaloids/therapeutic use', 'Animals', 'Antineoplastic Agents/*therapeutic use', 'Leukemia, Experimental/*drug therapy', 'Mice', 'Models, Theoretical']",,1965/09/01 00:00,1965/09/01 00:01,['1965/09/01 00:00'],"['1965/09/01 00:00 [pubmed]', '1965/09/01 00:01 [medline]', '1965/09/01 00:00 [entrez]']",,ppublish,Postepy Hig Med Dosw. 1965 Sep-Oct;19(5):647-82.,Bialaczka P1534 jako model doswiadczalny do badania lekow przeciwnowotworowych.,,,122
5324284,NLM,MEDLINE,19660521,20191014,0029-540X (Print) 0029-540X (Linking),15,4,1965 Oct-Dec,[Case of chronic lymphatic leukemia with giant cell reticulosarcoma].,389-91,"['Domaniewski, J', 'Nartowicz, E']","['Domaniewski J', 'Nartowicz E']",['pol'],"['Case Reports', 'Journal Article']",Poland,Nowotwory,Nowotwory,0401003,,IM,"['Giant Cell Tumors/*complications', 'Humans', 'Leukemia, Lymphoid/*complications', 'Lymphoma, Non-Hodgkin/*complications', 'Male', 'Middle Aged']",,1965/10/01 00:00,1965/10/01 00:01,['1965/10/01 00:00'],"['1965/10/01 00:00 [pubmed]', '1965/10/01 00:01 [medline]', '1965/10/01 00:00 [entrez]']",,ppublish,Nowotwory. 1965 Oct-Dec;15(4):389-91.,Przypadek przewleklej bialacki limfatycznej z olbrzymiokomorkowym miesakiem siateczki.,,,
5324010,NLM,MEDLINE,19660520,20041117,0010-0234 (Print) 0010-0234 (Linking),5,1,1966 Jan,"[The heart in leukemia, lymphoreticulosarcoma and Hodgkin's disease].",27-36,"['Nogrette, P']",['Nogrette P'],['fre'],"['Journal Article', 'Review']",France,Coeur Med Interne,Coeur et medecine interne,0373165,,IM,"['Heart Neoplasms/*etiology', 'Hodgkin Disease/*complications', 'Humans', 'Lymphoma/complications']",,1966/01/01 00:00,1966/01/01 00:01,['1966/01/01 00:00'],"['1966/01/01 00:00 [pubmed]', '1966/01/01 00:01 [medline]', '1966/01/01 00:00 [entrez]']",,ppublish,Coeur Med Interne. 1966 Jan;5(1):27-36.,"Le coeur dans les leucemies, les lymphoreticulosarcomes et la maladie de Hodgkin.",,,71
5323972,NLM,MEDLINE,19660519,20041117,0008-5472 (Print) 0008-5472 (Linking),25,9,1965 Oct,Future possibilities for the development of treatments of leukemia.,1643-8,"['Bergel, F', 'Harrap, K R']","['Bergel F', 'Harrap KR']",['eng'],"['Journal Article', 'Review']",United States,Cancer Res,Cancer research,2984705R,['0 (Antineoplastic Agents)'],IM,"['Antineoplastic Agents/therapeutic use', 'Humans', 'Leukemia/*drug therapy']",,1965/10/01 00:00,1965/10/01 00:01,['1965/10/01 00:00'],"['1965/10/01 00:00 [pubmed]', '1965/10/01 00:01 [medline]', '1965/10/01 00:00 [entrez]']",,ppublish,Cancer Res. 1965 Oct;25(9):1643-8.,,,,53
5323971,NLM,MEDLINE,19660519,20041117,0008-5472 (Print) 0008-5472 (Linking),25,9,1965 Oct,Current studies of the folate antagonists in patients with acute leukemia.,1614-9,"['Bertino, J R']",['Bertino JR'],['eng'],"['Journal Article', 'Review']",United States,Cancer Res,Cancer research,2984705R,['0 (Folic Acid Antagonists)'],IM,"['Folic Acid Antagonists/*therapeutic use', 'Humans', 'Leukemia/*drug therapy']",,1965/10/01 00:00,1965/10/01 00:01,['1965/10/01 00:00'],"['1965/10/01 00:00 [pubmed]', '1965/10/01 00:01 [medline]', '1965/10/01 00:00 [entrez]']",,ppublish,Cancer Res. 1965 Oct;25(9):1614-9.,,,,52
5323970,NLM,MEDLINE,19660519,20031114,0008-5472 (Print) 0008-5472 (Linking),25,9,1965 Oct,Conference on obstacles to the control of acute leukemia. Limitations on the therapeutic effectiveness of the folic acid antagonists.,1608-13,"['Werkheiser, W C']",['Werkheiser WC'],['eng'],"['Journal Article', 'Review']",United States,Cancer Res,Cancer research,2984705R,['0 (Folic Acid Antagonists)'],IM,"['Animals', 'Folic Acid Antagonists/*therapeutic use', 'Leukemia, Experimental/*drug therapy']",,1965/10/01 00:00,1965/10/01 00:01,['1965/10/01 00:00'],"['1965/10/01 00:00 [pubmed]', '1965/10/01 00:01 [medline]', '1965/10/01 00:00 [entrez]']",,ppublish,Cancer Res. 1965 Oct;25(9):1608-13.,,,,58
5323969,NLM,MEDLINE,19660519,20171116,0008-5472 (Print) 0008-5472 (Linking),25,9,1965 Oct,Resistance to purine antagonists in experimental leukemia systems.,1596-605,"['Brockman, R W']",['Brockman RW'],['eng'],"['Journal Article', 'Review']",United States,Cancer Res,Cancer research,2984705R,['E7WED276I5 (Mercaptopurine)'],IM,"['Animals', 'Humans', 'In Vitro Techniques', 'Leukemia, Experimental/*metabolism', 'Mercaptopurine/*pharmacology', 'Mice']",,1965/10/01 00:00,1965/10/01 00:01,['1965/10/01 00:00'],"['1965/10/01 00:00 [pubmed]', '1965/10/01 00:01 [medline]', '1965/10/01 00:00 [entrez]']",,ppublish,Cancer Res. 1965 Oct;25(9):1596-605.,,,,58
5323968,NLM,MEDLINE,19660519,20041117,0008-5472 (Print) 0008-5472 (Linking),25,9,1965 Oct,Conference on obstacles to the control of acute leukemia. Studies on cross-resistance and collateral sensitivity (1962-1964).,1581-95,"['Hutchison, D J']",['Hutchison DJ'],['eng'],"['Journal Article', 'Review']",United States,Cancer Res,Cancer research,2984705R,['0 (Antineoplastic Agents)'],IM,"['Animals', 'Antineoplastic Agents/*pharmacology', 'Humans', 'Mice']",,1965/10/01 00:00,1965/10/01 00:01,['1965/10/01 00:00'],"['1965/10/01 00:00 [pubmed]', '1965/10/01 00:01 [medline]', '1965/10/01 00:00 [entrez]']",,ppublish,Cancer Res. 1965 Oct;25(9):1581-95.,,,,75
5323967,NLM,MEDLINE,19660519,20031114,0008-5472 (Print) 0008-5472 (Linking),25,9,1965 Oct,Conference on obstacles to the control of acute leukemia. Formal discussion: some reflections on the basis of drug failures.,1551-2,"['Friedkin, M']",['Friedkin M'],['eng'],"['Journal Article', 'Review']",United States,Cancer Res,Cancer research,2984705R,,IM,"['Animals', 'Leukemia/*drug therapy', 'Mice']",,1965/10/01 00:00,1965/10/01 00:01,['1965/10/01 00:00'],"['1965/10/01 00:00 [pubmed]', '1965/10/01 00:01 [medline]', '1965/10/01 00:00 [entrez]']",,ppublish,Cancer Res. 1965 Oct;25(9):1551-2.,,,,13
5323966,NLM,MEDLINE,19660519,20141120,0008-5472 (Print) 0008-5472 (Linking),25,9,1965 Oct,Some pharmacologic considerations concerning the control of acute leukemia.,1532-40,"['Nichol, C A']",['Nichol CA'],['eng'],"['Journal Article', 'Review']",United States,Cancer Res,Cancer research,2984705R,['0 (Antineoplastic Agents)'],IM,"['Animals', 'Antineoplastic Agents/therapeutic use', 'Humans', 'In Vitro Techniques', 'Leukemia/*drug therapy', 'Mice']",,1965/10/01 00:00,1965/10/01 00:01,['1965/10/01 00:00'],"['1965/10/01 00:00 [pubmed]', '1965/10/01 00:01 [medline]', '1965/10/01 00:00 [entrez]']",,ppublish,Cancer Res. 1965 Oct;25(9):1532-40.,,,,82
5323965,NLM,MEDLINE,19660519,20141120,0008-5472 (Print) 0008-5472 (Linking),25,9,1965 Oct,Adoptive immunotherapy of acute leukemia: experimental and clinical results.,1525-31,"['Mathe, G', 'Amiel, J L', 'Schwarzenberg, L', 'Cattan, A', 'Schneider, M']","['Mathe G', 'Amiel JL', 'Schwarzenberg L', 'Cattan A', 'Schneider M']",['eng'],['Journal Article'],United States,Cancer Res,Cancer research,2984705R,"['8N3DW7272P (Cyclophosphamide)', 'YL5FZ2Y5U1 (Methotrexate)']",IM,"['Animals', '*Bone Marrow Cells', '*Bone Marrow Transplantation', 'Cyclophosphamide/therapeutic use', 'Humans', 'In Vitro Techniques', 'Leukemia/*therapy', 'Leukemia L1210/*drug therapy', 'Methotrexate/therapeutic use', 'Mice', 'Mortality', 'Radiation Injuries/therapy', 'Radiation Injuries, Experimental/therapy', 'Transplantation, Homologous']",,1965/10/01 00:00,1965/10/01 00:01,['1965/10/01 00:00'],"['1965/10/01 00:00 [pubmed]', '1965/10/01 00:01 [medline]', '1965/10/01 00:00 [entrez]']",,ppublish,Cancer Res. 1965 Oct;25(9):1525-31.,,,,
5323964,NLM,MEDLINE,19660519,20041117,0008-5472 (Print) 0008-5472 (Linking),25,9,1965 Oct,Status of present treatment for acute leukemia in children.,1481-90,"['Sutow, W W', 'Sullivan, M P', 'Taylor, G']","['Sutow WW', 'Sullivan MP', 'Taylor G']",['eng'],"['Journal Article', 'Review']",United States,Cancer Res,Cancer research,2984705R,['0 (Antineoplastic Agents)'],IM,"['Adolescent', 'Adult', 'Antineoplastic Agents/therapeutic use', 'Child', 'Child, Preschool', 'Humans', 'Leukemia/*drug therapy']",,1965/10/01 00:00,1965/10/01 00:01,['1965/10/01 00:00'],"['1965/10/01 00:00 [pubmed]', '1965/10/01 00:01 [medline]', '1965/10/01 00:00 [entrez]']",,ppublish,Cancer Res. 1965 Oct;25(9):1481-90.,,,,200
5323963,NLM,MEDLINE,19660519,20141120,0008-5472 (Print) 0008-5472 (Linking),25,9,1965 Oct,Conference on obstacles to the control of acute leukemia. Formal discussion: immunologic aspects.,1479-80,"['Day, E D']",['Day ED'],['eng'],"['Journal Article', 'Review']",United States,Cancer Res,Cancer research,2984705R,,IM,"['Animals', 'Humans', 'In Vitro Techniques', 'Leukemia/*immunology', 'Mice']",,1965/10/01 00:00,1965/10/01 00:01,['1965/10/01 00:00'],"['1965/10/01 00:00 [pubmed]', '1965/10/01 00:01 [medline]', '1965/10/01 00:00 [entrez]']",,ppublish,Cancer Res. 1965 Oct;25(9):1479-80.,,,,11
5323962,NLM,MEDLINE,19660519,20141120,0008-5472 (Print) 0008-5472 (Linking),25,9,1965 Oct,Conference on obstacles to the control of acute leukemia. Formal discussion: biologic aspects.,1477-8,"['Grace, J T Jr']",['Grace JT Jr'],['eng'],"['Journal Article', 'Review']",United States,Cancer Res,Cancer research,2984705R,,IM,"['Animals', 'Humans', 'In Vitro Techniques', 'Leukemia/*etiology', 'Mice', '*Retroviridae']",,1965/10/01 00:00,2001/03/28 10:01,['1965/10/01 00:00'],"['1965/10/01 00:00 [pubmed]', '2001/03/28 10:01 [medline]', '1965/10/01 00:00 [entrez]']",,ppublish,Cancer Res. 1965 Oct;25(9):1477-8.,,,,7
5323961,NLM,MEDLINE,19660519,20041117,0008-5472 (Print) 0008-5472 (Linking),25,9,1965 Oct,The control of leukemia in relation to its etiology and pathogenesis.,1473-6,"['Kaplan, H S']",['Kaplan HS'],['eng'],"['Journal Article', 'Review']",United States,Cancer Res,Cancer research,2984705R,,IM,"['Animals', 'Humans', 'Leukemia/*prevention & control', 'Mice']",,1965/10/01 00:00,1965/10/01 00:01,['1965/10/01 00:00'],"['1965/10/01 00:00 [pubmed]', '1965/10/01 00:01 [medline]', '1965/10/01 00:00 [entrez]']",,ppublish,Cancer Res. 1965 Oct;25(9):1473-6.,,,,49
