PMID,OWN,STAT,DCOM,LR,IS,VI,IP,DP,TI,PG,AB,FAU,AU,LA,PT,PL,TA,JT,JID,RN,SB,MH,EDAT,MHDA,CRDT,PHST,AID,PST,SO,TT,PMC,GR,SI,OID,OTO,OT,GN
6941938,NLM,MEDLINE,19810925,20190708,0020-7136 (Print) 0020-7136 (Linking),26,4,1980 Oct 15,"Destruction of erythroleukemia, myelocytic leukemia and Burkitt lymphoma cells by photoactivated protoporphyrin.",495-500,"The effect of protoporphyrin on erythroid, myeloid and lymphoid leukemic cells and their destruction induced by the photoactivated porphyrin was studied. Friend erythroleukemic cells (FL) and myelocytic leukemic cells (ML) accumulated protoporphyrin in a cap or patch-like pattern observed by fluorescence microscopy. Photoactivated protoporphyrin induced the appearance of ""holes"" on the cell membrane demonstrated by scanning electron microscopy. On the other hand, Burkitt lymphoma (BL) and mastocytoma (MS) cells accumulated porphyrin intracellularly around the nuclear envelope and as circular profiles, respectively. Photoactivated protoporphyrin induced development of multiple blebs on the cell membrane, and even complete cell destruction. Cytotoxicity of protoporphyrin at short-term incubation periods was determined by [3H]thymidine and [3H]uridine incorporation. Protoporphyrin, unexposed to light, reduced the incorporation of both precursors only to a moderate extent. On the other hand, porphyrin-treated cells exposed to light showed complete inhibition of RNA and DNA synthesis. Long-term exposure of ML and BL cells to porphyrin in the dark induced a nearly 50% inhibition of RNA and DNA synthesis. Although the cytotoxic effect of protoporphyrin in the dark was lower than that of photoactivated porphyrin, this may possess a potential activity in vivo even without illumination.","['Malik, Z', 'Djaldetti, M']","['Malik Z', 'Djaldetti M']",['eng'],['Journal Article'],United States,Int J Cancer,International journal of cancer,0042124,"['0 (DNA, Neoplasm)', '0 (Porphyrins)', '0 (Protoporphyrins)', '0 (RNA, Neoplasm)']",IM,"['Animals', 'Burkitt Lymphoma/*pathology', 'Cell Line', 'DNA, Neoplasm/biosynthesis', 'Leukemia, Erythroblastic, Acute/*pathology', 'Leukemia, Myeloid/*pathology', '*Photic Stimulation', 'Porphyrins/*pharmacology', 'Protoporphyrins/metabolism/*pharmacology', 'RNA, Neoplasm/biosynthesis']",1980/10/15 00:00,1980/10/15 00:01,['1980/10/15 00:00'],"['1980/10/15 00:00 [pubmed]', '1980/10/15 00:01 [medline]', '1980/10/15 00:00 [entrez]']",['10.1002/ijc.2910260415 [doi]'],ppublish,Int J Cancer. 1980 Oct 15;26(4):495-500. doi: 10.1002/ijc.2910260415.,,,,,,,,
6941924,NLM,MEDLINE,19810925,20190722,0340-6717 (Print) 0340-6717 (Linking),57,3,1981,Acute lymphocytic and myelomonocytic leukemia associated with low platelet counts and a 21q- marker chromosome.,329-31,A terminal deletion of the long arm of one chromosome 21 at band q21 was found in two patients with acute leukemia and a low platelet count: one case of acute myelomonocytic leukemia and one case of acute lymphocytic leukemia. The segment deleted from chromosome 21 could not be found translocated to any other chromosome of the complement. The results indicate that the 21q- marker chromosome may be due to a true deletion and that the marker is no specific for primary thrombocythemia or other myeloproliferative disorders associated with thrombocytosis.,"['Alimena, G', 'Dallapiccola, B', 'De Cuia, M R', 'Mandelli, F', 'Mitelman, F']","['Alimena G', 'Dallapiccola B', 'De Cuia MR', 'Mandelli F', 'Mitelman F']",['eng'],"['Case Reports', 'Journal Article', ""Research Support, Non-U.S. Gov't""]",Germany,Hum Genet,Human genetics,7613873,['0 (Genetic Markers)'],IM,"['*Chromosome Deletion', '*Chromosomes, Human, 21-22 and Y', 'Female', '*Genetic Markers', 'Hodgkin Disease/complications', 'Humans', 'Karyotyping', 'Leukemia, Lymphoid/genetics', 'Leukemia, Myeloid/*genetics', 'Male', 'Middle Aged']",1981/01/01 00:00,1981/01/01 00:01,['1981/01/01 00:00'],"['1981/01/01 00:00 [pubmed]', '1981/01/01 00:01 [medline]', '1981/01/01 00:00 [entrez]']",['10.1007/BF00278957 [doi]'],ppublish,Hum Genet. 1981;57(3):329-31. doi: 10.1007/BF00278957.,,,,,,,,
6941895,NLM,MEDLINE,19810925,20190707,0014-4827 (Print) 0014-4827 (Linking),134,1,1981 Jul,Role of fibronectin in the adhesion of Friend erythroleukemia cells.,219-29,,"['Benedetto, A', 'Amici, C', 'Djaczenko, W', 'Zaniratti, S', 'Santoro, M G']","['Benedetto A', 'Amici C', 'Djaczenko W', 'Zaniratti S', 'Santoro MG']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",United States,Exp Cell Res,Experimental cell research,0373226,"['0 (Fibronectins)', '0 (Hemoglobins)', '0 (Plastics)', 'YOW8V9698H (Dimethyl Sulfoxide)']",IM,"['Animals', '*Cell Adhesion', 'Cell Differentiation/drug effects', 'Cell Division', 'Cell Line', 'Dimethyl Sulfoxide/pharmacology', 'Fibronectins/*physiology', 'Friend murine leukemia virus', 'Hemoglobins/biosynthesis', 'Leukemia, Erythroblastic, Acute/*pathology', 'Molecular Weight', 'Neoplasms, Experimental/pathology', 'Plastics']",1981/07/01 00:00,1981/07/01 00:01,['1981/07/01 00:00'],"['1981/07/01 00:00 [pubmed]', '1981/07/01 00:01 [medline]', '1981/07/01 00:00 [entrez]']",['10.1016/0014-4827(81)90479-1 [doi]'],ppublish,Exp Cell Res. 1981 Jul;134(1):219-29. doi: 10.1016/0014-4827(81)90479-1.,,,,,,,,
6941885,NLM,MEDLINE,19810915,20131121,0367-0643 (Print) 0367-0643 (Linking),20,2,1981,[Changes in the meningogram during amethopterin treatment of meningosis leucaemica].,96-100,"The authors examined the changes in the morphology of leucaemic lymphoblasts, obtained from cerebrospinal fluid and changes in the cellular content of meningograms after treatment of Meningosis leucaemica with amethopterin. On the basis of the degree of cytoplasmic and nuclear damage paraleucoblasts were divided into three types: Type I - undamaged paraleucoblasts Type 2 - paraleucoplasts with a slight degree of damage, mainly cytoplasmic Type 3 - parleucoblasts with grave degree of damage, mainly nuclear. In the course of the therapy there was a reduction of the number of nondamaged leucaemic cells, which was accompanied with an increase in the number of damaged leucaemic lymphoblasts, lymphoids, lymphocytes and neutrophils. The damage of paraleucoblasts as well as the difference in the ratio of single cellular elements showed dependence on the number of intrathecal applications of the cytostatic. The described cytologic criteria could be used for prescription, control and checking the effect of intrathecal treatment of Meningosis leucaemica with amethopterin.","['Petkova, R', 'Vasilev, N', 'Boiadzhiev, P']","['Petkova R', 'Vasilev N', 'Boiadzhiev P']",['bul'],"['English Abstract', 'Journal Article']",Bulgaria,Eksp Med Morfol,Eksperimentalna meditsina i morfologiia,0007506,['YL5FZ2Y5U1 (Methotrexate)'],IM,"['Cerebrospinal Fluid/*cytology', 'Child', 'Humans', 'Leukemia, Lymphoid/*cerebrospinal fluid/drug therapy', 'Lymphocytes/classification/pathology', 'Meningeal Neoplasms/*cerebrospinal fluid/drug therapy', 'Methotrexate/*therapeutic use']",1981/01/01 00:00,1981/01/01 00:01,['1981/01/01 00:00'],"['1981/01/01 00:00 [pubmed]', '1981/01/01 00:01 [medline]', '1981/01/01 00:00 [entrez]']",,ppublish,Eksp Med Morfol. 1981;20(2):96-100.,Promeni v meningiogramata pri lechenie na meningosis leucaemica s ametopterin.,,,,,,,
6941869,NLM,MEDLINE,19810922,20071115,0141-9854 (Print) 0141-9854 (Linking),3,2,1981,beta-Glucuronidase in the diagnosis of childhood lymphoblastic leukaemia.,185-6,,"['Lilleyman, J S', 'Laycock, B J', 'Britton, J A']","['Lilleyman JS', 'Laycock BJ', 'Britton JA']",['eng'],['Letter'],England,Clin Lab Haematol,Clinical and laboratory haematology,7907061,['EC 3.2.1.31 (Glucuronidase)'],IM,"['Child', '*Clinical Enzyme Tests', 'Glucuronidase/*blood', 'Humans', 'Leukemia, Lymphoid/*diagnosis']",1981/01/01 00:00,1981/01/01 00:01,['1981/01/01 00:00'],"['1981/01/01 00:00 [pubmed]', '1981/01/01 00:01 [medline]', '1981/01/01 00:00 [entrez]']",,ppublish,Clin Lab Haematol. 1981;3(2):185-6.,,,,,,,,
6941859,NLM,MEDLINE,19810922,20190825,0009-2797 (Print) 0009-2797 (Linking),36,1,1981 Jul,"Stimulation of hemoglobin synthesis in murine erythro-leukemia cells by low molecular weight ketones, aldehydes, acids, alcohols and ethers.",61-9,"The effects of short chain (C1-C5) aldehydes, ketones, acids alcohols and ethers on murine erythroleukemia (MEL) cells were examined to determine which particular chemical moieties and some of their combinations stimulated hemoglobin synthesis in these cells. The C4 series of compounds was active at lower concentrations than homologs of shorter chain lengths. Within an homologous series the potency and efficacy of the alcohol was always less then that of the acid and aldehyde compounds. Though hepanoic acid was found to be an inducer of hemoglobin synthesis in MEL cells, the 4,6-dioxoheptanoic acid analog is a potent inhibitor of hemoglobin synthesis. Analysis of porphyrin content of MEL cells incubated with the inducers 2-butanone, 2-methoxyethanol, acetone and methanol, showed that increased hemoglobin synthesis was always accompanied by the accumulation of porphyrins, most of which was protoporphyrin. These studies suggest that low molecular ketones, aldehydes, acids, ethers and alcohol can correct the defect in erythroid differentiation exhibited by MEL cells and they further suggest that the physiological trigger for inducing hemoglobin synthesis in these cells is less discriminating than previously recognized.","['Ebert, P S', 'Bonkowsky, H L', 'Wars, I']","['Ebert PS', 'Bonkowsky HL', 'Wars I']",['eng'],['Journal Article'],Ireland,Chem Biol Interact,Chemico-biological interactions,0227276,"['0 (Alcohols)', '0 (Aldehydes)', '0 (Carboxylic Acids)', '0 (Ethers)', '0 (Hemoglobins)', '0 (Ketones)']",IM,"['Alcohols/pharmacology', 'Aldehydes/pharmacology', 'Animals', 'Carboxylic Acids/pharmacology', 'Cell Line', 'Ethers/pharmacology', 'Hemoglobins/*biosynthesis', 'Ketones/pharmacology', 'Leukemia, Erythroblastic, Acute/*metabolism', 'Leukemia, Experimental/*metabolism', 'Mice', 'Molecular Weight']",1981/07/01 00:00,1981/07/01 00:01,['1981/07/01 00:00'],"['1981/07/01 00:00 [pubmed]', '1981/07/01 00:01 [medline]', '1981/07/01 00:00 [entrez]']","['0009-2797(81)90029-6 [pii]', '10.1016/0009-2797(81)90029-6 [doi]']",ppublish,Chem Biol Interact. 1981 Jul;36(1):61-9. doi: 10.1016/0009-2797(81)90029-6.,,,,,,,,
6941858,NLM,MEDLINE,19810925,20190913,0309-1651 (Print) 0309-1651 (Linking),5,6,1981 Jun,UV sensitivity in thymidine kinase deficient mouse erythroleukaemia cells.,555-61,Wild type Friend erythroleukaemia cells (clone 707) and thymidine kinase (EC. 2.7.1.2.1) deficient derivatives were examined for sensitivity to killing by ultra-violet (UV) irradiation. Deficiency of thymidine kinase leads to increased cell killing as evidenced in all of twelve thymidine kinase deficient clones examined. A revertant thymidine kinase positive clone was found to have a level of thymidine kinase activity and UV sensitivity intermediate between wild type cells and its thymidine kinase deficient parent clone. The increased cell killing in thymidine kinase deficient clones is also reflected in increased mutagenesis by UV to 6-thioguanine resistance. It is suggested that the increased mutagenesis and sensitivity is due to defective DNA repair as a result of an imbalance in deoxyribonucleoside triphosphate pools in thymidine kinase deficient cells.,"['McKenna, P G', 'Hickey, I']","['McKenna PG', 'Hickey I']",['eng'],['Journal Article'],England,Cell Biol Int Rep,Cell biology international reports,7708050,"['EC 2.7.1.21 (Thymidine Kinase)', 'FTK8U1GZNX (Thioguanine)']",IM,"['Animals', 'Cell Line', 'Cell Survival/*radiation effects', 'Clone Cells', 'DNA Repair', 'Drug Resistance', 'Leukemia, Erythroblastic, Acute', 'Mice', 'Mutation', 'Thioguanine/pharmacology', 'Thymidine Kinase/*metabolism', '*Ultraviolet Rays']",1981/06/01 00:00,1981/06/01 00:01,['1981/06/01 00:00'],"['1981/06/01 00:00 [pubmed]', '1981/06/01 00:01 [medline]', '1981/06/01 00:00 [entrez]']",['10.1016/s0309-1651(81)80006-9 [doi]'],ppublish,Cell Biol Int Rep. 1981 Jun;5(6):555-61. doi: 10.1016/s0309-1651(81)80006-9.,,,,,,,,
6941853,NLM,MEDLINE,19810925,20131121,0361-5960 (Print) 0361-5960 (Linking),65,7-8,1981 Jul-Aug,Effect of chemotherapy for the dysmyelopoietic syndrome.,601-5,"Twenty patients are described who received chemotherapy for the diagnosis of acute myeloid leukemia but who were subsequently reclassified as having dysmyelopoietic syndrome using the French-American-British criteria. Thirteen patients had refractory anemia with excess blast cells (RAEB) (age range, 23-82 years; median, 68) and seven had chronic myelomonocytic leukemia (CMML) (age range, 44-79 years; median, 70). Three patients (two with RAEB and one with chronic myelomonocytic leukemia) had previously been treated with cytotoxic therapy for another malignancy. In 15 patients the antileukemic therapy was a chemotherapy regimen that was highly active in acute nonlymphoblastic leukemia (ie, containing daunorubicin and/or cytarabine). These patients achieved complete remission lasting 14, 34+, and 36+ months and survival times of 31, 35+, and 37+ months. All three patients were from a subgroup of four patients characterized by RAEB, younger age, no previous cytotoxic therapy, and treatment with an aggressive chemotherapy regimen. The median survival time of the patients not achieving remission was 1 month (range, less than 1-22). Our results suggest that while most patients with the dysmyelopoietic syndrome appear to have their life shortened by chemotherapy, there is a subgroup characterized by younger age, absence of previous cytotoxic therapy, and the morphologic picture of RAEB who can have a favorable response to aggressive treatment.","['Armitage, J O', 'Dick, F R', 'Needleman, S W', 'Burns, C P']","['Armitage JO', 'Dick FR', 'Needleman SW', 'Burns CP']",['eng'],"['Journal Article', ""Research Support, U.S. Gov't, P.H.S.""]",United States,Cancer Treat Rep,Cancer treatment reports,7607107,"['04079A1RDZ (Cytarabine)', 'ZS7284E0ZP (Daunorubicin)']",IM,"['Adult', 'Age Factors', 'Aged', 'Anemia/complications/drug therapy/pathology', 'Blood Cell Count', 'Bone Marrow/pathology', 'Cytarabine/administration & dosage', 'Daunorubicin/administration & dosage', 'Diagnosis, Differential', 'Female', 'Humans', 'Leukemia, Myeloid/drug therapy', 'Leukemia, Myeloid, Acute/complications/*drug therapy/pathology', 'Male', 'Middle Aged', 'Prognosis']",1981/07/01 00:00,1981/07/01 00:01,['1981/07/01 00:00'],"['1981/07/01 00:00 [pubmed]', '1981/07/01 00:01 [medline]', '1981/07/01 00:00 [entrez]']",,ppublish,Cancer Treat Rep. 1981 Jul-Aug;65(7-8):601-5.,,,['CA-00324/CA/NCI NIH HHS/United States'],,,,,
6941852,NLM,MEDLINE,19810925,20071115,0008-5472 (Print) 0008-5472 (Linking),41,8,1981 Aug,Induction of differentiation of cultured human and mouse myeloid leukemia cells by alkyl-lysophospholipids.,3211-6,"Alkyl-lysophospholipids are synthetic analogs of naturally occurring lysophospholipids. The effects of these compounds on cell proliferation and differentiation of cultured human (HL-60) and mouse (M1) myeloid leukemia cells were studied. Both cell lines were induced to differentiate into morphologically and functionally mature granulocytes and macrophages by incubation with a wide variety of these compounds. Some alkyl-lysophospholipids induced differentiation (judged morphologically and by the appearance of abilities to reduce nitro blue tetrazolium, to phagocytize latex particles, and to induce lysozyme activity) of both the cells lines at concentrations of 1 microgram/ml. However, these compounds did not affect colony formation of normal mouse bone marrow cells even at a higher concentration, 20 microgram/ml. These results suggest that alkyl-lysophospholipids induce cell differentiation of myeloid leukemia cells without affecting proliferation and differentiation of normal bone marrow cells. Thus, these compounds could be useful in therapy of myeloid leukemia.","['Honma, Y', 'Kasukabe, T', 'Hozumi, M', 'Tsushima, S', 'Nomura, H']","['Honma Y', 'Kasukabe T', 'Hozumi M', 'Tsushima S', 'Nomura H']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",United States,Cancer Res,Cancer research,2984705R,"['0 (Lysophospholipids)', '0 (Phospholipids)']",IM,"['Animals', 'Cell Differentiation/*drug effects', 'Cell Division/drug effects', 'Cells, Cultured', 'Granulocytes/physiology', 'Humans', 'Leukemia, Myeloid, Acute/*pathology', 'Lysophospholipids', 'Macrophages/physiology', 'Mice', 'Phagocytosis', 'Phospholipids/*pharmacology']",1981/08/01 00:00,1981/08/01 00:01,['1981/08/01 00:00'],"['1981/08/01 00:00 [pubmed]', '1981/08/01 00:01 [medline]', '1981/08/01 00:00 [entrez]']",,ppublish,Cancer Res. 1981 Aug;41(8):3211-6.,,,,,,,,
6941851,NLM,MEDLINE,19810925,20071115,0008-5472 (Print) 0008-5472 (Linking),41,8,1981 Aug,Comparison between agar and methylcellulose cultures of human leukemic cells.,3052-7,"A comparison was made between the agar and methylcellulose culture systems with respect to their ability to support the clonal growth of leukemic cells obtained from patients with acute myeloblastic leukemia, acute lymphoblastic leukemia, and chronic myelogenous leukemia in blastic crisis. The number of clusters and/or colonies formed and the morphology of the cells within them varied from patient to patient. Nevertheless, no significant difference between the two culture systems within given leukemic specimens was found. No significant differences were noted among three different conditioned media used as sources of colony-stimulating activity. Most of the cells within clusters and colonies were identified to be immature members of granulocyte-macrophage series or to be indistinguishable from the preculture leukemic blast cells by morphological and cell surface marker studies. Cells from myeloid crisis in chronic myelogenous leukemia grew well in the cultures, but cells from lymphoid crisis did not proliferate.","['Kubota, K', 'Preisler, H D', 'Sagawa, K', 'Minowada, J']","['Kubota K', 'Preisler HD', 'Sagawa K', 'Minowada J']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't"", ""Research Support, U.S. Gov't, P.H.S.""]",United States,Cancer Res,Cancer research,2984705R,"['0 (Antigens, Surface)', '0 (Growth Substances)', '9002-18-0 (Agar)', '9004-67-5 (Methylcellulose)']",IM,"['Adult', 'Agar', 'Aged', 'Antigens, Surface/analysis', 'Cell Division', 'Cells, Cultured', 'Female', 'Growth Substances/pharmacology', 'Humans', 'Leukemia/immunology/*pathology', 'Leukemia, Myeloid, Acute/pathology', 'Male', 'Methylcellulose', 'Middle Aged', 'Rosette Formation']",1981/08/01 00:00,1981/08/01 00:01,['1981/08/01 00:00'],"['1981/08/01 00:00 [pubmed]', '1981/08/01 00:01 [medline]', '1981/08/01 00:00 [entrez]']",,ppublish,Cancer Res. 1981 Aug;41(8):3052-7.,,,"['CA 14413/CA/NCI NIH HHS/United States', 'CA 24162/CA/NCI NIH HHS/United States', 'CA 5834/CA/NCI NIH HHS/United States']",,,,,
