PMID,OWN,STAT,DCOM,LR,IS,VI,IP,DP,TI,PG,FAU,AU,LA,PT,PL,TA,JT,JID,RN,SB,MH,EDAT,MHDA,CRDT,PHST,AID,PST,SO,RF,TT,AB,PMC,CIN,PS,FPS,OID
4928276,NLM,MEDLINE,19710602,20131121,0047-1852 (Print) 0047-1852 (Linking),29,,1971 Jan,[Porphyrin--how to read its figures].,Suppl:326-36,"['Takaku, F']",['Takaku F'],['jpn'],"['Journal Article', 'Review']",Japan,Nihon Rinsho,Nihon rinsho. Japanese journal of clinical medicine,0420546,"['0 (Levulinic Acids)', '0 (Porphyrins)', '0 (Succinates)', '42VZT0U6YR (Heme)', 'EC 2.- (Transferases)', 'EC 2.3.- (Acyltransferases)', 'EC 4.2.1.- (Hydro-Lyases)']",IM,"['Acyltransferases/analysis', 'Anemia/urine', 'Erythrocytes/analysis', 'Feces/analysis', 'Heme/analysis/biosynthesis', 'Hodgkin Disease/urine', 'Humans', 'Hydro-Lyases/analysis', 'Lead Poisoning/urine', 'Leukemia/urine', 'Levulinic Acids/urine', 'Porphyrias/blood', 'Porphyrins/analysis/*blood/metabolism/urine', 'Succinates/analysis', 'Transferases/analysis']",1971/01/01 00:00,1971/01/01 00:01,['1971/01/01 00:00'],"['1971/01/01 00:00 [pubmed]', '1971/01/01 00:01 [medline]', '1971/01/01 00:00 [entrez]']",,ppublish,Nihon Rinsho. 1971 Jan;29:Suppl:326-36.,37,,,,,,,
4928248,NLM,MEDLINE,19710602,20161122,0007-4551 (Print) 0007-4551 (Linking),56,4,1969 Oct-Dec,"[Asparaginase, leukemia and cancer].",365-74,"['Levy, D', 'Boiron, M']","['Levy D', 'Boiron M']",['fre'],['Journal Article'],France,Bull Cancer,Bulletin du cancer,0072416,['EC 3.5.1.1 (Asparaginase)'],IM,"['Animals', 'Asparaginase/isolation & purification/pharmacology/*therapeutic use/toxicity', 'Blood Coagulation Disorders/*chemically induced', 'Carcinoma 256, Walker/drug therapy', 'Carcinoma, Ehrlich Tumor/drug therapy', '*Chemical and Drug Induced Liver Injury', 'Dogs', '*Drug Hypersensitivity', 'Escherichia coli/*enzymology', 'Humans', 'Leukemia/drug therapy', 'Leukemia L1210/drug therapy', 'Leukemia, Experimental/drug therapy', 'Leukemia, Lymphoid/*drug therapy', 'Leukemia, Radiation-Induced/drug therapy', 'Lymphoma, Non-Hodgkin/drug therapy', 'Mice', 'Neoplasms, Experimental/*drug therapy', 'Sarcoma, Experimental/drug therapy']",1969/10/01 00:00,1969/10/01 00:01,['1969/10/01 00:00'],"['1969/10/01 00:00 [pubmed]', '1969/10/01 00:01 [medline]', '1969/10/01 00:00 [entrez]']",,ppublish,Bull Cancer. 1969 Oct-Dec;56(4):365-74.,,"Asparaginase, leucemies et cancers.",,,,,,
4928115,NLM,MEDLINE,19710530,20071115,0026-4806 (Print) 0026-4806 (Linking),62,21,1971 Mar 14,[On jaundice during hemoblastosis. Clinico-statistical analysis].,1131-5,"['Bombara, R', 'Visca, U']","['Bombara R', 'Visca U']",['ita'],['Journal Article'],Italy,Minerva Med,Minerva medica,0400732,,IM,"['Female', 'Hodgkin Disease/*complications', 'Humans', 'Jaundice/*etiology', 'Leukemia/*complications', 'Leukemia, Lymphoid/complications', 'Leukemia, Myeloid/complications', 'Leukemia, Myeloid, Acute/complications', 'Lymphoma, Large B-Cell, Diffuse/*complications', 'Male']",1971/03/14 00:00,1971/03/14 00:01,['1971/03/14 00:00'],"['1971/03/14 00:00 [pubmed]', '1971/03/14 00:01 [medline]', '1971/03/14 00:00 [entrez]']",,ppublish,Minerva Med. 1971 Mar 14;62(21):1131-5.,,Contributo allo studio dell'ittero in corso di emoblastosi. Analisi clinico-statistica.,,,,,,
4927777,NLM,MEDLINE,19710525,20190727,0041-1132 (Print) 0041-1132 (Linking),11,2,1971 Mar-Apr,"Dimethylacetamide, a new cryoprotective agent for platelets.",72-6,"['Djerassi, I', 'Roy, A', 'Kim, J', 'Cavins, J']","['Djerassi I', 'Roy A', 'Kim J', 'Cavins J']",['eng'],"['Comparative Study', 'Journal Article']",United States,Transfusion,Transfusion,0417360,"['0 (Acetamides)', '0 (Acetates)', '0 (Amides)', '0 (Cryoprotective Agents)', 'N762921K75 (Nitrogen)', 'YOW8V9698H (Dimethyl Sulfoxide)']",IM,"['Acetamides', '*Acetates', '*Amides', 'Animals', 'Blood Cell Count', 'Blood Platelets/*metabolism', '*Blood Preservation', 'Blood Transfusion', 'Clot Retraction', 'Cryoprotective Agents', 'Dimethyl Sulfoxide/*pharmacology', '*Freezing', 'Humans', 'Leukemia/therapy', 'Microscopy, Phase-Contrast', 'Nitrogen', 'Radiation', 'Rats', 'Thrombocytopenia/etiology']",1971/03/01 00:00,1971/03/01 00:01,['1971/03/01 00:00'],"['1971/03/01 00:00 [pubmed]', '1971/03/01 00:01 [medline]', '1971/03/01 00:00 [entrez]']",['10.1111/j.1537-2995.1971.tb04379.x [doi]'],ppublish,Transfusion. 1971 Mar-Apr;11(2):72-6. doi: 10.1111/j.1537-2995.1971.tb04379.x.,,,,,,,,
4927762,NLM,MEDLINE,19710525,20131121,0031-2991 (Print) 0031-2991 (Linking),14,4,1970 Jul-Aug,[5-hydroxytryptamine and neoplasm growth].,84-93,"['Rudzit, E A', ""Mal'tseva, L F""]","['Rudzit EA', ""Mal'tseva LF""]",['rus'],"['Journal Article', 'Review']",Russia (Federation),Patol Fiziol Eksp Ter,Patologicheskaia fiziologiia i eksperimental'naia terapiia,0376421,['333DO1RDJY (Serotonin)'],IM,"['Adrenal Gland Neoplasms/metabolism', 'Animals', 'Breast Neoplasms/metabolism', 'Bronchial Neoplasms/metabolism', 'Carcinoid Tumor/metabolism', 'Child', 'Female', 'Gastrointestinal Neoplasms/metabolism', 'Humans', 'Leukemia/metabolism', 'Lung Neoplasms/metabolism', 'Lymphoma, Large B-Cell, Diffuse/metabolism', 'Male', 'Melanoma/metabolism', 'Mice', 'Neoplasm Metastasis', 'Neoplasms, Experimental/*drug therapy', 'Neuroblastoma/metabolism', 'Pheochromocytoma/metabolism', 'Prostatic Neoplasms/metabolism', 'Rats', 'Serotonin/metabolism/*therapeutic use', 'Thyroid Neoplasms/metabolism', 'Urinary Bladder Neoplasms/metabolism']",1970/07/01 00:00,1970/07/01 00:01,['1970/07/01 00:00'],"['1970/07/01 00:00 [pubmed]', '1970/07/01 00:01 [medline]', '1970/07/01 00:00 [entrez]']",,ppublish,Patol Fiziol Eksp Ter. 1970 Jul-Aug;14(4):84-93.,206,5-oksitriptamin i opukholevoi rost.,,,,,,
4927757,NLM,MEDLINE,19710525,20190617,0028-0836 (Print) 0028-0836 (Linking),230,5295,1971 Apr 23,Binding of sheep red blood cells to a large population of human lymphocytes.,531-2,"['Lay, W H', 'Mendes, N F', 'Bianco, C', 'Nussenzweig, V']","['Lay WH', 'Mendes NF', 'Bianco C', 'Nussenzweig V']",['eng'],['Journal Article'],England,Nature,Nature,0410462,,IM,"['Animals', 'Cell Adhesion', 'Erythrocytes/*cytology', 'Hodgkin Disease/blood', 'Humans', 'In Vitro Techniques', 'Leukemia, Lymphoid/blood', 'Lymphocytes/*cytology', 'Lymphoma, Non-Hodgkin/blood', 'Sheep']",1971/04/23 00:00,1971/04/23 00:01,['1971/04/23 00:00'],"['1971/04/23 00:00 [pubmed]', '1971/04/23 00:01 [medline]', '1971/04/23 00:00 [entrez]']",['10.1038/230531a0 [doi]'],ppublish,Nature. 1971 Apr 23;230(5295):531-2. doi: 10.1038/230531a0.,,,,,,,,
4927726,NLM,MEDLINE,19710525,20190617,0028-0836 (Print) 0028-0836 (Linking),230,5293,1971 Apr 9,Fanconi's anaemia in the genetics of neoplasia.,370-3,"['Swift, M']",['Swift M'],['eng'],['Journal Article'],England,Nature,Nature,0410462,,IM,"['Adolescent', 'Adult', 'Aged', 'Anemia, Aplastic/*genetics', 'Child', 'Child, Preschool', 'Disease Susceptibility', 'Genetics, Medical', '*Heterozygote', 'Homozygote', 'Humans', 'Infant', 'Infant, Newborn', 'Leukemia, Lymphoid/genetics', 'Leukemia, Myeloid, Acute/genetics', 'Methods', 'Middle Aged', 'Neoplasms/*etiology/*genetics/mortality']",1971/04/09 00:00,1971/04/09 00:01,['1971/04/09 00:00'],"['1971/04/09 00:00 [pubmed]', '1971/04/09 00:01 [medline]', '1971/04/09 00:00 [entrez]']",['10.1038/230370a0 [doi]'],ppublish,Nature. 1971 Apr 9;230(5293):370-3. doi: 10.1038/230370a0.,,,,,,,,
4927701,NLM,MEDLINE,19710525,20071115,0014-4878 (Print) 0014-4878 (Linking),28,1,1970,"Interaction of host and cancer: the potential antigenicity of cancer cells, the defense mechanisms of cancer patients, and the influence of endocrine glands and aging on cancer.",1-17,"['Mulligan, R M']",['Mulligan RM'],['eng'],"['Journal Article', 'Review']",United States,Exp Med Surg,Experimental medicine and surgery,0435437,"['0 (Antigens)', '0 (Hormones)']",IM,"['Adolescent', 'Adrenal Glands/physiopathology', 'Adult', '*Aging', 'Animals', '*Antibody Formation', '*Antigens', 'Child', 'Child, Preschool', 'Endocrine Glands/*physiopathology', 'Female', 'Gonads/physiopathology', 'Hormones/physiology', 'Humans', 'Infant', 'Infant, Newborn', 'Leukemia, Lymphoid/immunology', 'Lymphoma, Non-Hodgkin/immunology', 'Male', 'Microscopy, Electron', 'Middle Aged', 'Neoplasms/*immunology/pathology/physiopathology', 'Pituitary Gland/physiopathology', 'Thymus Gland/physiopathology', 'Thyroid Gland/physiopathology']",1970/01/01 00:00,1970/01/01 00:01,['1970/01/01 00:00'],"['1970/01/01 00:00 [pubmed]', '1970/01/01 00:01 [medline]', '1970/01/01 00:00 [entrez]']",,ppublish,Exp Med Surg. 1970;28(1):1-17.,40,,,,,,,
4927568,NLM,MEDLINE,19710519,20091119,0004-4172 (Print) 0004-4172 (Linking),21,3,1971 Mar,[The occurrence of systemic candida mycoses in relation to primary disease and pretreatment].,320-2,"['Freis, A']",['Freis A'],['ger'],['Journal Article'],Germany,Arzneimittelforschung,Arzneimittel-Forschung,0372660,['0 (Anti-Bacterial Agents)'],IM,"['Anti-Bacterial Agents/*adverse effects', 'Appendicitis/complications', 'Candidiasis/*complications', 'Endocarditis/complications', 'Heart Septal Defects, Ventricular/complications', 'Humans', 'Leukemia, Myeloid/complications', 'Liver Cirrhosis/complications', 'Meningocele/complications', 'Myocarditis/complications', 'Pyelonephritis/complications', 'Respiratory Tract Infections/complications', 'Sepsis/complications', 'Spinal Dysraphism/complications', 'Tuberculosis, Pulmonary/complications', 'Uremia/complications', 'von Willebrand Diseases/complications']",1971/03/01 00:00,1971/03/01 00:01,['1971/03/01 00:00'],"['1971/03/01 00:00 [pubmed]', '1971/03/01 00:01 [medline]', '1971/03/01 00:00 [entrez]']",,ppublish,Arzneimittelforschung. 1971 Mar;21(3):320-2.,,Das Auftreten systemischer Candida-Mykosen im Zusammenhang mit Grundkrankheit und Vorbehandlung.,,,,,,
4927494,NLM,MEDLINE,19710517,20190609,0006-3002 (Print) 0006-3002 (Linking),213,2,1970 Aug 8,Changes in hybridizable nuclear RNA during differentiation of mammary cells.,484-94,"['Turkington, R W']",['Turkington RW'],['eng'],['Journal Article'],Netherlands,Biochim Biophys Acta,Biochimica et biophysica acta,0217513,"['0 (DNA, Bacterial)', '0 (Phosphates)', '0 (Phosphorus Isotopes)', '10028-17-8 (Tritium)', '63231-63-0 (RNA)', '9007-49-2 (DNA)', 'JAC85A2161 (Adenine)', 'WHI7HQ7H85 (Uridine)']",IM,"['Adenine', 'Animals', 'Cattle', 'Cell Differentiation', 'Cell Nucleus/*metabolism', 'Chromosomes', '*DNA', 'DNA, Bacterial', 'Epithelium', 'Escherichia coli', 'Female', 'Humans', 'Lactation', 'Leukemia, Myeloid', 'Leukocytes', 'Liver', 'Mammary Glands, Animal/cytology/*growth & development', 'Mice', 'Micrococcus', 'Nucleic Acid Hybridization', 'Organ Specificity', 'Phosphates', 'Phosphorus Isotopes', 'Pregnancy', 'RNA/biosynthesis/*metabolism', 'Rats', 'Species Specificity', 'Thymus Gland', 'Tritium', 'Uridine']",1970/08/08 00:00,1970/08/08 00:01,['1970/08/08 00:00'],"['1970/08/08 00:00 [pubmed]', '1970/08/08 00:01 [medline]', '1970/08/08 00:00 [entrez]']","['0005-2787(70)90055-9 [pii]', '10.1016/0005-2787(70)90055-9 [doi]']",ppublish,Biochim Biophys Acta. 1970 Aug 8;213(2):484-94. doi: 10.1016/0005-2787(70)90055-9.,,,,,,,,
4927484,NLM,MEDLINE,19710517,20190718,0004-3591 (Print) 0004-3591 (Linking),14,2,1971 Mar-Apr,The release of DNA into serum and synovial fluid.,259-66,"['Hughes, G R', 'Cohen, S A', 'Lightfoot, R W Jr', 'Meltzer, J I', 'Christian, C L']","['Hughes GR', 'Cohen SA', 'Lightfoot RW Jr', 'Meltzer JI', 'Christian CL']",['eng'],['Journal Article'],United States,Arthritis Rheum,Arthritis and rheumatism,0370605,"['0 (Adrenal Cortex Hormones)', '0 (Antibodies, Anti-Idiotypic)', '9007-49-2 (DNA)']",IM,"['Adrenal Cortex Hormones/therapeutic use', 'Antibodies, Anti-Idiotypic', 'Binding Sites', 'Cardiac Surgical Procedures', 'DNA/analysis/*blood/metabolism', 'Dermatomyositis/blood/drug therapy', 'Humans', 'Immunity, Cellular', 'Kidney Transplantation', 'Leukemia/blood/drug therapy', 'Lupus Erythematosus, Systemic/blood/immunology', 'Precipitin Tests', 'Stress, Physiological/metabolism', 'Synovial Fluid/*analysis', 'Transplantation, Homologous']",1971/03/01 00:00,2001/03/28 10:01,['1971/03/01 00:00'],"['1971/03/01 00:00 [pubmed]', '2001/03/28 10:01 [medline]', '1971/03/01 00:00 [entrez]']",['10.1002/art.1780140211 [doi]'],ppublish,Arthritis Rheum. 1971 Mar-Apr;14(2):259-66. doi: 10.1002/art.1780140211.,,,,,,,,
4927414,NLM,MEDLINE,19710516,20210216,0006-4971 (Print) 0006-4971 (Linking),37,4,1971 Apr,Transmission of toxoplasmosis by leukocyte transfusion.,388-94,"['Siegel, S E', 'Lunde, M N', 'Gelderman, A H', 'Halterman, R H', 'Brown, J A', 'Levine, A S', 'Graw, R G Jr']","['Siegel SE', 'Lunde MN', 'Gelderman AH', 'Halterman RH', 'Brown JA', 'Levine AS', 'Graw RG Jr']",['eng'],['Journal Article'],United States,Blood,Blood,7603509,"['0 (Antibodies)', '0 (Antigens)']",IM,"['Adult', 'Antibodies/analysis', 'Antigens', 'Blood Donors', 'Carrier State/immunology', 'Child', 'Child, Preschool', '*Cross Infection', 'Dye Dilution Technique', 'Female', 'Hemagglutination Tests', 'Humans', 'Leukemia, Lymphoid/therapy', 'Leukemia, Myeloid/blood', 'Leukemia, Myeloid, Acute/therapy', 'Leukocytes/*microbiology', 'Male', 'Middle Aged', 'Toxoplasma/immunology/isolation & purification', 'Toxoplasmosis/*immunology', '*Transfusion Reaction']",1971/04/01 00:00,2001/03/28 10:01,['1971/04/01 00:00'],"['1971/04/01 00:00 [pubmed]', '2001/03/28 10:01 [medline]', '1971/04/01 00:00 [entrez]']",['S0006-4971(20)69443-5 [pii]'],ppublish,Blood. 1971 Apr;37(4):388-94.,,,,,,,,
4927382,NLM,MEDLINE,19710510,20190908,0036-553X (Print) 0036-553X (Linking),7,6,1970,"The cytology, distribution and function of the neoplastic cells in leukaemic reticuloendotheliosis.",428-34,"['Berg, B', 'Brandt, L']","['Berg B', 'Brandt L']",['eng'],['Journal Article'],Denmark,Scand J Haematol,Scandinavian journal of haematology,0404507,"['10028-17-8 (Tritium)', 'VC2W18DGKR (Thymidine)']",IM,"['Adult', 'Blood Cell Count', 'Bone Marrow/pathology', 'Cell Nucleus', 'Cell Transformation, Neoplastic', 'Cytoplasm', 'Humans', 'Leukemia/diagnosis/*pathology', 'Liver/pathology', 'Lymph Nodes/pathology', 'Lymphatic Diseases/diagnosis/*pathology', 'Male', 'Microscopy, Phase-Contrast', 'Middle Aged', 'Phagocytosis', 'Spleen/pathology', 'Thymidine', 'Tritium']",1970/01/01 00:00,1970/01/01 00:01,['1970/01/01 00:00'],"['1970/01/01 00:00 [pubmed]', '1970/01/01 00:01 [medline]', '1970/01/01 00:00 [entrez]']",['10.1111/j.1600-0609.1970.tb01927.x [doi]'],ppublish,Scand J Haematol. 1970;7(6):428-34. doi: 10.1111/j.1600-0609.1970.tb01927.x.,,,,,,,,
4927381,NLM,MEDLINE,19710510,20071115,0035-6840 (Print) 0035-6840 (Linking),53,10,1969 Oct,[Relationship between sex and mutations in offspring of irradiated mothers. Review].,587-626,"['Cipani, F', 'Piccolomini, A']","['Cipani F', 'Piccolomini A']",['ita'],"['Journal Article', 'Review']",Italy,Riv Ital Ginecol,Rivista italiana di ginecologia,0404361,['9007-49-2 (DNA)'],IM,"['Cataract/etiology', 'Chromosomes/radiation effects', 'Congenital Abnormalities', 'DNA', 'Environmental Exposure', 'Female', 'Fetal Death', 'Fetus/*radiation effects', 'Hematologic Diseases/etiology', 'Humans', 'Infertility/etiology', 'Leukemia, Radiation-Induced', 'Life Expectancy', 'Male', '*Mutation', 'Neoplasms, Radiation-Induced', 'Ovary/radiation effects', 'Pregnancy', 'Pregnancy Complications', '*Radiation Genetics', '*Radiation Injuries', 'Radiation Monitoring', 'Testis/radiation effects']",1969/10/01 00:00,1969/10/01 00:01,['1969/10/01 00:00'],"['1969/10/01 00:00 [pubmed]', '1969/10/01 00:01 [medline]', '1969/10/01 00:00 [entrez]']",,ppublish,Riv Ital Ginecol. 1969 Oct;53(10):587-626.,88,Rapporto sessi e mutazioni sfavorevoli nella prole di madri irradiate. Rivista sintetica.,,,,,,
4927376,NLM,MEDLINE,19710510,20171116,0031-3890 (Print) 0031-3890 (Linking),77,5,1969,[On the use of daunomycin in acute leukemias in childhood].,739-50,"['Esposito, L']",['Esposito L'],['ita'],"['Journal Article', 'Review']",Italy,Pediatria (Napoli),La Pediatria,0401207,"['E7WED276I5 (Mercaptopurine)', 'VB0R961HZT (Prednisone)', 'YL5FZ2Y5U1 (Methotrexate)', 'ZS7284E0ZP (Daunorubicin)']",IM,"['Blood Cell Count', 'Blood Cells/drug effects', 'Blood Transfusion', 'Child', 'Daunorubicin/*therapeutic use', 'Humans', 'Leukemia, Lymphoid/*drug therapy', 'Leukemia, Myeloid, Acute/*drug therapy', 'Mercaptopurine/therapeutic use', 'Methotrexate/therapeutic use', 'Prednisone/therapeutic use']",1969/01/01 00:00,1969/01/01 00:01,['1969/01/01 00:00'],"['1969/01/01 00:00 [pubmed]', '1969/01/01 00:01 [medline]', '1969/01/01 00:00 [entrez]']",,ppublish,Pediatria (Napoli). 1969;77(5):739-50.,50,Sull'impiego della daunomicina nelle leucemie acute dell'infanzia.,,,,,,
4927347,NLM,MEDLINE,19710510,20190620,0008-543X (Print) 0008-543X (Linking),27,3,1971 Mar,Comparison of busulfan and cyclophosphamide in the treatment of chronic myelocytic leukemia.,608-12,"['Kaung, D T', 'Close, H P', 'Whittington, R M', 'Patno, M E']","['Kaung DT', 'Close HP', 'Whittington RM', 'Patno ME']",['eng'],"['Clinical Trial', 'Comparative Study', 'Controlled Clinical Trial', 'Journal Article']",United States,Cancer,Cancer,0374236,"['0 (Hemoglobins)', '8N3DW7272P (Cyclophosphamide)', 'G1LN9045DK (Busulfan)']",IM,"['Adult', 'Aged', 'Blood Cell Count', 'Blood Platelets', 'Busulfan/administration & dosage/*therapeutic use', 'Clinical Trials as Topic', 'Cyclophosphamide/administration & dosage/*therapeutic use', 'Hemoglobins/analysis', 'Humans', 'Leukemia, Myeloid/blood/*drug therapy', 'Middle Aged']",1971/03/01 00:00,1971/03/01 00:01,['1971/03/01 00:00'],"['1971/03/01 00:00 [pubmed]', '1971/03/01 00:01 [medline]', '1971/03/01 00:00 [entrez]']",['10.1002/1097-0142(197103)27:3<608::aid-cncr2820270315>3.0.co;2-l [doi]'],ppublish,Cancer. 1971 Mar;27(3):608-12. doi: 10.1002/1097-0142(197103)27:3<608::aid-cncr2820270315>3.0.co;2-l.,,,,,,,,
4927346,NLM,MEDLINE,19710510,20190620,0008-543X (Print) 0008-543X (Linking),27,3,1971 Mar,Transformation of reticulum cell sarcoma to acute leukemia.,579-85,"['Lowenbraun, S', 'Sutherland, J C', 'Feldman, M J', 'Serpick, A A']","['Lowenbraun S', 'Sutherland JC', 'Feldman MJ', 'Serpick AA']",['eng'],['Journal Article'],United States,Cancer,Cancer,0374236,"['0 (Nitrogen Mustard Compounds)', '5J49Q6B70F (Vincristine)', 'VB0R961HZT (Prednisone)']",IM,"['Acute Disease', 'Biopsy', 'Bone Marrow/pathology', 'Central Nervous System/pathology', 'Humans', 'Jaw Neoplasms/blood/drug therapy/mortality/pathology/radiotherapy', 'Leukemia/*etiology/pathology', 'Lymph Nodes/pathology', 'Lymphatic Diseases/pathology', 'Lymphoma, Non-Hodgkin/blood/drug therapy/mortality/*pathology/radiotherapy', 'Male', 'Middle Aged', 'Nitrogen Mustard Compounds/therapeutic use', 'Prednisone/therapeutic use', 'Sarcoma/pathology', 'Vincristine/therapeutic use']",1971/03/01 00:00,1971/03/01 00:01,['1971/03/01 00:00'],"['1971/03/01 00:00 [pubmed]', '1971/03/01 00:01 [medline]', '1971/03/01 00:00 [entrez]']",['10.1002/1097-0142(197103)27:3<579::aid-cncr2820270311>3.0.co;2-q [doi]'],ppublish,Cancer. 1971 Mar;27(3):579-85. doi: 10.1002/1097-0142(197103)27:3<579::aid-cncr2820270311>3.0.co;2-q.,,,,,,,,
4927345,NLM,MEDLINE,19710510,20190620,0008-543X (Print) 0008-543X (Linking),27,3,1971 Mar,Chronic myelogenous leukemia in Hodgkin's disease: immunofluorescence of cells.,569-73,"['Swaim, W R', 'Windschitl, H E', 'Doscherholmen, A', 'Bankole, R O', 'Bates, H A']","['Swaim WR', 'Windschitl HE', 'Doscherholmen A', 'Bankole RO', 'Bates HA']",['eng'],['Journal Article'],United States,Cancer,Cancer,0374236,"['0 (Cobalt Isotopes)', 'EC 3.1.3.1 (Alkaline Phosphatase)', 'P6YC3EG204 (Vitamin B 12)']",IM,"['Adult', 'Alkaline Phosphatase/analysis', 'Antibody Formation', 'Antigen-Antibody Reactions', 'Autopsy', 'Bone Marrow Examination', 'Cobalt Isotopes', 'Fluorescent Antibody Technique', 'Hodgkin Disease/blood/*complications/enzymology/immunology/metabolism/radiotherapy', 'Humans', 'Leukemia, Myeloid/*etiology/immunology', 'Leukemia, Radiation-Induced/*immunology', 'Male', 'Radiotherapy/*adverse effects', 'Vitamin B 12/analysis']",1971/03/01 00:00,1971/03/01 00:01,['1971/03/01 00:00'],"['1971/03/01 00:00 [pubmed]', '1971/03/01 00:01 [medline]', '1971/03/01 00:00 [entrez]']",['10.1002/1097-0142(197103)27:3<569::aid-cncr2820270309>3.0.co;2-4 [doi]'],ppublish,Cancer. 1971 Mar;27(3):569-73. doi: 10.1002/1097-0142(197103)27:3<569::aid-cncr2820270309>3.0.co;2-4.,,,,,,,,
4927248,NLM,MEDLINE,19710506,20190609,0006-3002 (Print) 0006-3002 (Linking),217,1,1970 Sep 17,"Light-induced cross-linking of DNA in the presence of a furocoumarin (psoralen). Studies with phage lambda, Escherichia coli, and mouse leukemia cells.",30-9,"['Cole, R S']",['Cole RS'],['eng'],['Journal Article'],Netherlands,Biochim Biophys Acta,Biochimica et biophysica acta,0217513,"['0 (Coumarins)', '0 (DNA, Bacterial)', '0 (DNA, Neoplasm)', '0 (DNA, Viral)', '0 (Hydroxyapatites)', '10028-17-8 (Tritium)', '9007-49-2 (DNA)', 'VC2W18DGKR (Thymidine)']",IM,"['Animals', 'Cell Line', 'Centrifugation, Density Gradient', 'Chromatography', '*Coliphages/drug effects', 'Coumarins/*pharmacology', 'Culture Techniques', 'DNA/*radiation effects', 'DNA, Bacterial/radiation effects', 'DNA, Neoplasm/radiation effects', 'DNA, Viral/radiation effects', 'Escherichia coli/drug effects/*radiation effects', 'Hot Temperature', 'Hydroxyapatites', 'Leukemia, Experimental', 'Lymphoma', 'Mice', 'Molecular Weight', 'Nucleic Acid Denaturation', 'Photochemistry', 'Photosensitivity Disorders', 'Radiation Effects', 'Spectrophotometry', 'Thymidine', 'Tritium', '*Ultraviolet Rays']",1970/09/17 00:00,1970/09/17 00:01,['1970/09/17 00:00'],"['1970/09/17 00:00 [pubmed]', '1970/09/17 00:01 [medline]', '1970/09/17 00:00 [entrez]']","['0005-2787(70)90119-X [pii]', '10.1016/0005-2787(70)90119-x [doi]']",ppublish,Biochim Biophys Acta. 1970 Sep 17;217(1):30-9. doi: 10.1016/0005-2787(70)90119-x.,,,,,,,,
