PMID,OWN,STAT,DCOM,LR,IS,VI,IP,DP,TI,PG,FAU,AU,LA,PT,PL,TA,JT,JID,RN,SB,MH,EDAT,MHDA,CRDT,PHST,AID,PST,SO,GR,AB,TT,PMC,OID,GN,OAB,OABL,OTO,OT,SI
7104487,NLM,MEDLINE,19821021,20210216,0006-4971 (Print) 0006-4971 (Linking),60,3,1982 Sep,Clinical staging system for hairy-cell leukemia.,571-7,"['Jansen, J', 'Hermans, J']","['Jansen J', 'Hermans J']",['eng'],['Journal Article'],United States,Blood,Blood,7603509,['0 (Hemoglobins)'],IM,"['Actuarial Analysis', 'Hemoglobins/analysis', 'Humans', 'Leukemia, Hairy Cell/diagnosis/mortality/*pathology', 'Neoplasm Staging/*methods', 'Organ Size', 'Prognosis', 'Spleen/anatomy & histology', 'Splenectomy']",1982/09/01 00:00,1982/09/01 00:01,['1982/09/01 00:00'],"['1982/09/01 00:00 [pubmed]', '1982/09/01 00:01 [medline]', '1982/09/01 00:00 [entrez]']",['S0006-4971(20)79137-8 [pii]'],ppublish,Blood. 1982 Sep;60(3):571-7.,,"To find a clinical staging system for patients with hairy cell leukemia, 391 patients contributed by 22 centers were analyzed using the proportional hazard survival model. Attention was paid to nonsplenectomized patients to find a staging system to predict the survival length at the time of diagnosis. On the basis of hemoglobin level and spleen size at the time of diagnosis, 3 stages could be distinguished with significantly different prognoses (stages I-III). In addition, we addressed the question of splenectomy to identify those patients who benefit from the operation. Using arbitrary, but clinically relevant, criteria to call the operation beneficial, splenectomy appears to be indicated for patients with large spleens (greater than or equal to 4 cm under costal margin) or with smaller, but palpable, spleens when anemia (Hb less than 12 g/dl) is present. The third question concerned the splenectomized patients. To indicate the patients who have a poor postsplenectomy survival, a staging system was developed on the basis of hemoglobin level and number of neutrophils at 2-3 mo after the operation (stages A-C). The validity of the two staging systems was supported by the results of an analysis of an independent test series of patients. These staging systems may be helpful for the choice of therapy and in the planning of clinical trials in patients with hairy-cell leukemia.",,,,,,,,,
7104337,NLM,MEDLINE,19821021,20190610,0006-3002 (Print) 0006-3002 (Linking),688,2,1982 Jun 14,Comparative lipid analysis of purified plasma membranes and shed extracellular membrane vesicles from normal murine thymocytes and leukemic GRSL cells.,495-504,"['Van Blitterswijk, W J', 'De Veer, G', 'Krol, J H', 'Emmelot, P']","['Van Blitterswijk WJ', 'De Veer G', 'Krol JH', 'Emmelot P']",['eng'],"['Comparative Study', 'Journal Article']",Netherlands,Biochim Biophys Acta,Biochimica et biophysica acta,0217513,"['0 (Membrane Lipids)', '0 (Phospholipids)', '1720-32-7 (Diphenylhexatriene)', '97C5T2UQ7J (Cholesterol)']",IM,"['Animals', 'Cell Membrane/*analysis', 'Cholesterol/analysis', 'Diphenylhexatriene', 'Leukemia, Experimental/*analysis', 'Lymphocytes/*analysis', 'Membrane Fluidity', 'Membrane Lipids/*analysis', 'Mice', 'Mice, Inbred Strains', 'Phospholipids/*analysis', 'Spectrometry, Fluorescence', 'Thymus Gland/analysis']",1982/06/14 00:00,1982/06/14 00:01,['1982/06/14 00:00'],"['1982/06/14 00:00 [pubmed]', '1982/06/14 00:01 [medline]', '1982/06/14 00:00 [entrez]']","['0005-2736(82)90361-3 [pii]', '10.1016/0005-2736(82)90361-3 [doi]']",ppublish,Biochim Biophys Acta. 1982 Jun 14;688(2):495-504. doi: 10.1016/0005-2736(82)90361-3.,,"The lipid fluidity in purified plasma membranes (PM) of murine leukemic GRSL cells, as measured by fluorescence polarization, is much higher than in PM of normal thymocytes. This was found to be due to relatively low contents of cholesterol and sphingomyelin and a high amount of unsaturated fatty acyl chains, especially linoleic acid, in the phospholipids. PM from GRSL cells contain markedly more phosphatidylethanolamine than those from thymocytes. For both GRSL cells and thymocytes the detailed lipid composition of isolated PM was compared with that of the corresponding shed extracellular membranes (ECM), which were isolated from the ascites fluid and from thymus cell suspensions, respectively. The somewhat decreased lipid fluidity of thymocyte ECM as compared to their PM, can be ascribed to the increased cholesterol/phospholipid molar ratio (0.88 vs. 0.74). No other major differences were found between the lipid composition of these membranes. In contrast, significant differences were found between PM and ECM from GRSL cells. In this system a much lower lipid fluidity of the shed ECM was found, due to the much increased cholesterol/phospholipid molar ratio (3.5-fold) and sphingomyelin (9-fold) content, as compared to the PM. Further, the ECM contain relatively more lysophosphatidylethanolamine and less phosphatidylcholine and -inositol. ECM contain a higher amount of polyunsaturated fatty acids, especially in the phosphatidylethanolamine and lysophosphatidylethanolamine classes. On the other hand, the fatty acids of phosphatidylcholine and lysophosphatidylcholine are more saturated than in PM. In particular, ECM of GRSL cells contain less oleic and linoleic acid residues and more arachidonic acid and 22:polyunsaturated fatty acid residues than PM. The possible relevance of these differences with respect to the mechanism of shedding of vesicles from the cell surface, is discussed.",,,,,,,,,
7104197,NLM,MEDLINE,19821012,20190515,0007-0920 (Print) 0007-0920 (Linking),46,1,1982 Jul,Failure of short-term treatment with flurbiprofen to enhance the therapeutic effect of cyclophosphamide against rodent sarcomas and a leukaemia.,51-7,"['Heckford, S E', 'Eccles, S A', 'Powles, T J', 'Alexander, P']","['Heckford SE', 'Eccles SA', 'Powles TJ', 'Alexander P']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",England,Br J Cancer,British journal of cancer,0370635,"['0 (Propionates)', '5GRO578KLP (Flurbiprofen)', '8N3DW7272P (Cyclophosphamide)']",IM,"['Animals', 'Cyclophosphamide/*therapeutic use', 'Drug Synergism', 'Drug Therapy, Combination', 'Female', 'Fibrosarcoma/*drug therapy/secondary', 'Flurbiprofen/*therapeutic use', 'Leukemia, Experimental/drug therapy', 'Leukemia, Lymphoid/*drug therapy', 'Male', 'Mice', 'Mice, Inbred Strains', 'Propionates/*therapeutic use', 'Rats', 'Rats, Inbred Strains', 'Sarcoma, Experimental/drug therapy/secondary']",1982/07/01 00:00,1982/07/01 00:01,['1982/07/01 00:00'],"['1982/07/01 00:00 [pubmed]', '1982/07/01 00:01 [medline]', '1982/07/01 00:00 [entrez]']",['10.1038/bjc.1982.164 [doi]'],ppublish,Br J Cancer. 1982 Jul;46(1):51-7. doi: 10.1038/bjc.1982.164.,,"Animals bearing metastatic fibrosarcomas were treated with cyclophosphamide (CY) alone or in combination with flurbiprofen (FP), an inhibitor of prostaglandin synthesis. FP did not affect local growth of fibrosarcomas, and the incidence of distant metastases after resection of the ""primary"" implants was comparable in treated and control groups. Treatment with CY retarded growth of the fibrosarcomas and reduced the proportion of animals which succumbed to metastases, but this was not altered significantly by additional treatment with FP. FP did not affect the survival of rats bearing a lymphoid leukaemia. The lifespan of animals treated with CY was increased significantly, but the concomitant administration of FP did not enhance this effect.",,PMC2011070,,,,,,,
7104031,NLM,MEDLINE,19820910,20190623,0006-2952 (Print) 0006-2952 (Linking),31,9,1982 May 1,Correlation of nitrosourea murine bone marrow toxicity with deoxyribonucleic acid alkylation and chromatin binding sites.,1671-9,"['Green, D', 'Tew, K D', 'Hisamatsu, T', 'Schein, P S']","['Green D', 'Tew KD', 'Hisamatsu T', 'Schein PS']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't"", ""Research Support, U.S. Gov't, P.H.S.""]",England,Biochem Pharmacol,Biochemical pharmacology,0101032,"['0 (Chromatin)', '0 (Nitrosourea Compounds)', '9007-49-2 (DNA)']",IM,"['Alkylation', 'Animals', 'Binding Sites', 'Bone Marrow/*drug effects', 'Chromatin/*metabolism', 'DNA/*metabolism', 'DNA Repair', 'Leukemia L1210/metabolism', 'Mice', 'Mice, Inbred Strains', 'Nitrosourea Compounds/*toxicity', 'Structure-Activity Relationship']",1982/05/01 00:00,1982/05/01 00:01,['1982/05/01 00:00'],"['1982/05/01 00:00 [pubmed]', '1982/05/01 00:01 [medline]', '1982/05/01 00:00 [entrez]']","['0006-2952(82)90667-0 [pii]', '10.1016/0006-2952(82)90667-0 [doi]']",ppublish,Biochem Pharmacol. 1982 May 1;31(9):1671-9. doi: 10.1016/0006-2952(82)90667-0.,['1-RO1-CA-17583/CA/NCI NIH HHS/United States'],"All of the clinically available nitrosourea antitumor agents produce serious treatment-limiting bone marrow toxicity. A reduction in this toxicity can be achieved by attaching the chloroethylnitrosourea cytotoxic group to C2 (chlorozotocin) or C1 (1-(2-chloroethyl)-3-(beta-D-glucopyranosyl)-1-nitrosourea, GANU) of glucose. Both glucose analogs are less myelotoxic in mice than 1-(2-chloroethyl)-3-cyclohepyl-1-nitrosourea (CCNU) or 1-(4-amino-2-methylpyrimidin-5-yl)methyl-3-(2-chloroethyl)-3-nitrosourea (ACNU), while retaining comparable antitumor activity against the murine L1210 leukemia. To define the nuclear mechanisms for this reduced myelotoxicity, alkylation of L1210 and murine bone marrow DNA was quantitated. With the use of the endonuclease micrococcal nuclease and DNase I, the sites of alkylation within the chromatin substructure were determined. Experiments were performed on L1210 leukemia or bone marrow cells that had been incubated in vitro for 2 hr with 0.1 mM [14C]chloroethyl drug. The quantitative alkylation of DNA by GANU was 1.3-fold greater in L1210, as compared to bone marrow, cells. This ratio of DNA alkylation is comparable to the 1.3 ratio we previously reported for chlorozotocin [L. C. Panasci, D. Green and P. S. Schein, J. clin. Invest. 64, 1103 (1979)]. In contrast, the ratio of alkylation (L1210:bone marrow DNA) for the myelotoxic ACNU was 0.66, similar to 0.59 for CCNU. Nuclease digestion experiments demonstrated that chlorozotocin and GANU preferentially alkylated internucleosomal linker regions of bone marrow chromatin, while nucleosome core particles were the preferred targets of CCNU and ACNU. The reduced myelotoxicity of chlorozotocin and GANU may be correlated with the advantageous ratio of L1210:bone marrow DNA alkylation and preferential alkylation of internucleosomal regions of bone marrow chromatin.",,,,,,,,,
7104026,NLM,MEDLINE,19820924,20190623,0006-2952 (Print) 0006-2952 (Linking),31,10,1982 May 15,Repair of deoxyribonucleic acid lesions caused by adriamycin and ellipticine.,1931-5,"['Ross, W E', 'Smith, M C']","['Ross WE', 'Smith MC']",['eng'],"['Comparative Study', 'Journal Article', ""Research Support, U.S. Gov't, P.H.S.""]",England,Biochem Pharmacol,Biochemical pharmacology,0101032,"['0 (Alkaloids)', '0 (DNA, Neoplasm)', '0 (DNA, Single-Stranded)', '0 (Ellipticines)', '0 (Neoplasm Proteins)', '80168379AG (Doxorubicin)']",IM,"['Alkaloids/*pharmacology', 'Animals', 'Cell Survival/drug effects', 'Cells, Cultured', '*DNA Repair', 'DNA, Neoplasm/*metabolism', 'DNA, Single-Stranded/metabolism', 'Doxorubicin/*pharmacology', 'Ellipticines/*pharmacology', 'Leukemia L1210/drug therapy/metabolism', 'Mice', 'Neoplasm Proteins/metabolism']",1982/05/15 00:00,1982/05/15 00:01,['1982/05/15 00:00'],"['1982/05/15 00:00 [pubmed]', '1982/05/15 00:01 [medline]', '1982/05/15 00:00 [entrez]']","['0006-2952(82)90500-7 [pii]', '10.1016/0006-2952(82)90500-7 [doi]']",ppublish,Biochem Pharmacol. 1982 May 15;31(10):1931-5. doi: 10.1016/0006-2952(82)90500-7.,"['1-K04-CA00537/CA/NCI NIH HHS/United States', 'CA24586/CA/NCI NIH HHS/United States']","The intercalating agents adriamycin and ellipticine caused DNA single and double strand breaks and DNA-protein crosslinks in mammalian cells. Ellipticine caused a much higher frequency of each of these lesions than adriamycin, at equitoxic doses. However, adriamycin-induced DNA effects were slowly and incompletely repaired over 24 hr after drug removal while the effects of ellipticine were virtually completely repaired within 30 min. Repair of ellipticine-induced lesions was observed only if cells were diluted ( 100-fold) after drug treatment, suggesting that significant amounts of drug may have been sequestered in the cellular membranes. Cell dilution did not alter the effects of adriamycin. Removal of the DNA lesions was temperature dependent. Finally, the similarity in the rates of repair for DNA single and double strand breaks and DNA-protein crosslinks supports the hypothesis that they are functionally related.",,,,,,,,,
7103913,NLM,MEDLINE,19820924,20131121,0005-8149 (Print) 0005-8149 (Linking),29,4,1982 Apr,[Late damage following thorium X treatment (radium 224) of Bechterew disease?].,212-8,"['Rudolph, F', 'Salewski, H', 'Franke, J']","['Rudolph F', 'Salewski H', 'Franke J']",['ger'],"['English Abstract', 'Journal Article']",Germany,Beitr Orthop Traumatol,Beitrage zur Orthopadie und Traumatologie,0372503,"['13233-32-4 (thorium X)', '60YU5MIG9W (Thorium)', 'W90AYD6R3Q (Radium)']",IM,"['Adult', 'Humans', 'Leukemia, Radiation-Induced/etiology', 'Neoplasms, Radiation-Induced/etiology', 'Radiation Injuries/*etiology', 'Radium/adverse effects', 'Spondylitis, Ankylosing/*radiotherapy', 'Thorium/*therapeutic use']",1982/04/01 00:00,1982/04/01 00:01,['1982/04/01 00:00'],"['1982/04/01 00:00 [pubmed]', '1982/04/01 00:01 [medline]', '1982/04/01 00:00 [entrez]']",,ppublish,Beitr Orthop Traumatol. 1982 Apr;29(4):212-8.,,,Spatschaden nach Thorium X-Behandlung (Radium 224) des Morbus Bechterew?,,,,,,,,
7103630,NLM,MEDLINE,19820910,20041117,0003-9926 (Print) 0003-9926 (Linking),142,8,1982 Aug,Respiratory alkalosis and abdominal pain heralding Candida hepatitis: occurrence in patients with acute leukemia in remission.,1495-7,"['Moseley, R H', 'Kris, M G', 'Einzig, A', 'West, R', 'Gee, T S', 'Armstrong, D']","['Moseley RH', 'Kris MG', 'Einzig A', 'West R', 'Gee TS', 'Armstrong D']",['eng'],['Journal Article'],United States,Arch Intern Med,Archives of internal medicine,0372440,,IM,"['Abdomen', 'Acute Disease', 'Adult', 'Aged', 'Alkalosis, Respiratory/*diagnosis', 'Candidiasis/complications/*diagnosis', 'Female', 'Granuloma/diagnosis/etiology', 'Hepatitis/*diagnosis', 'Humans', 'Leukemia/*complications', 'Pain/*diagnosis', 'Remission, Spontaneous']",1982/08/01 00:00,1982/08/01 00:01,['1982/08/01 00:00'],"['1982/08/01 00:00 [pubmed]', '1982/08/01 00:01 [medline]', '1982/08/01 00:00 [entrez]']",,ppublish,Arch Intern Med. 1982 Aug;142(8):1495-7.,,,,,,,,,,,
7103626,NLM,MEDLINE,19820910,20071114,0003-9926 (Print) 0003-9926 (Linking),142,8,1982 Aug,Bacteremias and fungemias in oncologic patients with central venous catheters: changing spectrum of infection.,1456-9,"['Lowder, J N', 'Lazarus, H M', 'Herzig, R H']","['Lowder JN', 'Lazarus HM', 'Herzig RH']",['eng'],"['Journal Article', ""Research Support, U.S. Gov't, P.H.S.""]",United States,Arch Intern Med,Archives of internal medicine,0372440,,IM,"['Candidiasis/microbiology', 'Catheterization/*adverse effects', 'Corynebacterium Infections/microbiology', 'Humans', 'Leukemia/drug therapy', 'Lymphoma/drug therapy', 'Mycoses/*microbiology', 'Neoplasms/*drug therapy', 'Sepsis/*microbiology', 'Staphylococcal Infections/microbiology', 'Streptococcal Infections/microbiology', 'Veins']",1982/08/01 00:00,1982/08/01 00:01,['1982/08/01 00:00'],"['1982/08/01 00:00 [pubmed]', '1982/08/01 00:01 [medline]', '1982/08/01 00:00 [entrez]']",,ppublish,Arch Intern Med. 1982 Aug;142(8):1456-9.,['15584-04/PHS HHS/United States'],"Ninety central venous catheters were inserted into 80 patients undergoing therapy for malignant neoplasms. Bacteremia and fungemia occurred in 18 of 41 treatment courses in patients with acute leukemia and in nine of 55 treatment courses in patients with solid tumors and lymphomas. Although gram-negative organisms accounted for nine (33%) cases of infection, the majority of disseminated infections were caused by gram-positive organisms (12 [45%] cases) or fungi (six [22%] cases). Central venous catheters may be helpful in the treatment of patients undergoing intensive therapy with cytotoxic agents, but the shift in-spectrum of infection to gram-positive bacteremias in patients with these catheters compared with patients treated using peripheral vein access must be appreciated.",,,,,,,,,
7103526,NLM,MEDLINE,19820917,20080317,0003-987X (Print) 0003-987X (Linking),118,8,1982 Aug,Natural cell-mediated cytotoxic activity in the peripheral blood of patients with atopic dermatitis.,568-71,"['Kusaimi, N T', 'Trentin, J J']","['Kusaimi NT', 'Trentin JJ']",['eng'],"['Journal Article', ""Research Support, U.S. Gov't, P.H.S.""]",United States,Arch Dermatol,Archives of dermatology,0372433,,IM,"['Adult', 'Asthma/immunology', '*Cytotoxicity, Immunologic', 'Dermatitis, Atopic/*immunology', 'Female', 'Humans', 'Lymphocytes/immunology', 'Male', 'Middle Aged', 'Rhinitis/immunology']",1982/08/01 00:00,1982/08/01 00:01,['1982/08/01 00:00'],"['1982/08/01 00:00 [pubmed]', '1982/08/01 00:01 [medline]', '1982/08/01 00:00 [entrez]']",,ppublish,Arch Dermatol. 1982 Aug;118(8):568-71.,"['CA 03367/CA/NCI NIH HHS/United States', 'CA 12093/CA/NCI NIH HHS/United States', 'K6 CA 14219/CA/NCI NIH HHS/United States']","Ten patients with atopic dermatitis and ten healthy control subjects, matched for age, sex, and skin color, were studied for their peripheral blood natural cell-mediated cytotoxic activity against K-562 human leukemia cell line target cells, using the sodium chromate Cr 51 release assay. There was a great reduction in the natural cytotoxic activity of the patients with atopic dermatitis compared with that of their respective control subjects; the patients with atopic dermatitis had a mean value of 41.9 alpha +/- 28.3% of that of the control subjects.",,,,,,,,,
7103241,NLM,MEDLINE,19820924,20041117,0003-0996 (Print) 0003-0996 (Linking),70,3,1982 May-Jun,Viruses and leukemia.,277-85,"['Karpas, A']",['Karpas A'],['eng'],['Journal Article'],United States,Am Sci,American scientist,0370514,['0 (Vaccines)'],IM,"['Cell Transformation, Neoplastic', 'Humans', 'Leukemia/*microbiology/ultrastructure', 'Retroviridae/*isolation & purification', 'Vaccines']",1982/05/01 00:00,1982/05/01 00:01,['1982/05/01 00:00'],"['1982/05/01 00:00 [pubmed]', '1982/05/01 00:01 [medline]', '1982/05/01 00:00 [entrez]']",,ppublish,Am Sci. 1982 May-Jun;70(3):277-85.,,,,,,,,,,,
