PMID,OWN,STAT,DCOM,LR,IS,VI,IP,DP,TI,PG,FAU,AU,LA,PT,PL,TA,JT,JID,RN,MH,EDAT,MHDA,CRDT,PHST,PST,SO,TT,SB,AID,AB,RF,PMC,AD,GR,OID
219923,NLM,MEDLINE,19790716,20210216,0006-4971 (Print) 0006-4971 (Linking),53,5,1979 May,Glucocorticoid effects on peripheral blood lymphocytes in cows infected with bovine leukemia virus.,899-912,"['Bloom, J C', 'Kenyon, S J', 'Gabuzda, T G']","['Bloom JC', 'Kenyon SJ', 'Gabuzda TG']",['eng'],"['Journal Article', ""Research Support, U.S. Gov't, P.H.S.""]",United States,Blood,Blood,7603509,"['0 (Glucocorticoids)', '9PHQ9Y1OLM (Prednisolone)']","['Animals', 'B-Lymphocytes/immunology', 'Cattle', 'Centrifugation, Density Gradient', 'Female', 'Glucocorticoids/*therapeutic use', 'Leukemia/complications/*immunology', 'Leukemia Virus, Bovine/immunology', 'Leukocyte Count', 'Lymphocyte Activation', 'Lymphocytes/*drug effects', 'Lymphocytosis/complications', 'Prednisolone/therapeutic use']",1979/05/01 00:00,1979/05/01 00:01,['1979/05/01 00:00'],"['1979/05/01 00:00 [pubmed]', '1979/05/01 00:01 [medline]', '1979/05/01 00:00 [entrez]']",ppublish,Blood. 1979 May;53(5):899-912.,,IM,['S0006-4971(20)80395-4 [pii]'],"We examined the effects of glucocorticoids on peripheral blood lymphocytes (PBL) in lymphoproliferative conditions associated with bovine leukemia virus (BLV): persistent lymphocytosis (PL) and lymphosarcoma cell leukemia (BLSL). The effects of hydrocortisone 21-sodium succinate (HSS) on spontaneous incorporation (SI) and mitogen-stimulated incorporation of radiolabeled-thymidine and the effects of intramuscular administration of prednisolone acetate were studied. An expanded population of B lymphocytes in cows with PL was remarkable sensitive to glucocorticoids in vitro and in vivo. SI was markedly inhibited by concentrations of HSS as low as 10(-7) M. These results correlated well with in vivo observations, where an 80%-90% decrease in PBL occurred during the course of glucocorticoid administration. The decrease in total lymphocytes was accounted for almost entirely by a decrease in the expanded B lymphocyte population. Steroid-sensitive lymphocytes together with steroid-resistant cells were observed in cows with BLSL. The reduction in the steroid-sensitive lymphocytes was associated with rapid disease progression in cows with lymphosarcoma. Steroid-sensitive lymphocyte populations in cows with BLSL may include the same reactive B-cell population found in cows with PL. Glucocorticoids may prove to be a useful tool for study of the immune response to the oncogenic virus and lymphoma in BLV-infected cattle.",,,,,
219922,NLM,MEDLINE,19790716,20210216,0006-4971 (Print) 0006-4971 (Linking),53,5,1979 May,Identification of human lymphocyte subpopulations by surface marker analysis.,799-811,"['Ross, G D']",['Ross GD'],['eng'],"['Journal Article', ""Research Support, U.S. Gov't, P.H.S.""]",United States,Blood,Blood,7603509,"['0 (Antigens, Surface)', '0 (Immunoglobulin Fc Fragments)', '0 (Receptors, Antigen, B-Cell)', '9007-36-7 (Complement System Proteins)']","['Animals', 'Antigens, Surface', 'B-Lymphocytes/immunology', '*Binding Sites, Antibody', 'Cell Separation', 'Complement System Proteins', 'Genes, MHC Class II', 'Herpesvirus 4, Human/immunology', 'Humans', 'Immunoglobulin Fc Fragments', 'Immunologic Deficiency Syndromes/immunology', 'Leukemia, Lymphoid/immunology', 'Lymphocytes/*immunology', 'Mice', '*Receptors, Antigen, B-Cell', 'Rosette Formation', 'T-Lymphocytes/immunology']",1979/05/01 00:00,1979/05/01 00:01,['1979/05/01 00:00'],"['1979/05/01 00:00 [pubmed]', '1979/05/01 00:01 [medline]', '1979/05/01 00:00 [entrez]']",ppublish,Blood. 1979 May;53(5):799-811.,,IM,['S0006-4971(20)80385-1 [pii]'],,,,,,
219841,NLM,MEDLINE,19790626,20071115,0006-2324 (Print) 0006-2324 (Linking),21,2,1978 Jun,Use of a live varicella vaccine for acute leukemic children shortly after exposure in a children's ward.,69-72,"['Ozaki, T', 'Nagayoshi, S', 'Morishima, T', 'Isomura, S', 'Suzuki, S', 'Asano, Y', 'Takahashi, M']","['Ozaki T', 'Nagayoshi S', 'Morishima T', 'Isomura S', 'Suzuki S', 'Asano Y', 'Takahashi M']",['eng'],['Journal Article'],Japan,Biken J,Biken journal,0373117,"['0 (Antibodies, Viral)', '0 (Viral Vaccines)']","['Antibodies, Viral/analysis', 'Chickenpox/*prevention & control', 'Child', 'Child, Preschool', 'Cross Infection/*prevention & control', 'Female', 'Herpesvirus 3, Human/*immunology', 'Humans', 'Leukemia, Lymphoid/*complications', 'Leukemia, Myeloid, Acute/*complications', 'Male', '*Viral Vaccines']",1978/06/01 00:00,1978/06/01 00:01,['1978/06/01 00:00'],"['1978/06/01 00:00 [pubmed]', '1978/06/01 00:01 [medline]', '1978/06/01 00:00 [entrez]']",ppublish,Biken J. 1978 Jun;21(2):69-72.,,IM,,,,,,,
219815,NLM,MEDLINE,19790611,20061115,0004-069X (Print) 0004-069X (Linking),26,1-6,1978,"Studies on cell surface antigens of mouse leukemic and normal lymphocytes. II. Relationships between mammary leukemia, gross virus related and major histocompatibility antigens on L1210 leukemic lymphocytes.",95-7,"['Steuden, J', 'Strzadala, L', 'Radzikowski, C']","['Steuden J', 'Strzadala L', 'Radzikowski C']",['eng'],['Journal Article'],Switzerland,Arch Immunol Ther Exp (Warsz),Archivum immunologiae et therapiae experimentalis,0114365,"['0 (Antigens, Neoplasm)', '0 (Antigens, Surface)', '0 (Antigens, Viral)', '0 (H-2 Antigens)']","['AKR murine leukemia virus/immunology', 'Animals', 'Antigens, Neoplasm/*analysis', 'Antigens, Surface/*analysis', 'Antigens, Viral/*analysis', 'H-2 Antigens/analysis', 'Leukemia L1210/*immunology', 'Lymphocytes/*immunology', 'Major Histocompatibility Complex', 'Mammary Tumor Virus, Mouse/immunology', 'Mice']",1978/01/01 00:00,1978/01/01 00:01,['1978/01/01 00:00'],"['1978/01/01 00:00 [pubmed]', '1978/01/01 00:01 [medline]', '1978/01/01 00:00 [entrez]']",ppublish,Arch Immunol Ther Exp (Warsz). 1978;26(1-6):95-7.,,IM,,"The presence of ML antigen on leukemia L1210 cells was confirmed by different procedures. In addition, by applying appropriate absorptions and blocking techniques combined with ferritin labelled antibodies in electron microscopy (EM), the independent localization of ML antigen and murine leukemia virus Gross (MuLV-Gross) cellular antigen on L1210 cells was demonstrated. The ferritin labeled antigenic sites appeared to be free from budding viral particles. In further studies the 3M KCI extracts of L1210 leukemia cells purified by polyacrylamide gel electrophoresis (PAGE) and the antigenic material from leukemia L1210 cells purified by affinity chromatography were characterized. Their identity was verified by anti ML-sera. Using the modified lyso-strip method, the presence of ML antigen and H-2K and H-2D gene products on independent molecules on the surface of L1210 cells was shown. In addition, in preparative polyacrylamide gel electrophoresis (PAGE) of 3M KCL extracts of L1210 cells, ML and H-2d antigenic products were found in separate fractions.",,,,,
219809,NLM,MEDLINE,19790611,20031114,0004-069X (Print) 0004-069X (Linking),26,1-6,1978,Application of antisera to interferon in studying oncogenic viruses.,529-36,"['Inglot, A D', 'Oleszak, E']","['Inglot AD', 'Oleszak E']",['eng'],['Journal Article'],Switzerland,Arch Immunol Ther Exp (Warsz),Archivum immunologiae et therapiae experimentalis,0114365,['9008-11-1 (Interferons)'],"['Animals', 'Antigen-Antibody Reactions', 'Herpesviridae Infections/*immunology/microbiology', 'Interferons/antagonists & inhibitors/*immunology', 'Mice', 'Moloney murine leukemia virus/immunology', 'Neoplasm Metastasis', 'Rauscher Virus/immunology', 'Sarcoma, Experimental/*immunology/pathology', 'Simplexvirus/immunology']",1978/01/01 00:00,1978/01/01 00:01,['1978/01/01 00:00'],"['1978/01/01 00:00 [pubmed]', '1978/01/01 00:01 [medline]', '1978/01/01 00:00 [entrez]']",ppublish,Arch Immunol Ther Exp (Warsz). 1978;26(1-6):529-36.,,IM,,Susceptibility of BALB/c mice to infection with Moloney sarcoma virus (MSV) and to Herpes simplex virus type 2 (HSV-2) was considerably increased by administration of sheep anti-mouse interferon (anti-IF) serum. The regression of the MSV-induced tumors was inhibited when the weanling (three-to-four-week-old) mice were injected with the anti-IF serum. Using the anti-IF serum it has been found that the antagonism between HSV-2 and Rauscher leukemia virus in the mouse is not mediated by interferon. It is suggested that interferon is an important factor controlling growth of virus and/or virus induced tumor cells in the mouse before it develops a strong immunological response.,,,,,
219732,NLM,MEDLINE,19790611,20131121,0002-9645 (Print) 0002-9645 (Linking),39,12,1978 Dec,Modifications of the immunofluorescence assay for feline leukemia virus group-specific antigens.,1877-80,"['Hoover, E A', 'Mathes, L E', 'Rojko, J L', 'Schaller, J P', 'Olsen, R G']","['Hoover EA', 'Mathes LE', 'Rojko JL', 'Schaller JP', 'Olsen RG']",['eng'],"['Journal Article', ""Research Support, U.S. Gov't, P.H.S.""]",United States,Am J Vet Res,American journal of veterinary research,0375011,"['0 (Antigens, Viral)', '1HG84L3525 (Formaldehyde)', '3K9958V90M (Ethanol)', 'Y4S76JWI15 (Methanol)']","['Animals', 'Antigens, Viral/*analysis', 'Cat Diseases/immunology', 'Cats', 'Ethanol/pharmacology', '*Fluorescent Antibody Technique', 'Formaldehyde/pharmacology', 'Leukemia/veterinary', 'Leukemia Virus, Feline/*immunology', 'Methanol/pharmacology', 'Methods']",1978/12/01 00:00,1978/12/01 00:01,['1978/12/01 00:00'],"['1978/12/01 00:00 [pubmed]', '1978/12/01 00:01 [medline]', '1978/12/01 00:00 [entrez]']",ppublish,Am J Vet Res. 1978 Dec;39(12):1877-80.,,IM,,"Observations and minor modifications are presented concerning the immunofluorescence assay for feline leukemia virus (FeLV) group-specific antigens (GSA) in blood cells of cats. Data are given regarding absorption of goat FeLV GSA antiserum in vivo in cats, absorption of the antiserum in vitro with feline blood cells, and the comparative efficacy of various chemical fixatives in preservation of FeLV GSA for immunofluorescent staining. The best results were obtained with in vitro absorption of antiserum and methanol fixation of FeLV GSA in blood smears.",,,,,
219699,NLM,MEDLINE,19790629,20190206,0002-9440 (Print) 0002-9440 (Linking),95,1,1979 Apr,Monocyte and granulocyte defect in chronic lymphocytic leukemia.,43-54,"['Zeya, H I', 'Keku, E', 'Richards, F 2nd', 'Spurr, C L']","['Zeya HI', 'Keku E', 'Richards F 2nd', 'Spurr CL']",['eng'],"['Journal Article', ""Research Support, U.S. Gov't, P.H.S.""]",United States,Am J Pathol,The American journal of pathology,0370502,"['EC 1.11.1.7 (Peroxidase)', 'EC 3.1.3.2 (Acid Phosphatase)', 'EC 3.2.1.17 (Muramidase)', 'EC 3.2.1.31 (Glucuronidase)']","['Acid Phosphatase/blood', 'Cell Separation', 'Centrifugation, Density Gradient', 'Glucuronidase/blood', 'Granulocytes/*enzymology', 'Humans', 'Leukemia, Lymphoid/*enzymology', 'Monocytes/*enzymology', 'Muramidase/blood', 'Peroxidase/blood']",1979/04/01 00:00,1979/04/01 00:01,['1979/04/01 00:00'],"['1979/04/01 00:00 [pubmed]', '1979/04/01 00:01 [medline]', '1979/04/01 00:00 [entrez]']",ppublish,Am J Pathol. 1979 Apr;95(1):43-54.,,IM,,"Enzymatically homogeneous populations of lymphocytes, monocytes, and neutrophils were isolated by zonal centrifugation from 5 untreated patients with chronic lymphocytic leukemia (CLL) and 2 patients with CLL in full remission. The cells were then quantitatively analyzed for six leukocytic enzymes and compared with cells from normal subjects. CLL monocytes were deficient in beta-glucuronidase (0.06 units; normal, 0.16), myeloperoxidase (0.07 mg; normal, 0.5 mg), and lysozyme (0.7 mg; normal, 3.3 mg). In 2 cases, CLL neutrophils were severely deficient in lysozyme (1 to 2 mg; normal, 7 mg) and myeloperoxidase (2 to 3 mg; normal, 7 mg). Neutrophil alkaline phosphatase and neutral protease were unaffected. CLL lymphocytes shared with the monocytes the deficiency of beta-glucuronidase (0.03 units; normal, 0.09 units). The 2 CLL patients in full remission carried normal enzyme levels in leukocytes of all three cell lines. The CLL lymphocytes of untreated patients were unresponsive to mitogens but became responsive in remission. The CLL monocytes from both untreated and treated patients transformed into macrophages. The pattern of shared enzyme deficiency among lymphocytes, monocytes, and neutrophils of CLL patients and its normalization in all three cell types under remission suggest that the differentiation of the three leukocytic cell lines may be an enzymatically interlinked process and that the deficiency of these enzymes in leukemia may reflect an interrelated aberrant differentiation of the leukemic cells.",,PMC2042293,,,
219668,NLM,MEDLINE,19790626,20200409,0065-3527 (Print) 0065-3527 (Linking),23,,1978,Genetics of resistance of animals to viruses: I. Introduction and studies in mice.,269-348,"['Bang, F B']",['Bang FB'],['eng'],"['Journal Article', 'Review']",United States,Adv Virus Res,Advances in virus research,0370441,"['0 (Antigens, Neoplasm)']","['Animals', 'Antigens, Neoplasm', 'Arbovirus Infections/genetics', '*Genes', 'Genes, Viral', 'Hepatitis, Viral, Animal/genetics', '*Immunity, Innate', 'Leukemia Virus, Murine', 'Leukemia, Experimental/genetics/immunology', 'Mammary Neoplasms, Experimental/genetics', 'Mammary Tumor Virus, Mouse', 'Mice', 'Mice, Inbred Strains', 'Orthomyxoviridae Infections/genetics', 'Scrapie/genetics', 'Sheep', 'Virus Diseases/*genetics/immunology']",1978/01/01 00:00,1978/01/01 00:01,['1978/01/01 00:00'],"['1978/01/01 00:00 [pubmed]', '1978/01/01 00:01 [medline]', '1978/01/01 00:00 [entrez]']",ppublish,Adv Virus Res. 1978;23:269-348. doi: 10.1016/s0065-3527(08)60102-5.,,IM,['10.1016/s0065-3527(08)60102-5 [doi]'],,263,PMC7131742,,,
219604,NLM,MEDLINE,19790611,20190714,0042-6822 (Print) 0042-6822 (Linking),93,1,1979 Feb,Mapping of related and nonrelated sequences of RNA from wooly monkey virus and gibbon ape leukemia virus.,48-56,"['Reitz, M S Jr', 'Luczak, J C', 'Gallo, R C']","['Reitz MS Jr', 'Luczak JC', 'Gallo RC']",['eng'],['Journal Article'],United States,Virology,Virology,0110674,"['0 (RNA, Viral)']","['Animals', 'Base Sequence', '*Genes, Viral', 'Hominidae', 'Hylobates', 'Nucleic Acid Hybridization', 'RNA, Viral/*analysis/genetics', 'Retroviridae/*genetics', 'Sarcoma Virus, Woolly Monkey/*genetics']",1979/02/01 00:00,2001/03/28 10:01,['1979/02/01 00:00'],"['1979/02/01 00:00 [pubmed]', '2001/03/28 10:01 [medline]', '1979/02/01 00:00 [entrez]']",ppublish,Virology. 1979 Feb;93(1):48-56. doi: 10.1016/0042-6822(79)90274-5.,,IM,['10.1016/0042-6822(79)90274-5 [doi]'],,,,,,
219600,NLM,MEDLINE,19790611,20190714,0042-6822 (Print) 0042-6822 (Linking),93,1,1979 Feb,Characterization of a murine myeloma (MOPC-315) C-type virus by nucleic acid hybridization.,256-9,"['Yaniv, A', 'Gazit, A']","['Yaniv A', 'Gazit A']",['eng'],['Journal Article'],United States,Virology,Virology,0110674,"['0 (RNA, Viral)', '9007-49-2 (DNA)']","['AKR murine leukemia virus/classification', 'Animals', 'Base Sequence', 'DNA/analysis', 'Genes, Viral', 'Leukemia Virus, Murine/*classification', 'Mice', 'Mice, Inbred BALB C/*microbiology', 'Nucleic Acid Hybridization', 'RNA, Viral/analysis/*classification', 'Retroviridae/*classification/genetics']",1979/02/01 00:00,1979/02/01 00:01,['1979/02/01 00:00'],"['1979/02/01 00:00 [pubmed]', '1979/02/01 00:01 [medline]', '1979/02/01 00:00 [entrez]']",ppublish,Virology. 1979 Feb;93(1):256-9. doi: 10.1016/0042-6822(79)90294-0.,,IM,['10.1016/0042-6822(79)90294-0 [doi]'],,,,,,
219598,NLM,MEDLINE,19790611,20190714,0042-6822 (Print) 0042-6822 (Linking),93,1,1979 Feb,"Properties of ""mink cell focus-inducing"" (MCF) virus isolated from spontaneous lymphoma lines of BALB/c mice carrying Moloney leukemia virus as an endogenous virus.",226-36,"['Vogt, M']",['Vogt M'],['eng'],"['Journal Article', ""Research Support, U.S. Gov't, P.H.S.""]",United States,Virology,Virology,0110674,,"['Animals', '*Cell Line', 'Cytopathogenic Effect, Viral', 'Leukemia Virus, Murine/isolation & purification/pathogenicity/*physiology', 'Mice', 'Mice, Inbred BALB C', 'Mink', 'Moloney murine leukemia virus/*growth & development', 'Thymoma/etiology', 'Viral Interference']",1979/02/01 00:00,1979/02/01 00:01,['1979/02/01 00:00'],"['1979/02/01 00:00 [pubmed]', '1979/02/01 00:01 [medline]', '1979/02/01 00:00 [entrez]']",ppublish,Virology. 1979 Feb;93(1):226-36. doi: 10.1016/0042-6822(79)90290-3.,,IM,['10.1016/0042-6822(79)90290-3 [doi]'],,,,,,
219597,NLM,MEDLINE,19790611,20190714,0042-6822 (Print) 0042-6822 (Linking),93,1,1979 Feb,Fv-1 restriction of xenotropic and amphotropic murine leukemia virus genomes phenotypically mixed with ecotropic virus.,215-25,"['Ishimoto, A', 'Hartley, J W', 'Rowe, W P']","['Ishimoto A', 'Hartley JW', 'Rowe WP']",['eng'],"['Journal Article', ""Research Support, U.S. Gov't, P.H.S.""]",United States,Virology,Virology,0110674,,"['Animals', 'Cell Line', 'Clone Cells', 'Friend murine leukemia virus/*genetics/growth & development', '*Genes', '*Genes, Viral', 'Leukemia Virus, Murine/*genetics/growth & development', 'Mice', 'Moloney murine leukemia virus/*genetics/growth & development']",1979/02/01 00:00,1979/02/01 00:01,['1979/02/01 00:00'],"['1979/02/01 00:00 [pubmed]', '1979/02/01 00:01 [medline]', '1979/02/01 00:00 [entrez]']",ppublish,Virology. 1979 Feb;93(1):215-25. doi: 10.1016/0042-6822(79)90289-7.,,IM,['10.1016/0042-6822(79)90289-7 [doi]'],,,,,,
219593,NLM,MEDLINE,19790611,20190714,0042-6822 (Print) 0042-6822 (Linking),93,1,1979 Feb,The isolation of hybrid cell lines producing monoclonal antibodies against the p15(E) protein of ecotropic murine leukemia viruses.,111-26,"['Nowinski, R C', 'Lostrom, M E', 'Tam, M R', 'Stone, M R', 'Burnette, W N']","['Nowinski RC', 'Lostrom ME', 'Tam MR', 'Stone MR', 'Burnette WN']",['eng'],"['Journal Article', ""Research Support, U.S. Gov't, P.H.S.""]",United States,Virology,Virology,0110674,"['0 (Antibodies, Viral)', '0 (Antigens, Viral)', '0 (Immunoglobulin G)', '0 (Immunoglobulin M)', '0 (Viral Proteins)']","['Animals', 'Antibodies, Viral/biosynthesis', 'Antigens, Viral', 'Cell Line', 'Hybrid Cells/*immunology', 'Immunoglobulin G/biosynthesis', 'Immunoglobulin M/biosynthesis', 'Leukemia Virus, Murine/*immunology', 'Mice', 'Mice, Inbred BALB C', 'Mice, Inbred C57BL', 'Moloney murine leukemia virus/immunology', 'Neoplasms, Experimental/etiology', 'Rauscher Virus/immunology', 'Viral Proteins/*immunology']",1979/02/01 00:00,1979/02/01 00:01,['1979/02/01 00:00'],"['1979/02/01 00:00 [pubmed]', '1979/02/01 00:01 [medline]', '1979/02/01 00:00 [entrez]']",ppublish,Virology. 1979 Feb;93(1):111-26. doi: 10.1016/0042-6822(79)90280-0.,,IM,['10.1016/0042-6822(79)90280-0 [doi]'],,,,,,
