PMID,OWN,STAT,DCOM,LR,IS,VI,IP,DP,TI,PG,AB,FAU,AU,LA,PT,PL,TA,JT,JID,RN,SB,MH,EDAT,MHDA,CRDT,PHST,AID,PST,SO,GR,PMC,TT,OID,OTO,OT,GN
6585267,NLM,MEDLINE,19840530,20190816,0165-4608 (Print) 0165-4608 (Linking),12,1,1984 May,"Associated abnormalities of chromosomes 1, 5, and 11 in dysmyelopoietic syndromes.",31-7,"Two patients with dysmyelopoietic syndrome presented the same cytogenetic pattern in their bone marrow cells, i.e., trisomy of chromosomes #1 and #11, and terminal deletion of chromosome #5 (q13-q14). Two similar cases have been described in the literature. It is suggested that this cytogenetic pattern could be a nonrandom event.","['Bernard, P', 'Reiffers, J', 'Dachary, D', 'David, B', 'Boisseau, M R', 'Broustet, A']","['Bernard P', 'Reiffers J', 'Dachary D', 'David B', 'Boisseau MR', 'Broustet A']",['eng'],"['Case Reports', 'Journal Article']",United States,Cancer Genet Cytogenet,Cancer genetics and cytogenetics,7909240,,IM,"['Aged', 'Chromosome Deletion', '*Chromosomes, Human, 1-3', '*Chromosomes, Human, 4-5', '*Chromosomes, Human, 6-12 and X', 'Female', 'Humans', 'Karyotyping', 'Leukemia, Myeloid/genetics', 'Male', 'Pancytopenia/*genetics', 'Trisomy']",1984/05/01 00:00,1984/05/01 00:01,['1984/05/01 00:00'],"['1984/05/01 00:00 [pubmed]', '1984/05/01 00:01 [medline]', '1984/05/01 00:00 [entrez]']","['0165-4608(84)90005-0 [pii]', '10.1016/0165-4608(84)90005-0 [doi]']",ppublish,Cancer Genet Cytogenet. 1984 May;12(1):31-7. doi: 10.1016/0165-4608(84)90005-0.,,,,,,,
6585266,NLM,MEDLINE,19840530,20190816,0165-4608 (Print) 0165-4608 (Linking),12,1,1984 May,"An unusual translocation, t(3;8), and deletion of chromosome 21 in acute myeloid leukemia.",27-30,"This report describes a case of acute myeloid leukemia (AML) in which there was an unusual karyotypic abnormality involving chromosomes #3, #8, and #21. The clinical and hematologic features are described and cytogenetic findings are discussed in relation to previously reported variants of the translocation t(8;21) in AML. The breakpoint at 8q22 is a consistent feature in these cases.","['Matthews, J G', 'Swirsky, D M', 'Hayhoe, F G']","['Matthews JG', 'Swirsky DM', 'Hayhoe FG']",['eng'],"['Case Reports', 'Journal Article', ""Research Support, Non-U.S. Gov't""]",United States,Cancer Genet Cytogenet,Cancer genetics and cytogenetics,7909240,,IM,"['Adult', 'Chromosome Deletion', '*Chromosomes, Human, 1-3', '*Chromosomes, Human, 21-22 and Y', '*Chromosomes, Human, 6-12 and X', 'Humans', 'Leukemia, Myeloid, Acute/*genetics', 'Male', 'Translocation, Genetic']",1984/05/01 00:00,1984/05/01 00:01,['1984/05/01 00:00'],"['1984/05/01 00:00 [pubmed]', '1984/05/01 00:01 [medline]', '1984/05/01 00:00 [entrez]']","['0165-4608(84)90004-9 [pii]', '10.1016/0165-4608(84)90004-9 [doi]']",ppublish,Cancer Genet Cytogenet. 1984 May;12(1):27-30. doi: 10.1016/0165-4608(84)90004-9.,,,,,,,
6585265,NLM,MEDLINE,19840619,20190620,0008-543X (Print) 0008-543X (Linking),53,11,1984 Jun 1,Malignant lymphoma and granulocytic sarcoma of the uterus and vagina. A clinicopathologic analysis of 27 cases.,2530-45,"Twenty-five cases of malignant lymphoma of the uterine corpus or cervix and the vagina, and one case of granulocytic sarcoma of the cervix were analyzed. The patients typically presented with vaginal bleeding and a subepithelial mass without obvious ulceration or other epithelial abnormality. Twenty-one of the 27 tumors appeared to originate in the cervix, 4 in the vagina, and 2 in the endometrium. Seven of them were nodular lymphomas, 17 diffuse large cell, or ""histiocytic"" lymphomas, 1 was a Burkitt's tumor, and 2 were granulocytic sarcomas. Sclerosis was a prominent histologic feature in lymphomas of the cervix and vagina. Twenty-one patients had disease confined to a single extranodal site (Ann Arbor Stage IE), and six had lymph node or ovarian involvement (Stages IIE + IV). The overall actuarial 5-year survival was 73%. The survival of patients with Stage IE tumors was 89%, compared with 20% for patients with lymph node or ovarian involvement. None of the 12 patients with Stage IE lymphoma of the cervix or vagina who received definitive initial local treatment (surgical and/or radiation therapy) relapsed. Nodular lymphomas and diffuse lymphomas with a preponderance of large cleaved cells were more often localized and had a better prognosis than large or small noncleaved and immunoblastic types. Lymphoma of the lower female genital tract is a rare, but treatable malignancy, which must be distinguished microscopically from inflammatory lesions and nonlymphoid tumors arising in this site.","['Harris, N L', 'Scully, R E']","['Harris NL', 'Scully RE']",['eng'],"['Comparative Study', 'Journal Article']",United States,Cancer,Cancer,0374236,,IM,"['Adult', 'Aged', 'Biopsy', 'Burkitt Lymphoma/pathology', 'False Negative Reactions', 'Female', 'Follow-Up Studies', 'Histocytochemistry', 'Humans', 'Leukemia, Myeloid/*pathology/radiotherapy/surgery', 'Lymphatic Metastasis', 'Lymphoma/*pathology/radiotherapy/surgery', 'Male', 'Middle Aged', 'Neoplasm Staging', 'Ovarian Neoplasms/secondary', 'Prognosis', 'Uterine Neoplasms/*pathology/radiotherapy/surgery', 'Vaginal Neoplasms/*pathology/radiotherapy/surgery']",1984/06/01 00:00,1984/06/01 00:01,['1984/06/01 00:00'],"['1984/06/01 00:00 [pubmed]', '1984/06/01 00:01 [medline]', '1984/06/01 00:00 [entrez]']",['10.1002/1097-0142(19840601)53:11<2530::aid-cncr2820531127>3.0.co;2-j [doi]'],ppublish,Cancer. 1984 Jun 1;53(11):2530-45. doi: 10.1002/1097-0142(19840601)53:11<2530::aid-cncr2820531127>3.0.co;2-j.,,,,,,,
6585264,NLM,MEDLINE,19840619,20190620,0008-543X (Print) 0008-543X (Linking),53,11,1984 Jun 1,Acute renal failure caused by extreme hyperphosphatemia after chemotherapy of an acute lymphoblastic leukemia.,2425-9,"The authors report a documented case of hyperphosphatemia-induced nephrocalcinosis after chemotherapy of an acute lymphoblastic leukemia (ALL). Microscopic examination of the kidney showed numerous calcium deposits with concentric structure in the calyces and in the tubules. Electronic microsound analysis proved the deposits to be composed of calcium phosphate. The nephropathy mechanism is studied, and a review of the 34 similar cases of this acute tumor lysis syndrome is made. Some suggestions are put forward to present the consequences of this therapy-induced syndrome.","['Boles, J M', 'Dutel, J L', 'Briere, J', 'Mialon, P', 'Robasckiewicz, M', 'Garre, M', 'Briere, J']","['Boles JM', 'Dutel JL', 'Briere J', 'Mialon P', 'Robasckiewicz M', 'Garre M', 'Briere J']",['eng'],"['Case Reports', 'Comparative Study', 'Journal Article']",United States,Cancer,Cancer,0374236,"['0 (Phosphates)', '27YLU75U4W (Phosphorus)', 'SY7Q814VUP (Calcium)']",IM,"['Acute Kidney Injury/*chemically induced', 'Adolescent', 'Autopsy', 'Calcinosis/chemically induced/metabolism', 'Calcium/analysis', 'Histocytochemistry', 'Humans', 'Kidney Calices/metabolism', 'Kidney Tubules/metabolism', 'Leukemia, Lymphoid/*complications/drug therapy', 'Male', 'Phosphates/*blood', 'Phosphorus/analysis', 'Ultrasonography']",1984/06/01 00:00,1984/06/01 00:01,['1984/06/01 00:00'],"['1984/06/01 00:00 [pubmed]', '1984/06/01 00:01 [medline]', '1984/06/01 00:00 [entrez]']",['10.1002/1097-0142(19840601)53:11<2425::aid-cncr2820531111>3.0.co;2-r [doi]'],ppublish,Cancer. 1984 Jun 1;53(11):2425-9. doi: 10.1002/1097-0142(19840601)53:11<2425::aid-cncr2820531111>3.0.co;2-r.,,,,,,,
6585242,NLM,MEDLINE,19840601,20190904,0006-5242 (Print) 0006-5242 (Linking),48,4,1984 Apr,Urinary glycoproteins in acute leukemias: a 41 000 dalton glycoprotein follows the kinetic of cytoreduction.,243-6,"Glycoproteins of leukemic cells and 24-hour urinary proteins were subjected to SDS polyacrylamide gel electrophoresis followed by affinity labelling I125 with Concanavalin A, indicating glycoproteins with mannose and/or glucose carbohydrate residues. Among the cellular glycoproteins a 41 000 dalton glycoprotein appeared under induction therapy in close correlation to the reduction of leukemic cells in ALL as well as in AML.","['Maubach, P A', 'Emmerich, B', 'Willer, A', 'Ogilvie, A', 'Rastetter, J']","['Maubach PA', 'Emmerich B', 'Willer A', 'Ogilvie A', 'Rastetter J']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",Germany,Blut,Blut,0173401,"['0 (Glycoproteins)', '0 (Membrane Proteins)']",IM,"['Cell Survival', 'Glycoproteins/*urine', 'Humans', 'Kinetics', 'Leukemia, Lymphoid/drug therapy/*urine', 'Leukemia, Myeloid, Acute/drug therapy/*urine', 'Membrane Proteins/*urine', 'Molecular Weight']",1984/04/01 00:00,1984/04/01 00:01,['1984/04/01 00:00'],"['1984/04/01 00:00 [pubmed]', '1984/04/01 00:01 [medline]', '1984/04/01 00:00 [entrez]']",['10.1007/BF00319817 [doi]'],ppublish,Blut. 1984 Apr;48(4):243-6. doi: 10.1007/BF00319817.,,,,,,,
6585241,NLM,MEDLINE,19840601,20190904,0006-5242 (Print) 0006-5242 (Linking),48,4,1984 Apr,Low-dose cytosine-arabinoside in the treatment of acute myeloid leukemia (AML) and myelodysplastic syndrome (MDS).,239-42,"Ten AML- and two MDS-patients in whom conventional chemotherapy was contraindicated or ineffective were treated with low dose ARA-C, 10 mg/m2 per 12hS.C. for 2-4 weeks. Seven patients obtained a complete and two a partial remission. Our findings suggest that low dose ARA-C may act both by induction of differentiation and/or inhibition of proliferation.","['Weh, H J', 'Zschaber, R', 'Hossfeld, D K']","['Weh HJ', 'Zschaber R', 'Hossfeld DK']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",Germany,Blut,Blut,0173401,['04079A1RDZ (Cytarabine)'],IM,"['Adult', 'Aged', 'Bone Marrow Diseases/*drug therapy', 'Bone Marrow Examination', 'Cytarabine/*therapeutic use', 'Dose-Response Relationship, Drug', 'Female', 'Humans', 'Leukemia, Myeloid, Acute/*drug therapy/etiology', 'Male', 'Middle Aged', 'Polycythemia Vera/complications']",1984/04/01 00:00,1984/04/01 00:01,['1984/04/01 00:00'],"['1984/04/01 00:00 [pubmed]', '1984/04/01 00:01 [medline]', '1984/04/01 00:00 [entrez]']",['10.1007/BF00319816 [doi]'],ppublish,Blut. 1984 Apr;48(4):239-42. doi: 10.1007/BF00319816.,,,,,,,
6585240,NLM,MEDLINE,19840601,20190904,0006-5242 (Print) 0006-5242 (Linking),48,4,1984 Apr,Low-dose Ara-C in the treatment of acute leukemia. Cytotoxicity or differentiation induction?,233-8,"The differentiation inducing effect of low-dose Ara-C on human myeloid leukemic cells was studied in two patients with subacute myelocytic and subacute myelomonocytic leukemia in vivo and in vitro. By continuous i.v. administration of 10 mg Ara-C/m2 over 12 h daily for 12 or 20 days complete remissions were obtained in both patients with normalization of the incidence of the committed progenitor cells BFU-E and CFU-C in the marrow while the incidence of pluripotent CFU-GEMM remained subnormal. Parallel cultures of the patients' bone marrow cells in diffusion chambers (DC) implanted in mice demonstrated a clear cytotoxic effect of low-dose Ara-C. The greater increase of granulopoietic cells within DC in the Ara-C exposed group than in control mice after the end of drug administration is, in addition, an indication for differentiation induction by this kind of Ara-C therapy.","['Hoelzer, D', 'Ganser, A', 'Anger, B', 'Seifried, E', 'Heimpel, H']","['Hoelzer D', 'Ganser A', 'Anger B', 'Seifried E', 'Heimpel H']",['eng'],"['Case Reports', 'Journal Article', ""Research Support, Non-U.S. Gov't""]",Germany,Blut,Blut,0173401,"['0 (Cytotoxins)', '04079A1RDZ (Cytarabine)']",IM,"['Adult', 'Cell Differentiation/*drug effects', 'Colony-Forming Units Assay', 'Cytarabine/*therapeutic use', 'Cytotoxins', 'Dose-Response Relationship, Drug', 'Female', 'Humans', 'Leukemia, Myeloid, Acute/*drug therapy', 'Middle Aged']",1984/04/01 00:00,1984/04/01 00:01,['1984/04/01 00:00'],"['1984/04/01 00:00 [pubmed]', '1984/04/01 00:01 [medline]', '1984/04/01 00:00 [entrez]']",['10.1007/BF00319815 [doi]'],ppublish,Blut. 1984 Apr;48(4):233-8. doi: 10.1007/BF00319815.,,,,,,,
6585239,NLM,MEDLINE,19840606,20210216,0006-4971 (Print) 0006-4971 (Linking),63,5,1984 May,Azurophil leukocyte granules.,1262,,"['Kelenyi, G']",['Kelenyi G'],['eng'],['Letter'],United States,Blood,Blood,7603509,,IM,"['Anguilla', 'Animals', 'Cytoplasmic Granules/*ultrastructure', 'Female', 'Humans', 'Leukemia, Myeloid, Acute/*blood', 'Leukocytes/*ultrastructure', 'Pregnancy']",1984/05/01 00:00,1984/05/01 00:01,['1984/05/01 00:00'],"['1984/05/01 00:00 [pubmed]', '1984/05/01 00:01 [medline]', '1984/05/01 00:00 [entrez]']",['S0006-4971(20)83453-3 [pii]'],ppublish,Blood. 1984 May;63(5):1262.,,,,,,,
6585238,NLM,MEDLINE,19840606,20210216,0006-4971 (Print) 0006-4971 (Linking),63,5,1984 May,Chemotherapy in AML.,1258-61,,"['Preisler, H D']",['Preisler HD'],['eng'],['Letter'],United States,Blood,Blood,7603509,['0 (Antineoplastic Agents)'],IM,"['Antineoplastic Agents/*therapeutic use', 'Humans', 'Leukemia, Myeloid, Acute/*drug therapy', 'Prognosis']",1984/05/01 00:00,1984/05/01 00:01,['1984/05/01 00:00'],"['1984/05/01 00:00 [pubmed]', '1984/05/01 00:01 [medline]', '1984/05/01 00:00 [entrez]']",['S0006-4971(20)83449-1 [pii]'],ppublish,Blood. 1984 May;63(5):1258-61.,,,,,,,
6585237,NLM,MEDLINE,19840606,20210216,0006-4971 (Print) 0006-4971 (Linking),63,5,1984 May,Chromosome change in prolymphocytic leukemia.,1258,,"['Barbieri, D', 'Van den Berghe, H']","['Barbieri D', 'Van den Berghe H']",['eng'],['Letter'],United States,Blood,Blood,7603509,,IM,"['Chromosome Aberrations/*genetics', 'Chromosome Disorders', 'Humans', 'Karyotyping', 'Leukemia, Lymphoid/*genetics']",1984/05/01 00:00,1984/05/01 00:01,['1984/05/01 00:00'],"['1984/05/01 00:00 [pubmed]', '1984/05/01 00:01 [medline]', '1984/05/01 00:00 [entrez]']",['S0006-4971(20)83448-X [pii]'],ppublish,Blood. 1984 May;63(5):1258.,,,,,,,
6585236,NLM,MEDLINE,19840606,20210216,0006-4971 (Print) 0006-4971 (Linking),63,5,1984 May,Hyperleukocytosis and leukostasis: common features of childhood chronic myelogenous leukemia.,1230-4,"Ten patients under 20 yr of age with the usual (adult) type of chronic myelogenous leukemia (CML) were seen at the University of Rochester Medical Center from 1970 to 1982. The mean white cell count in these 10 patients at presentation was 360,000/microliter, as compared to a mean of 137,000/microliter in 80 CML patients over 20 yr of age seen during the same time interval (p less than 0.02). Analyses of all 90 cases revealed a significant decrease in the average leukocyte count at presentation with increasing age. The childhood cases also had a significantly higher proportion of blood blasts, promyelocytes, and myelocytes than did the adult subjects (p less than 0.01). Signs of leukostasis were present in 12% of adult cases as compared to 60% of the 10 childhood cases, and in these 6 subjects, the mean white cell count was 510,000/microliter. In these 6 patients, leukapheresis and/or chemical therapy was initiated rapidly, and this was followed by complete resolution of the clinical signs of leukostasis. A review of the literature from 1960 to 1982 identified 61 childhood cases that were reported with the usual type of CML. In this group, the frequency of hyperleukocytosis and the distribution of white cell counts corresponded very closely to the 10 cases studied at the University of Rochester. Thus, the usual type of CML presenting in childhood differs from that of adults in that hyperleukocytosis, blood granulocyte immaturity, and leukostatic central nervous system, retinal, and respiratory signs are significantly more common and extreme and merit rapid cytoreductive treatment.","['Rowe, J M', 'Lichtman, M A']","['Rowe JM', 'Lichtman MA']",['eng'],"['Journal Article', ""Research Support, U.S. Gov't, P.H.S.""]",United States,Blood,Blood,7603509,,IM,"['Adolescent', 'Adult', 'Blood Viscosity', 'Cell Transformation, Neoplastic/pathology', 'Child', 'Child, Preschool', 'Female', 'Granulocytes/pathology/physiology', 'Hematocrit', 'Humans', 'Leukemia, Myeloid/*blood/mortality/physiopathology', '*Leukocyte Count', 'Leukocytosis/*blood/mortality/physiopathology', 'Male', 'Microcirculation/pathology/physiology', 'Middle Aged', 'New York']",1984/05/01 00:00,1984/05/01 00:01,['1984/05/01 00:00'],"['1984/05/01 00:00 [pubmed]', '1984/05/01 00:01 [medline]', '1984/05/01 00:00 [entrez]']",['S0006-4971(20)83442-9 [pii]'],ppublish,Blood. 1984 May;63(5):1230-4.,['HL 18208/HL/NHLBI NIH HHS/United States'],,,,,,
6585235,NLM,MEDLINE,19840606,20210216,0006-4971 (Print) 0006-4971 (Linking),63,5,1984 May,Aberrant sialylation of granulocyte membranes in chronic myelogenous leukemia.,1194-7,"Peripheral blood granulocytes from patients with chronic myelogenous leukemia (CML) were studied for accessibility of membrane sialic acid and galactose residues to sodium borohydride-3H radiolabeling after oxidation with sodium metaperiodate (PI/B3H4) or with galactose oxidase (GO/B3H4). Granulocytes from untreated patients with chronic myelogenous leukemia showed increased radiolabeling with PI/B3H4, and decreased labeling with GO/B3H4 when compared to normal granulocytes. Granulocytes from leukemic patients receiving chemotherapy showed normal labeling patterns. Gel electrophoresis of membrane extracts showed that the changes in PI/B3H4 and GO/B3H4 reactivity of CML cells were distributed over all membrane protein bands. Our data suggest that CML granulocyte membrane proteins are aberrantly sialylated, with decreased accessibility of galactose residues, and that these changes may be reversed by clinical drug treatment.","['Baker, M A', 'Taub, R N', 'Whelton, C H', 'Hindenburg, A']","['Baker MA', 'Taub RN', 'Whelton CH', 'Hindenburg A']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't"", ""Research Support, U.S. Gov't, P.H.S.""]",United States,Blood,Blood,7603509,"['0 (Sialic Acids)', 'GZP2782OP0 (N-Acetylneuraminic Acid)']",IM,"['Cell Membrane/metabolism/pathology', 'Cell Transformation, Neoplastic/drug effects/*metabolism/pathology', 'Electrophoresis, Polyacrylamide Gel', 'Galactosemias/blood/pathology', 'Granulocytes/*metabolism/pathology', 'Humans', 'Leukemia, Myeloid/*blood/drug therapy/pathology', 'N-Acetylneuraminic Acid', 'Sialic Acids/biosynthesis/*blood']",1984/05/01 00:00,1984/05/01 00:01,['1984/05/01 00:00'],"['1984/05/01 00:00 [pubmed]', '1984/05/01 00:01 [medline]', '1984/05/01 00:00 [entrez]']",['S0006-4971(20)83436-3 [pii]'],ppublish,Blood. 1984 May;63(5):1194-7.,"['CA 31761-03/CA/NCI NIH HHS/United States', 'CA 31762-03/CA/NCI NIH HHS/United States']",,,,,,
