PMID,OWN,STAT,DCOM,LR,IS,VI,IP,DP,TI,PG,FAU,AU,LA,PT,TT,PL,TA,JT,JID,SB,MH,EDAT,MHDA,CRDT,PHST,PST,SO,RN,RF,AB,AID,PMC,OID,OAB,OABL,OTO,OT,PS,FPS,GN
743552,NLM,MEDLINE,19790526,20131121,0300-0893 (Print) 0300-0893 (Linking),28,5,1978 Oct,"A new anti-cancer principle isolated from Gymnosporia rothiana Laws, and its use in attaining cures in L1210 leukaemia in combination with ""S"" phase sensitive drugs.",270-3,"['Alate, A D', 'Khandalekar, D D', 'Amonkar, A J', 'Adwankar, M K', 'Sahasrabudhe, M B']","['Alate AD', 'Khandalekar DD', 'Amonkar AJ', 'Adwankar MK', 'Sahasrabudhe MB']",['eng'],['Journal Article'],,France,Biomedicine,Biomedicine / [publiee pour l'A.A.I.C.I.G.],0361342,IM,"['Animals', 'Antineoplastic Agents/isolation & purification/*therapeutic use', 'Cytarabine/therapeutic use', 'Drug Evaluation, Preclinical', 'Drug Synergism', 'Drug Therapy, Combination', 'Fluorouracil/therapeutic use', 'Hydroxyurea/therapeutic use', 'Interphase/drug effects', 'Leukemia L1210/*drug therapy', 'Mice', 'Plants']",1978/10/01 00:00,1978/10/01 00:01,['1978/10/01 00:00'],"['1978/10/01 00:00 [pubmed]', '1978/10/01 00:01 [medline]', '1978/10/01 00:00 [entrez]']",ppublish,Biomedicine. 1978 Oct;28(5):270-3.,"['0 (Antineoplastic Agents)', '04079A1RDZ (Cytarabine)', 'U3P01618RT (Fluorouracil)', 'X6Q56QN5QC (Hydroxyurea)']",,"A new anti-cancer drug, code named GCE pending chemical characterization, has been isolated from a plant Gymnosporia rothiana, Laws. In addition to exhibiting good anti-cancer activities, GCE prolongs the ""S"" phase of cell cycle. This property has been exploited in evolving a new combination chemotherapy schedule with ""S"" phase sensitive drugs. Cures in L1210 bearing mice have been observed by administering GCE 2 hours prior to administration of ""S"" phase sensitive drug such as cytosine arabinoside (Ara-C), hydroxyurea (HU) or 5 fluorouracil (5FU).",,,,,,,,,,
742147,NLM,MEDLINE,19790425,20041117,0070-4067 (Print) 0070-4067 (Linking),,84,1978,[Skin pigmentation disorders in internal diseases].,921-3,"['Krebs, A']",['Krebs A'],['ger'],['Journal Article'],Pigmentstorungen der Haut bei inneren Krankheiten.,Germany,Verh Dtsch Ges Inn Med,Verhandlungen der Deutschen Gesellschaft fur Innere Medizin,7503702,IM,"['Hemosiderosis/complications', 'Humans', 'Leukemia/complications', 'Melanins/metabolism', 'Metabolic Diseases/complications', 'Pigmentation Disorders/*etiology']",1978/01/01 00:00,1978/01/01 00:01,['1978/01/01 00:00'],"['1978/01/01 00:00 [pubmed]', '1978/01/01 00:01 [medline]', '1978/01/01 00:00 [entrez]']",ppublish,Verh Dtsch Ges Inn Med. 1978;(84):921-3.,['0 (Melanins)'],,,,,,,,,,,,
742041,NLM,MEDLINE,19790426,20041117,0070-4067 (Print) 0070-4067 (Linking),,84,1978,[Effect of cytostatics on leukemic cells in vivo].,171-3,"['Tigges, F J', 'Wilms, K']","['Tigges FJ', 'Wilms K']",['ger'],['Journal Article'],Einfluss von Zytostatika auf Leukamiezellen in vivo.,Germany,Verh Dtsch Ges Inn Med,Verhandlungen der Deutschen Gesellschaft fur Innere Medizin,7503702,IM,"['Antineoplastic Agents/*therapeutic use', 'Cell Division/*drug effects', 'DNA/biosynthesis', 'Humans', 'Leukemia/*drug therapy']",1978/01/01 00:00,1978/01/01 00:01,['1978/01/01 00:00'],"['1978/01/01 00:00 [pubmed]', '1978/01/01 00:01 [medline]', '1978/01/01 00:00 [entrez]']",ppublish,Verh Dtsch Ges Inn Med. 1978;(84):171-3.,"['0 (Antineoplastic Agents)', '9007-49-2 (DNA)']",,,,,,,,,,,,
742040,NLM,MEDLINE,19790426,20041117,0070-4067 (Print) 0070-4067 (Linking),,84,1978,[Enzymes of the purine nucleotide metabolism in normal and leukemic blood cells].,168-71,"['Becher, H J', 'Lohr, G W']","['Becher HJ', 'Lohr GW']",['ger'],['Journal Article'],Enzyme des Purinnukleotidstoffwechsels in normalen und Leukamischen Blutzellen.,Germany,Verh Dtsch Ges Inn Med,Verhandlungen der Deutschen Gesellschaft fur Innere Medizin,7503702,IM,"['Adenine Phosphoribosyltransferase/metabolism', 'Amidophosphoribosyltransferase/metabolism', 'Blood Cells/*enzymology', 'Humans', 'Hypoxanthine Phosphoribosyltransferase/metabolism', 'Leukemia/*enzymology', 'Purine Nucleotides/*metabolism']",1978/01/01 00:00,1978/01/01 00:01,['1978/01/01 00:00'],"['1978/01/01 00:00 [pubmed]', '1978/01/01 00:01 [medline]', '1978/01/01 00:00 [entrez]']",ppublish,Verh Dtsch Ges Inn Med. 1978;(84):168-71.,"['0 (Purine Nucleotides)', 'EC 2.4.2.14 (Amidophosphoribosyltransferase)', 'EC 2.4.2.7 (Adenine Phosphoribosyltransferase)', 'EC 2.4.2.8 (Hypoxanthine Phosphoribosyltransferase)']",,,,,,,,,,,,
742039,NLM,MEDLINE,19790426,20041117,0070-4067 (Print) 0070-4067 (Linking),,84,1978,[Standardized treatment of adult acute leukemia].,165-8,"['Engelhardt, R', 'von d Tann, M', 'Mobius, W', 'Schettler, J', 'Arnold, H', 'Lohr, G W']","['Engelhardt R', 'von d Tann M', 'Mobius W', 'Schettler J', 'Arnold H', 'Lohr GW']",['ger'],['Journal Article'],Standardisierte Behandlung akuter Leukamien des Erwachsenen.,Germany,Verh Dtsch Ges Inn Med,Verhandlungen der Deutschen Gesellschaft fur Innere Medizin,7503702,IM,"['Adult', 'Aged', 'Dose-Response Relationship, Drug', 'Drug Administration Schedule', 'Drug Therapy, Combination', 'Humans', 'Leukemia/*drug therapy', 'Middle Aged', 'Remission, Spontaneous']",1978/01/01 00:00,1978/01/01 00:01,['1978/01/01 00:00'],"['1978/01/01 00:00 [pubmed]', '1978/01/01 00:01 [medline]', '1978/01/01 00:00 [entrez]']",ppublish,Verh Dtsch Ges Inn Med. 1978;(84):165-8.,,,,,,,,,,,,,
742038,NLM,MEDLINE,19790426,20051117,0070-4067 (Print) 0070-4067 (Linking),,84,1978,[Value of cell differentiation markers for the differential diagnosis and course control of leukemia].,163-5,"['Schunter, F', 'Barth, P', 'Wilms, K', 'Waller, H D', 'Wernet, P']","['Schunter F', 'Barth P', 'Wilms K', 'Waller HD', 'Wernet P']",['ger'],['Journal Article'],Bedeutung von Zelldifferenzierungsmarkern fur die Differentialdiagnose und Verlaufskontrollen von Leukosen.,Germany,Verh Dtsch Ges Inn Med,Verhandlungen der Deutschen Gesellschaft fur Innere Medizin,7503702,IM,"['Complement System Proteins', 'Diagnosis, Differential', 'HLA Antigens/*analysis', 'Humans', 'Leukemia/*diagnosis', 'Rosette Formation']",1978/01/01 00:00,1978/01/01 00:01,['1978/01/01 00:00'],"['1978/01/01 00:00 [pubmed]', '1978/01/01 00:01 [medline]', '1978/01/01 00:00 [entrez]']",ppublish,Verh Dtsch Ges Inn Med. 1978;(84):163-5.,"['0 (HLA Antigens)', '9007-36-7 (Complement System Proteins)']",,,,,,,,,,,,
742029,NLM,MEDLINE,19790426,20131121,0070-4067 (Print) 0070-4067 (Linking),,84,1978,[Therapeutic results in patients with acute leukemia].,159-63,"['Wilms, K', 'Haen, M', 'Ruckle, H', 'Maulbetsch, R', 'Waller, H D']","['Wilms K', 'Haen M', 'Ruckle H', 'Maulbetsch R', 'Waller HD']",['ger'],['Journal Article'],Behandlungsergebnisse bei Patienten mit akuten Leukamien.,Germany,Verh Dtsch Ges Inn Med,Verhandlungen der Deutschen Gesellschaft fur Innere Medizin,7503702,IM,"['Acute Disease', 'Adolescent', 'Adult', 'Blood Platelets', 'Blood Transfusion', 'Cytarabine/therapeutic use', 'Daunorubicin/therapeutic use', 'Humans', 'Leukemia/*drug therapy', 'Middle Aged', 'Prognosis']",1978/01/01 00:00,1978/01/01 00:01,['1978/01/01 00:00'],"['1978/01/01 00:00 [pubmed]', '1978/01/01 00:01 [medline]', '1978/01/01 00:00 [entrez]']",ppublish,Verh Dtsch Ges Inn Med. 1978;(84):159-63.,"['04079A1RDZ (Cytarabine)', 'ZS7284E0ZP (Daunorubicin)']",,,,,,,,,,,,
742018,NLM,MEDLINE,19790426,20041117,0070-4067 (Print) 0070-4067 (Linking),,84,1978,[Therapeutic results in adult acute leukemia in Giessen].,156-8,"['Loffler, H', 'Pralle, H', 'Graubner, M', 'Schrezenmaier, E']","['Loffler H', 'Pralle H', 'Graubner M', 'Schrezenmaier E']",['ger'],['Journal Article'],Ergebniss der Behandlung akuter (unreifzelliger) Leukosen bei Erwachsenen in Giessen.,Germany,Verh Dtsch Ges Inn Med,Verhandlungen der Deutschen Gesellschaft fur Innere Medizin,7503702,IM,"['Adolescent', 'Adult', 'Aged', 'Drug Therapy, Combination/standards', 'Female', 'Germany, West', 'Humans', 'Leukemia/*drug therapy', 'Male', 'Middle Aged']",1978/01/01 00:00,1978/01/01 00:01,['1978/01/01 00:00'],"['1978/01/01 00:00 [pubmed]', '1978/01/01 00:01 [medline]', '1978/01/01 00:00 [entrez]']",ppublish,Verh Dtsch Ges Inn Med. 1978;(84):156-8.,,,,,,,,,,,,,
742015,NLM,MEDLINE,19790426,20131121,0070-4067 (Print) 0070-4067 (Linking),,84,1978,[Therapeutic results in adult acute non-lymphoblastic leukemia].,155-6,"['Hossfeld, D K', 'Faltermaier, M T', 'Schmidt, C G']","['Hossfeld DK', 'Faltermaier MT', 'Schmidt CG']",['ger'],['Journal Article'],Therapieergebnisse der akuten nicht-lymphoblastischen Leukamie bei Erwachsenen.,Germany,Verh Dtsch Ges Inn Med,Verhandlungen der Deutschen Gesellschaft fur Innere Medizin,7503702,IM,"['Acute Disease', 'Adult', 'Cytarabine/therapeutic use', 'Daunorubicin/therapeutic use', 'Female', 'Humans', 'Leukemia/*drug therapy', 'Male']",1978/01/01 00:00,1978/01/01 00:01,['1978/01/01 00:00'],"['1978/01/01 00:00 [pubmed]', '1978/01/01 00:01 [medline]', '1978/01/01 00:00 [entrez]']",ppublish,Verh Dtsch Ges Inn Med. 1978;(84):155-6.,"['04079A1RDZ (Cytarabine)', 'ZS7284E0ZP (Daunorubicin)']",,,,,,,,,,,,
742000,NLM,MEDLINE,19790426,20041117,0070-4067 (Print) 0070-4067 (Linking),,84,1978,"[Treatment results in adult acute leukemia: rate of 1st remission, length of remission, maintainance of remission, prognosis of recurrence].",151-5,"['Hirschmann, W D', 'Gerecke, D', 'Hellriegel, K P', 'Voigtmann, R', 'Borberg, H', 'Gauwerky, C', 'Glockner, W', 'Gross, R']","['Hirschmann WD', 'Gerecke D', 'Hellriegel KP', 'Voigtmann R', 'Borberg H', 'Gauwerky C', 'Glockner W', 'Gross R']",['ger'],['Journal Article'],"Behandlungsresultate akuter Leukosen des Erwachsenen: Erstremissionsrate, Remissionsdauer, Remissionserhaltung, Prognose des Rezidives.",Germany,Verh Dtsch Ges Inn Med,Verhandlungen der Deutschen Gesellschaft fur Innere Medizin,7503702,IM,"['Acute Disease', 'Adult', 'Drug Therapy, Combination/standards', 'Humans', 'Leukemia/*drug therapy', 'Remission, Spontaneous']",1978/01/01 00:00,1978/01/01 00:01,['1978/01/01 00:00'],"['1978/01/01 00:00 [pubmed]', '1978/01/01 00:01 [medline]', '1978/01/01 00:00 [entrez]']",ppublish,Verh Dtsch Ges Inn Med. 1978;(84):151-5.,,,,,,,,,,,,,
741980,NLM,MEDLINE,19790426,20041117,0070-4067 (Print) 0070-4067 (Linking),,84,1978,[Granulocyte function in children subjected to cytostatic combination therapy].,141-4,"['Wahlen, W', 'Pappas, A', 'Lorenz, B', 'Kirsch, W', 'Schweisfurth, R']","['Wahlen W', 'Pappas A', 'Lorenz B', 'Kirsch W', 'Schweisfurth R']",['ger'],['Journal Article'],Granulozytenfunkion bei Kindern unter zytostatischer kombinationstherapie.,Germany,Verh Dtsch Ges Inn Med,Verhandlungen der Deutschen Gesellschaft fur Innere Medizin,7503702,IM,"['*Blood Bactericidal Activity/drug effects', 'Child', 'Drug Therapy, Combination', 'Granulocytes/*immunology', 'Humans', 'Leukemia/drug therapy', 'Neoplasms/drug therapy', 'Phagocytosis/drug effects']",1978/01/01 00:00,1978/01/01 00:01,['1978/01/01 00:00'],"['1978/01/01 00:00 [pubmed]', '1978/01/01 00:01 [medline]', '1978/01/01 00:00 [entrez]']",ppublish,Verh Dtsch Ges Inn Med. 1978;(84):141-4.,,,,,,,,,,,,,
741954,NLM,MEDLINE,19790426,20191210,0070-4067 (Print) 0070-4067 (Linking),,84,1978,[Granulocyte transfusion in clinical practice].,131-4,"['Graubner, M', 'Kretschmer, V', 'Mueller-Eckhardt, C', 'Loffler, H']","['Graubner M', 'Kretschmer V', 'Mueller-Eckhardt C', 'Loffler H']",['ger'],['Journal Article'],Die Granulozytentransfusion in der klinischen Praxis.,Germany,Verh Dtsch Ges Inn Med,Verhandlungen der Deutschen Gesellschaft fur Innere Medizin,7503702,IM,"['Adolescent', 'Adult', 'Aged', 'Blood/microbiology', '*Blood Transfusion', 'Child', 'Female', 'Fever/therapy', '*Granulocytes', 'Humans', 'Infections/etiology/*therapy', 'Leukemia/complications', 'Male', 'Middle Aged']",1978/01/01 00:00,1978/01/01 00:01,['1978/01/01 00:00'],"['1978/01/01 00:00 [pubmed]', '1978/01/01 00:01 [medline]', '1978/01/01 00:00 [entrez]']",ppublish,Verh Dtsch Ges Inn Med. 1978;(84):131-4.,,,,,,,,,,,,,
741728,NLM,MEDLINE,19790428,20071115,0049-6804 (Print) 0049-6804 (Linking),,12,1978 Dec,[Immunoglobulin level in lymphocytic leukemia].,63-6,"['Babenko, T F']",['Babenko TF'],['rus'],['Journal Article'],Uroven' immunoglobulinov u bol'nykh khronicheskim limfoleikozom.,Ukraine,Vrach Delo,Vrachebnoe delo,0413607,IM,"['Adult', 'Aged', 'Female', 'Humans', 'Immunoglobulin A/analysis', 'Immunoglobulin G/analysis', 'Immunoglobulin M/analysis', 'Immunoglobulins/*analysis', 'Leukemia, Lymphoid/*immunology', 'Male', 'Middle Aged']",1978/12/01 00:00,1978/12/01 00:01,['1978/12/01 00:00'],"['1978/12/01 00:00 [pubmed]', '1978/12/01 00:01 [medline]', '1978/12/01 00:00 [entrez]']",ppublish,Vrach Delo. 1978 Dec;(12):63-6.,"['0 (Immunoglobulin A)', '0 (Immunoglobulin G)', '0 (Immunoglobulin M)', '0 (Immunoglobulins)']",,,,,,,,,,,,
741182,NLM,MEDLINE,19790425,20101118,0035-2640 (Print) 0035-2640 (Linking),28,49,1978 Nov 1,[Acute renal failure during malignant hemopathies (excluding dysglobulinemias)].,"3869-70, 3873-4, passim","['Kanfer, A', 'Huchon, G', 'Aurengo, H']","['Kanfer A', 'Huchon G', 'Aurengo H']",['fre'],"['English Abstract', 'Journal Article']",Insuffisance renale aigue au cours des hemopathies malignes (dysglobulinemies exclues).,France,Rev Prat,La Revue du praticien,0404334,,"['Acute Kidney Injury/*etiology', 'Humans', 'Leukemia/*complications', 'Lymphoma/*complications', 'Neoplasm Invasiveness']",1978/11/01 00:00,1978/11/01 00:01,['1978/11/01 00:00'],"['1978/11/01 00:00 [pubmed]', '1978/11/01 00:01 [medline]', '1978/11/01 00:00 [entrez]']",ppublish,"Rev Prat. 1978 Nov 1;28(49):3869-70, 3873-4, passim.",,,,,,,,,,,,,
741017,NLM,MEDLINE,19790425,20041117,0014-2565 (Print) 0014-2565 (Linking),151,5,1978 Dec 15,[Preleukemia-leukemia binomial. A challange to the hematologic imagination].,347-54,"['Sanchez Fayos, J']",['Sanchez Fayos J'],['spa'],['Journal Article'],El binomio preleucemia-leucemia. Un desafio a la imaginacion hematologica.,Spain,Rev Clin Esp,Revista clinica espanola,8608576,IM,"['Humans', 'Leukemia/classification/pathology', 'Preleukemia/*classification/pathology']",1978/12/15 00:00,1978/12/15 00:01,['1978/12/15 00:00'],"['1978/12/15 00:00 [pubmed]', '1978/12/15 00:01 [medline]', '1978/12/15 00:00 [entrez]']",ppublish,Rev Clin Esp. 1978 Dec 15;151(5):347-54.,,,,,,,,,,,,,
740972,NLM,MEDLINE,19790425,20131121,0014-2565 (Print) 0014-2565 (Linking),151,1,1978 Oct 15,[Bowen's disease of ocular localization caused by chronic exposure to arsenic].,57-61,"['Jordano, J', 'Carreras, B Jr', 'Serrano, D', 'Guirao, A']","['Jordano J', 'Carreras B Jr', 'Serrano D', 'Guirao A']",['spa'],"['Case Reports', 'Journal Article']",Enfermedad de Bowen de localizacion ocular y exposicion cronica al arsenico.,Spain,Rev Clin Esp,Revista clinica espanola,8608576,IM,"['Arsenic/blood', '*Arsenic Poisoning', 'Carcinoma, Squamous Cell/*chemically induced/complications', 'Diabetes Complications', 'Eye Neoplasms/*chemically induced/complications', 'Humans', 'Leukemia, Lymphoid/chemically induced/complications', 'Lipoma/chemically induced/complications', 'Male', 'Middle Aged', 'Occupational Diseases/*chemically induced', 'Precancerous Conditions/chemically induced', 'Skin Neoplasms/*chemically induced/complications', 'Syndrome']",1978/10/15 00:00,2001/03/28 10:01,['1978/10/15 00:00'],"['1978/10/15 00:00 [pubmed]', '2001/03/28 10:01 [medline]', '1978/10/15 00:00 [entrez]']",ppublish,Rev Clin Esp. 1978 Oct 15;151(1):57-61.,['N712M78A8G (Arsenic)'],,,,,,,,,,,,
740604,NLM,MEDLINE,19790426,20041117,0032-6518 (Print) 0032-6518 (Linking),221,1324,1978 Oct,Advances in oral medicine.,571-6,"['Mason, D K', 'Ferguson, M M']","['Mason DK', 'Ferguson MM']",['eng'],['Journal Article'],,England,Practitioner,The Practitioner,0404245,IM,"['Crohn Disease/complications', 'Humans', 'Leukemia/complications', 'Leukoplakia, Oral', 'Lichen Planus/complications', 'Malabsorption Syndromes/complications', '*Mouth Diseases/etiology/therapy', 'Mouth Mucosa/pathology', 'Oral Manifestations', 'Salivary Gland Diseases/complications', 'Stomatitis, Aphthous/therapy', 'Xerostomia/etiology']",1978/10/01 00:00,1978/10/01 00:01,['1978/10/01 00:00'],"['1978/10/01 00:00 [pubmed]', '1978/10/01 00:01 [medline]', '1978/10/01 00:00 [entrez]']",ppublish,Practitioner. 1978 Oct;221(1324):571-6.,,,,,,,,,,,,,
740521,NLM,MEDLINE,19790425,20061115,0301-1518 (Print) 0301-1518 (Linking),7,38,1978 Nov 4,[Study of caryotype in pre-leukaemic states (author's transl)].,3431-5,"['Harousseau, J L', 'Smadja, N', 'Krulik, M', 'Audebert, A A', 'Debray, J']","['Harousseau JL', 'Smadja N', 'Krulik M', 'Audebert AA', 'Debray J']",['fre'],"['English Abstract', 'Journal Article']",Etude du caryotype au cours des etats preleucemiques.,France,Nouv Presse Med,La Nouvelle presse medicale,0312552,IM,"['Aged', 'Anemia, Aplastic/genetics', 'Anemia, Sideroblastic/genetics', 'Chromosome Aberrations', 'Chromosomes, Human, 4-5', 'Female', 'Humans', 'Karyotyping', 'Male', 'Middle Aged', 'Preleukemia/*genetics', 'Prognosis']",1978/11/04 00:00,1978/11/04 00:01,['1978/11/04 00:00'],"['1978/11/04 00:00 [pubmed]', '1978/11/04 00:01 [medline]', '1978/11/04 00:00 [entrez]']",ppublish,Nouv Presse Med. 1978 Nov 4;7(38):3431-5.,,,"Twenty-four patients, in a condition considered to be pre-leukaemic underwent study of marrow caryotype. Nine of them (37.5%) had an abnormal caryotype. The prevalence of abnormalities varied according to the type of pre-leukaemic state: 17% in acquired idiopathic sideroblastic anaemia, 33% in refractory anaemias with excessive myeloblasts, 100% in 3 cases of simple refractory anaemia. The abnormalities were non-systematised. However, in one case there was an abnormality already described in the literature and considered to be specific: deletion of the long branch of chromosome 5. In refractory anaemias with excess myeloblasts transformation to acute leukaemia appeared to be more frequent in patients with an abnormality (4/5) than in patients with a normal caryotype (0/10).",,,,,,,,,,
740308,NLM,MEDLINE,19790425,20131121,0026-4806 (Print) 0026-4806 (Linking),69,59,1978 Dec 1,[Fosfomycin in a hematology department].,4111-4,"['Dinelli, C A', 'Montrasio, P L', 'Tansini, G']","['Dinelli CA', 'Montrasio PL', 'Tansini G']",['ita'],['Journal Article'],Fosfomicina in un reparto di ematologia.,Italy,Minerva Med,Minerva medica,0400732,IM,"['Anti-Bacterial Agents/*therapeutic use', 'Bacterial Infections/drug therapy/etiology', 'Drug Therapy, Combination', 'Fosfomycin/*therapeutic use', 'Hematologic Diseases/complications/*drug therapy', 'Humans', 'Leukemia/drug therapy', 'Primary Myelofibrosis/drug therapy']",1978/12/01 00:00,1978/12/01 00:01,['1978/12/01 00:00'],"['1978/12/01 00:00 [pubmed]', '1978/12/01 00:01 [medline]', '1978/12/01 00:00 [entrez]']",ppublish,Minerva Med. 1978 Dec 1;69(59):4111-4.,"['0 (Anti-Bacterial Agents)', '2N81MY12TE (Fosfomycin)']",,,,,,,,,,,,
740209,NLM,MEDLINE,19790428,20190819,0028-3940 (Print) 0028-3940 (Linking),16,,1978,Leukoencephalopathy following high-dose intravenous methotrexate chemotherapy: quantitative assessment of white matter attenuation using computed tomography.,44-7,"['Allen, J C', 'Thaler, H T', 'Deck, M D', 'Rottenberg, D A']","['Allen JC', 'Thaler HT', 'Deck MD', 'Rottenberg DA']",['eng'],"['Case Reports', 'Journal Article']",,Germany,Neuroradiology,Neuroradiology,1302751,IM,"['Adolescent', 'Brain/*diagnostic imaging', 'Humans', 'Infusions, Parenteral', 'Leukoencephalopathy, Progressive Multifocal/chemically induced/*diagnostic imaging', 'Male', 'Methotrexate/administration & dosage/*adverse effects', 'Tomography, X-Ray Computed']",1978/01/01 00:00,1978/01/01 00:01,['1978/01/01 00:00'],"['1978/01/01 00:00 [pubmed]', '1978/01/01 00:01 [medline]', '1978/01/01 00:00 [entrez]']",ppublish,Neuroradiology. 1978;16:44-7. doi: 10.1007/BF00395199.,['YL5FZ2Y5U1 (Methotrexate)'],,"A clinical or subclinical leukoencephalopathy occurs in some children after treatment of acute lymphatic leukemia with prophylactic cranial radiation therapy and parenteral or intrathecal methotrexate. We have observed a similar clinical leukoencephalopathy in patients with bone tumors treated with intravenous high-dose methotrexate and citrovorum factor without cranial irradiation. CT scans of such patients may indicate decreased white matter attenuation, but visual appraisal of this phenomenon is occasionally misleading. A computerized method for analyzing white matter hypodensity by determining the mean attenuation coefficient for one or several contiguous CT slices has therefore been developed. Serial comparisons of this mean attenuation coefficient appear to be more reliable than simple visual appraisal.",['10.1007/BF00395199 [doi]'],,,,,,,,,
