PMID,OWN,STAT,DCOM,LR,VI,IP,DP,TI,PG,AB,FAU,AU,LA,PT,PL,TA,JT,JID,RN,SB,MH,RF,EDAT,MHDA,CRDT,PHST,PST,SO,IS,TT,AID,PMC,PS,FPS,OID,OAB,OABL,OTO,OT,GR,RPI
316806,NLM,MEDLINE,19800423,20190708,24,4,1979 Oct 15,Effect of anti-mouse type-1 interferon globulin on the evolution of Moloney sarcoma virus induced disease in mice.,445-9,"The prolonged administration of potent sheep anti-mouse type-1 interferon globulin (anti-IF IgG) had a marked potentiating effect on Moloney sarcoma virus (MSV) infection in mice. The extent of resistance to the MSV-induced disease was age-related. In 4-week-old BALB/c mice, anti-IF IgG consistently induced 70-80% mortality due to the progression of early or late tumours and erythroleukaemia, whereas mortality of control mice was significantly lower. The same effect was obtained in 1-year-old BALB/c mice. However, in 4-week-old C57BL/6 or 6-week old BALB/c mice, anti-IF IgG enhanced only the growth of early tumours but had no effect on their regression. Antigenic stimulation with normal sheep globulin suppressed the growth of early tumours in suckling BALB/c or C57BL/6 mice and enhanced the evolution of late MSV-induced disease in older mice.","['Inglot, A D', 'Inglot, O', 'Zoltowska, A', 'Oleszak, E']","['Inglot AD', 'Inglot O', 'Zoltowska A', 'Oleszak E']",['eng'],['Journal Article'],United States,Int J Cancer,International journal of cancer,0042124,"['0 (Antibodies, Anti-Idiotypic)', '0 (Immunoglobulin G)', '9008-11-1 (Interferons)']",IM,"['Age Factors', 'Animals', 'Antibodies, Anti-Idiotypic/administration & dosage/*pharmacology', 'Immunoglobulin G/*administration & dosage/immunology', 'Interferons/*immunology/therapeutic use', 'Leukemia, Experimental/*immunology/mortality/therapy', 'Male', 'Mice', 'Mice, Inbred BALB C', 'Mice, Inbred C57BL', 'Moloney murine leukemia virus/immunology', 'Remission, Spontaneous', 'Sheep/immunology']",,1979/10/15 00:00,1979/10/15 00:01,['1979/10/15 00:00'],"['1979/10/15 00:00 [pubmed]', '1979/10/15 00:01 [medline]', '1979/10/15 00:00 [entrez]']",ppublish,Int J Cancer. 1979 Oct 15;24(4):445-9. doi: 10.1002/ijc.2910240411.,0020-7136 (Print) 0020-7136 (Linking),,['10.1002/ijc.2910240411 [doi]'],,,,,,,,,,
316725,NLM,MEDLINE,19800417,20141120,63,11-12,1979 Nov-Dec,Treatment of acute lymphoblastic leukemia with 2'-deoxycoformycin: clinical and biochemical consequences of adenosine deaminase inhibition.,1949-52,,"['Koller, C A', 'Mitchell, B S', 'Grever, M R', 'Mejias, E', 'Malspeis, L', 'Metz, E N']","['Koller CA', 'Mitchell BS', 'Grever MR', 'Mejias E', 'Malspeis L', 'Metz EN']",['eng'],"['Case Reports', 'Comparative Study', 'Journal Article', ""Research Support, U.S. Gov't, P.H.S.""]",United States,Cancer Treat Rep,Cancer treatment reports,7607107,"['0 (Adenosine Deaminase Inhibitors)', '0 (Deoxyadenine Nucleotides)', '0 (Deoxyadenosines)', '0 (Ribonucleosides)', '11033-22-0 (Coformycin)', 'EC 3.5.4.- (Nucleoside Deaminases)']",IM,"['*Adenosine Deaminase Inhibitors', 'Adult', '*Coformycin/analogs & derivatives/therapeutic use', 'Deoxyadenine Nucleotides/blood', 'Deoxyadenosines/blood', 'Humans', 'In Vitro Techniques', 'Leukemia, Lymphoid/blood/*drug therapy', 'Male', 'Nucleoside Deaminases/*antagonists & inhibitors', '*Ribonucleosides/analogs & derivatives']",,1979/11/01 00:00,1979/11/01 00:01,['1979/11/01 00:00'],"['1979/11/01 00:00 [pubmed]', '1979/11/01 00:01 [medline]', '1979/11/01 00:00 [entrez]']",ppublish,Cancer Treat Rep. 1979 Nov-Dec;63(11-12):1949-52.,0361-5960 (Print) 0361-5960 (Linking),,,,,,,,,,,,
316713,NLM,MEDLINE,19800423,20081121,30,6,1979 Dec,"Surface glycoproteins from human T, B and chronic lymphatic leukemia lymphocytes isolated by 3 different lectins.",298-305,"Glycoproteins from the surface of human T. B and leukemic lymphocytes were isolated and partially characterized by using three different lectins, Lens culinaris lectin (Lc), wheat germ agglutinin (WGA) and phytohemagglutinin from Phaseolus vulgaris (PHA). Cells were labelled either with I125 or 3H-fucose and lysed with detergent. Labelled components were isolated by incubation with lectins and anti-lectin antisera and immune precipitates were analysed by SDS-polyacrylamide gel electrophoresis. The results obtained show: 1) components with a molecular weight of 35,000-27,000 daltons were detected by the three lectins in both B and CLL lymphocytes but not in T lymphocytes; these components have a molecular weight similar to the Ia like antigen; 2) B and CLL lymphocytes were found to share several components of similar molecular size and specially the 35,000-27,000 daltons receptors; 3) in T lymphocytes, the 35,000-27,000 daltons components were absent, but components of low molecular weight, about 23,000, were easily detected. These data indicate that lectins bind to several identical receptors on the surface of different lymphocytes populations but also to some specific components.","['Despont, J P', 'Banderet, E']","['Despont JP', 'Banderet E']",['eng'],['Journal Article'],France,Biomedicine,Biomedicine / [publiee pour l'A.A.I.C.I.G.],0361342,"['0 (Glycoproteins)', '0 (Lectins)']",IM,"['B-Lymphocytes/immunology', 'Binding Sites', 'Chemical Phenomena', 'Chemistry', 'Glycoproteins/*blood/immunology/isolation & purification', 'Humans', 'Lectins/*pharmacology', 'Leukemia, Lymphoid/*blood/immunology', 'Lymphocytes/*immunology', 'T-Lymphocytes/immunology']",,1979/12/01 00:00,1979/12/01 00:01,['1979/12/01 00:00'],"['1979/12/01 00:00 [pubmed]', '1979/12/01 00:01 [medline]', '1979/12/01 00:00 [entrez]']",ppublish,Biomedicine. 1979 Dec;30(6):298-305.,0300-0893 (Print) 0300-0893 (Linking),,,,,,,,,,,,
316710,NLM,MEDLINE,19800417,20190704,43,4,1979 Dec,T-cell features in hairy-cell leukaemia.,679-82,,"['Cawley, J C', 'Burns, G F', 'Worman, C P', 'Bevan, A', 'Hunt, K M', 'Roberts, B E', 'Hayhoe, F G']","['Cawley JC', 'Burns GF', 'Worman CP', 'Bevan A', 'Hunt KM', 'Roberts BE', 'Hayhoe FG']",['eng'],"['Case Reports', 'Journal Article']",England,Br J Haematol,British journal of haematology,0372544,"['0 (Receptors, Antigen, B-Cell)']",IM,"['Adult', 'Female', 'Humans', 'Leukemia, Hairy Cell/*immunology', 'Phenotype', 'Receptors, Antigen, B-Cell/metabolism', 'Rosette Formation', 'T-Lymphocytes/*immunology']",,1979/12/01 00:00,1979/12/01 00:01,['1979/12/01 00:00'],"['1979/12/01 00:00 [pubmed]', '1979/12/01 00:01 [medline]', '1979/12/01 00:00 [entrez]']",ppublish,Br J Haematol. 1979 Dec;43(4):679-82. doi: 10.1111/j.1365-2141.1979.tb03802.x.,0007-1048 (Print) 0007-1048 (Linking),,['10.1111/j.1365-2141.1979.tb03802.x [doi]'],,,,,,,,,,
316659,NLM,MEDLINE,19800317,20061115,40,12,1979 Dec,Feline skin lymphoma: characterization of tumor and identification of tumor-stimulating serum factor(s).,1805-7,"A feline leukemia virus-negative skin lymphoma was characterized as a T-lymphocyte neoplasm, using the guinea pig erythrocyte rosetting technique. The lymphoma cells responded well to phytohemagglutinin compared with normal feline lymphocytes which did not respond. Serum factor(s) was found in serum of a cat with lymphoma that was highly stimulating to autologous tumor cells, but not to normal cat lymphocytes.","['Legendre, A M', 'Becker, P U']","['Legendre AM', 'Becker PU']",['eng'],"['Journal Article', ""Research Support, U.S. Gov't, P.H.S.""]",United States,Am J Vet Res,American journal of veterinary research,0375011,,IM,"['Animals', 'Cat Diseases/*immunology', 'Cats', 'Lymphocyte Activation', 'Lymphoma/*immunology/*veterinary', 'Rosette Formation', 'Skin Neoplasms/immunology/*veterinary', 'T-Lymphocytes/immunology']",,1979/12/01 00:00,1979/12/01 00:01,['1979/12/01 00:00'],"['1979/12/01 00:00 [pubmed]', '1979/12/01 00:01 [medline]', '1979/12/01 00:00 [entrez]']",ppublish,Am J Vet Res. 1979 Dec;40(12):1805-7.,0002-9645 (Print) 0002-9645 (Linking),,,,,,,,,,,,
316642,NLM,MEDLINE,19800324,20191021,17,,1978,Regulation of ribonucleotide reductase activity and its possible exploitation in chemotherapy.,157-71,,"['Witt, L', 'Yap, T', 'Blakley, R L']","['Witt L', 'Yap T', 'Blakley RL']",['eng'],"['Journal Article', ""Research Support, U.S. Gov't, P.H.S.""]",England,Adv Enzyme Regul,Advances in enzyme regulation,0044263,"['0 (Deoxyadenosines)', '0 (Ribonucleotides)', 'EC 1.17.4.- (Ribonucleotide Reductases)', 'M351LCX45Y (Tubercidin)']",IM,"['Cell Division/drug effects', 'Cell Line', 'Deoxyadenosines/pharmacology', 'Humans', 'Lactobacillus/drug effects/enzymology/growth & development', 'Leukemia, Lymphoid', 'Neoplasms/*drug therapy/enzymology', 'Oxidation-Reduction', 'Ribonucleotide Reductases/*antagonists & inhibitors', 'Ribonucleotides/metabolism', 'Tubercidin/analogs & derivatives/pharmacology']",,1978/01/01 00:00,1978/01/01 00:01,['1978/01/01 00:00'],"['1978/01/01 00:00 [pubmed]', '1978/01/01 00:01 [medline]', '1978/01/01 00:00 [entrez]']",ppublish,Adv Enzyme Regul. 1978;17:157-71. doi: 10.1016/0065-2571(79)90012-8.,0065-2571 (Print) 0065-2571 (Linking),,['10.1016/0065-2571(79)90012-8 [doi]'],,,,,,,,,,
316632,NLM,MEDLINE,19800327,20071115,23,5,1979 Sep-Oct,Sezary cells in ascitic fluid.,408-11,"Sezary's syndrome is a neoplasm of T-lymphocytes characterized by skin lesions histologically typical of mycosis fungoides together with the presence of malignant (Sezary) cells in the peripheral blood. These cells have a characteristic appearance in tissues, peripheral blood and body fluids, and their presence in large numbers in ascitic fluid is an indicator of disseminated disease. A patient with Sezary's syndrome was found to have the distinctive malignant lymphocytes in ascitic fluid. We believe that this report is the first to document the appearance of the cells in a body cavity fluid. Treatment modalities in Sezary's syndrome may be determined by the stage of the disease, and the presence of the distinctive ""convoluted"" or ""cerebreform"" lymphocytes should be noted.","['Vernon, S E', 'Rosenthal, D L']","['Vernon SE', 'Rosenthal DL']",['eng'],"['Case Reports', 'Journal Article']",Switzerland,Acta Cytol,Acta cytologica,0370307,,IM,"['Ascitic Fluid/*cytology', 'Humans', 'Leukemia, Lymphoid/blood/*pathology', 'Male', 'Middle Aged', 'Mycosis Fungoides/blood/pathology', 'Sezary Syndrome/*pathology', 'Skin Neoplasms/blood', 'T-Lymphocytes/pathology']",,1979/09/01 00:00,1979/09/01 00:01,['1979/09/01 00:00'],"['1979/09/01 00:00 [pubmed]', '1979/09/01 00:01 [medline]', '1979/09/01 00:00 [entrez]']",ppublish,Acta Cytol. 1979 Sep-Oct;23(5):408-11.,0001-5547 (Print) 0001-5547 (Linking),,,,,,,,,,,,
316572,NLM,MEDLINE,19800317,20190818,10,3,1979,Receptors for IgM on human lymphoblastoid B and T cell lines.,207-11,Receptors for the Fc of IgM were studied together with other lymphocyte markers on cells from nineteen human lymphoblastoid cell lines. Receptors for IgM were found on three of seven T lines and three of twelve B lines studied. Culture conditions needed for an optimal detection of the receptor were different for B and T lines. The presence of the receptor for IgM could not be correlated with that of any other membrane marker.,"[""Preud'homme, J L"", 'Gonnot, M', 'Fellous, M', 'Seligmann, M']","[""Preud'homme JL"", 'Gonnot M', 'Fellous M', 'Seligmann M']",['eng'],['Journal Article'],England,Scand J Immunol,Scandinavian journal of immunology,0323767,"['0 (Immunoglobulin Fab Fragments)', '0 (Immunoglobulin G)', '0 (Immunoglobulin M)', '0 (Receptors, Antigen, T-Cell)', '0 (Receptors, Fc)']",IM,"['B-Lymphocytes/*immunology', 'Burkitt Lymphoma', 'Cell Line', 'Humans', 'Immunoglobulin Fab Fragments', 'Immunoglobulin G', '*Immunoglobulin M', 'Leukemia, Lymphoid/immunology', 'Leukemia, Myeloid/immunology', 'Receptors, Antigen, T-Cell', '*Receptors, Fc', 'Rosette Formation', 'T-Lymphocytes/*immunology']",,1979/01/01 00:00,1979/01/01 00:01,['1979/01/01 00:00'],"['1979/01/01 00:00 [pubmed]', '1979/01/01 00:01 [medline]', '1979/01/01 00:00 [entrez]']",ppublish,Scand J Immunol. 1979;10(3):207-11. doi: 10.1111/j.1365-3083.1979.tb01341.x.,0300-9475 (Print) 0300-9475 (Linking),,['10.1111/j.1365-3083.1979.tb01341.x [doi]'],,,,,,,,,,
316545,NLM,MEDLINE,19800327,20190501,76,12,1979 Dec,Is trisomy cause or consequence of murine T cell leukemia development? Studies on Robertsonian translocation mice.,6619-21,"Trypsin-Giemsa banding studies on T cell leukemias induced in Robertsonian translocation mice by dimethylbenz[a]anthracene and Moloney leukemia virus show a trisomy of chromosome 15 even in cases in which chromosome 15 has undergone centromeric fusion with chromosomes 1, 5, or 6. These results suggest that the duplication of gene(s) located on chromosome 15 is of critical importance for murine T cell leukemia development.","['Spira, J', 'Wiener, F', 'Ohno, S', 'Klein, G']","['Spira J', 'Wiener F', 'Ohno S', 'Klein G']",['eng'],"['Journal Article', ""Research Support, U.S. Gov't, P.H.S.""]",United States,Proc Natl Acad Sci U S A,Proceedings of the National Academy of Sciences of the United States of America,7505876,,IM,"['Animals', 'Karyotyping', 'Leukemia, Experimental/*genetics', 'Lymphoma/genetics', 'Mice', 'T-Lymphocytes/ultrastructure', 'Translocation, Genetic', '*Trisomy']",,1979/12/01 00:00,1979/12/01 00:01,['1979/12/01 00:00'],"['1979/12/01 00:00 [pubmed]', '1979/12/01 00:01 [medline]', '1979/12/01 00:00 [entrez]']",ppublish,Proc Natl Acad Sci U S A. 1979 Dec;76(12):6619-21. doi: 10.1073/pnas.76.12.6619.,0027-8424 (Print) 0027-8424 (Linking),,['10.1073/pnas.76.12.6619 [doi]'],PMC411918,,,,,,,,,
316541,NLM,MEDLINE,19800327,20190501,76,12,1979 Dec,A human thymus-leukemia antigen defined by hybridoma monoclonal antibodies.,6552-6,"A series of mouse hybridomas producing monoclonal antibodies against human acute lymphocytic leukemia (ALL) cells was generated and screened for tumor specificity. Among 1200 primary cultures, 60 produced an antibody that could distinguish between the immunizing leukemia cells and an isologous B lymphoblastoid cell line. Of these, two produced an antibody that detects an antigen expressed preferentially on ALL cells and on a subpopulation of normal cells found in the cortex of the thymus. Other normal human lymphoid cells from lymph nodes, spleen, bone marrow, and peripheral blood express only low levels of this antigen. High levels of this ""thymus-leukemia"" antigen were found on T-ALL cells, T-ALL-derived cell lines, and some ""null"" ALL cells. By contrast, B-cell leukemias, B lymphoblastoid cell lines, and normal and malignant myeloid cells contain either low or undetectable amounts of this antigen. The thymus-leukemia antigen has been isolated from the membranes of leukemia cells by detergent solubilization and subsequent immunoprecipitation with the monoclonal antibody. Preliminary biochemical characterization shows the antigen to be associated with a polypeptide of Mr approximately 28,000.","['Levy, R', 'Dilley, J', 'Fox, R I', 'Warnke, R']","['Levy R', 'Dilley J', 'Fox RI', 'Warnke R']",['eng'],"['Journal Article', ""Research Support, U.S. Gov't, P.H.S.""]",United States,Proc Natl Acad Sci U S A,Proceedings of the National Academy of Sciences of the United States of America,7505876,"['0 (Antigens, Neoplasm)', '0 (Antigens, Surface)']",IM,"['Antibody Specificity', 'Antigens, Neoplasm/*analysis', 'Antigens, Surface/*analysis/isolation & purification', 'Clone Cells/immunology', 'Humans', 'Hybrid Cells/immunology', 'Leukemia, Lymphoid/*immunology', 'Molecular Weight', 'Spleen/immunology', 'T-Lymphocytes/*immunology', 'Thymus Gland/*immunology']",,1979/12/01 00:00,1979/12/01 00:01,['1979/12/01 00:00'],"['1979/12/01 00:00 [pubmed]', '1979/12/01 00:01 [medline]', '1979/12/01 00:00 [entrez]']",ppublish,Proc Natl Acad Sci U S A. 1979 Dec;76(12):6552-6. doi: 10.1073/pnas.76.12.6552.,0027-8424 (Print) 0027-8424 (Linking),,['10.1073/pnas.76.12.6552 [doi]'],PMC411904,,,,,,,,,
316495,NLM,MEDLINE,19800317,20190819,5,9,1979 Sep,Response to therapy in acute myeloid leukaemia: an explanation of two unrelated findings.,999-1006,"Androgen therapy prolongs complete remission in acute myeloid leukaemia (AML). (1,2) In vitro studies of clone formation by myeloid leukaemia cells in semi-solid agar cultures have revealed a relationship between culture findings and response to chemotherapy. (3) These seemingly unrelated findings may be explained by the hypothesis proposed here which relates clone size in culture and sensitivity to regulators of granulopoiesis with level of differentiation in the granulocyte-monocyte pathway. This hypothesis not only suggests other means of therapy which may be equally or more effective while lacking the side effects of androgen therapy, but also predicts which patients are most likely to benefit from such therapy.","['Francis, G E']",['Francis GE'],['eng'],['Journal Article'],United States,Med Hypotheses,Medical hypotheses,7505668,"['0 (Androgens)', '0 (Androstanes)', '0 (Colony-Stimulating Factors)']",IM,"['Androgens/*therapeutic use', 'Androstanes/therapeutic use', 'Bone Marrow Cells', 'Cell Division', 'Cells, Cultured', 'Clone Cells/cytology', 'Colony-Forming Units Assay', 'Colony-Stimulating Factors/*metabolism', 'Humans', 'Leukemia, Myeloid, Acute/*drug therapy']",,1979/09/01 00:00,1979/09/01 00:01,['1979/09/01 00:00'],"['1979/09/01 00:00 [pubmed]', '1979/09/01 00:01 [medline]', '1979/09/01 00:00 [entrez]']",ppublish,Med Hypotheses. 1979 Sep;5(9):999-1006. doi: 10.1016/0306-9877(79)90048-3.,0306-9877 (Print) 0306-9877 (Linking),,"['0306-9877(79)90048-3 [pii]', '10.1016/0306-9877(79)90048-3 [doi]']",,,,,,,,,,
