PMID,OWN,STAT,DCOM,LR,IS,VI,IP,DP,TI,PG,AB,FAU,AU,LA,PT,PL,TA,JT,JID,RN,SB,MH,EDAT,MHDA,CRDT,PHST,AID,PST,SO,TT,PMC,OID,GN,GR,SI,OTO,OT
533992,NLM,MEDLINE,19800317,20190823,0145-2126 (Print) 0145-2126 (Linking),3,4,1979,The influence of Rauscher leukemia virus (R-MuLV) on the differentiation of red blood cells in BALB/c mice.,227-38,,"['de Both, N J', 'Klootwijk, E', 'Verhoef, N J', 'Schalekamp, M', 'Harrison, P R', 'Stoof, T J']","['de Both NJ', 'Klootwijk E', 'Verhoef NJ', 'Schalekamp M', 'Harrison PR', 'Stoof TJ']",['eng'],['Journal Article'],England,Leuk Res,Leukemia research,7706787,"['0 (Hemoglobins)', '0 (RNA, Messenger)', '9004-22-2 (Globins)', 'E1UOL152H7 (Iron)']",IM,"['Animals', 'Erythrocytes/pathology', '*Erythropoiesis', 'Globins/biosynthesis', 'Hemoglobins/biosynthesis', 'In Vitro Techniques', 'Iron/metabolism', 'Leukemia, Experimental/metabolism/*pathology', 'Mice', 'Mice, Inbred BALB C', 'RNA, Messenger/metabolism', 'Rauscher Virus', 'Spleen/pathology', 'Tumor Virus Infections/*pathology']",1979/01/01 00:00,1979/01/01 00:01,['1979/01/01 00:00'],"['1979/01/01 00:00 [pubmed]', '1979/01/01 00:01 [medline]', '1979/01/01 00:00 [entrez]']",['10.1016/0145-2126(79)90046-8 [doi]'],ppublish,Leuk Res. 1979;3(4):227-38. doi: 10.1016/0145-2126(79)90046-8.,,,,,,,,
533990,NLM,MEDLINE,19800317,20190823,0145-2126 (Print) 0145-2126 (Linking),3,4,1979,Characteristics of bone marrow and blood cells in human leukemia that produce leukemia inhibitory activity (LIA).,193-203,,"['Broxmeyer, H E', 'Ralph, P', 'Margolis, V B', 'Nakoinz, I', 'Meyers, P', 'Kapoor, N', 'Moore, M A']","['Broxmeyer HE', 'Ralph P', 'Margolis VB', 'Nakoinz I', 'Meyers P', 'Kapoor N', 'Moore MA']",['eng'],"['Journal Article', ""Research Support, U.S. Gov't, Non-P.H.S."", ""Research Support, U.S. Gov't, P.H.S.""]",England,Leuk Res,Leukemia research,7706787,"['0 (Adrenal Cortex Hormones)', '0 (Lipopolysaccharides)', '1CC1JFE158 (Dactinomycin)']",IM,"['Adrenal Cortex Hormones/pharmacology', 'Bone Marrow/*immunology', 'Cell Separation', 'Dactinomycin/pharmacology', 'Erythropoiesis', 'Fetus/immunology', '*Hematopoiesis', 'Humans', 'Killer Cells, Natural/drug effects', 'Leukemia/*immunology/pathology', 'Lipopolysaccharides/pharmacology', 'Spleen/immunology']",1979/01/01 00:00,1979/01/01 00:01,['1979/01/01 00:00'],"['1979/01/01 00:00 [pubmed]', '1979/01/01 00:01 [medline]', '1979/01/01 00:00 [entrez]']",['10.1016/0145-2126(79)90042-0 [doi]'],ppublish,Leuk Res. 1979;3(4):193-203. doi: 10.1016/0145-2126(79)90042-0.,,,,,,,,
533891,NLM,MEDLINE,19800317,20191210,0022-2623 (Print) 0022-2623 (Linking),22,11,1979 Nov,"Synthesis and antileukemic activities of furanyl, pyranyl, and ribosyl derivatives of 4-(3,3-dimethyl-1-triazeno)imidazole-5-carboxamide and 3-(3,3-dimethyl-1-triazeno)pyrazole-4-carboxamide.",1422-5,"From the reaction of silylated 4-(3,3-dimethyl-1-triazeno)imidazole-5-carboxamide (DTIC, 5) and 3-(3,3-dimethyl-1-triazeno)pyrazole-4-carboxamide (DTPC, 9) with 2-chlorotetrahydrofuran, we have isolated in both cases a single tetrahydrofuran-2-yl derivative. However, when silylated DTPC was reacted with 2-chlorotetrahydropyran, two tetrahydropyran-2-yl compounds were obtained, and these were shown to be positional isomers on the basis of 1H NMR and UV data. These furanyl and pyranyl derivatives were tested for antileukemic activity (L-1210, in vivo) and the results were compared with the results obtained for the corresponding ribosyl derivatives of DTIC and DTPC.","['Earl, R A', 'Townsend, L B']","['Earl RA', 'Townsend LB']",['eng'],"['Journal Article', ""Research Support, U.S. Gov't, P.H.S.""]",United States,J Med Chem,Journal of medicinal chemistry,9716531,"['0 (Antineoplastic Agents)', '0 (Furans)', '0 (Pyrans)', '0 (Pyrazoles)', '0 (Triazenes)', '21466-00-2 (3-(3,3-dimethyl-1-triazeno)pyrazole-4-carboxamide)', '681HV46001 (Ribose)', '7GR28W0FJI (Dacarbazine)']",IM,"['Animals', 'Antineoplastic Agents/*chemical synthesis', 'Dacarbazine/*analogs & derivatives/chemical synthesis', 'Furans/chemical synthesis/pharmacology', 'Leukemia L1210/drug therapy', 'Pyrans/chemical synthesis/pharmacology', 'Pyrazoles/*chemical synthesis/pharmacology', 'Ribose/analogs & derivatives/chemical synthesis/pharmacology', 'Triazenes/*chemical synthesis/pharmacology']",1979/11/01 00:00,1979/11/01 00:01,['1979/11/01 00:00'],"['1979/11/01 00:00 [pubmed]', '1979/11/01 00:01 [medline]', '1979/11/01 00:00 [entrez]']",['10.1021/jm00197a028 [doi]'],ppublish,J Med Chem. 1979 Nov;22(11):1422-5. doi: 10.1021/jm00197a028.,,,,,,,,
533807,NLM,MEDLINE,19800324,20190723,0021-5384 (Print) 0021-5384 (Linking),68,10,1979 Oct 10,[Horizontal pigmented bandings of the nails with daunorubicin therapy (author's transl)].,1319-25,,"['Hanada, T', 'Ohta, Y', 'Miyazaki, M', 'Yoda, Y', 'Tanoue, K', 'Abe, T']","['Hanada T', 'Ohta Y', 'Miyazaki M', 'Yoda Y', 'Tanoue K', 'Abe T']",['jpn'],['Journal Article'],Japan,Nihon Naika Gakkai Zasshi,Nihon Naika Gakkai zasshi. The Journal of the Japanese Society of Internal Medicine,19130210R,['ZS7284E0ZP (Daunorubicin)'],IM,"['Adolescent', 'Adult', 'Daunorubicin/*adverse effects', 'Female', 'Humans', 'Leukemia/drug therapy', 'Male', 'Melanosis/*chemically induced', 'Nail Diseases/*chemically induced']",1979/10/10 00:00,1979/10/10 00:01,['1979/10/10 00:00'],"['1979/10/10 00:00 [pubmed]', '1979/10/10 00:01 [medline]', '1979/10/10 00:00 [entrez]']",['10.2169/naika.68.1319 [doi]'],ppublish,Nihon Naika Gakkai Zasshi. 1979 Oct 10;68(10):1319-25. doi: 10.2169/naika.68.1319.,,,,,,,,
533637,NLM,MEDLINE,19800317,20061115,0147-958X (Print) 0147-958X (Linking),2,2-3,1979,Sarcoma antigen in surgical patients: a clinical study.,89-92,,"['Sethi, J', 'Hirshaut, Y', 'Kesselheim, H', 'Maclean, B', 'Fortner, G']","['Sethi J', 'Hirshaut Y', 'Kesselheim H', 'Maclean B', 'Fortner G']",['eng'],"['Journal Article', ""Research Support, U.S. Gov't, P.H.S.""]",Canada,Clin Invest Med,Clinical and investigative medicine. Medecine clinique et experimentale,7804071,"['0 (Antibodies, Neoplasm)']",IM,"['Antibodies, Neoplasm/*analysis', 'Carcinoma/immunology/surgery', 'Humans', 'Leukemia/immunology/surgery', 'Lymphoma/immunology/surgery', 'Postoperative Period', 'Sarcoma/*immunology/surgery']",1979/01/01 00:00,1979/01/01 00:01,['1979/01/01 00:00'],"['1979/01/01 00:00 [pubmed]', '1979/01/01 00:01 [medline]', '1979/01/01 00:00 [entrez]']",,ppublish,Clin Invest Med. 1979;2(2-3):89-92.,,,,,,,,
533585,NLM,MEDLINE,19800327,20091111,0470-4606 (Print) 0470-4606 (Linking),,12,1979,[Single-stage isolation of high molecular weight DNA from human and animal cells using isopycnic centrifugation].,44-8,,"['Fedorov, N A', 'Borisov, B N', 'Klemiashev, G P']","['Fedorov NA', 'Borisov BN', 'Klemiashev GP']",['rus'],"['Comparative Study', 'Journal Article']",Russia (Federation),Nauchnye Doki Vyss Shkoly Biol Nauki,Nauchnye doklady vysshei shkoly. Biologicheskie nauki,0020417,"['0 (DNA, Neoplasm)', '9007-49-2 (DNA)']",IM,"['Animals', 'Centrifugation, Isopycnic/methods', 'DNA/*isolation & purification', 'DNA, Neoplasm/analysis', 'Humans', 'Leukemia P388/*analysis', 'Leukemia, Experimental/*analysis', 'Lymphocytes/*analysis', 'Rats']",1979/01/01 00:00,1979/01/01 00:01,['1979/01/01 00:00'],"['1979/01/01 00:00 [pubmed]', '1979/01/01 00:01 [medline]', '1979/01/01 00:00 [entrez]']",,ppublish,Nauchnye Doki Vyss Shkoly Biol Nauki. 1979;(12):44-8.,Odno'etapnoe vydelenie vysokomolekuliarnoi DNK iz kletok zhivotnykh i cheloveka s pomoshch'iu ravnovesnogo tsentrifugirovaniia.,,,,,,,
533249,NLM,MEDLINE,19800426,20161123,0364-5134 (Print) 0364-5134 (Linking),6,6,1979 Dec,Clinical correlations of CT scan-detected calcifications of the basal ganglia.,507-11,"A review of CT scans of 7,081 patients demonstrated calcifications of the basal ganglia in 53. The calcifications were evident in the skull roentgenograms of only 4 patients out of 40 in whom both CT scans and plain roentgenograms were available, demonstrating the superior resolution of this new method. Seventy-five percent of the patients were older than 50 years of age. Of the younger patients, 5 had had prior cranial irradiation; 1 had received cranial irradiation and intrathecal methotrexate therapy for meningeal leukemia; and 2 others had deep-seated arteriovenous malformations. Serum concentrations of calcium and phosphorus were normal in all 46 patients in whom they were measured. We conclude that the detection of small calcifications of the basal ganglia in persons above 50 years of age is infrequently associated with either clinical signs of basal ganglia dysfunction or calcium and phosphorus abnormalities. Calcium deposition in these patients may be related to vascular changes associated with aging. In younger patients a specific pathogenetic factor or underlying process is infrequently found.","['Murphy, M J']",['Murphy MJ'],['eng'],['Journal Article'],United States,Ann Neurol,Annals of neurology,7707449,['YL5FZ2Y5U1 (Methotrexate)'],IM,"['Adolescent', 'Adult', 'Aged', '*Basal Ganglia', 'Brain Diseases/diagnosis/diagnostic imaging/etiology', 'Calcinosis/*diagnosis/diagnostic imaging/etiology', 'Child', 'Child, Preschool', 'Female', 'Humans', 'Intracranial Arteriovenous Malformations/complications', 'Leukemia/complications', 'Male', 'Meningeal Neoplasms/complications', 'Methotrexate/adverse effects', 'Middle Aged', 'Radiotherapy/adverse effects', 'Tomography, X-Ray Computed']",1979/12/01 00:00,1979/12/01 00:01,['1979/12/01 00:00'],"['1979/12/01 00:00 [pubmed]', '1979/12/01 00:01 [medline]', '1979/12/01 00:00 [entrez]']",['10.1002/ana.410060608 [doi]'],ppublish,Ann Neurol. 1979 Dec;6(6):507-11. doi: 10.1002/ana.410060608.,,,,,,,,
532699,NLM,MEDLINE,19800417,20041117,0001-608X (Print) 0001-608X (Linking),20,2,1979,Serum glycoprotein levels in leukemias and Hodgkin disease.,143-6,,"['Drozdz, M', 'Kucharz, E']","['Drozdz M', 'Kucharz E']",['eng'],['Journal Article'],Poland,Acta Med Pol,Acta medica Polona,0370326,['0 (Glycoproteins)'],IM,"['Adult', 'Female', 'Glycoproteins/*blood', 'Hodgkin Disease/*blood', 'Humans', 'Leukemia/*blood', 'Male', 'Middle Aged']",1979/01/01 00:00,1979/01/01 00:01,['1979/01/01 00:00'],"['1979/01/01 00:00 [pubmed]', '1979/01/01 00:01 [medline]', '1979/01/01 00:00 [entrez]']",,ppublish,Acta Med Pol. 1979;20(2):143-6.,,,,,,,,
532696,NLM,MEDLINE,19800423,20191028,0348-5196 (Print) 0348-5196 (Linking),18,5,1979,Radiation doses in low-dose pelvimetry using rare-earth screens.,470-80,"A 'low-dose technique' of obstetric pelvimetry, using rare-earth screens and a reduced ambition level of image quality, yields an estimated absorbed dose to the maternal and foetal gonads of 0.9 and 0.01 mGy, respectively. The resulting risk for 'hereditary ill health' and the risk for induction of leukemia from the absorbed dose to the foetal red bone marrow, have been calculated to be at a very low level.","['Axelsson, B', 'Ohlsen, H']","['Axelsson B', 'Ohlsen H']",['eng'],['Journal Article'],Sweden,Acta Radiol Oncol Radiat Phys Biol,"Acta radiologica: oncology, radiation, physics, biology",7805897,"['0 (Metals, Rare Earth)']",IM,"['Female', 'Fetus/radiation effects', 'Humans', '*Metals, Rare Earth', 'Models, Biological', 'Models, Structural', 'Ovary/radiation effects', 'Pelvis/*diagnostic imaging', 'Pregnancy', 'Radiation Dosage', 'Radiation Protection/*methods', 'Radiography', 'Radiometry/*instrumentation', 'Thermoluminescent Dosimetry']",1979/01/01 00:00,1979/01/01 00:01,['1979/01/01 00:00'],"['1979/01/01 00:00 [pubmed]', '1979/01/01 00:01 [medline]', '1979/01/01 00:00 [entrez]']",['10.3109/02841867909128233 [doi]'],ppublish,Acta Radiol Oncol Radiat Phys Biol. 1979;18(5):470-80. doi: 10.3109/02841867909128233.,,,,,,,,
532646,NLM,MEDLINE,19800425,20061115,0513-4870 (Print) 0513-4870 (Linking),14,8,1979 Aug,[The effect of harringtonine on the cell cycle of L-1210 cells and the bone marrow stem cells in mice (author's transl)].,467-73,,"['Fan, I J', 'Han, R']","['Fan IJ', 'Han R']",['chi'],"['English Abstract', 'Journal Article']",China,Yao Xue Xue Bao,Yao xue xue bao = Acta pharmaceutica Sinica,21710340R,"['0 (Alkaloids)', '0 (Harringtonines)']",IM,"['Alkaloids/*pharmacology', 'Animals', 'Bone Marrow/*drug effects', 'Cell Cycle/drug effects', 'Harringtonines/*pharmacology', 'Leukemia L1210/drug therapy/*pathology', 'Mice']",1979/08/01 00:00,1979/08/01 00:01,['1979/08/01 00:00'],"['1979/08/01 00:00 [pubmed]', '1979/08/01 00:01 [medline]', '1979/08/01 00:00 [entrez]']",,ppublish,Yao Xue Xue Bao. 1979 Aug;14(8):467-73.,,,,,,,,
531730,NLM,MEDLINE,19800417,20191210,0098-0366 (Print) 0098-0366 (Linking),5,5,1979 Sep,Resistance to 5-fluoroorotic acid and pyrimidine auxotrophy: a new bidirectional selective system for mammalian cells.,551-69,"We have isolated a clone of murine erythroleukemic cells which will yield a population when a single cell is suspended in a medium composed of dialyzed sera and small molecules. We report that it is feasible--in one experiment--to screen more than 10 of these cells for growth under selective media containing 10(-4) M 5-fluoroorotic acid and 10(-4) M uridine. Cells capable of sustained growth in such media were eventually recovered. Clones of these cells, unlike clones of the parental population, required uridine for growth and contained only 0.39% as much orotate phosphoribosyltransferase, less than 0.5% as much 5-fluoroorotate phosphoribosyltransferase, and 0.013% as much orotidine-5'-monophosphate decarboxylase activity as the parental clones. The parental and variant clones had similar levels of activity for six other enzymes that participate in pyrimidine metabolism.","['Krooth, R S', 'Hsiao, W L', 'Potvin, B W']","['Krooth RS', 'Hsiao WL', 'Potvin BW']",['eng'],"['Journal Article', ""Research Support, U.S. Gov't, P.H.S.""]",United States,Somatic Cell Genet,Somatic cell genetics,7506054,"['0 (Culture Media)', '61H4T033E5 (Orotic Acid)', '7IA9OUC93E (5-fluoroorotic acid)', 'WHI7HQ7H85 (Uridine)']",IM,"['Animals', 'Clone Cells/enzymology', 'Culture Media', '*Drug Resistance', 'Leukemia, Experimental/*genetics', 'Mice', 'Orotic Acid/*analogs & derivatives/pharmacology', 'Phenotype', 'Uridine/metabolism/*pharmacology']",1979/09/01 00:00,1979/09/01 00:01,['1979/09/01 00:00'],"['1979/09/01 00:00 [pubmed]', '1979/09/01 00:01 [medline]', '1979/09/01 00:00 [entrez]']",['10.1007/BF01542694 [doi]'],ppublish,Somatic Cell Genet. 1979 Sep;5(5):551-69. doi: 10.1007/BF01542694.,,,,,,,,
530844,NLM,MEDLINE,19800425,20161123,0029-5566 (Print) 0029-5566 (Linking),18,4,1979 Oct,[Accuracy of liver scintigraphy in focal liver disease; a comparison with postmortem studies in 159 cases (author's transl)].,177-80,"In recent literature numerous papers have been published concerning the accuracy of scintigraphic detection of liver metastases. Unfortunately however, the problem of false positive results is not particularly discussed in these papers. Because of the lack of information it was our aim to compare our own scintigraphic results with postmortem histopathological findings. Our investigations were carried out in 139 patients with various types of malignancy. Included in the investigations were 20 patients with primary liver tumor. The interval between scintigraphic examination and the histological verification ranged from 3 days to 1 year. In 62 of the patients with liver metastases, histopathology revealed liver metastases, while 77 patients showed no liver involvement. We arrived at the correct diagnosis ""liver metastasis"" in 50 out of 62 patients (80.6%). False negative scintigrams (19.4%) were found in most of the respective cases when diffuse malignant involvement such as leukemia and Hodgkin's disease was present, and also when the size of the metastases was less than 2 cm in diameter. Fifty six out of 77 patients (72.7%) without histopathological evidence of liver metastases revealed negative scintigrams. Twenty one (27.3%) false positive scintigrams were mostly due to (diffuse) nonmalignant disease e.g. fibrosis and cirrhosis. The overall accuracy of liver scintigraphy in our study was 76.2%. In 18 of 20 (90%) patients with focal liver disease correct diagnosis was established. 7 patients with benign liver tumors and 11 of 13 patients with hepatocellular carcinoma showed focal defects. Considering the fact that liver scintigraphy is a non-invasive procedure, it can be recommended as screening method. In connection with sonography and computer tomography liver scintigraphy can undoubtedly improve the diagnostic accuracy in detecting liver metastases and primary liver tumors.","['Biersack, H J', 'Helpap, B', 'Bell, E', 'Vogt, R', 'Breuel, H P']","['Biersack HJ', 'Helpap B', 'Bell E', 'Vogt R', 'Breuel HP']",['ger'],"['Comparative Study', 'Journal Article']",Germany,Nuklearmedizin,Nuklearmedizin. Nuclear medicine,7609387,"['0 (Colloids)', '7440-26-8 (Technetium)']",IM,"['Autopsy', 'Colloids', 'False Negative Reactions', 'False Positive Reactions', 'Humans', 'Liver/*diagnostic imaging/pathology', 'Liver Neoplasms/*diagnostic imaging/pathology/secondary', 'Radionuclide Imaging', 'Technetium']",1979/10/01 00:00,1979/10/01 00:01,['1979/10/01 00:00'],"['1979/10/01 00:00 [pubmed]', '1979/10/01 00:01 [medline]', '1979/10/01 00:00 [entrez]']",,ppublish,Nuklearmedizin. 1979 Oct;18(4):177-80.,Zur Treffsicherheit der Leberszintigraphie bei fokalen Lebererkrankungen; Ein Vergleich mit dem Obduktionsbefund anhand von 159 Fallen.,,,,,,,
530694,NLM,MEDLINE,19800417,20191028,,87,6,1979 Nov-Dec,Unilateral tonsillar enlargement.,707-16,"Unilateral tonsillar enlargement may result from infection, chronic inflammatory response, or neoplasm. Neoplasms that commonly produce a unilaterally enlarged tonsil include lymphomas (lymphocytic and histiocytic types) and squamous cell carcinomas. Rarer tumors include extramedullary plasmacytomas, Hodgkin's disease, leukemia, and metastatic neoplasms. Sixteen cases of unilateral tonsillar enlargement owing to causes other than squamous cell carcinoma are reviewed. When examining a patient with unilateral tonsillar enlargement, diagnosis of a neoplastic disease must be considered.","['Cortez, E A', 'Mattox, D E', 'Holt, G R', 'Gates, G A']","['Cortez EA', 'Mattox DE', 'Holt GR', 'Gates GA']",['eng'],['Journal Article'],United States,Otolaryngol Head Neck Surg (1979),Otolaryngology and head and neck surgery,7909794,,IM,"['Adolescent', 'Adult', 'Aged', 'Bacterial Infections/complications', 'Child', 'Child, Preschool', 'Diagnosis, Differential', 'Female', 'Humans', 'Hypertrophy', 'Infant', 'Inflammation/complications', 'Male', 'Middle Aged', 'Mycoses/complications', 'Palatine Tonsil/*pathology', 'Tonsillar Neoplasms/complications', 'Virus Diseases/*complications']",1979/11/01 00:00,1979/11/01 00:01,['1979/11/01 00:00'],"['1979/11/01 00:00 [pubmed]', '1979/11/01 00:01 [medline]', '1979/11/01 00:00 [entrez]']",['10.1177/019459987908700603 [doi]'],ppublish,Otolaryngol Head Neck Surg (1979). 1979 Nov-Dec;87(6):707-16. doi: 10.1177/019459987908700603.,,,,,,,,
529913,NLM,MEDLINE,19800417,20191210,0023-7205 (Print) 0023-7205 (Linking),76,42,1979 Oct 17,[Lymphadenopathy--views on diagnosis and differential diagnosis].,3631-5,,"['Westin, J']",['Westin J'],['swe'],['Journal Article'],Sweden,Lakartidningen,Lakartidningen,0027707,,IM,"['Biopsy', 'Diagnosis, Differential', 'Humans', 'Immunoblastic Lymphadenopathy/diagnosis', 'Infections/diagnosis', 'Leukemia/diagnosis', 'Lymph Nodes/pathology', 'Lymphadenitis/diagnosis', 'Lymphatic Diseases/*diagnosis/microbiology', 'Lymphatic Metastasis', 'Lymphography', 'Lymphoma/diagnosis', 'Sarcoidosis/diagnosis']",1979/10/17 00:00,1979/10/17 00:01,['1979/10/17 00:00'],"['1979/10/17 00:00 [pubmed]', '1979/10/17 00:01 [medline]', '1979/10/17 00:00 [entrez]']",,ppublish,Lakartidningen. 1979 Oct 17;76(42):3631-5.,Lymfkortelforstoring--synpunkter pa diagnostik och differentialdiagnostik.,,,,,,,
529860,NLM,MEDLINE,19800417,20061115,0025-7753 (Print) 0025-7753 (Linking),73,10,1979 Dec 15,[Value of hemophagocytosis in the morphological examination of the bone marrow (author's transl)].,399-402,"The hemophagocytosis or the process of ingestion of blood cells by phagocytes and macrophages of the mononuclear phagocytic system (MFS), is a phenomenon that rarely could be observed in the morphological examination of the bone marrow aspirate. Occasionally it is present in certain pathologic conditions such as, malignant histiocitosis, autimmune hemolytic anemia, or some chronic inflammatory diseases. The capacity of ingestion is not an exlusive property of the phagocytes and macrophages of the MFS, so that different neoplastic cells can show it too. This study analyzes the presence of hemophagocytosis by neoplastic cells in a total of 552 bone marrow aspirates corresponding to a series of 130 patients with acute leukemia and 422 patients with diverse solid tumors. In the group of patients with acute leukemia, hemophagocytosis by blastic cells was observed in five cases with acute monocytic leukemia. In the other group with solid tumors, hemophagocytosis was present in three patients with oat-cell lung carcinomas and diffuse bone marrow metastases. The interest of the evaluation of hemophagocytosis by neoplastic cells in the morphological examination of the bone marrow is stressed, as well as it possible value in the cytological diagnosis of acute monocytic leukemia. However, in these circumstances a sdiffuse metastases by solid tumors should be always discarded, since their cytomorphological characteristics are in most cases superimposed to those of the leukemic bone marrow infiltrate.","['Brugues, R M', 'Vives-Corrons, J L', 'Rozman, C', 'Jou, J M', 'Aguilar, J L', 'Cardellach, F', 'Urbano, A', 'Feliu, E']","['Brugues RM', 'Vives-Corrons JL', 'Rozman C', 'Jou JM', 'Aguilar JL', 'Cardellach F', 'Urbano A', 'Feliu E']",['spa'],"['English Abstract', 'Journal Article']",Spain,Med Clin (Barc),Medicina clinica,0376377,,IM,"['Bone Marrow/*immunology', 'Histiocytes/immunology', 'Humans', 'Leukemia/*immunology', 'Macrophages/immunology', 'Neoplasm Metastasis', 'Neoplasms/*immunology', '*Phagocytosis']",1979/12/15 00:00,1979/12/15 00:01,['1979/12/15 00:00'],"['1979/12/15 00:00 [pubmed]', '1979/12/15 00:01 [medline]', '1979/12/15 00:00 [entrez]']",,ppublish,Med Clin (Barc). 1979 Dec 15;73(10):399-402.,Valor de la hemofagocitosis en el examen morfologico de la medula osea.,,,,,,,
