PMID,OWN,STAT,DCOM,LR,IS,VI,DP,TI,PG,FAU,AU,LA,PT,PL,TA,JT,JID,RN,SB,MH,OTO,OT,EDAT,MHDA,CRDT,PHST,PST,SO,AID,TT,RF,IP,PMC,AB
14044507,NLM,MEDLINE,19961201,20181201,0033-8184 (Print) 0033-8184 (Linking),4,1963,[ON THE THERAPY AND PROGNOSIS OF MALIGNANT RETICULOSES AND RETICULUM CELL SARCOMA].,289-94,"['ARNDT, J']",['ARNDT J'],['ger'],['Journal Article'],Germany,Radiobiol Radiother (Berl),"Radiobiologia, radiotherapia",0401247,"['0 (Peptide Nucleic Acids)', '0 (reticulose)', 'Reticuloendotheliosis, X-linked']",OM,"['*Genetic Diseases, X-Linked', 'Humans', '*Leukemia, Hairy Cell', '*Lymphatic Diseases', '*Lymphatic Metastasis', '*Lymphoma, Large B-Cell, Diffuse', '*Lymphoma, Non-Hodgkin', '*Neoplasms', 'Peptide Nucleic Acids', 'Prognosis', '*Sarcoma', '*Severe Combined Immunodeficiency']",['NLM'],"['*LYMPHATIC METASTASIS', '*RETICULOENDOTHELIOSIS', '*SARCOMA, RETICULUM CELL']",1963/01/01 00:00,1963/01/01 00:01,['1963/01/01 00:00'],"['1963/01/01 00:00 [pubmed]', '1963/01/01 00:01 [medline]', '1963/01/01 00:00 [entrez]']",ppublish,Radiobiol Radiother (Berl). 1963;4:289-94.,,ZUR THERAPIE UND PROGNOSE DER MALIGNEN RETIKULOSEN UND RETOTHELSARKOME.,,,,
14044506,NLM,MEDLINE,19961201,20181201,0033-8184 (Print) 0033-8184 (Linking),4,1963,[RADIOTHERAPY OF HEMOBLASTOSES AND TUMOR-FORMING RETICULOSES].,273-82,"['MORCZEK, A']",['MORCZEK A'],['ger'],['Journal Article'],Germany,Radiobiol Radiother (Berl),"Radiobiologia, radiotherapia",0401247,"['0 (Peptide Nucleic Acids)', '0 (reticulose)']",OM,"['*Hodgkin Disease', 'Humans', '*Leukemia', '*Lymphoma', '*Lymphoma, Follicular', '*Multiple Myeloma', '*Mycosis Fungoides', 'Neoplasms/*radiotherapy', 'Peptide Nucleic Acids', '*Polycythemia Vera', '*Sarcoma', '*Waldenstrom Macroglobulinemia']",['NLM'],"[""*HODGKIN'S DISEASE"", '*LEUKEMIA', '*LYMPHOMA, GIANT FOLLICULAR', '*MACROGLOBULINEMIA', '*MULTIPLE MYELOMA', '*MYCOSIS FUNGOIDES', '*NEOPLASM RADIOTHERAPY', '*POLYCYTHEMIA VERA', '*SARCOMA']",1963/01/01 00:00,1963/01/01 00:01,['1963/01/01 00:00'],"['1963/01/01 00:00 [pubmed]', '1963/01/01 00:01 [medline]', '1963/01/01 00:00 [entrez]']",ppublish,Radiobiol Radiother (Berl). 1963;4:273-82.,,DIE STRAHLENBEHANDLUNG DER HAEMOBLASTOSEN UND TUMORBILDENDEN RETIKULOSEN.,,,,
14044504,NLM,MEDLINE,19961201,20181201,0033-8184 (Print) 0033-8184 (Linking),4,1963,[THE INTERNAL TREATMENT OF HEMOBLASTOSES AND MALIGNANT RETICULOSES].,257-65,"['STOBBE, H']",['STOBBE H'],['ger'],['Journal Article'],Germany,Radiobiol Radiother (Berl),"Radiobiologia, radiotherapia",0401247,"['0 (Adrenal Cortex Hormones)', '0 (Antineoplastic Agents)', '0 (Peptide Nucleic Acids)', '0 (reticulose)', 'Reticuloendotheliosis, X-linked']",OM,"['*Adrenal Cortex Hormones', '*Antineoplastic Agents', '*Bone Marrow Transplantation', '*Genetic Diseases, X-Linked', 'Humans', '*Leukemia', '*Leukemia, Hairy Cell', '*Lymphatic Diseases', 'Peptide Nucleic Acids', '*Severe Combined Immunodeficiency']",['NLM'],"['*ADRENAL CORTEX HORMONES', '*ANTINEOPLASTIC AGENTS', '*BONE MARROW TRANSPLANTATION', '*LEUKEMIA', '*RETICULOENDOTHELIOSIS']",1963/01/01 00:00,1963/01/01 00:01,['1963/01/01 00:00'],"['1963/01/01 00:00 [pubmed]', '1963/01/01 00:01 [medline]', '1963/01/01 00:00 [entrez]']",ppublish,Radiobiol Radiother (Berl). 1963;4:257-65.,,DIE INTERNE BEHANDLUNG DER HAEMOBLASTOSEN UND MALIGNEN RETIKILOSEN.,,,,
14044385,NLM,MEDLINE,19961201,20181201,,20,1963 Aug,[HEMOLYTIC ANEMIA IN LEUKEMIA].,607-11,"['NOMURA, T']",['NOMURA T'],['jpn'],"['Journal Article', 'Review']",Japan,Sogo Igaku,Sogo igaku. Medicine,0142217,,OM,"['*Anemia', '*Anemia, Hemolytic', '*Leukemia']",['NLM'],"['*ANEMIA, HEMOLYTIC', '*LEUKEMIA', '*REVIEW']",1963/08/01 00:00,1963/08/01 00:01,['1963/08/01 00:00'],"['1963/08/01 00:00 [pubmed]', '1963/08/01 00:01 [medline]', '1963/08/01 00:00 [entrez]']",ppublish,Sogo Igaku. 1963 Aug;20:607-11.,,,0,,,
14044384,NLM,MEDLINE,19961201,20181201,,20,1963 Aug,[LEUKEMIC RETICULOSARCOMATOSIS].,601-5,"['HINO, S', 'KANO, H', 'KANEDA, K', 'FURUSAWA, S']","['HINO S', 'KANO H', 'KANEDA K', 'FURUSAWA S']",['jpn'],['Journal Article'],Japan,Sogo Igaku,Sogo igaku. Medicine,0142217,,OM,"['Humans', '*Leukemia', '*Lymphoma, Large B-Cell, Diffuse', '*Lymphoma, Non-Hodgkin', '*Neoplasms', '*Pathology', '*Sarcoma']",['NLM'],"['*LEUKEMIA', '*PATHOLOGY', '*SARCOMA, RETICULUM CELL']",1963/08/01 00:00,1963/08/01 00:01,['1963/08/01 00:00'],"['1963/08/01 00:00 [pubmed]', '1963/08/01 00:01 [medline]', '1963/08/01 00:00 [entrez]']",ppublish,Sogo Igaku. 1963 Aug;20:601-5.,,,,,,
14044383,NLM,MEDLINE,19961201,20181201,,20,1963 Aug,[ADRENAL CORTEX HORMONES IN THE TREATMENT OF LEUKEMIA].,591-600,"['YAMADA, K', 'KURITA, S', 'KATSUMI, O', 'MUNAKATA, K']","['YAMADA K', 'KURITA S', 'KATSUMI O', 'MUNAKATA K']",['jpn'],['Journal Article'],Japan,Sogo Igaku,Sogo igaku. Medicine,0142217,"['0 (Adrenal Cortex Hormones)', '9PHQ9Y1OLM (Prednisolone)', 'V27W9254FZ (Cortisone)', 'VB0R961HZT (Prednisone)', 'WI4X0X7BPJ (Hydrocortisone)', 'X4W7ZR7023 (Methylprednisolone)']",OM,"['*Adrenal Cortex Hormones', '*Cortisone', 'Humans', '*Hydrocortisone', '*Leukemia', '*Methylprednisolone', '*Prednisolone', '*Prednisone']",['NLM'],"['*CORTISONE', '*HYDROCORTISONE', '*LEUKEMIA', '*METHYLPREDNISOLONE', '*PREDNISOLONE', '*PREDNISONE']",1963/08/01 00:00,1963/08/01 00:01,['1963/08/01 00:00'],"['1963/08/01 00:00 [pubmed]', '1963/08/01 00:01 [medline]', '1963/08/01 00:00 [entrez]']",ppublish,Sogo Igaku. 1963 Aug;20:591-600.,,,,,,
14044382,NLM,MEDLINE,19961201,20181201,,20,1963 Aug,[METABOLISM OF LEUKEMIC LEUKOCYTES].,581-9,"['NAKAJIMA, A', 'OHASHI, T', 'SEKIGUCHI, E', 'KOISO, K']","['NAKAJIMA A', 'OHASHI T', 'SEKIGUCHI E', 'KOISO K']",['jpn'],['Journal Article'],Japan,Sogo Igaku,Sogo igaku. Medicine,0142217,,OM,"['*Leukemia', '*Leukocytes', '*Metabolism']",['NLM'],"['*LEUKEMIA', '*LEUKOCYTES', '*METABOLISM']",1963/08/01 00:00,1963/08/01 00:01,['1963/08/01 00:00'],"['1963/08/01 00:00 [pubmed]', '1963/08/01 00:01 [medline]', '1963/08/01 00:00 [entrez]']",ppublish,Sogo Igaku. 1963 Aug;20:581-9.,,,,,,
14044381,NLM,MEDLINE,19961201,20181201,,20,1963 Aug,[SERUM ENZYME CHEMISTRY IN LEUKEMIA].,575-9,"['HIRAKI, K', 'ASANO, K']","['HIRAKI K', 'ASANO K']",['jpn'],['Journal Article'],Japan,Sogo Igaku,Sogo igaku. Medicine,0142217,"['EC 1.- (Oxidoreductases)', 'EC 1.1.1.27 (L-Lactate Dehydrogenase)', 'EC 2.6.1.- (Transaminases)', 'EC 3.1.1.8 (Cholinesterases)', 'EC 3.2.1.31 (Glucuronidase)', 'EC 3.4.11.- (Aminopeptidases)', 'EC 4.1.2.13 (Fructose-Bisphosphate Aldolase)', 'EC 5.- (Isomerases)', 'GAN16C9B8O (Glutathione)']",OM,"['*Aminopeptidases', '*Cholinesterases', '*Clinical Enzyme Tests', '*Fructose-Bisphosphate Aldolase', '*Glucuronidase', '*Glutathione', '*Isomerases', '*L-Lactate Dehydrogenase', '*Leukemia', '*Oxidoreductases', '*Transaminases']",['NLM'],"['*ALDOLASE', '*AMINOPEPTIDASES', '*AMINOTRANSFERASES', '*CHOLINESTERASE', '*ENZYME TESTS', '*GLUCURONIDASE', '*GLUTATHIONE', '*ISOMERASES', '*LACTATE DEHYDROGENASE', '*LEUKEMIA', '*OXIDOREDUCTASES']",1963/08/01 00:00,1963/08/01 00:01,['1963/08/01 00:00'],"['1963/08/01 00:00 [pubmed]', '1963/08/01 00:01 [medline]', '1963/08/01 00:00 [entrez]']",ppublish,Sogo Igaku. 1963 Aug;20:575-9.,,,,,,
14044380,NLM,MEDLINE,19961201,20181201,,20,1963 Aug,"[CLASSIFICATION OF LEUKEMIA IN CHILDREN, AND THE MORPHOLOGIC CHARACTERISTICS OF LEUKEMIA CELLS].",567-74,"['NAKAYAMA, K']",['NAKAYAMA K'],['jpn'],['Journal Article'],Japan,Sogo Igaku,Sogo igaku. Medicine,0142217,,OM,"['Adolescent', 'Child', '*Classification', 'Humans', 'Infant', '*Leukemia', '*Leukocytes', '*Microscopy']",['NLM'],"['*ADOLESCENCE', '*CHILD', '*CLASSIFICATION', '*INFANT', '*LEUKEMIA', '*LEUKOCYTES', '*MICROSCOPY']",1963/08/01 00:00,1963/08/01 00:01,['1963/08/01 00:00'],"['1963/08/01 00:00 [pubmed]', '1963/08/01 00:01 [medline]', '1963/08/01 00:00 [entrez]']",ppublish,Sogo Igaku. 1963 Aug;20:567-74.,,,,,,
14044379,NLM,MEDLINE,19961201,20181201,,20,1963 Aug,[INCIDENCE OF LEUKEMIA IN ATOMIC BOMB SURVIVORS AND RELATED PROBLEMS].,561-6,"['TOMONAGA, M']",['TOMONAGA M'],['jpn'],['Journal Article'],Japan,Sogo Igaku,Sogo igaku. Medicine,0142217,,OM,"['Adolescent', 'Child', '*Geriatrics', 'Humans', 'Incidence', 'Infant', 'Japan', '*Leukemia', '*Leukemia, Radiation-Induced', '*Nuclear Warfare', '*Nuclear Weapons', '*Pathology', '*Radiation', '*Statistics as Topic', '*Survivors']",['NLM'],"['*ADOLESCENCE', '*ATOMIC WARFARE', '*CHILD', '*GERIATRICS', '*INFANT', '*JAPAN', '*LEUKEMIA, RADIATION-INDUCED', '*PATHOLOGY', '*STATISTICS']",1963/08/01 00:00,1963/08/01 00:01,['1963/08/01 00:00'],"['1963/08/01 00:00 [pubmed]', '1963/08/01 00:01 [medline]', '1963/08/01 00:00 [entrez]']",ppublish,Sogo Igaku. 1963 Aug;20:561-6.,,,,,,
14044378,NLM,MEDLINE,19961201,20181201,,20,1963 Aug,[VIRUSES AS A CAUSATIVE AGENT IN LEUKEMIA].,555-9,"['ICHIKAWA, Y']",['ICHIKAWA Y'],['jpn'],"['Journal Article', 'Review']",Japan,Sogo Igaku,Sogo igaku. Medicine,0142217,"['0 (DNA, Viral)', '0 (RNA, Viral)', '63231-63-0 (RNA)', '9007-49-2 (DNA)']",OM,"['*DNA', '*DNA, Viral', 'Humans', '*Leukemia', '*Oncogenic Viruses', '*RNA', '*RNA, Viral']",['NLM'],"['*DNA, VIRAL', '*LEUKEMIA', '*ONCOGENIC VIRUSES', '*REVIEW', '*RNA, VIRAL']",1963/08/01 00:00,1963/08/01 00:01,['1963/08/01 00:00'],"['1963/08/01 00:00 [pubmed]', '1963/08/01 00:01 [medline]', '1963/08/01 00:00 [entrez]']",ppublish,Sogo Igaku. 1963 Aug;20:555-9.,,,0,,,
14044377,NLM,MEDLINE,19961201,20181201,,20,1963 Aug,[CONGENITAL LEUKEMIA AND LEUKEMIA GENETICS].,549-54,"['MIWA, T', 'KINUGASA, K']","['MIWA T', 'KINUGASA K']",['jpn'],"['Journal Article', 'Review']",Japan,Sogo Igaku,Sogo igaku. Medicine,0142217,,OM,"['*Genetics, Medical', 'Humans', 'Infant', 'Infant, Newborn', '*Infant, Newborn, Diseases', '*Leukemia']",['NLM'],"['*GENETICS, HUMAN', '*INFANT', '*INFANT, NEWBORN', '*INFANT, NEWBORN, DISEASES', '*LEUKEMIA', '*REVIEW']",1963/08/01 00:00,1963/08/01 00:01,['1963/08/01 00:00'],"['1963/08/01 00:00 [pubmed]', '1963/08/01 00:01 [medline]', '1963/08/01 00:00 [entrez]']",ppublish,Sogo Igaku. 1963 Aug;20:549-54.,,,0,,,
14044376,NLM,MEDLINE,19961201,20181201,,20,1963 Aug,[REMARKS ON LEUKEMIA].,547-8,"['KATSUNUMA, S']",['KATSUNUMA S'],['jpn'],['Journal Article'],Japan,Sogo Igaku,Sogo igaku. Medicine,0142217,,OM,"['Humans', '*Leukemia']",['NLM'],['*LEUKEMIA'],1963/08/01 00:00,1963/08/01 00:01,['1963/08/01 00:00'],"['1963/08/01 00:00 [pubmed]', '1963/08/01 00:01 [medline]', '1963/08/01 00:00 [entrez]']",ppublish,Sogo Igaku. 1963 Aug;20:547-8.,,,,,,
14044342,NLM,MEDLINE,19961201,20191107,0258-2589 (Print) 0258-2589 (Linking),8,1963,"POLYCYCLIC AROMATIC HYDROCARBONS, THEIR ANALOGUES AND DERIVATIVES, AS POTENTIAL PHARMACOLOGICAL AGENTS.",209-17,"['BUU-HOUI, N P']",['BUU-HOUI NP'],['eng'],['Journal Article'],Switzerland,Med Exp Int J Exp Med,Medicina experimentalis : International journal of experimental medicine,1246320,"['0 (Hydrocarbons)', '0 (Organic Chemicals)', '0 (Phenanthrenes)', '0 (Polycyclic Aromatic Hydrocarbons)']",OM,"['Humans', '*Hydrocarbons', '*Leukemia', '*Leukemia, Myeloid', '*Organic Chemicals', '*Phenanthrenes', '*Polycyclic Aromatic Hydrocarbons', '*Splenomegaly']",['NLM'],"['*HYDROCARBONS', '*LEUKEMIA, MYELOCYTIC', '*PHENANTHRENES', '*SPLENOMEGALY']",1963/01/01 00:00,1963/01/01 00:01,['1963/01/01 00:00'],"['1963/01/01 00:00 [pubmed]', '1963/01/01 00:01 [medline]', '1963/01/01 00:00 [entrez]']",ppublish,Med Exp Int J Exp Med. 1963;8:209-17. doi: 10.1159/000135304.,['10.1159/000135304 [doi]'],,,,,
14044303,NLM,MEDLINE,19961201,20190612,0140-6736 (Print) 0140-6736 (Linking),2,1963 Aug 24,CHROMOSOME ABNORMALITY IN ACUTE LEUKAEMIA.,410-1,"['HAMMOUDA, F']",['HAMMOUDA F'],['eng'],['Journal Article'],England,Lancet,"Lancet (London, England)",2985213R,,OM,"['*Acute Disease', '*Chromosome Aberrations', '*Chromosome Disorders', 'Humans', '*Leukemia', '*Leukemia, Myeloid']",['NLM'],"['*CHROMOSOME ABNORMALITIES', '*LEUKEMIA, MYELOCYTIC']",1963/08/24 00:00,1963/08/24 00:01,['1963/08/24 00:00'],"['1963/08/24 00:00 [pubmed]', '1963/08/24 00:01 [medline]', '1963/08/24 00:00 [entrez]']",ppublish,Lancet. 1963 Aug 24;2(7304):410-1. doi: 10.1016/s0140-6736(63)93095-2.,"['S0140-6736(63)93095-2 [pii]', '10.1016/s0140-6736(63)93095-2 [doi]']",,,7304,,
14044205,NLM,MEDLINE,19961201,20190701,0098-7484 (Print) 0098-7484 (Linking),185,1963 Sep 7,BENZENE EXPOSURE AND APLASTIC ANEMIA FOLLOWED BY LEUKEMIA 15 YEARS LATER.,748-51,"['DEGOWIN, R L']",['DEGOWIN RL'],['eng'],['Journal Article'],United States,JAMA,JAMA,7501160,['J64922108F (Benzene)'],OM,"['*Anemia', '*Anemia, Aplastic', '*Benzene', '*Biopsy', '*Leukemia', '*Leukemia, Myeloid', '*Pathology', '*Toxicology']",['NLM'],"['*ANEMIA, APLASTIC', '*BENZENE', '*BIOPSY', '*LEUKEMIA, MYELOCYTIC', '*PATHOLOGY', '*TOXICOLOGIC REPORT']",1963/09/07 00:00,1963/09/07 00:01,['1963/09/07 00:00'],"['1963/09/07 00:00 [pubmed]', '1963/09/07 00:01 [medline]', '1963/09/07 00:00 [entrez]']",ppublish,JAMA. 1963 Sep 7;185:748-51. doi: 10.1001/jama.1963.03060100028011.,['10.1001/jama.1963.03060100028011 [doi]'],,,,,
14044034,NLM,MEDLINE,19961201,20190501,0021-9746 (Print) 0021-9746 (Linking),16,1963 Jul,AGGLUTINATION REACTIONS OF HUMAN LEUCOCYTES.,332-6,"['SCHULZ, J', 'MULLER, H']","['SCHULZ J', 'MULLER H']",['eng'],['Journal Article'],England,J Clin Pathol,Journal of clinical pathology,0376601,,OM,"['*Agglutination', 'Guinea Pigs', '*Hemagglutination', 'Humans', '*Leukemia', '*Leukocyte Count', '*Leukocytes']",['NLM'],"['*HEMAGGLUTINATION', '*LEUKEMIA', '*LEUKOCYTES']",1963/07/01 00:00,1963/07/01 00:01,['1963/07/01 00:00'],"['1963/07/01 00:00 [pubmed]', '1963/07/01 00:01 [medline]', '1963/07/01 00:00 [entrez]']",ppublish,J Clin Pathol. 1963 Jul;16:332-6. doi: 10.1136/jcp.16.4.332.,['10.1136/jcp.16.4.332 [doi]'],,,,PMC480573,"Agglutination tests with various sera and leucocytes from 58 leukaemic patients and 61 patients without leukaemia are reported. The agglutination of white blood cells by guinea-pig serum is of limited value in the diagnosis of leukaemia, though the test may be helpful in distinguishing leukaemia from other lymphomatous disorders.Leuco-autoagglutinins were demonstrated more frequently than expected. Eleven leukaemic and six non-leukaemic sera agglutinated autologous leucocytes. White blood cell agglutinins showed no apparent relationship to maturity or numbers of circulating leucocytes or to previous blood transfusions, x-irradiation, or therapy with antimetabolites."
14044033,NLM,MEDLINE,19961201,20190501,0021-9746 (Print) 0021-9746 (Linking),16,1963 Jul,CELLULAR TYPES IN ACUTE LEUKAEMIA: DIAGNOSIS AND SIGNIFICANCE.,325-31,"['GUNZ, F W', 'BURRY, A F']","['GUNZ FW', 'BURRY AF']",['eng'],['Journal Article'],England,J Clin Pathol,Journal of clinical pathology,0376601,,OM,"['*Acute Disease', 'Adolescent', 'Adult', 'Child', '*Diagnosis', 'Female', '*Histology', 'Humans', '*Leukemia', 'Male', '*Precursor Cell Lymphoblastic Leukemia-Lymphoma', 'Prognosis']",['NLM'],"['*ADOLESCENCE', '*CHILD', '*DIAGNOSIS', '*HISTOLOGY', '*LEUKEMIA']",1963/07/01 00:00,1963/07/01 00:01,['1963/07/01 00:00'],"['1963/07/01 00:00 [pubmed]', '1963/07/01 00:01 [medline]', '1963/07/01 00:00 [entrez]']",ppublish,J Clin Pathol. 1963 Jul;16:325-31. doi: 10.1136/jcp.16.4.325.,['10.1136/jcp.16.4.325 [doi]'],,,,PMC480572,"Two independent observers, one using haematological and the other histological methods, analysed material from 68 patients with acute leukaemia. A correct diagnosis of the cell type of leukaemia was made in 70% of cases by haematological methods, and in 83% of those cases histological examination gave the same result. In two-thirds of the haematologically equivocal cases histological examination provided a positive diagnosis. The finally undiagnosed cases amounted to 12% of the total. The types so diagnosed could not be correlated with any clinical features. Differentiation of the cell types in acute leukaemia showed that children with granulocytic types of acute leukaemia survived for shorter periods than those with other types but in adults the type of cell had no significance when related to survival. In adults the immediate prognosis for all cell types was relatively bad. The unfavourable prognosis attached to a high initial leucocyte count was confirmed."
14044032,NLM,MEDLINE,19961201,20190501,0021-9746 (Print) 0021-9746 (Linking),16,1963 Jul,A CYTOLOGICAL AND HISTOLOGICAL STUDY OF ACUTE PREMYELOCYTIC LEUKAEMIA.,319-24,"['BERNARD, J', 'LASNERET, J', 'CHOME, J', 'LEVY, J P', 'BOIRON, M']","['BERNARD J', 'LASNERET J', 'CHOME J', 'LEVY JP', 'BOIRON M']",['eng'],['Journal Article'],England,J Clin Pathol,Journal of clinical pathology,0376601,,OM,"['*Acute Disease', 'Adolescent', '*Bone Marrow', 'Child', '*Granulocytes', '*Histology', 'Humans', '*Leukemia', '*Leukemia, Myeloid']",['NLM'],"['*ADOLESCENCE', '*BONE MARROW', '*CHILD', '*HISTOLOGY', '*LEUKEMIA, MYELOCYTIC']",1963/07/01 00:00,1963/07/01 00:01,['1963/07/01 00:00'],"['1963/07/01 00:00 [pubmed]', '1963/07/01 00:01 [medline]', '1963/07/01 00:00 [entrez]']",ppublish,J Clin Pathol. 1963 Jul;16:319-24. doi: 10.1136/jcp.16.4.319.,['10.1136/jcp.16.4.319 [doi]'],,,,PMC480571,"Among the acute leukaemias of the granulocytic group, acute premyelocytic leukaemia is distinguished by the severity of its haemorrhages, the frequency of hypofibrinaemia, a rapidly fatal course, and an unusual cellular hyperplasia. Myelograms show an increased proportion (average 80%) of characteristic cells of large diameter, with numerous azurophil granules. The infiltration of other organs is inconstant."
14043831,NLM,MEDLINE,19961201,20181201,0366-8681 (Print),16,1963,ON THE VALUE OF PAS REACTION FOR DETERMINING THE TYPE OF ACUTE LEUCOSIS.,325-8,"['VULKOV, I']",['VULKOV I'],['eng'],['Journal Article'],Bulgaria,C R Acad Bulg Sci,Comptes rendus de l'Academie Bulgare des sciences : sciences mathematiques et naturelles,7509180,"['0 (Coloring Agents)', '10450-60-9 (Periodic Acid)']",OM,"['*Coloring Agents', '*Diagnosis, Differential', 'Humans', '*Leukemia', '*Leukemia, Lymphoid', '*Leukemia, Myeloid', '*Lymphocytes', '*Periodic Acid', '*Periodic Acid-Schiff Reaction', '*Staining and Labeling']",['NLM'],"['*DIAGNOSIS, DIFFERENTIAL', '*LEUKEMIA, LYMPHOCYTIC', '*LEUKEMIA, MYELOCYTIC', '*PERIODIC ACIDS', '*STAINS AND STAINING']",1963/01/01 00:00,1963/01/01 00:01,['1963/01/01 00:00'],"['1963/01/01 00:00 [pubmed]', '1963/01/01 00:01 [medline]', '1963/01/01 00:00 [entrez]']",ppublish,C R Acad Bulg Sci. 1963;16:325-8.,,,,,,
14043745,NLM,MEDLINE,19961201,20181201,0097-1383 (Print) 0097-1383 (Linking),113,1963 Jul,PH-1 CHROMOSOME IN THE DIAGNOSIS OF CHRONIC MYELOID LEUKEMIA: REPORT OF A CASE WITH FEATURES SIMULATING MYELOFIBROSIS.,1-12,"['BOWEN, P', 'LEE, C S']","['BOWEN P', 'LEE CS']",['eng'],['Journal Article'],United States,Bull Johns Hopkins Hosp,Bulletin of the Johns Hopkins Hospital,7503449,,OM,"['*Chromosome Aberrations', '*Chromosome Disorders', '*Diagnosis, Differential', 'Humans', '*Leukemia', '*Leukemia, Myelogenous, Chronic, BCR-ABL Positive', '*Leukemia, Myeloid', '*Philadelphia Chromosome', '*Primary Myelofibrosis']",['NLM'],"['*CHROMOSOME ABNORMALITIES', '*DIAGNOSIS, DIFFERENTIAL', '*LEUKEMIA, MYELOCYTIC', '*MYELOFIBROSIS']",1963/07/01 00:00,1963/07/01 00:01,['1963/07/01 00:00'],"['1963/07/01 00:00 [pubmed]', '1963/07/01 00:01 [medline]', '1963/07/01 00:00 [entrez]']",ppublish,Bull Johns Hopkins Hosp. 1963 Jul;113:1-12.,,,,,,
14043701,NLM,MEDLINE,19961201,20190705,0007-1323 (Print) 0007-1323 (Linking),50,1963 Jul,ACUTE LEUKAEMIA PRESENTING AS A LUMP IN THE BREAST.,769-71,"['BLACKWELL, B']",['BLACKWELL B'],['eng'],['Journal Article'],England,Br J Surg,The British journal of surgery,0372553,,OM,"['*Breast', '*Breast Neoplasms', '*Diagnosis, Differential', 'Humans', '*Leukemia', '*Leukemia, Myeloid', '*Mastectomy', 'Neoplasms/*diagnosis']",['NLM'],"['*BREAST NEOPLASMS', '*DIAGNOSIS, DIFFERENTIAL', '*LEUKEMIA, MYELOCYTIC', '*MASTECTOMY', '*NEOPLASM DIAGNOSIS']",1963/07/01 00:00,1963/07/01 00:01,['1963/07/01 00:00'],"['1963/07/01 00:00 [pubmed]', '1963/07/01 00:01 [medline]', '1963/07/01 00:00 [entrez]']",ppublish,Br J Surg. 1963 Jul;50:769-71. doi: 10.1002/bjs.18005022516.,['10.1002/bjs.18005022516 [doi]'],,,,,
14043593,NLM,MEDLINE,19961201,20181201,0035-8843 (Print) 0035-8843 (Linking),33,1963 Aug,ONCOGENIC VIRUSES (WITH PARTICULAR REFERENCE TO MOUSE LEUKAEMIA).,67-78,"['GROSS, L']",['GROSS L'],['eng'],"['Journal Article', 'Review']",England,Ann R Coll Surg Engl,Annals of the Royal College of Surgeons of England,7506860,,OM,"['Animals', '*Leukemia', 'Mice', '*Oncogenic Viruses']",['NLM'],"['*ONCOGENIC VIRUSES', '*REVIEW']",1963/08/01 00:00,1963/08/01 00:01,['1963/08/01 00:00'],"['1963/08/01 00:00 [pubmed]', '1963/08/01 00:01 [medline]', '1963/08/01 00:00 [entrez]']",ppublish,Ann R Coll Surg Engl. 1963 Aug;33:67-78.,,,0,,PMC2311606,
14043580,NLM,MEDLINE,19961201,20181201,0003-4495 (Print) 0003-4495 (Linking),9,1963 Jan-Feb,ELECTRON MICROSCOPIC STUDY ON SEVERAL CHARACTERISTIC CELLS IN CHILDREN'S DISEASES. 2. AN ELECTRON MICROSCOPIC STUDY OF LEUKEMIC CELLS IN ACUTE LYMPHATIC LEUKEMIA IN CHILDREN.,43-65,"['FUKUHARA, F']",['FUKUHARA F'],['eng'],['Journal Article'],Japan,Shonika Kiyo,Shonika kiyo. Annales paediatrici Japonici,0413572,,OM,"['Adolescent', 'Child', '*Electrons', 'Humans', '*Leukemia', '*Leukemia, Lymphoid', '*Leukemia, Myeloid', '*Leukocytes', '*Lymphocytes', '*Microscopy', '*Microscopy, Electron']",['NLM'],"['*ADOLESCENCE', '*CHILD', '*LEUKEMIA, LYMPHOCYTIC', '*LEUKEMIA, MONOCYTIC', '*LEUKEMIA, MYELOCYTIC', '*LEUKOCYTES', '*MICROSCOPY, ELECTRON']",1963/01/01 00:00,1963/01/01 00:01,['1963/01/01 00:00'],"['1963/01/01 00:00 [pubmed]', '1963/01/01 00:01 [medline]', '1963/01/01 00:00 [entrez]']",ppublish,Shonika Kiyo. 1963 Jan-Feb;9:43-65.,,,,,,
