PMID,OWN,STAT,DCOM,LR,IS,VI,IP,DP,TI,PG,AB,FAU,AU,LA,PT,PL,TA,JT,JID,RN,SB,MH,PMC,EDAT,MHDA,CRDT,PHST,AID,PST,SO,GR,TT,OID,OTO,OT,GN
6929618,NLM,MEDLINE,19800722,20171213,0300-8916 (Print) 0300-8916 (Linking),66,1,1980 Feb,Thymidine phosphorylase: a possible marker of cell maturation in acute myeloid leukaemia.,35-42,"Thymidine Phosphorylase activity has been measured in two populations of human Acute Myeloid Leukaemia cells (AML) and in normal human macrophages. During short-term culture in vitro of AML cells the activity of this enzyme increases progressively and approaches that of normal non-dividing macrophages at a time when the leukaemia cells in culture show evidence of maturation as assayed by functional, enzymatic and morphological criteria. It is suggested that the level of Thymidine Phosphorylase activity may be a marker of maturation in AML.","['Palu, G']",['Palu G'],['eng'],"['Comparative Study', 'Journal Article']",United States,Tumori,Tumori,0111356,"['0 (Complement C3)', '0 (DNA, Neoplasm)', '0 (Receptors, Complement)', '0 (Receptors, Fc)', 'EC 2.4.2.- (Pentosyltransferases)', 'EC 2.4.2.4 (Thymidine Phosphorylase)']",IM,"['Cells, Cultured', 'Complement C3/immunology', 'DNA, Neoplasm/biosynthesis', 'Humans', 'Leukemia, Myeloid, Acute/*enzymology/pathology', 'Macrophages/enzymology/immunology', 'Pentosyltransferases/*blood', 'Receptors, Complement/analysis', 'Receptors, Fc/analysis', 'Thymidine Phosphorylase/*blood', 'Time Factors']",,1980/02/01 00:00,1980/02/01 00:01,['1980/02/01 00:00'],"['1980/02/01 00:00 [pubmed]', '1980/02/01 00:01 [medline]', '1980/02/01 00:00 [entrez]']",,ppublish,Tumori. 1980 Feb;66(1):35-42.,,,,,,
6929573,NLM,MEDLINE,19800712,20190727,0049-3848 (Print) 0049-3848 (Linking),17,1-2,1980 Jan 1-15,Plasma levels of protease inhibitors in acute myeloid leukemia at the onset of the disease and during antiblastic therapy.,41-53,,"['Gamba, G', 'Fornasari, P', 'Montani, N', 'Biancardi, M', 'Grignani, G', 'Ascari, E']","['Gamba G', 'Fornasari P', 'Montani N', 'Biancardi M', 'Grignani G', 'Ascari E']",['eng'],['Journal Article'],United States,Thromb Res,Thrombosis research,0326377,['0 (Protease Inhibitors)'],IM,"['Adolescent', 'Adult', 'Aged', 'Blood Coagulation Tests', 'Disseminated Intravascular Coagulation/complications', 'Female', 'Humans', 'Leukemia, Myeloid, Acute/*blood/complications/drug therapy', 'Male', 'Middle Aged', 'Protease Inhibitors/*blood', 'Time Factors']",,1980/01/01 00:00,1980/01/01 00:01,['1980/01/01 00:00'],"['1980/01/01 00:00 [pubmed]', '1980/01/01 00:01 [medline]', '1980/01/01 00:00 [entrez]']",['10.1016/0049-3848(80)90292-3 [doi]'],ppublish,Thromb Res. 1980 Jan 1-15;17(1-2):41-53. doi: 10.1016/0049-3848(80)90292-3.,,,,,,
6929568,NLM,MEDLINE,19800728,20190909,0036-553X (Print) 0036-553X (Linking),24,3,1980 Mar,Alkaline phosphatase activity of chronic granulocytic leukaemia neutrophils in agar culture.,237-42,"We measured the concentration of granulocyte-committed progenitor cells (CFU-c) and the alkaline phosphatase activity of neutrophils harvested from colonies cultured from the peripheral blood of 30 patients with high-count chronic granulocytic leukaemia (CGL) in the chronic phase. Neutrophils in colonies cultured from marrow of normal donors or patients with acute myeloid leukaemia in remission served as controls. CFU-c numbers in CGL peripheral blood were on average 3 times higher than in normal marrow (130.1 +/- 126.2 (SD) versus 43.0 +/- 25.2 per 1 X 10(5) cells plated, respectively). The mean NAP scores in cultured CGL neutrophils were substantially higher than control values (89.9 +/- 48.0 versus 55.9 +/- 33.0 units, respectively). There was a tendency for peak values of NA in culture to be reached at earlier points in CGL cultures with high CFU-c numbers (i.e. high proliferative rates) than in those with lower CFU-c numbers (lower proliferative rates). Our data accord with the concept that low NA levels in CGL in vivo result from modulating influences external to the neutrophil.","['Hellmann, A', 'Goldman, J M']","['Hellmann A', 'Goldman JM']",['eng'],['Journal Article'],Denmark,Scand J Haematol,Scandinavian journal of haematology,0404507,['EC 3.1.3.1 (Alkaline Phosphatase)'],IM,"['Adolescent', 'Adult', 'Aged', 'Alkaline Phosphatase/*blood', 'Bone Marrow Cells', 'Cells, Cultured', 'Colony-Forming Units Assay', 'Female', 'Hematopoietic Stem Cells/enzymology', 'Humans', 'Leukemia, Myeloid/*enzymology', 'Male', 'Middle Aged', 'Neutrophils/*enzymology']",,1980/03/01 00:00,1980/03/01 00:01,['1980/03/01 00:00'],"['1980/03/01 00:00 [pubmed]', '1980/03/01 00:01 [medline]', '1980/03/01 00:00 [entrez]']",['10.1111/j.1600-0609.1980.tb01332.x [doi]'],ppublish,Scand J Haematol. 1980 Mar;24(3):237-42. doi: 10.1111/j.1600-0609.1980.tb01332.x.,,,,,,
6929567,NLM,MEDLINE,19800728,20190909,0036-553X (Print) 0036-553X (Linking),24,3,1980 Mar,Acute myeloblastic leukaemia in sarcoidosis treated with methotrexate.,234-6,"A 60-year-old man with sarcoidosis of skin and knee joints was treated with prednisone and methotrexate (MTX). A total of 590 mg MTX was given over two periods each of 3 months duration. 4 1/2 years after the first MTX dose he developed acute myeloid leukaemia. Only one more case of acture myeloid leukaemia following MTX treatment for a benign disease has been described, and until further cases have been reported the correlation might be considered a matter of simple coincidence.","['Hermann, C', 'Andersen, E', 'Videbaek, A']","['Hermann C', 'Andersen E', 'Videbaek A']",['eng'],"['Case Reports', 'Journal Article']",Denmark,Scand J Haematol,Scandinavian journal of haematology,0404507,['YL5FZ2Y5U1 (Methotrexate)'],IM,"['Blood Cell Count', 'Humans', 'Leukemia, Myeloid, Acute/*chemically induced', 'Male', 'Methotrexate/*adverse effects/therapeutic use', 'Middle Aged', 'Sarcoidosis/*drug therapy']",,1980/03/01 00:00,1980/03/01 00:01,['1980/03/01 00:00'],"['1980/03/01 00:00 [pubmed]', '1980/03/01 00:01 [medline]', '1980/03/01 00:00 [entrez]']",['10.1111/j.1600-0609.1980.tb01331.x [doi]'],ppublish,Scand J Haematol. 1980 Mar;24(3):234-6. doi: 10.1111/j.1600-0609.1980.tb01331.x.,,,,,,
6929566,NLM,MEDLINE,19800728,20190909,0036-553X (Print) 0036-553X (Linking),24,3,1980 Mar,Normal and leukaemic human haemopoietic cells in diffusion chamber. A morphological and functional CFU-C study.,205-12,"Leukaemic human bone marrow and peripheral blood cells were cultured for 25 d in diffusion chambers implanted into cyclophosphamide treated mice. Normal bone marrow cells were cultured simultaneously. These cells were studied both morphologically and functionally (CFU-C). The leukaemic cells behaved heterogeneously, 2 groups being distinguishable in accordance with their initial in vitro growth pattern (1: no growth or microcluster growth. 2: macrocluster growth). Group I showed progressive cellular death with a diminution of granulocytic progenitors and the appearance of a predominantly macrophagic population. This behaviour resembled that of the control group. The initial microcluster growth pattern remained identical throughout the entire culture period. Group 2, after considerable cellular death up to d 5, showed an explosive proliferation of the granulocytic progenitors and incomplete differentiation (up to myelocyte). The initial macrocluster growth pattern remained identical.","['Laurent, M', 'Clemancey-Marcille, G', 'Hollard, D']","['Laurent M', 'Clemancey-Marcille G', 'Hollard D']",['eng'],"['Comparative Study', 'Journal Article']",Denmark,Scand J Haematol,Scandinavian journal of haematology,0404507,,IM,"['Adolescent', 'Adult', 'Aged', 'Animals', 'Blood Cells/cytology', 'Bone Marrow Cells', 'Cell Count', 'Cell Division', 'Cells, Cultured', 'Colony-Forming Units Assay', 'Female', 'Granulocytes/cytology', 'Hematopoiesis', 'Hematopoietic Stem Cells/*cytology', 'Humans', 'Leukemia, Myeloid, Acute/blood/*pathology', 'Lymphocyte Activation', 'Lymphocytes/cytology', 'Macrophages/cytology', 'Male', 'Mice', 'Middle Aged']",,1980/03/01 00:00,1980/03/01 00:01,['1980/03/01 00:00'],"['1980/03/01 00:00 [pubmed]', '1980/03/01 00:01 [medline]', '1980/03/01 00:00 [entrez]']",['10.1111/j.1600-0609.1980.tb01328.x [doi]'],ppublish,Scand J Haematol. 1980 Mar;24(3):205-12. doi: 10.1111/j.1600-0609.1980.tb01328.x.,,,,,,
6929565,NLM,MEDLINE,19800728,20190909,0036-553X (Print) 0036-553X (Linking),24,2,1980 Feb,Chromosome aberrations and prognosis in preleukaemia.,97-100,"24 patients with preleukaemia were cytogenetically studied by the G-banding staining technique. All patients developed later frank acute non-lymphocytic leukaemia and died. 13 patients had a completely normal karyotype (NN-patients) with a median survival time of 8 months. 6 patients had both normal and abnormal metaphases (AN-patients) with a median survival time of 18.5 months, while 5 patients had abnormal metaphases only (AA-patients) with a median survival time of 3 months.","['Panani, A', 'Papayannis, A G', 'Sioula, E']","['Panani A', 'Papayannis AG', 'Sioula E']",['eng'],['Journal Article'],Denmark,Scand J Haematol,Scandinavian journal of haematology,0404507,,IM,"['Aged', '*Chromosome Aberrations', 'Female', 'Humans', 'Leukemia, Erythroblastic, Acute/genetics/mortality', 'Leukemia, Monocytic, Acute/genetics/mortality', 'Leukemia, Myeloid, Acute/genetics/mortality', 'Male', 'Metaphase', 'Middle Aged', 'Preleukemia/*genetics/mortality', 'Prognosis']",,1980/02/01 00:00,1980/02/01 00:01,['1980/02/01 00:00'],"['1980/02/01 00:00 [pubmed]', '1980/02/01 00:01 [medline]', '1980/02/01 00:00 [entrez]']",['10.1111/j.1600-0609.1980.tb02350.x [doi]'],ppublish,Scand J Haematol. 1980 Feb;24(2):97-100. doi: 10.1111/j.1600-0609.1980.tb02350.x.,,,,,,
6929557,NLM,MEDLINE,19800712,20071115,0035-2640 (Print) 0035-2640 (Linking),30,5,1980 Jan 21,[Immunotherapy of cancer: evolution of concepts and clinical advances].,"221-4, 227-8",,"['Baldwin, R W']",['Baldwin RW'],['fre'],"['English Abstract', 'Journal Article']",France,Rev Prat,La Revue du praticien,0404334,"['0 (BCG Vaccine)', '0 (Bacterial Vaccines)']",,"['Animals', 'BCG Vaccine/therapeutic use', 'Bacterial Vaccines/therapeutic use', 'Humans', '*Immunotherapy', 'Leukemia, Lymphoid/therapy', 'Leukemia, Myeloid, Acute/therapy', 'Neoplasms/immunology/*therapy', 'Propionibacterium acnes/immunology']",,1980/01/21 00:00,1980/01/21 00:01,['1980/01/21 00:00'],"['1980/01/21 00:00 [pubmed]', '1980/01/21 00:01 [medline]', '1980/01/21 00:00 [entrez]']",,ppublish,"Rev Prat. 1980 Jan 21;30(5):221-4, 227-8.",,Immunotherapie du cancer: evolution des concepts et progres cliniques.,,,,
6929556,NLM,MEDLINE,19800712,20041117,0014-2565 (Print) 0014-2565 (Linking),156,1,1980 Jan 15,[Sideroblastic anemia and myelomonocytic leukosis].,73-5,,"['Diaz-Rubio Garcia, E', 'Villegas Martinez, A', 'Gonzalez San Martin, F', 'Enriquez Gonzalez, L', 'Diaz-Rubio Garcia, M']","['Diaz-Rubio Garcia E', 'Villegas Martinez A', 'Gonzalez San Martin F', 'Enriquez Gonzalez L', 'Diaz-Rubio Garcia M']",['spa'],"['Case Reports', 'Journal Article']",Spain,Rev Clin Esp,Revista clinica espanola,8608576,,IM,"['Aged', 'Anemia, Sideroblastic/*complications', 'Female', 'Humans', 'Leukemia, Myeloid/*complications']",,1980/01/15 00:00,1980/01/15 00:01,['1980/01/15 00:00'],"['1980/01/15 00:00 [pubmed]', '1980/01/15 00:01 [medline]', '1980/01/15 00:00 [entrez]']",,ppublish,Rev Clin Esp. 1980 Jan 15;156(1):73-5.,,Anemia sideroblastica y leucosis mielomonocitica.,,,,
6929538,NLM,MEDLINE,19800712,20190501,0027-8424 (Print) 0027-8424 (Linking),77,4,1980 Apr,Kinetics of erythroid precursors in mice infected with the anemic or the polycythemic strain of Friend leukemia virus.,2054-8,"The kinetics of both erythroid burst-forming and colony-forming units (BFU-E, CFU-E) and myelomonocytic precursors [myelomacrophage colony-forming unit (CFU-C)] have been evaluated in tibial marrow, peripheral blood, and spleen of DBA/2 mice at time intervals after inoculation of either the anemic (FLV-A) or the polycythemic (FLV-P) strain of Friend leukemia virus. Either one of the viruses induced, at 7-10 days after infection, a massive increase in the number of BFU-Es in peripheral blood, in parallel with their depletion in tibial marrow and increase in spleen. A comparable increase in the blood BFU-E number was observed in splenectomized FLV-infected mice. These results indicate a marrow-spleen migration of BFU-Es. In spleen, the increase of the BFU-E number was associated with an increase in the CFU-E pool. In tibial marrow, a sequence of expansion/depletion waves occurred reciprocally at the level of BFU-E and CFU-E. The cycling of BFU-E([(3)H]thymidine in vitro suicide index) in marrow, blood, and spleen was enhanced, whereas that of CFU-E and CFU-C showed little or no modification. These kinetic data suggest that the main target cell of FLV may be the BFU-E or a closely related element. In plates without added erythropoietin (but containing it in fetal calf serum), expression of CFU-E from FLV-P-treated animals was maximal; that of CFU-E from FLV-A-injected mice was either virtually absent or only slight in marrow or spleen, respectively. BFU-E growth always was fully dependent upon erythropoietin addition. Control studies in FLV-infected resistant mice and in susceptible mice given diluted or heat-inactivated virus provide convincing evidence that the phenomena described are induced by FLV.","['Peschle, C', 'Migliaccio, G', 'Lettieri, F', 'Migliaccio, A R', 'Ceccarelli, R', 'Barba, P', 'Titti, F', 'Rossi, G B']","['Peschle C', 'Migliaccio G', 'Lettieri F', 'Migliaccio AR', 'Ceccarelli R', 'Barba P', 'Titti F', 'Rossi GB']",['eng'],['Journal Article'],United States,Proc Natl Acad Sci U S A,Proceedings of the National Academy of Sciences of the United States of America,7505876,,IM,"['Animals', 'Bone Marrow/pathology', 'Clone Cells/pathology', 'Colony-Forming Units Assay', '*Erythropoiesis', 'Female', '*Friend murine leukemia virus', 'Hematopoietic Stem Cells/physiology', 'Leukemia, Erythroblastic, Acute/pathology/physiopathology', 'Leukemia, Experimental/*pathology/physiopathology', 'Male', 'Mice', 'Spleen/pathology']",PMC348650,1980/04/01 00:00,1980/04/01 00:01,['1980/04/01 00:00'],"['1980/04/01 00:00 [pubmed]', '1980/04/01 00:01 [medline]', '1980/04/01 00:00 [entrez]']",['10.1073/pnas.77.4.2054 [doi]'],ppublish,Proc Natl Acad Sci U S A. 1980 Apr;77(4):2054-8. doi: 10.1073/pnas.77.4.2054.,,,,,,
6929537,NLM,MEDLINE,19800712,20190501,0027-8424 (Print) 0027-8424 (Linking),77,4,1980 Apr,Effect of bleaching light on measurements of lateral diffusion in cell membranes by the fluorescence photobleaching recovery method.,2043-5,The Fc receptors for IgE on rat basophil leukemia 2H3 cells were labeled with either rhodamine- or fluorescein-conjugated IgE and then with Fab fragments of anti-IgE conjugated with the other dye. Fluorescence photobleaching recovery measurements of lateral diffusion were performed with one of the dyes before and after extensive bleaching of the other dye over an entire cell. Bleaching one dye did not affect subsequent measurements made with the other dye. We thus detect no evidence for photoinduced artifacts in fluorescence photobleaching recovery experiments.,"['Wolf, D E', 'Edidin, M', 'Dragsten, P R']","['Wolf DE', 'Edidin M', 'Dragsten PR']",['eng'],"['Journal Article', ""Research Support, U.S. Gov't, P.H.S.""]",United States,Proc Natl Acad Sci U S A,Proceedings of the National Academy of Sciences of the United States of America,7505876,"['0 (Fluoresceins)', '0 (Immunoglobulin Fab Fragments)', '0 (Membrane Proteins)', '0 (Receptors, Fc)', '0 (Rhodamines)', '37341-29-0 (Immunoglobulin E)']",IM,"['Animals', 'Cells, Cultured', 'Diffusion', 'Fluoresceins', 'Immunoglobulin E', 'Immunoglobulin Fab Fragments', '*Lasers', 'Membrane Fluidity/*radiation effects', 'Membrane Proteins/*radiation effects', 'Rats', 'Receptors, Fc/*radiation effects', 'Rhodamines']",PMC348647,1980/04/01 00:00,1980/04/01 00:01,['1980/04/01 00:00'],"['1980/04/01 00:00 [pubmed]', '1980/04/01 00:01 [medline]', '1980/04/01 00:00 [entrez]']",['10.1073/pnas.77.4.2043 [doi]'],ppublish,Proc Natl Acad Sci U S A. 1980 Apr;77(4):2043-5. doi: 10.1073/pnas.77.4.2043.,,,,,,
6929500,NLM,MEDLINE,19800722,20190501,0027-8424 (Print) 0027-8424 (Linking),77,3,1980 Mar,Temperature-sensitive tumorigenicity of cells transformed by a mutant of Moloney sarcoma virus.,1501-5,"Normal rat kidney cells were nonproductively infected either with CP27, a mutant of Moloney sarcoma virus that is temperature-sensitive for maintenance of transformation, or with the parental wild-type virus. The nonproducer cells were inoculated into the tails of athymic nude mice that were subsequently incubated at 28 or 36 degrees C. CP27-infected cells induced tumors only at 28 degrees C, whereas cells infected with wild-type Moloney sarcoma virus were tumorigenic at both temperatures. Tumors induced at 28 degrees C by wild-type virus-infected cells grew faster after shift of the mice to 36 degrees C. In contrast, tumors induced by CP27-infected cells regressed upon shift to 36 degrees C, indicating that continuous expression of viral functions is required for persistence and growth of the tumors. After regression, secondary tumor growth was observed late after upshift of temperature-sensitive tumors. Cells recovered from these late-appearing tumors were tumorigenic at the nonpermissive temperature, and tumors induced by these cells did not regress after upshift. Virus rescued from these recovered cells retained the temperature-sensitivity for focus formation, indicating that the occurrence of the phenotypically wild-type cells was due to host cell modifications rather than to reversion of the CP27 genome.","['Klarlund, J K', 'Forchhammer, J']","['Klarlund JK', 'Forchhammer J']",['eng'],['Journal Article'],United States,Proc Natl Acad Sci U S A,Proceedings of the National Academy of Sciences of the United States of America,7505876,,IM,"['Animals', '*Cell Transformation, Viral', 'Cells, Cultured', 'Leukemia, Experimental/*pathology', 'Mice', 'Mice, Nude', 'Moloney murine leukemia virus/*genetics', 'Mutation', 'Neoplasm Recurrence, Local', 'Neoplasm Regression, Spontaneous', 'Rats', '*Temperature']",PMC348523,1980/03/01 00:00,1980/03/01 00:01,['1980/03/01 00:00'],"['1980/03/01 00:00 [pubmed]', '1980/03/01 00:01 [medline]', '1980/03/01 00:00 [entrez]']",['10.1073/pnas.77.3.1501 [doi]'],ppublish,Proc Natl Acad Sci U S A. 1980 Mar;77(3):1501-5. doi: 10.1073/pnas.77.3.1501.,,,,,,
