PMID,OWN,STAT,DCOM,LR,IS,VI,IP,DP,TI,PG,FAU,AU,LA,PT,PL,TA,JT,JID,RN,SB,MH,EDAT,MHDA,CRDT,PHST,PST,SO,TT,AID,AB,PMC,OID
4506653,NLM,MEDLINE,19721030,20200930,0037-9727 (Print) 0037-9727 (Linking),140,4,1972 Sep,Growth of a human leukemia cell line on protein-free medium. 1.,1224-7,"['Buhl, S N', 'Regan, J D']","['Buhl SN', 'Regan JD']",['eng'],['Journal Article'],United States,Proc Soc Exp Biol Med,"Proceedings of the Society for Experimental Biology and Medicine. Society for Experimental Biology and Medicine (New York, N.Y.)",7505892,"['0 (Carbon Isotopes)', '0 (Culture Media)', '0 (DNA, Neoplasm)', '0 (Fetal Proteins)', '0 (RNA, Neoplasm)', '0 (Serum Albumin)', '10028-17-8 (Tritium)', 'GMW67QNF9C (Leucine)', 'VC2W18DGKR (Thymidine)']",IM,"['Carbon Isotopes', 'Cell Division', '*Cell Line', 'Culture Media', 'DNA, Neoplasm/biosynthesis', 'Fetal Proteins/pharmacology', 'Humans', 'Leucine/metabolism', '*Leukemia, Myeloid', 'Protein Biosynthesis', 'RNA, Neoplasm/biosynthesis', 'Serum Albumin/pharmacology', 'Thymidine/metabolism', 'Time Factors', 'Tritium']",1972/09/01 00:00,1972/09/01 00:01,['1972/09/01 00:00'],"['1972/09/01 00:00 [pubmed]', '1972/09/01 00:01 [medline]', '1972/09/01 00:00 [entrez]']",ppublish,Proc Soc Exp Biol Med. 1972 Sep;140(4):1224-7. doi: 10.3181/00379727-140-36646.,,['10.3181/00379727-140-36646 [doi]'],,,
4506640,NLM,MEDLINE,19721027,20131121,0025-8458 (Print) 0025-8458 (Linking),67,31,1972 Aug 4,[Leukemia in Hodgkin's disease due to cancerostatic therapy?].,1024-8,"['Schaefer, U W', 'Kanzler, G']","['Schaefer UW', 'Kanzler G']",['ger'],['Journal Article'],Germany,Med Klin,Medizinische Klinik,0376637,"['18D0SL7309 (Chlorambucil)', '35S93Y190K (Procarbazine)', '5V9KLZ54CY (Vinblastine)', '8N3DW7272P (Cyclophosphamide)', '9000-55-9 (Podophyllin)']",IM,"['Adult', 'Chlorambucil/adverse effects', 'Cyclophosphamide/adverse effects', 'Female', 'Hodgkin Disease/*complications/drug therapy/radiotherapy', 'Humans', 'Leukemia, Myeloid, Acute/chemically induced/*etiology', 'Podophyllin/adverse effects', 'Procarbazine/adverse effects', 'Radiotherapy/adverse effects', 'Vinblastine/adverse effects']",1972/08/04 00:00,2000/03/22 09:00,['1972/08/04 00:00'],"['1972/08/04 00:00 [pubmed]', '2000/03/22 09:00 [medline]', '1972/08/04 00:00 [entrez]']",ppublish,Med Klin. 1972 Aug 4;67(31):1024-8.,Leukamie bei Morbus Hodgkin eine Folge kanzerostatischer Therapie.,,,,
4506639,NLM,MEDLINE,19721027,20151119,0025-8458 (Print) 0025-8458 (Linking),67,31,1972 Aug 4,[Effect of daunomycin and adriamycin in cytostatic combination therapy of acute leukoses of the adult].,1018-23,"['Stacher, A', 'Bohnel, J', 'Hocker, P']","['Stacher A', 'Bohnel J', 'Hocker P']",['ger'],['Journal Article'],Germany,Med Klin,Medizinische Klinik,0376637,"['0 (Antibiotics, Antineoplastic)', '0 (Glycosides)', '04079A1RDZ (Cytarabine)', '5J49Q6B70F (Vincristine)', '9PHQ9Y1OLM (Prednisolone)', 'G42ZU72N5G (Carbenicillin)', 'ZS7284E0ZP (Daunorubicin)']",IM,"['Acute Disease', 'Adolescent', 'Adult', 'Aged', '*Antibiotics, Antineoplastic', 'Blood Coagulation Disorders/chemically induced', 'Bone Marrow Diseases/chemically induced', 'Carbenicillin/adverse effects', 'Cytarabine/therapeutic use', 'Daunorubicin/adverse effects/*therapeutic use', 'Drug Synergism', 'Female', 'Glycosides', 'Hair', 'Heart Diseases/chemically induced', 'Humans', 'Leukemia/*drug therapy', 'Leukemia, Lymphoid/drug therapy', 'Leukemia, Myeloid, Acute/drug therapy', 'Male', 'Middle Aged', 'Prednisolone/therapeutic use', 'Remission, Spontaneous', 'Skin Diseases/chemically induced', 'Vincristine/therapeutic use']",1972/08/04 00:00,2000/03/22 09:00,['1972/08/04 00:00'],"['1972/08/04 00:00 [pubmed]', '2000/03/22 09:00 [medline]', '1972/08/04 00:00 [entrez]']",ppublish,Med Klin. 1972 Aug 4;67(31):1018-23.,Zur Wirkung von Daunomycin und Adriamycin im Rahmen der zytostatischen Kombinationstherapei akuter Leukosen Erwachsener.,,,,
4506638,NLM,MEDLINE,19721027,20151119,0025-8458 (Print) 0025-8458 (Linking),67,31,1972 Aug 4,[Therapy of acute leukemias in children. 1].,1011-7,"['Jacquillat, C', 'Weil, M', 'Schaison, G', 'Delobel, J', 'Bussel, A', 'Brunel-Kotschi, R', 'Gemon, M F', 'Loisel, J P']","['Jacquillat C', 'Weil M', 'Schaison G', 'Delobel J', 'Bussel A', 'Brunel-Kotschi R', 'Gemon MF', 'Loisel JP']",['ger'],['Journal Article'],Germany,Med Klin,Medizinische Klinik,0376637,"['5J49Q6B70F (Vincristine)', 'EC 3.5.1.1 (Asparaginase)', 'VB0R961HZT (Prednisone)', 'ZS7284E0ZP (Daunorubicin)']",IM,"['Acute Disease', 'Asparaginase/therapeutic use', 'Child', 'Daunorubicin/therapeutic use', 'Drug Synergism', 'Humans', 'Leukemia, Lymphoid/*drug therapy', 'Leukemia, Myeloid, Acute/*drug therapy', 'Prednisone/therapeutic use', 'Remission, Spontaneous', 'Vincristine/therapeutic use']",1972/08/04 00:00,2000/03/22 09:00,['1972/08/04 00:00'],"['1972/08/04 00:00 [pubmed]', '2000/03/22 09:00 [medline]', '1972/08/04 00:00 [entrez]']",ppublish,Med Klin. 1972 Aug 4;67(31):1011-7.,Behandlung der akuten Leukamie bei Kindern. 1.,,,,
4506619,NLM,MEDLINE,19721027,20210216,0006-4971 (Print) 0006-4971 (Linking),40,3,1972 Sep,"Abnormal iron incorporatin, survival protoporphyrin content and fluorescence of one red cell population in preleukemic sideroblastic anemia.",345-52,"['Riedler, G F', 'Straub, P W']","['Riedler GF', 'Straub PW']",['eng'],['Journal Article'],United States,Blood,Blood,7603509,"['0 (Chromium Isotopes)', '0 (Iron Isotopes)', '0 (Porphyrins)', 'E1UOL152H7 (Iron)']",IM,"['Aged', 'Anemia, Sideroblastic/*blood', 'Cell Survival', 'Centrifugation, Zonal', 'Chromium Isotopes', 'Erythrocyte Count', 'Erythrocytes/*metabolism', 'Humans', 'Iron/*blood', 'Iron Isotopes', 'Leukemia, Myeloid, Acute/blood', 'Liver/pathology', 'Male', 'Microscopy, Fluorescence', 'Mosaicism', 'Myocardial Infarction/pathology', 'Porphyrins/*metabolism', 'Precancerous Conditions/*blood', 'Spleen/pathology']",1972/09/01 00:00,1972/09/01 00:01,['1972/09/01 00:00'],"['1972/09/01 00:00 [pubmed]', '1972/09/01 00:01 [medline]', '1972/09/01 00:00 [entrez]']",ppublish,Blood. 1972 Sep;40(3):345-52.,,['S0006-4971(20)78031-6 [pii]'],,,
4506618,NLM,MEDLINE,19721025,20151119,0582-8082 (Print),5,2,1972,The effect of remission induction in acute myeloblastic leukemia on efficiency of colony formation in culture.,179-88,"['Cowan, D H', 'Clarysse, A', 'Abu-Zahra, H', 'Senn, J S', 'McCulloch, E A']","['Cowan DH', 'Clarysse A', 'Abu-Zahra H', 'Senn JS', 'McCulloch EA']",['eng'],['Journal Article'],Denmark,Ser Haematol,Series haematologica (1968),101650673,"['0 (Suspensions)', '04079A1RDZ (Cytarabine)', '5J49Q6B70F (Vincristine)', '8N3DW7272P (Cyclophosphamide)', 'EC 3.5.1.1 (Asparaginase)']",IM,"['Asparaginase/*therapeutic use', 'Bone Marrow/*drug effects', '*Bone Marrow Cells', 'Bone Marrow Examination', 'Cells, Cultured', 'Cyclophosphamide/*therapeutic use', 'Cytarabine/*therapeutic use', 'Humans', 'Kinetics', 'Leukemia, Myeloid, Acute/*drug therapy/pathology', 'Remission, Spontaneous', 'Suspensions', 'Vincristine/*therapeutic use']",1972/01/01 00:00,1972/01/01 00:01,['1972/01/01 00:00'],"['1972/01/01 00:00 [pubmed]', '1972/01/01 00:01 [medline]', '1972/01/01 00:00 [entrez]']",ppublish,Ser Haematol. 1972;5(2):179-88.,,,,,
4506615,NLM,MEDLINE,19721025,20171116,0028-4793 (Print) 0028-4793 (Linking),287,15,1972 Oct 12,Oncologists' reply: survival expectancy in acute lymphocytic leukemia.,769-77,"['Holland, J F', 'Glidewell, O']","['Holland JF', 'Glidewell O']",['eng'],"['Clinical Trial', 'Journal Article', 'Randomized Controlled Trial']",United States,N Engl J Med,The New England journal of medicine,0255562,"['5J49Q6B70F (Vincristine)', 'E7WED276I5 (Mercaptopurine)', 'VB0R961HZT (Prednisone)', 'YL5FZ2Y5U1 (Methotrexate)']",IM,"['Adult', 'Canada', 'Child', 'Denmark', 'France', 'Humans', 'Leukemia, Lymphoid/drug therapy/*mortality', 'Mercaptopurine/administration & dosage/therapeutic use', 'Methotrexate/administration & dosage/therapeutic use', 'Prednisone/administration & dosage/therapeutic use', 'Prognosis', 'South Africa', 'Switzerland', 'United States', 'Vincristine/administration & dosage/therapeutic use']",1972/10/12 00:00,1972/10/12 00:01,['1972/10/12 00:00'],"['1972/10/12 00:00 [pubmed]', '1972/10/12 00:01 [medline]', '1972/10/12 00:00 [entrez]']",ppublish,N Engl J Med. 1972 Oct 12;287(15):769-77. doi: 10.1056/NEJM197210122871512.,,['10.1056/NEJM197210122871512 [doi]'],,,
4506606,NLM,MEDLINE,19721025,20131121,0003-3898 (Print) 0003-3898 (Linking),30,3,1972,[Galactose 1-phosphate-uridyl transferase activity of human leukocytes during leukemias].,261-70,"['Moretti, G', 'Staeffen, J', 'Ballan, P', 'Ferrer, J', 'Broustet, A', 'Roques, J C', 'Beylot, J']","['Moretti G', 'Staeffen J', 'Ballan P', 'Ferrer J', 'Broustet A', 'Roques JC', 'Beylot J']",['fre'],['Journal Article'],France,Ann Biol Clin (Paris),Annales de biologie clinique,2984690R,"['0 (Uracil Nucleotides)', '9005-79-2 (Glycogen)', 'EC 2.7.7.- (Nucleotidyltransferases)', 'X2RN3Q8DNE (Galactose)']",IM,"['Aged', 'Eosinophilia/enzymology', 'Erythrocytes/enzymology', 'Female', 'Galactose', 'Genes', 'Glycogen/analysis', 'Humans', 'Karyotyping', 'Leukemia/blood/*enzymology/genetics', 'Leukemia, Lymphoid/blood/enzymology', 'Leukemia, Myeloid/blood/enzymology', 'Leukocyte Count', 'Leukocytes/*enzymology', 'Lymphocytes/enzymology', 'Male', 'Nucleotidyltransferases/*blood', 'Statistics as Topic', 'Trisomy', 'Uracil Nucleotides']",1972/01/01 00:00,1972/01/01 00:01,['1972/01/01 00:00'],"['1972/01/01 00:00 [pubmed]', '1972/01/01 00:01 [medline]', '1972/01/01 00:00 [entrez]']",ppublish,Ann Biol Clin (Paris). 1972;30(3):261-70.,L'activite galactose-1-phosphate-uridylyl transferasique des leucocytes humains au cours des leucoses.,,,,
4506604,NLM,MEDLINE,19721025,20190908,0036-553X (Print) 0036-553X (Linking),9,1,1972,Phytohaemagglutinin stimulation of peripheral lymphocytes in children with acute lymphoblastic leukaemia during remission.,36-42,"['Bakkeren, J A', 'de Vaan, G A', 'Schretlen, E D']","['Bakkeren JA', 'de Vaan GA', 'Schretlen ED']",['eng'],['Journal Article'],Denmark,Scand J Haematol,Scandinavian journal of haematology,0404507,"['0 (Lectins)', '10028-17-8 (Tritium)', '5J49Q6B70F (Vincristine)', '8N3DW7272P (Cyclophosphamide)', 'E7WED276I5 (Mercaptopurine)', 'VB0R961HZT (Prednisone)', 'VC2W18DGKR (Thymidine)', 'YL5FZ2Y5U1 (Methotrexate)']",IM,"['Adolescent', 'Cell Transformation, Neoplastic/*drug effects', 'Child', 'Child, Preschool', 'Cyclophosphamide/therapeutic use', 'Humans', 'In Vitro Techniques', 'Lectins/*pharmacology', '*Leukemia, Lymphoid/drug therapy', 'Leukocyte Count', 'Lymphocytes/*drug effects', 'Mercaptopurine/therapeutic use', 'Methotrexate/therapeutic use', 'Prednisone/therapeutic use', 'Remission, Spontaneous', 'Stimulation, Chemical', 'Thymidine/metabolism', 'Time Factors', 'Tritium', 'Vincristine/therapeutic use']",1972/01/01 00:00,1972/01/01 00:01,['1972/01/01 00:00'],"['1972/01/01 00:00 [pubmed]', '1972/01/01 00:01 [medline]', '1972/01/01 00:00 [entrez]']",ppublish,Scand J Haematol. 1972;9(1):36-42. doi: 10.1111/j.1600-0609.1972.tb00911.x.,,['10.1111/j.1600-0609.1972.tb00911.x [doi]'],,,
4506550,NLM,MEDLINE,19721020,20071115,1293-8505 (Print) 1293-8505 (Linking),22,7,1972 Jul-Sep,[Treatment of chronic leukemia].,641-6,"['Loisel, J P', 'Jacquillat, C', 'Weil, M']","['Loisel JP', 'Jacquillat C', 'Weil M']",['fre'],['Journal Article'],France,Rev Infirm,Revue de l'infirmiere,1267175,,,"['Leukemia, Lymphoid/therapy', 'Leukemia, Myeloid/therapy']",1972/07/01 00:00,1972/07/01 00:01,['1972/07/01 00:00'],"['1972/07/01 00:00 [pubmed]', '1972/07/01 00:01 [medline]', '1972/07/01 00:00 [entrez]']",ppublish,Rev Infirm. 1972 Jul-Sep;22(7):641-6.,Traitement des leucemies chroniques.,,,,
4506490,NLM,MEDLINE,19721020,20190716,0002-9629 (Print) 0002-9629 (Linking),264,1,1972 Jul,Serum muramidase levels in acute leukemia.,69-82,"['Seligman, B R', 'Rosner, F', 'Parise, F', 'Lee, S L']","['Seligman BR', 'Rosner F', 'Parise F', 'Lee SL']",['eng'],['Journal Article'],United States,Am J Med Sci,The American journal of the medical sciences,0370506,"['04079A1RDZ (Cytarabine)', '5J49Q6B70F (Vincristine)', 'EC 3.2.1.17 (Muramidase)', 'FTK8U1GZNX (Thioguanine)']",IM,"['Adult', 'Aged', 'Blood Cell Count', 'Bone Marrow Cells', 'Bone Marrow Examination', 'Child', 'Cytarabine/therapeutic use', 'Densitometry', 'Female', 'Humans', 'Leukemia/*enzymology', 'Leukemia, Lymphoid/blood/enzymology', 'Leukemia, Monocytic, Acute/blood/enzymology', 'Leukemia, Myeloid, Acute/blood/drug therapy/enzymology', 'Male', 'Middle Aged', 'Muramidase/*blood', 'Remission, Spontaneous', 'Thioguanine/therapeutic use', 'Vincristine/therapeutic use']",1972/07/01 00:00,1972/07/01 00:01,['1972/07/01 00:00'],"['1972/07/01 00:00 [pubmed]', '1972/07/01 00:01 [medline]', '1972/07/01 00:00 [entrez]']",ppublish,Am J Med Sci. 1972 Jul;264(1):69-82. doi: 10.1097/00000441-197207000-00010.,,['10.1097/00000441-197207000-00010 [doi]'],,,
4506447,NLM,MEDLINE,19721019,20160523,0031-403X (Print) 0031-403X (Linking),51,8,1972 Aug,[Level of immunoglobulins in children with acute leukemia].,23-7,"['Smirnov, V V', 'Stephani, D V', 'Makhonova, L A']","['Smirnov VV', 'Stephani DV', 'Makhonova LA']",['rus'],['Journal Article'],Russia (Federation),Pediatriia,Pediatriia,0405563,"['0 (Immunoglobulin G)', '0 (Immunoglobulins)']",IM,"['Child', 'Humans', 'Immunoglobulin G/analysis', 'Immunoglobulins/*analysis', 'Leukemia, Lymphoid/*immunology', 'Remission, Spontaneous']",1972/08/01 00:00,1972/08/01 00:01,['1972/08/01 00:00'],"['1972/08/01 00:00 [pubmed]', '1972/08/01 00:01 [medline]', '1972/08/01 00:00 [entrez]']",ppublish,Pediatriia. 1972 Aug;51(8):23-7.,Uroven' immunoglobulinov u detei s ostrym leikozom.,,,,
4506446,NLM,MEDLINE,19721019,20071115,0031-3904 (Print) 0031-3904 (Linking),21,3,1972 May-Jun,[A case of acute leukosis in the newborn].,259-63,"['Mazilu, M', 'Dimitriu, G', 'Nicoara, S']","['Mazilu M', 'Dimitriu G', 'Nicoara S']",['rum'],['Journal Article'],Romania,Pediatria (Bucur),Pediatria,7502431,,IM,"['Humans', 'Infant, Newborn', '*Infant, Newborn, Diseases', 'Leukemia, Lymphoid/*congenital', 'Male']",1972/05/01 00:00,1972/05/01 00:01,['1972/05/01 00:00'],"['1972/05/01 00:00 [pubmed]', '1972/05/01 00:01 [medline]', '1972/05/01 00:00 [entrez]']",ppublish,Pediatria (Bucur). 1972 May-Jun;21(3):259-63.,Un caz de leucoza acuta la nou-nascut.,,,,
4506439,NLM,MEDLINE,19721019,20131121,0021-5384 (Print) 0021-5384 (Linking),61,4,1972 Apr,[Study on the specific gravities of leukemic cells: comparison between the cells in the bone marrow and the peripheral blood].,355-65,"['Yamada, S', 'Shimizu, S', 'Tsuchiya, T', 'Toma, M', 'Sawa, Y']","['Yamada S', 'Shimizu S', 'Tsuchiya T', 'Toma M', 'Sawa Y']",['jpn'],['Journal Article'],Japan,Nihon Naika Gakkai Zasshi,Nihon Naika Gakkai zasshi. The Journal of the Japanese Society of Internal Medicine,19130210R,"['10028-17-8 (Tritium)', 'VC2W18DGKR (Thymidine)']",IM,"['Adult', 'Aged', '*Blood Cells', '*Bone Marrow', '*Bone Marrow Cells', 'Female', 'Humans', 'Leukemia/*pathology', 'Leukemia, Myeloid/pathology', 'Male', 'Middle Aged', 'Specific Gravity', 'Thymidine/metabolism', 'Tritium']",1972/04/01 00:00,1972/04/01 00:01,['1972/04/01 00:00'],"['1972/04/01 00:00 [pubmed]', '1972/04/01 00:01 [medline]', '1972/04/01 00:00 [entrez]']",ppublish,Nihon Naika Gakkai Zasshi. 1972 Apr;61(4):355-65.,,,,,
4506411,NLM,MEDLINE,19721019,20091111,0021-7867 (Print) 0021-7867 (Linking),5,7,1972 Apr,[Lymphoid leukosis in domestic mammals].,809-21,"['Parodi, A L']",['Parodi AL'],['fre'],['Journal Article'],France,Bord Med,Bordeaux medical,0134233,,IM,"['Animals', 'Animals, Domestic', 'Cats', 'Cattle', 'Dogs', 'Leukemia, Lymphoid/*veterinary', 'Lymphatic Metastasis', 'Lymphoma, Non-Hodgkin/*veterinary', 'Retroviridae']",1972/04/01 00:00,1972/04/01 00:01,['1972/04/01 00:00'],"['1972/04/01 00:00 [pubmed]', '1972/04/01 00:01 [medline]', '1972/04/01 00:00 [entrez]']",ppublish,Bord Med. 1972 Apr;5(7):809-21.,Les leucoses lymphoides des mammiferes domestiques.,,,,
4506296,NLM,MEDLINE,19721018,20190618,0036-8075 (Print) 0036-8075 (Linking),177,4054,1972 Sep 22,Antigen solubilized from human leukemia: lymphocyte stimulation.,1114-5,"['Gutterman, J U', 'Mavligit, G', 'McCredie, K B', 'Bodey, G P Sr', 'Freireich, E J', 'Hersh, E M']","['Gutterman JU', 'Mavligit G', 'McCredie KB', 'Bodey GP Sr', 'Freireich EJ', 'Hersh EM']",['eng'],['Journal Article'],United States,Science,"Science (New York, N.Y.)",0404511,"['0 (Antigens)', '0 (Antigens, Neoplasm)', '10028-17-8 (Tritium)']",IM,"['Antigens/*analysis', 'Antigens, Neoplasm/analysis', 'Cells, Cultured', 'Histocompatibility Testing', 'Humans', 'Leukemia/*immunology', 'Leukemia, Lymphoid/immunology', 'Leukemia, Myeloid/immunology', 'Leukemia, Myeloid, Acute/immunology', '*Lymphocyte Activation', 'Lymphocytes/immunology', 'Solubility', 'Tritium']",1972/09/22 00:00,2001/03/28 10:01,['1972/09/22 00:00'],"['1972/09/22 00:00 [pubmed]', '2001/03/28 10:01 [medline]', '1972/09/22 00:00 [entrez]']",ppublish,Science. 1972 Sep 22;177(4054):1114-5. doi: 10.1126/science.177.4054.1114.,,['10.1126/science.177.4054.1114 [doi]'],"Soluble antigen was extracted with hypertonic (3 molar) potassium chloride from the malignant cells of seven patients with acute leukemia. The antigen and leukemia cells were used to stimulate autologous patients' and allogeneic normal donors' lymphocytes in mixed lymphocyte cultures. The lymphocytes of six patients showed significant blastogenic responses to autologous antigen. In contrast, the lymphocytes of only one of seven normal donors responded to the soluble antigens. Both patients' and normal subjects' lymphocytes responded to the intact leukemia cells. The use of these antigens should facilitate the study of specific tumor immunity in human leukemia.",,
4506295,NLM,MEDLINE,19721018,20161122,0036-7672 (Print) 0036-7672 (Linking),102,34,1972 Aug 26,"[1st experiences with Adriamycin, a new cytotoxic antibiotic, in combination chemotherapy of malignant tumors].",1213-21,"['Jungi, W F', 'Mayr, A C', 'Smith, P', 'Nagel, G A', 'Senn, H J']","['Jungi WF', 'Mayr AC', 'Smith P', 'Nagel GA', 'Senn HJ']",['ger'],['Journal Article'],Switzerland,Schweiz Med Wochenschr,Schweizerische medizinische Wochenschrift,0404401,"['0 (Antibiotics, Antineoplastic)', '5J49Q6B70F (Vincristine)', 'F8VB5M810T (Tetracycline)', 'VB0R961HZT (Prednisone)']",IM,"['Adolescent', 'Adult', 'Aged', 'Antibiotics, Antineoplastic/*administration & dosage/adverse effects/therapeutic use', 'Breast Neoplasms/drug therapy', 'Carcinoma/drug therapy', 'Drug Synergism', 'Female', 'Humans', 'Leukemia, Myeloid, Acute/drug therapy', 'Lung/diagnostic imaging', 'Male', 'Middle Aged', 'Neoplasm Metastasis', 'Ovarian Neoplasms/drug therapy', 'Prednisone/administration & dosage', 'Radiography', 'Remission, Spontaneous', 'Sarcoma/drug therapy', 'Tetracycline/*administration & dosage', 'Vincristine/administration & dosage/adverse effects']",1972/08/26 00:00,1972/08/26 00:01,['1972/08/26 00:00'],"['1972/08/26 00:00 [pubmed]', '1972/08/26 00:01 [medline]', '1972/08/26 00:00 [entrez]']",ppublish,Schweiz Med Wochenschr. 1972 Aug 26;102(34):1213-21.,"Erste ERfahrungen mit Adriamycin, einem neuen zytotoxischen Antibiotikum, in der Kombinationschemotherapie maligner Tumoren.",,,,
4506294,NLM,MEDLINE,19721018,20071115,0036-7672 (Print) 0036-7672 (Linking),102,33,1972 Aug 19,[Residual organ infiltration in treated leukemia in childhood].,1200-3,"['Pluss, H J', 'Johnson, W W']","['Pluss HJ', 'Johnson WW']",['ger'],['Journal Article'],Switzerland,Schweiz Med Wochenschr,Schweizerische medizinische Wochenschrift,0404401,,IM,"['Adolescent', 'Autopsy', 'Bone Marrow/pathology', 'Central Nervous System/pathology', 'Child', 'Child, Preschool', 'Female', 'Humans', 'Infant', 'Leukemia/*pathology/therapy', 'Leukemia, Lymphoid/pathology', 'Leukemia, Myeloid/pathology', 'Leukemia, Myeloid, Acute/pathology', 'Liver/pathology', 'Lymph Nodes/pathology', 'Lymphoma, Non-Hodgkin/pathology', 'Male', 'Spleen/pathology']",1972/08/19 00:00,1972/08/19 00:01,['1972/08/19 00:00'],"['1972/08/19 00:00 [pubmed]', '1972/08/19 00:01 [medline]', '1972/08/19 00:00 [entrez]']",ppublish,Schweiz Med Wochenschr. 1972 Aug 19;102(33):1200-3.,Residuelle Organinfiltrate bei behandelten Leukamien im Kindesalter.,,,,
4506293,NLM,MEDLINE,19721018,20190908,0036-553X (Print) 0036-553X (Linking),9,3,1972,Cytokinetic studies in chronic myeloid leukaemia: evidence for early presence of abnormal myeloblasts.,283-92,"['Baccarani, M', 'Killmann, S A']","['Baccarani M', 'Killmann SA']",['eng'],['Journal Article'],Denmark,Scand J Haematol,Scandinavian journal of haematology,0404507,"['10028-17-8 (Tritium)', '5J49Q6B70F (Vincristine)', 'VC2W18DGKR (Thymidine)']",IM,"['Adult', 'Aged', 'Female', '*Hematopoiesis', '*Hematopoietic Stem Cells', 'Humans', 'Isotope Labeling', 'Leukemia, Myeloid/*physiopathology', 'Male', 'Middle Aged', 'Mitosis', 'Thymidine', 'Time Factors', 'Tritium', 'Vincristine']",1972/01/01 00:00,1972/01/01 00:01,['1972/01/01 00:00'],"['1972/01/01 00:00 [pubmed]', '1972/01/01 00:01 [medline]', '1972/01/01 00:00 [entrez]']",ppublish,Scand J Haematol. 1972;9(3):283-92. doi: 10.1111/j.1600-0609.1972.tb00941.x.,,['10.1111/j.1600-0609.1972.tb00941.x [doi]'],,,
