PMID,OWN,STAT,DCOM,LR,IS,VI,IP,DP,TI,PG,FAU,AU,LA,PT,PL,TA,JT,JID,SB,MH,EDAT,MHDA,CRDT,PHST,AID,PST,SO,RN,AB,TT,PMC,OID,GN,GR
266953,NLM,MEDLINE,19770902,20210216,0006-4971 (Print) 0006-4971 (Linking),50,2,1977 Aug,A case of acute myeloblastic leukemia with Ph1 chromosome showing translocation 9q+;22q-.,259-62,"['Nagao, K', 'Yonemitsu, H', 'Yamaguchi, K', 'Okuda, K']","['Nagao K', 'Yonemitsu H', 'Yamaguchi K', 'Okuda K']",['eng'],"['Case Reports', 'Journal Article']",United States,Blood,Blood,7603509,IM,"['*Chromosome Aberrations', 'Chromosomes, Human, 21-22 and Y', 'Chromosomes, Human, 6-12 and X', 'Cytarabine/therapeutic use', 'Humans', 'Japan', 'Leukemia, Myeloid, Acute/drug therapy/*genetics', 'Male', 'Mercaptopurine/therapeutic use', 'Middle Aged', 'Nuclear Warfare', 'Prednisolone/therapeutic use', 'Translocation, Genetic']",1977/08/01 00:00,1977/08/01 00:01,['1977/08/01 00:00'],"['1977/08/01 00:00 [pubmed]', '1977/08/01 00:01 [medline]', '1977/08/01 00:00 [entrez]']",['S0006-4971(20)66605-8 [pii]'],ppublish,Blood. 1977 Aug;50(2):259-62.,"['04079A1RDZ (Cytarabine)', '9PHQ9Y1OLM (Prednisolone)', 'E7WED276I5 (Mercaptopurine)']","Cytogenetic studies of the bone marrow and peripheral blood with the quinacrine fluorescence banding technique in a patient with the clinical diagnosis of acute myeloblastic leukemia revealed the Philadelphia chromosome due to a translocation between chromosomes 22 and 9. He had been exposed to the atomic bomb in Hiroshima, and some hours after the exposure he wandered into the hypocenter.",,,,,
266952,NLM,MEDLINE,19770812,20210216,0006-4971 (Print) 0006-4971 (Linking),50,1,1977 Jul,Acute lymphoblastic leukemia in persons over the age of 30 yr in the middle east.,180,"['Al-Mondhiry, H']",['Al-Mondhiry H'],['eng'],['Letter'],United States,Blood,Blood,7603509,IM,"['Adult', '*Aging', 'Humans', 'Iraq', 'Leukemia, Lymphoid/*epidemiology']",1977/07/01 00:00,1977/07/01 00:01,['1977/07/01 00:00'],"['1977/07/01 00:00 [pubmed]', '1977/07/01 00:01 [medline]', '1977/07/01 00:00 [entrez]']",['S0006-4971(20)66639-3 [pii]'],ppublish,Blood. 1977 Jul;50(1):180.,,,,,,,
266951,NLM,MEDLINE,19770812,20210216,0006-4971 (Print) 0006-4971 (Linking),50,1,1977 Jul,Chronic granulocytic leukemia: cytogenetic conversion of the bone marrow with cycle-specific chemotherapy.,107-13,"['Smalley, R V', 'Vogel, J', 'Huguley, C M Jr', 'Miller, D']","['Smalley RV', 'Vogel J', 'Huguley CM Jr', 'Miller D']",['eng'],"['Journal Article', ""Research Support, U.S. Gov't, P.H.S.""]",United States,Blood,Blood,7603509,IM,"['Blood Cell Count', 'Blood Platelets', 'Bone Marrow/*drug effects', '*Bone Marrow Cells', 'Chromosomes, Human, 21-22 and Y', 'Cytarabine/*therapeutic use', 'Granulocytes', 'Humans', 'Leukemia, Myeloid/drug therapy/*genetics', 'Leukocyte Count', 'Thioguanine/*therapeutic use', 'Time Factors']",1977/07/01 00:00,2001/03/28 10:01,['1977/07/01 00:00'],"['1977/07/01 00:00 [pubmed]', '2001/03/28 10:01 [medline]', '1977/07/01 00:00 [entrez]']",['S0006-4971(20)66630-7 [pii]'],ppublish,Blood. 1977 Jul;50(1):107-13.,"['04079A1RDZ (Cytarabine)', 'FTK8U1GZNX (Thioguanine)']","Sixteen patients with Ph1-positive chronic granulocytic leukemic (CGL) were entered on a pulsing chemotherapy program consisting of cytosine arabinoside 100 mg/sq m/day X 5 and thioguanine 100 mq/sq m/day X 5 every 21 days in an attempt to convert the Ph1-positive marrow to a Ph1-negative state and thereby achieve a complete remission. Twelve patients had an adequate trail of drug treatment, and ten of these had adequate chromosome examinations. There were two ""conversions,"" one of which was maintained for 5+ mo, while the other was transient. The program was unacceptable, however, to most patients due to intolerable nausea and vomiting. Thus a prospective chemotherapeutic attempt to convert a Ph1-positive marrow without splenectomy has induced a conversion in two of ten patients. Other regimens which might induce less nausea and vomiting and a higher rate of conversions should be sought in future attempts to alter the invariably fatal outcome of CGL.",,,,,
266949,NLM,MEDLINE,19770812,20211203,0007-1048 (Print) 0007-1048 (Linking),35,4,1977 Apr,Analysis of treatment in childhood leukaemia. III. Independence of lymphopenia induced by irradiation and by chemotherapy.,597-612,"['Waller, C A', 'MacLennan, I C', 'Campbell, A C', 'Festenstein, M', 'Kay, H E']","['Waller CA', 'MacLennan IC', 'Campbell AC', 'Festenstein M', 'Kay HE']",['eng'],"['Comparative Study', 'Journal Article']",England,Br J Haematol,British journal of haematology,0372544,IM,"['Antimetabolites, Antineoplastic/*adverse effects', 'Humans', 'Immunosuppression Therapy', 'Leukemia, Lymphoid/*therapy', 'Lymphocytes/drug effects/immunology/radiation effects', 'Lymphopenia/*etiology/immunology', 'Mercaptopurine/adverse effects', 'Methotrexate/adverse effects', 'Radiation Injuries/pathology', 'Radiotherapy/*adverse effects']",1977/04/01 00:00,1977/04/01 00:01,['1977/04/01 00:00'],"['1977/04/01 00:00 [pubmed]', '1977/04/01 00:01 [medline]', '1977/04/01 00:00 [entrez]']",['10.1111/j.1365-2141.1977.tb00624.x [doi]'],ppublish,Br J Haematol. 1977 Apr;35(4):597-612. doi: 10.1111/j.1365-2141.1977.tb00624.x.,"['0 (Antimetabolites, Antineoplastic)', 'E7WED276I5 (Mercaptopurine)', 'YL5FZ2Y5U1 (Methotrexate)']","Lymphopenia induced by treatment for acute lymphoblastic leukaemia is analysed and discussed in relation to the type and incidence of infection occurring in those patients during complete remission. Blood lymphocytes can be placed into three largely independent groups: (1) those lymphocytes susceptible to long-term depletion following irradiation; (2) those lost from the blood during and for a short period after maintenance chemotherapy with methotrexate and 6-mercaptopurine; and (3) the remainder which are not depleted by irradiation or maintenance chemotherapy. The number of cells in each compartment varies from child to child and probably with age but on average is about 1.2 x 10(9)/1. for group 1, 0.7 x 10(9)/1. for group 2 and 0.4 x 10(9)/1. for group 3. Conventional lymphocyte typing crosses these barriers in that: Group 1 consists mainly of E-rosetting cells and cells which show a mitotic response to phytohaemagglutinin; Group 2 also contains E-rosetting cells but contains a major proportion of blood lymphocytes with surface immunoglobulin and essentially all antibody dependent cytotoxic lymphocyte (K-cell) activity; Group 3 comprises E-rosetting cells and a few immunoglobulin-staining cells.",,,,,
266948,NLM,MEDLINE,19770902,20190515,0007-0920 (Print) 0007-0920 (Linking),35,6,1977 Jun,Changes in granulopoiesis detected by in vitro colony formation in acute lymphatic leukaemia.,868-74,"['Morris, T C', 'Butler, M', 'Muldrew, J G', 'McNeill, T A', 'Bridges, J M']","['Morris TC', 'Butler M', 'Muldrew JG', 'McNeill TA', 'Bridges JM']",['eng'],['Journal Article'],England,Br J Cancer,British journal of cancer,0370635,IM,"['Adolescent', 'Adult', 'Bone Marrow/physiology', 'Bone Marrow Cells', 'Child', 'Child, Preschool', 'Clone Cells', 'Female', 'Granulocytes/*physiology', '*Hematopoiesis', 'Humans', 'Leukemia, Lymphoid/*physiopathology', 'Leukocytes/*physiology', 'Male', 'Middle Aged', 'Prognosis', 'Remission, Spontaneous']",1977/06/01 00:00,1977/06/01 00:01,['1977/06/01 00:00'],"['1977/06/01 00:00 [pubmed]', '1977/06/01 00:01 [medline]', '1977/06/01 00:00 [entrez]']",['10.1038/bjc.1977.130 [doi]'],ppublish,Br J Cancer. 1977 Jun;35(6):868-74. doi: 10.1038/bjc.1977.130.,,"Patients with acute lymphatic leukaemia (ALL) could be divided into two groups at diagnosis--those whose peripheral blood and/or bone marrow exhibited in vitro colony formation and those in whom it did not, but this finding did not appear to correlate with any clinical or haematological parameter, or with prognosis. The colonly-forming potential of patients with ALL in their first full remission, early relapse or second remission did not deviate significantly from previously established normal values, but the colony-forming potential of patients in early remission was very significantly reduced. No loss of colony-forming potential of normal marrow cells was noted when they were cultured with cells from patients with ALL.",,PMC2025522,,,
266851,NLM,MEDLINE,19770718,20071115,0151-9638 (Print) 0151-9638 (Linking),104,2,1977 Feb,[Sweet syndrome and acute myeloid leukemia].,160-1,"['Pirard, C', 'Delannoy, A']","['Pirard C', 'Delannoy A']",['fre'],"['Case Reports', 'Journal Article']",France,Ann Dermatol Venereol,Annales de dermatologie et de venereologie,7702013,IM,"['Female', 'Humans', 'Leukemia, Myeloid, Acute/*complications', 'Leukocytosis/complications', 'Middle Aged', 'Neutrophils', 'Skin/pathology', 'Skin Diseases/*complications/pathology']",1977/02/01 00:00,1977/02/01 00:01,['1977/02/01 00:00'],"['1977/02/01 00:00 [pubmed]', '1977/02/01 00:01 [medline]', '1977/02/01 00:00 [entrez]']",,ppublish,Ann Dermatol Venereol. 1977 Feb;104(2):160-1.,,,Syndrome de Sweet et leucemie myeloide aigue,,,,
266850,NLM,MEDLINE,19770718,20071115,0003-410X (Print) 0003-410X (Linking),128,2,1977 Feb,[Peripheral neuropathy with leukoblastic infiltration in nerve and muscle biopsies].,137-41,"['Buge, A', 'Escourolle, R', 'Poisson, M', 'Rancurel, G', 'Hauw, J J', 'Denvil, D']","['Buge A', 'Escourolle R', 'Poisson M', 'Rancurel G', 'Hauw JJ', 'Denvil D']",['fre'],"['Case Reports', 'Journal Article']",France,Ann Med Interne (Paris),Annales de medecine interne,0171744,IM,"['Female', 'Humans', '*Leukemia, Myeloid, Acute/pathology', 'Male', 'Middle Aged', 'Muscles/pathology', 'Neoplasm Metastasis', 'Peripheral Nerves/pathology', '*Peripheral Nervous System Neoplasms/pathology']",1977/02/01 00:00,1977/02/01 00:01,['1977/02/01 00:00'],"['1977/02/01 00:00 [pubmed]', '1977/02/01 00:01 [medline]', '1977/02/01 00:00 [entrez]']",,ppublish,Ann Med Interne (Paris). 1977 Feb;128(2):137-41.,,,Neuropathie peripherique avec infiltration leucoblastique sur les biopsies nerveuse et musculaire,,,,
266846,NLM,MEDLINE,19770718,20181113,0002-9440 (Print) 0002-9440 (Linking),87,3,1977 Jun,Radiation-induced erythroleukemia in the beagle dog. A hematologic summary of five cases.,499-510,"['Tolle, D V', 'Fritz, T E', 'Norris, W P']","['Tolle DV', 'Fritz TE', 'Norris WP']",['eng'],"['Journal Article', ""Research Support, U.S. Gov't, Non-P.H.S.""]",United States,Am J Pathol,The American journal of pathology,0370502,IM,"['Animals', 'Bone Marrow/pathology/radiation effects', 'Cobalt Radioisotopes/*adverse effects', 'Disease Models, Animal', 'Dog Diseases/etiology', 'Dogs', 'Erythrocytes/pathology', 'Erythrocytes, Abnormal/radiation effects', 'Female', 'Leukemia, Erythroblastic, Acute/*blood/etiology', 'Liver/pathology/radiation effects', 'Male', 'Radiation Effects', 'Spleen/pathology/radiation effects']",1977/06/01 00:00,1977/06/01 00:01,['1977/06/01 00:00'],"['1977/06/01 00:00 [pubmed]', '1977/06/01 00:01 [medline]', '1977/06/01 00:00 [entrez]']",,ppublish,Am J Pathol. 1977 Jun;87(3):499-510.,['0 (Cobalt Radioisotopes)'],"Eleven cases of myeloproliferative disease occurred in a group of 24 beagle dogs placed in a 60Co gamma-ray field at about 13 months of age and irradiated at an exposure rate of 5 R/22-hour day for duratior of life. Of these 11 dogs, 5 (described in this paper) were diagnosed as having erythroleukemia. The bone marrow showed marked erythroblastic hyperplasia, with maturation arrest of the erythroid elements, and increased numbers of myeloblasts and promyelocytes. The terminal peripheral blood was characterized by marked anemia and thrombocytopenia, with circulating erythrocytic precursors and abnormal erythrocyte morphology. Splenomegaly and hepatomegaly occurred in 4 of the 5 animals. In the spleens and livers of all 5, there was extensive leukemic infiltration and proliferation. The extent of leukemic involvement in other tissues and organs varied in individual dogs.",,PMC2032130,,,
266841,NLM,MEDLINE,19770729,20131121,0002-9629 (Print) 0002-9629 (Linking),273,3,1977 May-Jun,Acute leukemia after azathioprine treatment of connective tissue disease.,335-40,"['Alexson, E', 'Brandt, K D']","['Alexson E', 'Brandt KD']",['eng'],"['Case Reports', 'Journal Article', ""Research Support, U.S. Gov't, P.H.S.""]",United States,Am J Med Sci,The American journal of the medical sciences,0370506,IM,"['Adult', 'Arthritis, Rheumatoid/drug therapy', 'Aspirin/therapeutic use', 'Azathioprine/*adverse effects/therapeutic use', 'Collagen Diseases/*drug therapy', 'Humans', 'Leukemia, Monocytic, Acute/*chemically induced', 'Lupus Erythematosus, Systemic/drug therapy', 'Male', 'Prednisone/therapeutic use', 'Salicylates/therapeutic use']",1977/05/01 00:00,1977/05/01 00:01,['1977/05/01 00:00'],"['1977/05/01 00:00 [pubmed]', '1977/05/01 00:01 [medline]', '1977/05/01 00:00 [entrez]']",,ppublish,Am J Med Sci. 1977 May-Jun;273(3):335-40.,"['0 (Salicylates)', 'MRK240IY2L (Azathioprine)', 'R16CO5Y76E (Aspirin)', 'VB0R961HZT (Prednisone)']","A 23-year-old man is reported who had a connective tissue disorder with features of rheumatoid arthritis and systemic lupus erythematosus. Because of the development of severe myocarditis and acute cerebral dysfunction treatment with azathioprine and prednisone was instituted, with dramatic clinical improvement. Ten months later, when a total of some 52 g of azathioprine had been administered, acute myelomonocytic leukemia developed. Although acute myelogenous leukemia has been noted in several individuals receiving immunosuppressive drugs for treatment of lymphoreticular neoplasms, this complication has heretofore been rare in patients given azathioprine for non-neoplastic disease. The present case is documented because of the increasing use of immunosuppressive drugs in treatment of various rheumatic disorders and the need to establish the relationship, if any, between the use of such agents and malignancy.",,,,,
266840,NLM,MEDLINE,19770729,20071115,0002-9629 (Print) 0002-9629 (Linking),273,3,1977 May-Jun,Acute myeloblastic leukemia presenting with diabetes insipidus.,325-7,"['Betkerur, U', 'Shende, A', 'Lanzkowsky, P']","['Betkerur U', 'Shende A', 'Lanzkowsky P']",['eng'],"['Case Reports', 'Journal Article']",United States,Am J Med Sci,The American journal of the medical sciences,0370506,IM,"['Child', 'Diabetes Insipidus/*etiology', 'Female', 'Humans', 'Leukemia, Myeloid, Acute/*complications/urine', 'Osmolar Concentration']",1977/05/01 00:00,1977/05/01 00:01,['1977/05/01 00:00'],"['1977/05/01 00:00 [pubmed]', '1977/05/01 00:01 [medline]', '1977/05/01 00:00 [entrez]']",,ppublish,Am J Med Sci. 1977 May-Jun;273(3):325-7.,,Diabetes insipidus as the presenting manifestation of acute myeloblastic leukemia in a nine-year-old female is reported. In patients with recent onset of diabetes insipidus an underlying leukemic process should be excluded as an etiologic factor.,,,,,
266839,NLM,MEDLINE,19770729,20131121,0002-922X (Print) 0002-922X (Linking),131,6,1977 Jun,Busulfan lung.,650-2,"['Pearl, M']",['Pearl M'],['eng'],"['Case Reports', 'Journal Article']",United States,Am J Dis Child,American journal of diseases of children (1960),0370471,IM,"['Busulfan/*adverse effects/therapeutic use', 'Humans', 'Infant', 'Leukemia, Myeloid/drug therapy', 'Male', 'Pulmonary Fibrosis/*chemically induced/pathology']",1977/06/01 00:00,1977/06/01 00:01,['1977/06/01 00:00'],"['1977/06/01 00:00 [pubmed]', '1977/06/01 00:01 [medline]', '1977/06/01 00:00 [entrez]']",,ppublish,Am J Dis Child. 1977 Jun;131(6):650-2.,['G1LN9045DK (Busulfan)'],"An uncommon, but lethal, toxic side effect of busulfan (Myleran) therapy for chronic myelogenous leukemia is pulmonary fibrosis. A 16-month-old male infant treated for 11 months with busulfan for chronic myelogenous leukemia is, we believe, the first case of ""busulfan lung"" in the pediatric age group to be reported. Progressive roentgenographic changes in the lung of a diffuse intra-alveolar and interstitial pattern were noted. The patient died after a four-day episode of cough, fever, and progressive dyspnea. At autopsy, no evidence of infection or leukemic infiltrates were seen in the lungs. Characteristic histologic findings as a result of busulfan therapy were observed in the lung and pancreas.",,,,,
266838,NLM,MEDLINE,19770718,20190509,0002-9173 (Print) 0002-9173 (Linking),67,6,1977 Jun,Malignant myelosclerosis. Myeloproliferative disorder or leukemia?,512-20,"['Bird, T', 'Proctor, S J']","['Bird T', 'Proctor SJ']",['eng'],"['Case Reports', 'Journal Article']",England,Am J Clin Pathol,American journal of clinical pathology,0370470,IM,"['Adult', 'Aged', 'Bone Marrow/pathology', 'Bone Marrow Cells', 'Diagnosis, Differential', 'Female', 'Humans', 'Leukemia, Myeloid/*classification/diagnosis/pathology', 'Liver/pathology', 'Liver Diseases/etiology', 'Male', 'Mycoses/etiology', 'Myeloproliferative Disorders/*classification/diagnosis/pathology', 'Primary Myelofibrosis/*classification/diagnosis', 'Prognosis', 'Spleen/pathology']",1977/06/01 00:00,1977/06/01 00:01,['1977/06/01 00:00'],"['1977/06/01 00:00 [pubmed]', '1977/06/01 00:01 [medline]', '1977/06/01 00:00 [entrez]']",['10.1093/ajcp/67.6.512 [doi]'],ppublish,Am J Clin Pathol. 1977 Jun;67(6):512-20. doi: 10.1093/ajcp/67.6.512.,,"Four patients with the picture of ""malignant myelosclerosis"" are described and the relationship of this condition to acute granulocytic leukemia is discussed. It is suggested that there is a leukemic process from the beginning, that the fibrosis of the marrow is reactive rather than neoplastic, and that the disease should not be regarded as an accelerated form of chronic (primary) myelosclerosis. The presence of excessive reticulin in the marrow in acute leukemia, especially when the patient is first seen, indicates a bad prognosis and poor response to chemotherapy. A systemic fungal infection in one patient is described.",,,,,
266807,NLM,MEDLINE,19770723,20131121,0043-5341 (Print) 0043-5341 (Linking),127,9,1977 May 15,[Terminal acute leukemia with pseudo-Pelger phenocopy in IgG plasmacytoma].,283-4,"['Seewann, H L']",['Seewann HL'],['ger'],"['Case Reports', 'Journal Article']",Austria,Wien Med Wochenschr,Wiener medizinische Wochenschrift (1946),8708475,IM,"['Aged', 'Cyclophosphamide/therapeutic use', 'Female', 'Femoral Fractures/etiology', 'Fractures, Spontaneous', 'Humans', 'Immunoglobulin G', 'Leukemia, Myeloid, Acute/*complications', 'Pelger-Huet Anomaly/*complications', 'Plasmacytoma/*complications/radiotherapy', 'Spinal Neoplasms/drug therapy']",1977/05/15 00:00,1977/05/15 00:01,['1977/05/15 00:00'],"['1977/05/15 00:00 [pubmed]', '1977/05/15 00:01 [medline]', '1977/05/15 00:00 [entrez]']",,ppublish,Wien Med Wochenschr. 1977 May 15;127(9):283-4.,"['0 (Immunoglobulin G)', '8N3DW7272P (Cyclophosphamide)']",,Terminale akute Myelose mit Pseudo-Pelger-Phanokopie bei IgG-Plasmozytom,,,,
