PMID,OWN,STAT,DCOM,LR,IS,VI,IP,DP,TI,PG,FAU,AU,LA,PT,PL,TA,JT,JID,RN,SB,MH,EDAT,MHDA,CRDT,PHST,PST,SO,AID,TT,PMC,AB,LID,OID
5216192,NLM,MEDLINE,19660324,20131121,0033-2240 (Print) 0033-2240 (Linking),21,9,1965,[Investigations on the solubility in urea of blood clots from patients with chronic myeloid leukemia].,533-7,"['Kirchmayer, S', 'Koj, A', 'Biernacka, B']","['Kirchmayer S', 'Koj A', 'Biernacka B']",['pol'],['Journal Article'],Poland,Przegl Lek,Przeglad lekarski,19840720R,['8W8T17847W (Urea)'],IM,"['*Fibrinolysis', 'Humans', '*Leukemia, Myeloid', '*Urea']",1965/01/01 00:00,1965/01/01 00:01,['1965/01/01 00:00'],"['1965/01/01 00:00 [pubmed]', '1965/01/01 00:01 [medline]', '1965/01/01 00:00 [entrez]']",ppublish,Przegl Lek. 1965;21(9):533-7.,,Badania nad zjawiskiem rozpuszczalnosci w moczniku skrzepu krwl chorych z przewlekla blalaczka szpikowa.,,,,
5216167,NLM,MEDLINE,19660323,20071115,0021-7883 (Print) 0021-7883 (Linking),46,85,1965 Oct 20,[Malignant erythroleukomyelosis (apropos of 2 cases)].,1671-80,"['Portier, A', 'Duzer, A', 'Chatelain, P', 'Garcher, C', 'Binnert, D']","['Portier A', 'Duzer A', 'Chatelain P', 'Garcher C', 'Binnert D']",['fre'],"['Case Reports', 'Journal Article']",France,J Med Lyon,Journal de medecine de Lyon,2985084R,,IM,"['Adult', 'Aged', 'Female', 'Humans', '*Leukemia, Erythroblastic, Acute', '*Leukemia, Myeloid', 'Male']",1965/10/20 00:00,1965/10/20 00:01,['1965/10/20 00:00'],"['1965/10/20 00:00 [pubmed]', '1965/10/20 00:01 [medline]', '1965/10/20 00:00 [entrez]']",ppublish,J Med Lyon. 1965 Oct 20;46(85):1671-80.,,Les erythroleucomyeloses malignes (a propos de deux observations),,,,
5216147,NLM,MEDLINE,19660322,20171116,0035-9157 (Print) 0035-9157 (Linking),58,11 Part 2,1965 Nov,Combinations of drugs in the treatment of acute leukemias.,988-90,"['Zubrod, C G']",['Zubrod CG'],['eng'],['Journal Article'],England,Proc R Soc Med,Proceedings of the Royal Society of Medicine,7505890,"['0 (Antineoplastic Agents)', '5J49Q6B70F (Vincristine)', '8N3DW7272P (Cyclophosphamide)', 'E7WED276I5 (Mercaptopurine)', 'YL5FZ2Y5U1 (Methotrexate)']",IM,"['Animals', 'Antineoplastic Agents/*therapeutic use', 'Child', 'Child, Preschool', 'Cyclophosphamide/therapeutic use', '*Drug Synergism', 'Humans', 'Leukemia, Lymphoid/*drug therapy', 'Leukemia, Myeloid/*drug therapy', 'Mercaptopurine/therapeutic use', 'Methotrexate/therapeutic use', 'Mice', 'Vincristine/therapeutic use']",1965/11/01 00:00,1965/11/01 00:01,['1965/11/01 00:00'],"['1965/11/01 00:00 [pubmed]', '1965/11/01 00:01 [medline]', '1965/11/01 00:00 [entrez]']",ppublish,Proc R Soc Med. 1965 Nov;58(11 Part 2):988-90.,,,PMC1898656,"In the United States, the Acute Leukemia Task Force has been studying ways to achieve chemical control over the acute leukemias. It was found that L1210 mouse leukemia is an excellent predictive model for childhood acute leukemia. Examination of the kinetics of cell generation led to the conclusions that a single cell could multiply to a lethal number of cells in a relatively short time, and that therapy must destroy every cell. Extension of these hypotheses to childhood leukemia has permitted estimates of generation time of human leukemic cells; the size of the leukemic cell population at clinical relapse and the fractional destruction of cells by individual drugs. By the use of combinations of antileukemic drugs complete cell destruction has been approached in a few patients with early leukemia.",,
5215982,NLM,MEDLINE,19660312,20190712,0030-4220 (Print) 0030-4220 (Linking),21,2,1966 Feb,Monocytic leukemic glossitis. Report of a case.,205-9,"['Zussman, W V']",['Zussman WV'],['eng'],"['Case Reports', 'Journal Article']",United States,Oral Surg Oral Med Oral Pathol,"Oral surgery, oral medicine, and oral pathology",0376406,,IM,"['Carcinoma, Squamous Cell/radiotherapy', 'Glossitis/*pathology', 'Humans', 'Laryngectomy', 'Leukemia, Myeloid/*complications', 'Male', 'Middle Aged', '*Oral Manifestations', 'Radiation Injuries']",1966/02/01 00:00,1966/02/01 00:01,['1966/02/01 00:00'],"['1966/02/01 00:00 [pubmed]', '1966/02/01 00:01 [medline]', '1966/02/01 00:00 [entrez]']",ppublish,Oral Surg Oral Med Oral Pathol. 1966 Feb;21(2):205-9. doi: 10.1016/0030-4220(66)90244-1.,['10.1016/0030-4220(66)90244-1 [doi]'],,,,,
5215887,NLM,MEDLINE,19660311,20041117,0043-5147 (Print) 0043-5147 (Linking),18,17,1965 Sep 1,[Anuria as a complication of chronic granulocytic leukemia].,1423-4,"['Czarnecki, J', 'Weselucha, P']","['Czarnecki J', 'Weselucha P']",['pol'],"['Case Reports', 'Journal Article']",Poland,Wiad Lek,"Wiadomosci lekarskie (Warsaw, Poland : 1960)",9705467,,IM,"['Anuria/*etiology', 'Female', 'Humans', 'Leukemia, Myeloid/*complications', 'Middle Aged']",1965/09/01 00:00,1965/09/01 00:01,['1965/09/01 00:00'],"['1965/09/01 00:00 [pubmed]', '1965/09/01 00:01 [medline]', '1965/09/01 00:00 [entrez]']",ppublish,Wiad Lek. 1965 Sep 1;18(17):1423-4.,,Bezmocz jako powiklanie bialaczki granulocytowej przewleklej.,,,,
5215830,NLM,MEDLINE,19660311,20081121,0003-4460 (Print) 0003-4460 (Linking),4,,1965 Nov,[Terminal acute blastic transformation of a case of myeloid splenomegaly].,1008-12,"['Louyot, P', 'Gaucher, A', 'Benoit, P']","['Louyot P', 'Gaucher A', 'Benoit P']",['fre'],"['Case Reports', 'Journal Article']",France,Ann Med Nancy,Annales medicales de Nancy,0372333,,IM,"['Adult', 'Humans', 'Leukemia, Myeloid/*etiology', 'Male', 'Middle Aged', 'Primary Myelofibrosis/*complications', 'Splenomegaly/*complications']",1965/11/01 00:00,1965/11/01 00:01,['1965/11/01 00:00'],"['1965/11/01 00:00 [pubmed]', '1965/11/01 00:01 [medline]', '1965/11/01 00:00 [entrez]']",ppublish,Ann Med Nancy. 1965 Nov;4:1008-12.,,Transformation blastique aigue terminale d'un cas de splenomegalie myeloide.,,,,
5215820,NLM,MEDLINE,19660309,20041117,0024-7790 (Print) 0024-7790 (Linking),214,43,1965 Oct 24,[The sedimentation of leukocytes in myeloid leukosis].,718-27,"['Rougier, J', 'Loire, R']","['Rougier J', 'Loire R']",['fre'],"['Case Reports', 'Journal Article']",France,Lyon Med,Lyon medical,0335015,,IM,"['Adult', 'Aged', '*Blood Sedimentation', 'Humans', '*Leukemia, Myeloid', '*Leukocytes', 'Male', 'Middle Aged']",1965/10/24 00:00,1965/10/24 00:01,['1965/10/24 00:00'],"['1965/10/24 00:00 [pubmed]', '1965/10/24 00:01 [medline]', '1965/10/24 00:00 [entrez]']",ppublish,Lyon Med. 1965 Oct 24;214(43):718-27.,,La sedimentation des leucocytes dans les leucoses myeloides.,,,,
5215643,NLM,MEDLINE,19660305,20001218,0022-8362 (Print) 0022-8362 (Linking),17,12,1965 Dec,[Nursing care in acute myelogenous leukemia].,147-50,['Kato'],['Kato'],['jpn'],['Journal Article'],Japan,Kango,[Kango] Japanese journal of nursing,18110540R,,,"['Leukemia, Myeloid/nursing', 'Nursing']",1965/12/01 00:00,1965/12/01 00:01,['1965/12/01 00:00'],"['1965/12/01 00:00 [pubmed]', '1965/12/01 00:01 [medline]', '1965/12/01 00:00 [entrez]']",ppublish,Kango. 1965 Dec;17(12):147-50.,,,,,,
5215641,NLM,MEDLINE,19660305,20041117,0019-5847 (Print) 0019-5847 (Linking),45,10,1965 Nov 16,Observations on blast crisis in chronic myeloid leukaemia.,525-32,"['Ghose, S', 'Ray, R N', 'Chatterjea, J B']","['Ghose S', 'Ray RN', 'Chatterjea JB']",['eng'],['Journal Article'],India,J Indian Med Assoc,Journal of the Indian Medical Association,7505608,['0 (Antineoplastic Agents)'],IM,"['Adolescent', 'Adult', 'Aged', 'Antineoplastic Agents/*therapeutic use', 'Child', 'Child, Preschool', 'Female', 'Humans', 'Leukemia, Myeloid/*complications/*drug therapy', 'Male', 'Middle Aged']",1965/11/16 00:00,1965/11/16 00:01,['1965/11/16 00:00'],"['1965/11/16 00:00 [pubmed]', '1965/11/16 00:01 [medline]', '1965/11/16 00:00 [entrez]']",ppublish,J Indian Med Assoc. 1965 Nov 16;45(10):525-32.,,,,,,
5215558,NLM,MEDLINE,19660305,20071115,0019-5847 (Print) 0019-5847 (Linking),45,12,1965 Dec 16,Leukaemia. A review of fifty cases.,650-3,"['Pandya, M K']",['Pandya MK'],['eng'],['Journal Article'],India,J Indian Med Assoc,Journal of the Indian Medical Association,7505608,,IM,"['Adolescent', 'Adult', 'Child', 'Child, Preschool', 'Humans', 'Infant', 'Leukemia/*pathology', 'Leukemia, Lymphoid/*epidemiology', 'Leukemia, Myeloid/*epidemiology', 'Middle Aged']",1965/12/16 00:00,1965/12/16 00:01,['1965/12/16 00:00'],"['1965/12/16 00:00 [pubmed]', '1965/12/16 00:01 [medline]', '1965/12/16 00:00 [entrez]']",ppublish,J Indian Med Assoc. 1965 Dec 16;45(12):650-3.,,,,,,
5215519,NLM,MEDLINE,19660305,20190619,0003-4819 (Print) 0003-4819 (Linking),64,1,1966 Jan,Two cases of busulfan toxicity.,154-64,"['Smalley, R V', 'Wall, R L']","['Smalley RV', 'Wall RL']",['eng'],"['Case Reports', 'Journal Article']",United States,Ann Intern Med,Annals of internal medicine,0372351,['G1LN9045DK (Busulfan)'],IM,"['Adrenal Insufficiency/etiology', 'Adult', 'Busulfan/*adverse effects', 'Female', 'Humans', 'Leukemia, Myeloid/*drug therapy', 'Middle Aged', 'Pigmentation Disorders/etiology', 'Pneumonia/etiology', 'Pregnancy', 'Pregnancy Complications', 'Pulmonary Fibrosis/*etiology']",1966/01/01 00:00,1966/01/01 00:01,['1966/01/01 00:00'],"['1966/01/01 00:00 [pubmed]', '1966/01/01 00:01 [medline]', '1966/01/01 00:00 [entrez]']",ppublish,Ann Intern Med. 1966 Jan;64(1):154-64. doi: 10.7326/0003-4819-64-1-154.,['10.7326/0003-4819-64-1-154 [doi]'],,,,,
5215384,NLM,MEDLINE,19660224,20091027,0027-8874 (Print) 0027-8874 (Linking),35,5,1965 Nov,Pathogenesis of Rauscher leukemia.,865-84,"['Boiron, M', 'Levy, J P', 'Lasneret, J', 'Oppenheim, S', 'Bernard, J']","['Boiron M', 'Levy JP', 'Lasneret J', 'Oppenheim S', 'Bernard J']",['eng'],['Journal Article'],United States,J Natl Cancer Inst,Journal of the National Cancer Institute,7503089,,IM,"['Animals', 'Erythrocytes', 'Leukemia, Experimental/*etiology/*pathology', 'Leukemia, Myeloid/etiology', 'Liver/cytology', 'Lymph Nodes/pathology', 'Mice', 'Rats', '*Rauscher Virus', 'Spleen/cytology', 'Thymus Gland']",1965/11/01 00:00,1965/11/01 00:01,['1965/11/01 00:00'],"['1965/11/01 00:00 [pubmed]', '1965/11/01 00:01 [medline]', '1965/11/01 00:00 [entrez]']",ppublish,J Natl Cancer Inst. 1965 Nov;35(5):865-84.,,,,,,
5215363,NLM,MEDLINE,19660220,20131121,0003-9926 (Print) 0003-9926 (Linking),117,1,1966 Jan,Pernicious anemia with a normal serum vitamin B-12 level in a case of chronic granulocytic leukemia.,32-3,"['Britt, R P', 'Rose, D P']","['Britt RP', 'Rose DP']",['eng'],"['Case Reports', 'Journal Article']",United States,Arch Intern Med,Archives of internal medicine,0372440,"['935E97BOY8 (Folic Acid)', 'P6YC3EG204 (Vitamin B 12)']",IM,"['*Anemia, Pernicious', 'Blood Chemical Analysis', 'Female', '*Folic Acid', 'Humans', '*Leukemia, Myeloid', 'Middle Aged', 'Vitamin B 12/*metabolism']",1966/01/01 00:00,1966/01/01 00:01,['1966/01/01 00:00'],"['1966/01/01 00:00 [pubmed]', '1966/01/01 00:01 [medline]', '1966/01/01 00:00 [entrez]']",ppublish,Arch Intern Med. 1966 Jan;117(1):32-3.,,,,,,
5215316,NLM,MEDLINE,19660217,20131121,0042-773X (Print) 0042-773X (Linking),11,10,1965 Oct,[Fatal panmyelophthisis degenerated to subacute myeloid leukemia caused by benzene].,995-9,"['Jindrichova, J', 'Vortel, V', 'Fingerland, A', 'Jindrak, K', 'Chrobak, L']","['Jindrichova J', 'Vortel V', 'Fingerland A', 'Jindrak K', 'Chrobak L']",['cze'],"['Case Reports', 'Journal Article']",Czech Republic,Vnitr Lek,Vnitrni lekarstvi,0413602,['J64922108F (Benzene)'],IM,"['Anemia, Aplastic/*etiology', 'Benzene/*poisoning', 'Humans', 'Leukemia, Myeloid/*etiology', 'Male', 'Middle Aged']",1965/10/01 00:00,1965/10/01 00:01,['1965/10/01 00:00'],"['1965/10/01 00:00 [pubmed]', '1965/10/01 00:01 [medline]', '1965/10/01 00:00 [entrez]']",ppublish,Vnitr Lek. 1965 Oct;11(10):995-9.,,"Smrtelna panmyeloftiza s prechodem v subakutni myeloidni leukemii, zpusobena benzenem.",,,,
5215211,NLM,MEDLINE,19660212,20190716,0002-922X (Print) 0002-922X (Linking),110,5,1965 Nov,Familial myeloproliferative disease. A new syndrome closely simulating myelogenous leukemia in childhood.,479-500,"['Randall, D L', 'Reiquam, C W', 'Githens, J H', 'Robinson, A']","['Randall DL', 'Reiquam CW', 'Githens JH', 'Robinson A']",['eng'],"['Case Reports', 'Journal Article']",United States,Am J Dis Child,American journal of diseases of children (1960),0370471,['EC 3.1.3.1 (Alkaline Phosphatase)'],IM,"['Alkaline Phosphatase', 'Anemia/*genetics', 'Bone Marrow Diseases/*genetics', 'Child, Preschool', 'Chromosomes', 'Diagnosis, Differential', 'Female', 'Hepatomegaly/*genetics', 'Humans', 'Infant', 'Karyotyping', 'Leukemia, Myeloid/*diagnosis', 'Leukocytosis/*genetics', 'Male', 'Splenectomy', 'Splenomegaly/*genetics', 'Thrombocytopenia/*genetics']",1965/11/01 00:00,1965/11/01 00:01,['1965/11/01 00:00'],"['1965/11/01 00:00 [pubmed]', '1965/11/01 00:01 [medline]', '1965/11/01 00:00 [entrez]']",ppublish,Am J Dis Child. 1965 Nov;110(5):479-500. doi: 10.1001/archpedi.1965.02090030503001.,['10.1001/archpedi.1965.02090030503001 [doi]'],,,,,
5215161,NLM,MEDLINE,19660210,20190812,0003-9926 (Print) 0003-9926 (Linking),116,5,1965 Nov,Chronic granulocytic leukemia in the aged.,765-75,"['Conrad, M E', 'Rappaport, H', 'Crosby, W H']","['Conrad ME', 'Rappaport H', 'Crosby WH']",['eng'],"['Case Reports', 'Journal Article']",United States,Arch Intern Med,Archives of internal medicine,0372440,,IM,"['Aged', 'Biopsy', 'Bone Marrow/*pathology', '*Bone Marrow Cells', 'Bone Marrow Examination', 'Female', 'Humans', 'Leukemia, Myeloid/*pathology', 'Male', 'Primary Myelofibrosis/*pathology']",1965/11/01 00:00,1965/11/01 00:01,['1965/11/01 00:00'],"['1965/11/01 00:00 [pubmed]', '1965/11/01 00:01 [medline]', '1965/11/01 00:00 [entrez]']",ppublish,Arch Intern Med. 1965 Nov;116(5):765-75. doi: 10.1001/archinte.1965.03870050119018.,['10.1001/archinte.1965.03870050119018 [doi]'],,,,,
5215157,NLM,MEDLINE,19660210,20170306,,35,7,1965,[Acute myelogic leukemia in adult patients].,969-74,"['Kolakowska-Polubiec, K', 'Litwin, J', 'Traczyk, Z']","['Kolakowska-Polubiec K', 'Litwin J', 'Traczyk Z']",['pol'],['Journal Article'],Poland,Pol Arch Med Wewn,Polskie Archiwum Medycyny Wewnetrznej,0401225,,IM,"['Adolescent', 'Adult', 'Aged', 'Female', 'Humans', '*Leukemia, Myeloid', 'Male', 'Middle Aged']",1965/01/01 00:00,1965/01/01 00:01,['1965/01/01 00:00'],"['1965/01/01 00:00 [pubmed]', '1965/01/01 00:01 [medline]', '1965/01/01 00:00 [entrez]']",ppublish,Pol Arch Med Wewn. 1965;35(7):969-74.,,Ostra bialaczka szpikowa u doroslych.,,,,
5215134,NLM,MEDLINE,19660209,20190620,0008-543X (Print) 0008-543X (Linking),18,12,1965 Dec,Progress in treatment for the leukemias and lymphomas.,1580-4,"['Frei, E 3rd']",['Frei E 3rd'],['eng'],['Journal Article'],United States,Cancer,Cancer,0374236,"['0 (Antineoplastic Agents)', 'VB0R961HZT (Prednisone)']",IM,"['Antineoplastic Agents/*therapeutic use', 'Drug Synergism', 'Hodgkin Disease/*drug therapy', 'Humans', 'Leukemia, Lymphoid/*drug therapy', 'Leukemia, Myeloid/*drug therapy', 'Lymphoma/*drug therapy', 'Prednisone/*therapeutic use']",1965/12/01 00:00,1965/12/01 00:01,['1965/12/01 00:00'],"['1965/12/01 00:00 [pubmed]', '1965/12/01 00:01 [medline]', '1965/12/01 00:00 [entrez]']",ppublish,Cancer. 1965 Dec;18(12):1580-4. doi: 10.1002/1097-0142(196512)18:12<1580::aid-cncr2820181209>3.0.co;2-t.,['10.1002/1097-0142(196512)18:12<1580::aid-cncr2820181209>3.0.co;2-t [doi]'],,,,,
5215033,NLM,MEDLINE,19660203,20190620,0008-543X (Print) 0008-543X (Linking),18,11,1965 Nov,Cytogenetic observations in a case of erythremic myelosis.,1495-504,"['Heath, C W Jr', 'Moloney, W C']","['Heath CW Jr', 'Moloney WC']",['eng'],"['Case Reports', 'Journal Article']",United States,Cancer,Cancer,0374236,,IM,"['Aged', 'Bone Marrow/*pathology', '*Bone Marrow Cells', '*Chromosome Aberrations', '*Chromosome Disorders', 'Humans', 'Karyometry', 'Leukemia, Erythroblastic, Acute/*pathology', 'Male']",1965/11/01 00:00,2001/03/28 10:01,['1965/11/01 00:00'],"['1965/11/01 00:00 [pubmed]', '2001/03/28 10:01 [medline]', '1965/11/01 00:00 [entrez]']",ppublish,Cancer. 1965 Nov;18(11):1495-504. doi: 10.1002/1097-0142(196511)18:11<1495::aid-cncr2820181122>3.0.co;2-3.,['10.1002/1097-0142(196511)18:11<1495::aid-cncr2820181122>3.0.co;2-3 [doi]'],,,,,
5215032,NLM,MEDLINE,19660203,20190620,0008-543X (Print) 0008-543X (Linking),18,11,1965 Nov,Cerebrospinal fluid cytology in patients with acute leukemia.,1385-91,"['Nies, B A', 'Malmgren, R A', 'Chu, E W', 'Del Vecchio, P R', 'Thomas, L B', 'Freireich, E J']","['Nies BA', 'Malmgren RA', 'Chu EW', 'Del Vecchio PR', 'Thomas LB', 'Freireich EJ']",['eng'],['Journal Article'],United States,Cancer,Cancer,0374236,,IM,"['Cerebrospinal Fluid/*cytology', 'Humans', 'Leukemia, Lymphoid/*diagnosis', 'Leukemia, Myeloid/*diagnosis', '*Lymphocytes']",1965/11/01 00:00,1965/11/01 00:01,['1965/11/01 00:00'],"['1965/11/01 00:00 [pubmed]', '1965/11/01 00:01 [medline]', '1965/11/01 00:00 [entrez]']",ppublish,Cancer. 1965 Nov;18(11):1385-91. doi: 10.1002/1097-0142(196511)18:11<1385::aid-cncr2820181102>3.0.co;2-9.,['10.1002/1097-0142(196511)18:11<1385::aid-cncr2820181102>3.0.co;2-9 [doi]'],,,,,
5214995,NLM,MEDLINE,19660129,20081121,0025-7869 (Print) 0025-7869 (Linking),17,4,1965 Apr,[Cytogenesis of malignant blood diseases].,377-83,"['Nicolau, C T', 'Nicoara, S']","['Nicolau CT', 'Nicoara S']",['rum'],['Journal Article'],Romania,Med Interna (Bucur),Medicina interna,7503144,,IM,"['Humans', 'Leukemia/*drug effects/*etiology', 'Leukemia, Erythroblastic, Acute/*etiology', 'Lymphatic Diseases/*etiology', 'Primary Myelofibrosis/*etiology']",1965/04/01 00:00,1965/04/01 00:01,['1965/04/01 00:00'],"['1965/04/01 00:00 [pubmed]', '1965/04/01 00:01 [medline]', '1965/04/01 00:00 [entrez]']",ppublish,Med Interna (Bucur). 1965 Apr;17(4):377-83.,,Citogeneza hemopatiilor maligne.,,,,
5214991,NLM,MEDLINE,19660129,20020117,0010-5309 (Print) 0010-5309 (Linking),87,47,1965 Nov 20,"[""If a Philadelphia chromosome were to be found""].",6847-53,"['Baillet, J', 'Jullien, P']","['Baillet J', 'Jullien P']",['fre'],['Journal Article'],France,Concours Med,Concours medical,2984731R,,IM,"['*Chromosome Aberrations', '*Chromosome Disorders', 'Leukemia, Myeloid/*genetics']",1965/11/20 00:00,1965/11/20 00:01,['1965/11/20 00:00'],"['1965/11/20 00:00 [pubmed]', '1965/11/20 00:01 [medline]', '1965/11/20 00:00 [entrez]']",ppublish,Concours Med. 1965 Nov 20;87(47):6847-53.,,"""Si on me trouvait un chromosome Philadelphie,.."".",,,,
5214911,NLM,MEDLINE,19660126,20081121,0044-2917 (Print) 0044-2917 (Linking),93,2,1965 Jul 9,"[Problems with the so-called congenital leukemias (leukemias, leukemoid reactions, reticuloses)].",171-88,"['Ambs, E', 'Biren, P', 'Klingmuller, G']","['Ambs E', 'Biren P', 'Klingmuller G']",['ger'],"['Case Reports', 'Journal Article']",Germany,Z Kinderheilkd,Zeitschrift fur Kinderheilkunde,7604363,,IM,"['Bone Marrow Examination', 'Female', 'Humans', 'Infant, Newborn', 'Leukemia, Myeloid/*chemically induced/*congenital', 'Leukemoid Reaction/*congenital', 'Lymphatic Diseases/*congenital', 'Lymphocytosis/congenital', 'Phagocytosis', 'Skin Manifestations']",1965/07/09 00:00,1965/07/09 00:01,['1965/07/09 00:00'],"['1965/07/09 00:00 [pubmed]', '1965/07/09 00:01 [medline]', '1965/07/09 00:00 [entrez]']",ppublish,Z Kinderheilkd. 1965 Jul 9;93(2):171-88.,,"Problematik der sogenannten angeborenen Leukamien (Leukamien, leukamoide Reaktionen, Reticulosen)",,,,
5214885,NLM,MEDLINE,19660125,20141120,0023-6837 (Print) 0023-6837 (Linking),14,10,1965 Oct,Emperipolesis of lymphoid cells in mixed cultures.,1784-94,"['Ioachim, H L']",['Ioachim HL'],['eng'],['Journal Article'],United States,Lab Invest,Laboratory investigation; a journal of technical methods and pathology,0376617,,IM,"['Animals', 'Carcinoma, Squamous Cell/physiopathology', '*Culture Techniques', 'Fibrosarcoma/physiopathology', 'Humans', 'Leukemia, Experimental/physiopathology', 'Leukemia, Lymphoid/physiopathology', 'Leukemia, Myeloid/physiopathology', 'Lymphocytes/*cytology/*physiopathology', 'Microscopy, Electron', 'Rats']",1965/10/01 00:00,1965/10/01 00:01,['1965/10/01 00:00'],"['1965/10/01 00:00 [pubmed]', '1965/10/01 00:01 [medline]', '1965/10/01 00:00 [entrez]']",ppublish,Lab Invest. 1965 Oct;14(10):1784-94.,,,,,,
5214854,NLM,MEDLINE,19660121,20041117,0001-608X (Print) 0001-608X (Linking),6,3,1965,"Mechanisms regulating the leukoblastic system under normal conditions, in reactive diseases and in chronic granulocytic leukemia. II. Granulocytopoiesis in the bone marrow and spleen in the light of the results of studies on the coefficients of correlation between parameters characterizing the state of the bone marrow, spleen and peripheral blood.",317-37,"['Struzik, T']",['Struzik T'],['eng'],['Journal Article'],Poland,Acta Med Pol,Acta medica Polona,0370326,,IM,"['*Hematopoiesis', 'Humans', 'Leukemia, Myeloid/*physiopathology', '*Leukocytes']",1965/01/01 00:00,1965/01/01 00:01,['1965/01/01 00:00'],"['1965/01/01 00:00 [pubmed]', '1965/01/01 00:01 [medline]', '1965/01/01 00:00 [entrez]']",ppublish,Acta Med Pol. 1965;6(3):317-37.,,,,,,
