PMID,OWN,STAT,DCOM,LR,IS,VI,IP,DP,TI,PG,FAU,AU,LA,PT,TT,PL,TA,JT,JID,SB,MH,RF,EDAT,MHDA,CRDT,PHST,PST,SO,RN,AID,AB,PMC,OID,OTO,OT,GN
4288560,NLM,MEDLINE,19670126,20141120,0083-1921 (Print) 0083-1921 (Linking),22,,1966 Sep,Murine leukemia viruses: rupture with ether and detergents to subviral constituents.,205-21,"[""O'Connor, T E"", 'Rauscher, F J', 'De-The, G', 'Fink, M A', 'Gerber, P']","[""O'Connor TE"", 'Rauscher FJ', 'De-The G', 'Fink MA', 'Gerber P']",['eng'],['Journal Article'],,United States,Natl Cancer Inst Monogr,National Cancer Institute monograph,0216026,IM,"['Ethyl Ethers/*pharmacology', 'In Vitro Techniques', '*Leukemia Virus, Murine', 'Surface-Active Agents/*pharmacology']",,1966/09/01 00:00,1966/09/01 00:01,['1966/09/01 00:00'],"['1966/09/01 00:00 [pubmed]', '1966/09/01 00:01 [medline]', '1966/09/01 00:00 [entrez]']",ppublish,Natl Cancer Inst Monogr. 1966 Sep;22:205-21.,"['0 (Ethyl Ethers)', '0 (Surface-Active Agents)']",,,,,,,
4288559,NLM,MEDLINE,19670126,20061115,0083-1921 (Print) 0083-1921 (Linking),22,,1966 Sep,Association of enzymes: adenosinetriphosphatase and alkaline phosphatase with the virions of murine leukemias.,169-89,"['De-The, G']",['De-The G'],['eng'],['Journal Article'],,United States,Natl Cancer Inst Monogr,National Cancer Institute monograph,0216026,IM,"['*Adenosine Triphosphatases', '*Alkaline Phosphatase', 'Leukemia Virus, Murine/*enzymology']",,1966/09/01 00:00,1966/09/01 00:01,['1966/09/01 00:00'],"['1966/09/01 00:00 [pubmed]', '1966/09/01 00:01 [medline]', '1966/09/01 00:00 [entrez]']",ppublish,Natl Cancer Inst Monogr. 1966 Sep;22:169-89.,"['EC 3.1.3.1 (Alkaline Phosphatase)', 'EC 3.6.1.- (Adenosine Triphosphatases)']",,,,,,,
4288558,NLM,MEDLINE,19670126,20141120,0083-1921 (Print) 0083-1921 (Linking),22,,1966 Sep,Tissue culture and serologic studies of mouse leukemia viruses.,15-9,"['Rowe, W P', 'Hartley, J W', 'Capps, W I']","['Rowe WP', 'Hartley JW', 'Capps WI']",['eng'],['Journal Article'],,United States,Natl Cancer Inst Monogr,National Cancer Institute monograph,0216026,IM,"['*Antibodies', '*Complement Fixation Tests', '*Culture Techniques', 'Leukemia Virus, Murine/*isolation & purification']",,1966/09/01 00:00,1966/09/01 00:01,['1966/09/01 00:00'],"['1966/09/01 00:00 [pubmed]', '1966/09/01 00:01 [medline]', '1966/09/01 00:00 [entrez]']",ppublish,Natl Cancer Inst Monogr. 1966 Sep;22:15-9.,['0 (Antibodies)'],,,,,,,
4288557,NLM,MEDLINE,19670126,20031114,0083-1921 (Print) 0083-1921 (Linking),22,,1966 Sep,A virus-induced rhabdomyosarcoma of mice.,139-42,"['Moloney, J B']",['Moloney JB'],['eng'],['Journal Article'],,United States,Natl Cancer Inst Monogr,National Cancer Institute monograph,0216026,IM,"['Animals', '*Leukemia Virus, Murine', '*Leukemia, Experimental', 'Mice', '*Moloney murine leukemia virus', '*Rhabdomyosarcoma', '*Sarcoma, Experimental']",,1966/09/01 00:00,1966/09/01 00:01,['1966/09/01 00:00'],"['1966/09/01 00:00 [pubmed]', '1966/09/01 00:01 [medline]', '1966/09/01 00:00 [entrez]']",ppublish,Natl Cancer Inst Monogr. 1966 Sep;22:139-42.,,,,,,,,
4288556,NLM,MEDLINE,19670126,20031114,0083-1921 (Print) 0083-1921 (Linking),22,,1966 Sep,Morphology and development of some murine leukemia viruses.,107-38,"['Yumoto, T', 'Recher, L', 'Sykes, J A', 'Dmochowski, L']","['Yumoto T', 'Recher L', 'Sykes JA', 'Dmochowski L']",['eng'],['Journal Article'],,United States,Natl Cancer Inst Monogr,National Cancer Institute monograph,0216026,IM,"['Animals', 'Bone Marrow/microbiology', 'Leukemia Virus, Murine/*growth & development', '*Leukemia, Experimental', 'Liver/microbiology', 'Lymph Nodes/microbiology', 'Mice', 'Microscopy, Electron', 'Spleen/microbiology', 'Thymus Gland/microbiology']",,1966/09/01 00:00,1966/09/01 00:01,['1966/09/01 00:00'],"['1966/09/01 00:00 [pubmed]', '1966/09/01 00:01 [medline]', '1966/09/01 00:00 [entrez]']",ppublish,Natl Cancer Inst Monogr. 1966 Sep;22:107-38.,,,,,,,,
4288480,NLM,MEDLINE,19670122,20190508,0022-1007 (Print) 0022-1007 (Linking),124,4,1966 Oct 1,Antigens of leukemias induced by naturally occurring murine leukemia virus: their relation to the antigens of gross virus and other murine leukemia viruses.,753-72,"['Geering, G', 'Old, L J', 'Boyse, E A']","['Geering G', 'Old LJ', 'Boyse EA']",['eng'],['Journal Article'],,United States,J Exp Med,The Journal of experimental medicine,2985109R,IM,"['Animals', '*Antigens', '*Leukemia Virus, Murine', '*Leukemia, Experimental', 'Mice', 'Rats']",,1966/10/01 00:00,1966/10/01 00:01,['1966/10/01 00:00'],"['1966/10/01 00:00 [pubmed]', '1966/10/01 00:01 [medline]', '1966/10/01 00:00 [entrez]']",ppublish,J Exp Med. 1966 Oct 1;124(4):753-72. doi: 10.1084/jem.124.4.753.,['0 (Antigens)'],['10.1084/jem.124.4.753 [doi]'],"Leukemias can be induced in W/Fu inbred rats by neonatal inoculation of normal thymus cells of C58 mice. These leukemias are not transplantable to C58 mice or to adult W/Fu rats, but they can be kept in passage in W/Fu rats aged 0 to 7 days. Adult W/Fu rats inoculated repeatedly with these isogenic leukemias produce cytotoxic and precipitating antibodies. These antisera are of particular value in the analysis of the antigens of leukemia cells and of leukemia viruses because their mode of preparation precludes the formation of antibody against any normal constituents of the cell. Analysis based on the cytotoxic test indicates the presence of 2 distinct cell surface antigens in leukemias induced by Passage A Gross virus or occurring spontaneously in mice of high-incidence strains. All leukemias and other tissues known to contain G (Gross) leukemia antigen have both determinants, but certain leukemias of low-incidence strains have only 1 of them and so were previously classified G-. Immunoprecipitation with these antisera reveals the presence of a cellular antigen common to G+ cells and absent from G- cells; the same antigen can be demonstrated in ether-treated Gross virus, but not in intact virus. This antigen is present also in ether-treated preparations of the Friend, Moloney, and Rauscher leukemia viruses, but not in Bittner (mammary tumor) virus. Thus it may be regarded as a group-specific antigen of murine leukemia viruses, in contrast to the type-specific cellular antigens demonstrable by the cytotoxic test. Four additional antigens associated with leukemias induced by wild-type Gross virus have been demonstrated by immunoprecipitation, but their relation to viral and cellular antigens has not been determined.",PMC2138242,,,,
4288475,NLM,MEDLINE,19670122,20190515,0007-0920 (Print) 0007-0920 (Linking),20,3,1966 Sep,The role of endolymphatic radiotherapy in the treatment of chronic lymphatic leukaemia.,480-4,"['Chiappa, S', 'Bonadonna, G', 'Uslenghi, C', 'Marano, P', 'Molinari, R']","['Chiappa S', 'Bonadonna G', 'Uslenghi C', 'Marano P', 'Molinari R']",['eng'],['Journal Article'],,England,Br J Cancer,British journal of cancer,0370635,IM,"['Humans', 'Injections', 'Injections, Intralymphatic', 'Iodine Isotopes/*administration & dosage', 'Iodized Oil/*therapeutic use', 'Leukemia, Lymphoid/*radiotherapy']",,1966/09/01 00:00,1966/09/01 00:01,['1966/09/01 00:00'],"['1966/09/01 00:00 [pubmed]', '1966/09/01 00:01 [medline]', '1966/09/01 00:00 [entrez]']",ppublish,Br J Cancer. 1966 Sep;20(3):480-4. doi: 10.1038/bjc.1966.59.,"['0 (Iodine Isotopes)', '8001-40-9 (Iodized Oil)']",['10.1038/bjc.1966.59 [doi]'],,PMC2007996,,,,
4288442,NLM,MEDLINE,19670109,20031114,0028-2685 (Print) 0028-2685 (Linking),13,4,1966,Use of transplantation resistance phenomenon for comparative characterization of viruses of murine leusoces. I.,353-60,"['Stepina, V N', 'Mazurenko, N P', 'Zueva, Y N']","['Stepina VN', 'Mazurenko NP', 'Zueva YN']",['eng'],['Journal Article'],,Slovakia,Neoplasma,Neoplasma,0377266,IM,"['Animals', '*Leukemia Virus, Murine', 'Leukemia, Experimental/*immunology', 'Mice']",,1966/01/01 00:00,1966/01/01 00:01,['1966/01/01 00:00'],"['1966/01/01 00:00 [pubmed]', '1966/01/01 00:01 [medline]', '1966/01/01 00:00 [entrez]']",ppublish,Neoplasma. 1966;13(4):353-60.,,,,,,,,
4288311,NLM,MEDLINE,19661231,20161122,0028-2685 (Print) 0028-2685 (Linking),13,4,1966,Regulatory mechanisms connected with RNA synthesis in avian leukaemic myeloblasts. II. Changes in enzymatic activities splitting ribonucleoside 5'-triphosphates.,403-9,"['Seifert, J', 'Riman, J']","['Seifert J', 'Riman J']",['eng'],['Journal Article'],,Slovakia,Neoplasma,Neoplasma,0377266,IM,"['Adenine Nucleotides/*metabolism', 'Adenosine Triphosphate/*metabolism', 'Animals', 'Leukemia, Experimental/*metabolism', 'Nucleosides/*metabolism', 'Phosphoric Monoester Hydrolases/*metabolism', 'Poultry', 'RNA, Neoplasm/*biosynthesis', 'Uracil Nucleotides/*metabolism']",,1966/01/01 00:00,1966/01/01 00:01,['1966/01/01 00:00'],"['1966/01/01 00:00 [pubmed]', '1966/01/01 00:01 [medline]', '1966/01/01 00:00 [entrez]']",ppublish,Neoplasma. 1966;13(4):403-9.,"['0 (Adenine Nucleotides)', '0 (Nucleosides)', '0 (RNA, Neoplasm)', '0 (Uracil Nucleotides)', '8L70Q75FXE (Adenosine Triphosphate)', 'EC 3.1.3.2 (Phosphoric Monoester Hydrolases)']",,,,,,,
4288303,NLM,MEDLINE,19661231,20161122,0004-069X (Print) 0004-069X (Linking),14,3,1966,The cytologic and cytoenzymatic differentiation of idiopathic pancytopenias and preleukemic states.,363-9,"['Szmigielski, S', 'Litwin, J', 'Zupanska, B']","['Szmigielski S', 'Litwin J', 'Zupanska B']",['eng'],['Journal Article'],,Switzerland,Arch Immunol Ther Exp (Warsz),Archivum immunologiae et therapiae experimentalis,0114365,IM,"['Adenosine Triphosphatases/*analysis', 'Anemia, Aplastic/*pathology', 'Bone Marrow Diseases/*pathology', 'Esterases/*analysis', 'Female', 'Glucosephosphate Dehydrogenase/*analysis', 'Humans', 'Leukemia/*pathology', 'Leukemia, Myeloid, Acute/*pathology', 'Leukocytes', 'Male', 'Phosphoric Monoester Hydrolases/*analysis', 'Transaminases/*analysis', 'Zinc/*analysis']",,1966/01/01 00:00,1966/01/01 00:01,['1966/01/01 00:00'],"['1966/01/01 00:00 [pubmed]', '1966/01/01 00:01 [medline]', '1966/01/01 00:00 [entrez]']",ppublish,Arch Immunol Ther Exp (Warsz). 1966;14(3):363-9.,"['EC 1.1.1.49 (Glucosephosphate Dehydrogenase)', 'EC 2.6.1.- (Transaminases)', 'EC 3.1.- (Esterases)', 'EC 3.1.3.2 (Phosphoric Monoester Hydrolases)', 'EC 3.6.1.- (Adenosine Triphosphatases)', 'J41CSQ7QDS (Zinc)']",,,,,,,
4288265,NLM,MEDLINE,19661229,20190619,0008-543X (Print) 0008-543X (Linking),19,9,1966 Sep,"Central nervous system leukemia and solid tumors of childhood. Treatment with 1,3-bis (2-chloroethyl)-1-nitrosourea (BCNU).",1187-94,"['Iriarte, P V', 'Hananian, J', 'Cortner, J A']","['Iriarte PV', 'Hananian J', 'Cortner JA']",['eng'],['Journal Article'],,United States,Cancer,Cancer,0374236,IM,"['Antineoplastic Agents/*therapeutic use', 'Central Nervous System Diseases/*drug therapy', 'Child', 'Child, Preschool', 'Chondrosarcoma/*drug therapy', 'Female', 'Humans', 'Infant', 'Leukemia/*drug therapy', 'Male', 'Mesenchymoma/*drug therapy', 'Mesothelioma/*drug therapy', 'Neuroblastoma/*drug therapy', 'Nitroso Compounds/*therapeutic use', 'Pulmonary Edema/etiology', 'Radiography, Thoracic', 'Sarcoma, Ewing/*drug therapy', 'Thrombocytopenia/etiology', 'Wilms Tumor/*drug therapy']",,1966/09/01 00:00,1966/09/01 00:01,['1966/09/01 00:00'],"['1966/09/01 00:00 [pubmed]', '1966/09/01 00:01 [medline]', '1966/09/01 00:00 [entrez]']",ppublish,Cancer. 1966 Sep;19(9):1187-94. doi: 10.1002/1097-0142(196609)19:9<1187::aid-cncr2820190902>3.0.co;2-t.,"['0 (Antineoplastic Agents)', '0 (Nitroso Compounds)']",['10.1002/1097-0142(196609)19:9<1187::aid-cncr2820190902>3.0.co;2-t [doi]'],,,,,,
4288219,NLM,MEDLINE,19661226,20200930,0037-9727 (Print) 0037-9727 (Linking),122,4,1966 Aug-Sep,Virus particles in hamster tumors as revealed by electron microscopy.,1219-23,"['Stenback, W A', 'Van Hoosier, G L Jr', 'Trentin, J J']","['Stenback WA', 'Van Hoosier GL Jr', 'Trentin JJ']",['eng'],['Journal Article'],,United States,Proc Soc Exp Biol Med,"Proceedings of the Society for Experimental Biology and Medicine. Society for Experimental Biology and Medicine (New York, N.Y.)",7505892,IM,"['Animals', 'Cricetinae', '*Inclusion Bodies, Viral', '*Leukemia Virus, Murine', 'Microscopy, Electron', 'Neoplasm Transplantation', 'Neoplasms, Experimental/*pathology']",,1966/08/01 00:00,2001/03/28 10:01,['1966/08/01 00:00'],"['1966/08/01 00:00 [pubmed]', '2001/03/28 10:01 [medline]', '1966/08/01 00:00 [entrez]']",ppublish,Proc Soc Exp Biol Med. 1966 Aug-Sep;122(4):1219-23. doi: 10.3181/00379727-122-31365.,,['10.3181/00379727-122-31365 [doi]'],,,,,,
4288207,NLM,MEDLINE,19661226,20200930,0037-9727 (Print) 0037-9727 (Linking),122,4,1966 Aug-Sep,Electron microscopic quantitation of viral particles in tissues of leukemic mice.,1022-4,"['Chapman, A L', 'Cohen, N H', 'Larsen, W E', 'Werder, A', 'Nielson, A']","['Chapman AL', 'Cohen NH', 'Larsen WE', 'Werder A', 'Nielson A']",['eng'],['Journal Article'],,United States,Proc Soc Exp Biol Med,"Proceedings of the Society for Experimental Biology and Medicine. Society for Experimental Biology and Medicine (New York, N.Y.)",7505892,IM,"['Animals', 'Leukemia', 'Leukemia Virus, Murine/*analysis', '*Leukemia, Experimental', 'Leukemia, Lymphoid', 'Leukemia, Myeloid', 'Mice', 'Microscopy, Electron', 'Spleen/pathology']",,1966/08/01 00:00,1966/08/01 00:01,['1966/08/01 00:00'],"['1966/08/01 00:00 [pubmed]', '1966/08/01 00:01 [medline]', '1966/08/01 00:00 [entrez]']",ppublish,Proc Soc Exp Biol Med. 1966 Aug-Sep;122(4):1022-4. doi: 10.3181/00379727-122-31315.,,['10.3181/00379727-122-31315 [doi]'],,,,,,
4288137,NLM,MEDLINE,19661207,20171213,0300-8916 (Print) 0300-8916 (Linking),52,1,1966 Jan-Feb,[Electron microscope study of the Graffi virus in the bone marrow of leukemic mice].,35-59,"['Pennelli, N', 'Fiore-Donati, L', 'Chieco-Bianchi, L', 'Tridente, G']","['Pennelli N', 'Fiore-Donati L', 'Chieco-Bianchi L', 'Tridente G']",['ita'],['Journal Article'],Studio al microscopio elettronico del virus di Graffi nel midollo osseo di topi leucemici.,United States,Tumori,Tumori,0111356,IM,"['Animals', 'Bone Marrow/*microbiology', '*Leukemia Virus, Murine', '*Leukemia, Experimental', '*Leukemia, Myeloid', 'Mice', 'Microscopy, Electron']",,1966/01/01 00:00,1966/01/01 00:01,['1966/01/01 00:00'],"['1966/01/01 00:00 [pubmed]', '1966/01/01 00:01 [medline]', '1966/01/01 00:00 [entrez]']",ppublish,Tumori. 1966 Jan-Feb;52(1):35-59.,,,,,,,,
4288117,NLM,MEDLINE,19661204,20190617,0028-0836 (Print) 0028-0836 (Linking),209,5020,1966 Jan 15,Influence of thymic mass on murine viral leukaemogenesis.,313-4,"['Siegler, R', 'Rich, M A']","['Siegler R', 'Rich MA']",['eng'],['Journal Article'],,England,Nature,Nature,0410462,IM,"['Animals', 'Female', '*Leukemia Virus, Murine', '*Leukemia, Experimental', 'Male', 'Mice', 'Thymectomy', '*Thymus Gland']",,1966/01/15 00:00,1966/01/15 00:01,['1966/01/15 00:00'],"['1966/01/15 00:00 [pubmed]', '1966/01/15 00:01 [medline]', '1966/01/15 00:00 [entrez]']",ppublish,Nature. 1966 Jan 15;209(5020):313-4. doi: 10.1038/209313a0.,,['10.1038/209313a0 [doi]'],,,,,,
4288089,NLM,MEDLINE,19661203,20171116,0028-2162 (Print) 0028-2162 (Linking),110,35,1966 Aug 27,[10-year survival after acute leukemia].,1528-32,"['Mulder, A H']",['Mulder AH'],['dut'],"['Case Reports', 'Journal Article']",Tien-jaarsoverleving na acute leukemie.,Netherlands,Ned Tijdschr Geneeskd,Nederlands tijdschrift voor geneeskunde,0400770,IM,"['Adolescent', 'Adrenocorticotropic Hormone/therapeutic use', 'Female', 'Humans', 'Leukemia/*drug therapy', 'Mercaptopurine/*therapeutic use', 'Potassium Chloride/therapeutic use', 'Prednisone/*therapeutic use']",,1966/08/27 00:00,1966/08/27 00:01,['1966/08/27 00:00'],"['1966/08/27 00:00 [pubmed]', '1966/08/27 00:01 [medline]', '1966/08/27 00:00 [entrez]']",ppublish,Ned Tijdschr Geneeskd. 1966 Aug 27;110(35):1528-32.,"['660YQ98I10 (Potassium Chloride)', '9002-60-2 (Adrenocorticotropic Hormone)', 'E7WED276I5 (Mercaptopurine)', 'VB0R961HZT (Prednisone)']",,,,,,,
4287993,NLM,MEDLINE,19661129,20190617,0028-0836 (Print) 0028-0836 (Linking),208,5014,1965 Dec 4,Inhibition of transplantable and spontaneous murine tumours by the M-P virus.,948-50,"['Molomut, N', 'Padnos, M']","['Molomut N', 'Padnos M']",['eng'],['Journal Article'],,England,Nature,Nature,0410462,IM,"['Animals', 'Carcinoma, Ehrlich Tumor/*therapy', 'Female', 'Leukemia, Lymphoid/*therapy', 'Lymphoma, Non-Hodgkin', 'Male', 'Mammary Neoplasms, Experimental/*therapy', 'Mice', 'Neoplasm Transplantation', '*Viruses']",,1965/12/04 00:00,1965/12/04 00:01,['1965/12/04 00:00'],"['1965/12/04 00:00 [pubmed]', '1965/12/04 00:01 [medline]', '1965/12/04 00:00 [entrez]']",ppublish,Nature. 1965 Dec 4;208(5014):948-50. doi: 10.1038/208948a0.,,['10.1038/208948a0 [doi]'],,,,,,
4287967,NLM,MEDLINE,19661128,20190501,0027-8424 (Print) 0027-8424 (Linking),53,5,1965 May,Complement fixation and tissue culture assays for mouse leukemia viruses.,931-8,"['Hartley, J W', 'Rowe, W P', 'Capps, W I', 'Huebner, R J']","['Hartley JW', 'Rowe WP', 'Capps WI', 'Huebner RJ']",['eng'],['Journal Article'],,United States,Proc Natl Acad Sci U S A,Proceedings of the National Academy of Sciences of the United States of America,7505876,IM,"['Animals', '*Complement Fixation Tests', 'Culture Techniques', 'Friend murine leukemia virus/immunology', 'Leukemia Virus, Murine/*immunology', 'Leukemia, Experimental/immunology', 'Mice', 'Neoplasm Transplantation', 'Neutralization Tests', 'Rats', 'Rauscher Virus/immunology', 'Virus Cultivation']",,1965/05/01 00:00,1965/05/01 00:01,['1965/05/01 00:00'],"['1965/05/01 00:00 [pubmed]', '1965/05/01 00:01 [medline]', '1965/05/01 00:00 [entrez]']",ppublish,Proc Natl Acad Sci U S A. 1965 May;53(5):931-8. doi: 10.1073/pnas.53.5.931.,,['10.1073/pnas.53.5.931 [doi]'],,PMC301351,,,,
4287938,NLM,MEDLINE,19661127,20190617,0028-0836 (Print) 0028-0836 (Linking),209,5019,1966 Jan 8,Immunological tolerance of neonatally infected mice to the Moloney leukaemia virus.,163-5,"['Klein, E', 'Klein, G']","['Klein E', 'Klein G']",['eng'],['Journal Article'],,England,Nature,Nature,0410462,IM,"['Animals', '*Antibody Formation', 'Female', 'Fluorescent Antibody Technique', 'Leukemia Virus, Murine/*immunology', 'Lymphoma/*immunology', 'Male', 'Mice']",,1966/01/08 00:00,1966/01/08 00:01,['1966/01/08 00:00'],"['1966/01/08 00:00 [pubmed]', '1966/01/08 00:01 [medline]', '1966/01/08 00:00 [entrez]']",ppublish,Nature. 1966 Jan 8;209(5019):163-5. doi: 10.1038/209163a0.,,['10.1038/209163a0 [doi]'],,,,,,
4287886,NLM,MEDLINE,19661126,20141120,0028-2685 (Print) 0028-2685 (Linking),13,3,1966,A contribution to the study on an experimental virus leukemia of CBA mice strain by the method of fluorescent antibody detection.,269-74,"['Laznicka, M', 'Paluska, E']","['Laznicka M', 'Paluska E']",['eng'],['Journal Article'],,Slovakia,Neoplasma,Neoplasma,0377266,IM,"['Animals', 'Antigens', '*Fluorescent Antibody Technique', 'In Vitro Techniques', 'Leukemia Virus, Murine/*immunology', 'Leukemia, Experimental/*immunology', 'Liver', 'Mice', 'Spleen']",,1966/01/01 00:00,1966/01/01 00:01,['1966/01/01 00:00'],"['1966/01/01 00:00 [pubmed]', '1966/01/01 00:01 [medline]', '1966/01/01 00:00 [entrez]']",ppublish,Neoplasma. 1966;13(3):269-74.,['0 (Antigens)'],,,,,,,
4287885,NLM,MEDLINE,19661126,20141120,0028-2685 (Print) 0028-2685 (Linking),13,3,1966,The inhibiting effect of thymectomy on the incidence of leukemia in rats inoculated by Mazurenko virus.,265-8,"['Stepina, V', 'Mazurenko, N']","['Stepina V', 'Mazurenko N']",['eng'],['Journal Article'],,Slovakia,Neoplasma,Neoplasma,0377266,IM,"['Animals', 'In Vitro Techniques', 'Injections, Intraperitoneal', '*Leukemia Virus, Murine', 'Leukemia, Experimental/*prevention & control', 'Rats', '*Thymectomy']",,1966/01/01 00:00,1966/01/01 00:01,['1966/01/01 00:00'],"['1966/01/01 00:00 [pubmed]', '1966/01/01 00:01 [medline]', '1966/01/01 00:00 [entrez]']",ppublish,Neoplasma. 1966;13(3):265-8.,,,,,,,,
4287884,NLM,MEDLINE,19661126,20141120,0028-2685 (Print) 0028-2685 (Linking),13,3,1966,The recovery of a virus in experimental mouse LaH leukemia.,259-63,"['Mach, O', 'Motycka, K', 'Soucek, J', 'Libansky, J']","['Mach O', 'Motycka K', 'Soucek J', 'Libansky J']",['eng'],['Journal Article'],,Slovakia,Neoplasma,Neoplasma,0377266,IM,"['Animals', 'In Vitro Techniques', 'Leukemia Virus, Murine/*isolation & purification', 'Mice', 'Neoplasm Transplantation']",,1966/01/01 00:00,1966/01/01 00:01,['1966/01/01 00:00'],"['1966/01/01 00:00 [pubmed]', '1966/01/01 00:01 [medline]', '1966/01/01 00:00 [entrez]']",ppublish,Neoplasma. 1966;13(3):259-63.,,,,,,,,
