PMID,OWN,STAT,DCOM,LR,IS,VI,DP,TI,PG,FAU,AU,LA,PT,TT,PL,TA,JT,JID,RN,SB,MH,EDAT,MHDA,CRDT,PHST,PST,SO,IP,AB,AID,PMC,OID,OAB,OABL,OTO,OT,GN,CIN,AD
1058758,NLM,MEDLINE,19760129,20180214,0301-0171 (Print) 0301-0171 (Linking),15,1975,"A (13;22) Robertsonian translocation, 45 chromosomes. Repository identification no. GM-392.",55-6,"['Alfi, O', 'Miller, R C', 'Greene, A E', 'Coriell, L L']","['Alfi O', 'Miller RC', 'Greene AE', 'Coriell LL']",['eng'],"['Case Reports', 'Journal Article', ""Research Support, U.S. Gov't, P.H.S.""]",,Switzerland,Cytogenet Cell Genet,Cytogenetics and cell genetics,0367735,,IM,"['*Chromosome Aberrations', '*Chromosomes, Human, 13-15', '*Chromosomes, Human, 21-22 and Y', 'Female', 'Humans', 'Infant', 'Karyotyping', 'Leukemia, Myeloid/genetics', '*Translocation, Genetic']",1975/01/01 00:00,1975/01/01 00:01,['1975/01/01 00:00'],"['1975/01/01 00:00 [pubmed]', '1975/01/01 00:01 [medline]', '1975/01/01 00:00 [entrez]']",ppublish,Cytogenet Cell Genet. 1975;15(1):55-6. doi: 10.1159/000130499.,1,,['10.1159/000130499 [doi]'],,,,,,,,,
1058744,NLM,MEDLINE,19760108,20131121,0008-8730 (Print) 0008-8730 (Linking),8,1975 Sep,Nuclear incorporation of radioactive DNA precursors and progression of cells through S. Combined radioautographic and cytophotometric studies on normal and leukaemic bone marrow and thoracic duct lymph cells of man.,455-66,"['Hirt, A', 'Wagner, H P']","['Hirt A', 'Wagner HP']",['eng'],['Journal Article'],,England,Cell Tissue Kinet,Cell and tissue kinetics,0174107,"['0W860991D6 (Deoxycytidine)', '10028-17-8 (Tritium)', '9007-49-2 (DNA)', 'VC2W18DGKR (Thymidine)']",IM,"['Aged', 'Bone Marrow/*metabolism', '*Bone Marrow Cells', 'Cell Nucleus/metabolism/ultrastructure', 'Child', 'Child, Preschool', 'DNA/*biosynthesis', 'Deoxycytidine/*metabolism', 'Female', 'Humans', 'Leukemia/*metabolism', 'Leukemia, Lymphoid/metabolism', 'Leukemia, Monocytic, Acute/metabolism', 'Leukemia, Myeloid, Acute/metabolism', 'Lymphocytes/*metabolism', 'Male', '*Mitosis', 'Scleroderma, Systemic/metabolism', 'Thymidine/*metabolism', 'Tritium']",1975/09/01 00:00,1975/09/01 00:01,['1975/09/01 00:00'],"['1975/09/01 00:00 [pubmed]', '1975/09/01 00:01 [medline]', '1975/09/01 00:00 [entrez]']",ppublish,Cell Tissue Kinet. 1975 Sep;8(5):455-66.,5,"Bone marrow blast cells of nine children with untreated acute leukaemia (five lymphoid, three myeloid, one monocytic), myeloid precursor cells of a haematologically normal child and thoracic duct lymph cells of a patient with sclerodermia were pulse-labelled in vitro with tritiated thymidine and/or tritiated cytidine. Combined radioautographic and cytophotometric techniques were used for the determination of the median nuclear size and the median grain count of labelled cells in different segments of S. It was found that the median grain count reached maximum values in the second or third quarter of S in all cell populations studied, and that the variation, during S, of the median grain count appeared to be independent of the median DNA synthesis times of the cell types investigated. In six cell populations a clear-cut inverse relation existed between the number and the median grain count of labelled cells in different segments of S. In three populations this relation was less apparent and in two it was not found at all.",,,,,,,,,,
1058736,NLM,MEDLINE,19760202,20190619,0008-543X (Print) 0008-543X (Linking),36,1975 Sep,Treatment of acute leukemia during pregnancy.,861-2,"['Raich, P C', 'Curet, L B']","['Raich PC', 'Curet LB']",['eng'],"['Case Reports', 'Journal Article']",,United States,Cancer,Cancer,0374236,"['04079A1RDZ (Cytarabine)', 'FTK8U1GZNX (Thioguanine)']",IM,"['Adult', 'Cytarabine/*therapeutic use', 'Drug Therapy, Combination', 'Female', 'Humans', 'Leukemia, Myeloid, Acute/*drug therapy', 'Pregnancy', 'Pregnancy Complications, Hematologic/*drug therapy', 'Pregnancy Trimester, Second', 'Thioguanine/*therapeutic use']",1975/09/01 00:00,1975/09/01 00:01,['1975/09/01 00:00'],"['1975/09/01 00:00 [pubmed]', '1975/09/01 00:01 [medline]', '1975/09/01 00:00 [entrez]']",ppublish,Cancer. 1975 Sep;36(3):861-2. doi: 10.1002/1097-0142(197509)36:3<861::aid-cncr2820360305>3.0.co;2-p.,3,"Cytarabine and thioguanine therapy for acute myelocytic leukemia, initiated during the 26th week of pregnancy, led to complete remission of the leukemia in a 22-year-old woman, and allowed for delivery of a normal infant at term. No chromosomal abnormalities were detected in the infant. Cytarabine and thioguanine in combination are effective agents in the treatment of acute leukemia in adults. Their use appears warranted in pregnant patients after the first trimester.",['10.1002/1097-0142(197509)36:3<861::aid-cncr2820360305>3.0.co;2-p [doi]'],,,,,,,,,
1058708,NLM,MEDLINE,19760130,20151119,0306-9443 (Print) 0306-9443 (Linking),2,1975 Mar,Non-Hodgkin's lymphoma in children: results of treatment with LSA2-L2 protocol.,337-42,"['Wollner, N', 'Lieberman, P', 'Exelby, P', ""D'angio, G"", 'Burchenal, J', 'Fang, S', 'Murphy, M L']","['Wollner N', 'Lieberman P', 'Exelby P', ""D'angio G"", 'Burchenal J', 'Fang S', 'Murphy ML']",['eng'],['Journal Article'],,England,Br J Cancer Suppl,The British journal of cancer. Supplement,7506975,"['0 (Antineoplastic Agents)', '04079A1RDZ (Cytarabine)', '5J49Q6B70F (Vincristine)', '8N3DW7272P (Cyclophosphamide)', 'EC 3.5.1.1 (Asparaginase)', 'FTK8U1GZNX (Thioguanine)', 'X6Q56QN5QC (Hydroxyurea)', 'YL5FZ2Y5U1 (Methotrexate)', 'ZS7284E0ZP (Daunorubicin)']",IM,"['Adolescent', 'Antineoplastic Agents/*therapeutic use', 'Asparaginase/therapeutic use', 'Bone Neoplasms/drug therapy', 'Child', 'Child, Preschool', 'Cyclophosphamide/therapeutic use', 'Cytarabine/therapeutic use', 'Daunorubicin/therapeutic use', 'Drug Therapy, Combination', 'Female', 'Humans', 'Hydroxyurea/therapeutic use', 'Leukemia/drug therapy', 'Leukemia, Lymphoid/drug therapy', 'Lymph Nodes', 'Lymphoma/*drug therapy/radiotherapy', 'Male', 'Mediastinal Neoplasms/drug therapy', 'Methotrexate/therapeutic use', 'Nasopharyngeal Neoplasms/drug therapy', 'Ovarian Neoplasms/drug therapy', 'Skin Neoplasms/drug therapy', 'Stomach Neoplasms/drug therapy', 'Thioguanine/therapeutic use', 'Vincristine/therapeutic use']",1975/03/01 00:00,1975/03/01 00:01,['1975/03/01 00:00'],"['1975/03/01 00:00 [pubmed]', '1975/03/01 00:01 [medline]', '1975/03/01 00:00 [entrez]']",ppublish,Br J Cancer Suppl. 1975 Mar;2:337-42.,,"The results obtained with very intensive treatment in previously untreated patients early in the disease are encouraging, and we hope will change the philosophy of most investigators that even in far advanced disease such as those with marrow metastases or multiple primary sites, one can still obtain complete regression at all tumour sites within 1 to 1 1/2 months from onset of therapy by combined treatment with multiple chemotherapeutic agents and radiation therapy to one or more sites.",,PMC2149576,,,,,,,,
1058669,NLM,MEDLINE,19751230,20190823,0004-8291 (Print) 0004-8291 (Linking),5,1975 Aug,Cytogenetic studies of the spleen in chronic granulocytic leukaemia.,295-305,"['Spiers, A S', 'Barikie, A G', 'Bartnall, J A', 'Cox, J I']","['Spiers AS', 'Barikie AG', 'Bartnall JA', 'Cox JI']",['eng'],"['Case Reports', 'Journal Article']",,Australia,Aust N Z J Med,Australian and New Zealand journal of medicine,1264322,"['0 (Lectins)', 'G1LN9045DK (Busulfan)']",IM,"['Adult', 'Busulfan/therapeutic use', 'Cell Line', '*Chromosome Aberrations', '*Chromosomes, Human, 21-22 and Y', 'Chronic Disease', 'Female', 'Humans', 'Lectins/pharmacology', 'Leukemia, Myeloid/drug therapy/*genetics/radiotherapy', 'Lymphocytes/drug effects', 'Male', 'Middle Aged', 'Mitosis/drug effects', 'Spleen/*ultrastructure', 'Stimulation, Chemical']",1975/08/01 00:00,1975/08/01 00:01,['1975/08/01 00:00'],"['1975/08/01 00:00 [pubmed]', '1975/08/01 00:01 [medline]', '1975/08/01 00:00 [entrez]']",ppublish,Aust N Z J Med. 1975 Aug;5(4):295-305. doi: 10.1111/j.1445-5994.1975.tb03262.x.,4,"Using a technique of short-term in vitro culture, cytogenetic studies were performed on splenic tissue from 12 patients with chronic granulocytic leukaemia. In eight patients the disease was in its chronic phase and had been treated with busulphan (seven cases) or splenic irradiation (one case). In five of these patients, small numbers of dividing cells possessing the Philadelphia (Ph1) chromosome were observed; in one, only Ph1 -negative metaphases, presumably those of lymphocytes, occurred, and in two patients no dividing cells were obtained. In four patients chronic granulocytic leukaemia had undergone metamorphosis to an acute phase: in two of these patients no dividing cells were observed in splenic cultures with or without added phytohaemagglutinin: this result may have been attributable to prior cytotoxic therapy. In cultures from the other two patients in metamorphosis, almost all dividing cells were Ph1 -positve and many cells possessed two Ph1 chromosomes. Full cytogenetic analysis in one of these cases showed that the spleen contained several closely related cell lines, apparently reflecting progressive tumour cell evolution.",['10.1111/j.1445-5994.1975.tb03262.x [doi]'],,,,,,,,,
1058649,NLM,MEDLINE,19760102,20071115,0003-9764 (Print) 0003-9764 (Linking),32,1975 Jun-Jul,[Proceedings: Bloom's syndrome two familial cases with terminal myeloblastic leukemia].,583,"['Brunel, D', 'Emberger, J M', 'Manassero, J', 'Astruc, J', 'Donnadio, D']","['Brunel D', 'Emberger JM', 'Manassero J', 'Astruc J', 'Donnadio D']",['fre'],"['Case Reports', 'Journal Article']",Le syndrome de Bloom: observation de deux cas familiaux avec leucose myeloblastique terminale,France,Arch Fr Pediatr,Archives francaises de pediatrie,0372421,,IM,"['Abnormalities, Multiple/*genetics', 'Facial Dermatoses/*genetics', 'Humans', 'Infant', 'Leukemia, Myeloid, Acute/*genetics', 'Male', 'Syndrome', 'Telangiectasis/*genetics']",1975/06/01 00:00,1975/06/01 00:01,['1975/06/01 00:00'],"['1975/06/01 00:00 [pubmed]', '1975/06/01 00:01 [medline]', '1975/06/01 00:00 [entrez]']",ppublish,Arch Fr Pediatr. 1975 Jun-Jul;32(6):583.,6,,,,,,,,,,,
1058648,NLM,MEDLINE,19751220,20190514,0003-4932 (Print) 0003-4932 (Linking),182,1975 Oct,Myeloproliferative disorders.,464-71,"['Schwartz, S I']",['Schwartz SI'],['eng'],['Journal Article'],,United States,Ann Surg,Annals of surgery,0372354,,IM,"['Adult', 'Aged', 'Blood Coagulation Disorders/etiology', 'Female', 'Hemostasis', 'Humans', 'Hypertension, Portal/surgery', 'Leukemia, Myeloid/complications/surgery', 'Male', 'Middle Aged', '*Myeloproliferative Disorders', 'Postoperative Complications', 'Primary Myelofibrosis/complications/surgery', 'Splenectomy']",1975/10/01 00:00,1975/10/01 00:01,['1975/10/01 00:00'],"['1975/10/01 00:00 [pubmed]', '1975/10/01 00:01 [medline]', '1975/10/01 00:00 [entrez]']",ppublish,Ann Surg. 1975 Oct;182(4):464-71. doi: 10.1097/00000658-197510000-00012.,4,"Forty-three operative procedures were performed on a population of 250 patients with myeloproliferative disorders, including polycythemia vera, myeloid metaplasia (MM) and chronic myelogenous leukemia (CML). The overall operative mortality was approximately 7% and the incidence of excessive bleeding which could be related to coagulopathy was 5%. Twenty-one patients with MM or CML underwent splenectomy for palliation of symptoms related to the enlarged spleen or hematologic problems. Eighty-four percent of the latter group were improved. Adverse hematologic effects which could be attributed to splenectomy in these patients were confined to two patients who developed marked thrombocytosis. Among the 23 patients with MM, 9 had portal hypertension. Three underwent portacaval shunt and one a splenorenal shunt for bleeding varices. One of the patients died of hepatic necrosis. Estimated hepatic blood flow determinations (EHBF) in 4 patients with portal hypertension demonstrated a marked absolute increase and an increase in the ratio of EHBF/Cardiac Index. Absence of any evidence of intrahepatic or extrahepatic obstruction in these patients and the demonstration that splenectomy relieved portal hypertension defined at surgery in 4 patients, suggests that augmented adhepatic flow contributes to portal hypertension in some cases. The review leads to the conclusions that: 1) Operative procedures in prepared patients with myeloproliferative disorders are not associated with prohibitive mortality and morbidity rates. 2) Splenectomy is indicated for patients with increasing transfusion requirements and symptomatic splenomegaly or hypersplenism and should be performed early in the course of disease. 3) When associated portal hypertension and bleeding varices are present, hemodynamic studies should be carried out to define if splenectomy alone, or a portal systemic decompressive procedure is indicated.",['10.1097/00000658-197510000-00012 [doi]'],PMC1344013,,,,,,,,
1058645,NLM,MEDLINE,19751211,20190619,0003-4819 (Print) 0003-4819 (Linking),83,1975 Oct,Letter: Cytarabine: therapeutic trials and editorial standards.,578,"['Wiernik, P H']",['Wiernik PH'],['eng'],['Journal Article'],,United States,Ann Intern Med,Annals of internal medicine,0372351,['04079A1RDZ (Cytarabine)'],IM,"['Cytarabine/*therapeutic use', 'Drug Evaluation', 'Humans', 'Leukemia, Myeloid, Acute/*drug therapy', 'Remission, Spontaneous']",1975/10/01 00:00,1975/10/01 00:01,['1975/10/01 00:00'],"['1975/10/01 00:00 [pubmed]', '1975/10/01 00:01 [medline]', '1975/10/01 00:00 [entrez]']",ppublish,Ann Intern Med. 1975 Oct;83(4):578. doi: 10.7326/0003-4819-83-4-578.,4,,['10.7326/0003-4819-83-4-578 [doi]'],,,,,,,,,
1058630,NLM,MEDLINE,19751220,20190812,0001-6101 (Print) 0001-6101 (Linking),198,1975 Sep,The Di Guglielmo syndrome: a study of 17 cases. I. Clinical and haematological manifestations.,165-74,"['Soondergaard-Petersen, H']",['Soondergaard-Petersen H'],['eng'],['Journal Article'],,Sweden,Acta Med Scand,Acta medica Scandinavica,0370330,['0 (Hemoglobins)'],IM,"['Adolescent', 'Adult', 'Aged', 'Blood Cell Count', 'Blood Platelets/pathology', 'Bone Marrow/*pathology', '*Bone Marrow Cells', 'Diagnosis, Differential', 'Erythroblasts/*pathology', 'Erythrocytes/*pathology', 'Female', 'Hemoglobins/metabolism', 'Humans', 'Leukemia, Erythroblastic, Acute/*blood/diagnosis', 'Leukemia, Myeloid, Acute/diagnosis', 'Leukocytes/pathology', 'Male', 'Middle Aged', 'Reticulocytes/pathology', 'Time Factors']",1975/09/01 00:00,1975/09/01 00:01,['1975/09/01 00:00'],"['1975/09/01 00:00 [pubmed]', '1975/09/01 00:01 [medline]', '1975/09/01 00:00 [entrez]']",ppublish,Acta Med Scand. 1975 Sep;198(3):165-74. doi: 10.1111/j.0954-6820.1975.tb19524.x.,3,"Based on a series of 17 patients with Di Guglielmo's syndrome, i.e., erythraemic myelosis and erythroleukaemia, a description is given of the clinical and haematological manifestations of this disease. Three cases were anerythraemic, i.e. no erythroblasts were seen in the blood smears, and three were aleukaemic, i.e. no myeloblasts and/or promyelocytes were found in the blood. The percentage of erythroblasts in the bone marrow smears varied from 34 to 96. In all cases, abnormalities (often megaloblastoid changes) of varying severity were observed in the erythroblasts. Proerythroblasts showing erythrophagocytosis, multinuclearity and vacuolation of the cytoplasm are features of great diagnostic importance. Five patients had myeloblasts or promyelocytes containing Auer rods, six had neutrophilic granulocytes showing pseudo-Pelger-Huet anomaly, and in most cases agranular polymorphonuclears were present. Brief comments are given on the PAS, nuclear arylsulphatase and naphtol-AS-D-chloroacetate-esterase staining methods. Four of five patients studied cytogenetically revealed abnormal stem lines. The survival times after the onset of the disease ranged from 17 days to 20 months. The disease is closely related to myeloblastic leukaemia. In the course of Di Guglielmo's syndrome, the leukaemic component often becomes more conspicuous, so that, in the terminal phase, the disease cannot be distinguished from typical myeloblastic leukaemia. As, in Di Guglielmo's ""leukaemia"", the diagnostic problems are greater than and different from those in typical myeloblastic leukaemia, it is still reasonable to place this disease in a separate group under acute granulocytic leukaemia.",['10.1111/j.0954-6820.1975.tb19524.x [doi]'],,,,,,,,,
1058628,NLM,MEDLINE,19751211,20190902,0001-6632 (Print) 0001-6632 (Linking),25,1975 Mar,Myeloproliferative disorders with selective differentiation toward megakaryocytic cells. A clinicopathological study of three autopsy cases.,225-39,"['Okayasu, I', 'Kajita, A', 'Takemura, T']","['Okayasu I', 'Kajita A', 'Takemura T']",['eng'],"['Case Reports', 'Journal Article']",,Australia,Acta Pathol Jpn,Acta pathologica japonica,0372637,,IM,"['Adult', 'Bone Marrow/pathology', 'Diagnosis, Differential', 'Female', 'Humans', 'Leukemia, Myeloid, Acute/diagnosis/pathology', 'Liver/pathology', 'Lymph Nodes/pathology', 'Male', 'Middle Aged', 'Spleen/pathology', 'Thrombocythemia, Essential/diagnosis/*pathology']",1975/03/01 00:00,1975/03/01 00:01,['1975/03/01 00:00'],"['1975/03/01 00:00 [pubmed]', '1975/03/01 00:01 [medline]', '1975/03/01 00:00 [entrez]']",ppublish,Acta Pathol Jpn. 1975 Mar;25(2):225-39. doi: 10.1111/j.1440-1827.1975.tb00859.x.,2,"Three autopsy cases of myeloproliferative disorders with selective differentiation toward megakaryocytic cells were reported with a clinicopathological analysis. All of these cases had some common distinctive features; (1) patients, adult of more than 40 years of age, (2) relatively acute fatal course (about 20 to 100 days), (3) continued pancytopenia in the peripheral blood, (4) so-called blast cells, occasionally showing accumulation, according to the length of total duration, in addition to overwhelming predominance of atypical megakaryocytic cells in the bone marrow, and (5) an increased tendency of fibrillosis in the interstitium of the bone marrow corresponding to the more or less prolonged duration of the course. From these facts, they should be compatible with so-called megakaryocytic myelosis. Some relationship between this disorder and myelogenous leukemia, and infiltrative tendency of megakaryocytic cells in the extramedullary organs had also been discussed shortly.",['10.1111/j.1440-1827.1975.tb00859.x [doi]'],,,,,,,,,
