PMID,OWN,STAT,DCOM,LR,IS,VI,IP,DP,TI,PG,AB,FAU,AU,LA,PT,PL,TA,JT,JID,SB,MH,PMC,EDAT,MHDA,CRDT,PHST,AID,PST,SO,RN,GR,TT,RF,PS,FPS,OID,OTO,OT,GN
6704125,NLM,MEDLINE,19840426,20190612,0006-291X (Print) 0006-291X (Linking),119,1,1984 Feb 29,Multiple forms of L1210 dihydrofolate reductase differing in affinity for methotrexate.,352-8,"Dihydrofolate reductase, purified from a Methotrexate-resistant subline (R6) of L1210 mouse leukemia cells, consists of two forms (designated 1 and 2) differing in affinity for the drug. Form 1 is more sensitive to inhibition by Methotrexate. Form 2 is more heat-labile, but it can be stabilized by bovine serum albumin or NADPH. Isoelectric focusing resolves 1 and 2; pI values are 7.4 and 8.2. Forms 1 and 2 comprise about 10 and 90% of the total protein, but 1 has at least a 2-fold higher specific activity. Binding measurements with [3H]Methotrexate provide KD values of ca. 1 and 27 nM for 1 and 2.","['Duffy, T H', 'Beckman, S B', 'Huennekens, F M']","['Duffy TH', 'Beckman SB', 'Huennekens FM']",['eng'],"['Comparative Study', 'Journal Article', ""Research Support, Non-U.S. Gov't"", ""Research Support, U.S. Gov't, P.H.S.""]",United States,Biochem Biophys Res Commun,Biochemical and biophysical research communications,0372516,IM,"['Animals', 'Drug Stability', 'Hot Temperature', 'Isoelectric Point', 'Leukemia L1210/*enzymology', 'Methotrexate/*metabolism', 'Mice', 'Substrate Specificity', 'Tetrahydrofolate Dehydrogenase/*isolation & purification/metabolism']",,1984/02/29 00:00,1984/02/29 00:01,['1984/02/29 00:00'],"['1984/02/29 00:00 [pubmed]', '1984/02/29 00:01 [medline]', '1984/02/29 00:00 [entrez]']","['0006-291X(84)91658-9 [pii]', '10.1016/0006-291x(84)91658-9 [doi]']",ppublish,Biochem Biophys Res Commun. 1984 Feb 29;119(1):352-8. doi: 10.1016/0006-291x(84)91658-9.,"['EC 1.5.1.3 (Tetrahydrofolate Dehydrogenase)', 'YL5FZ2Y5U1 (Methotrexate)']",['CA 6522/CA/NCI NIH HHS/United States'],,,,,,,,
6703919,NLM,MEDLINE,19840409,20131121,0004-1556 (Print) 0004-1556 (Linking),41,2,1984 Feb,Mitoxantrone: a promising new chemotherapeutic agent.,96-8,,"['Dalton, W S', 'Alberts, D S']","['Dalton WS', 'Alberts DS']",['eng'],['Journal Article'],United States,Ariz Med,Arizona medicine,0372465,IM,"['Anthraquinones/*therapeutic use', 'Antineoplastic Agents/*therapeutic use', 'Breast Neoplasms/drug therapy', 'Drug Evaluation', 'Humans', 'Leukemia/drug therapy', 'Mitoxantrone']",,1984/02/01 00:00,1984/02/01 00:01,['1984/02/01 00:00'],"['1984/02/01 00:00 [pubmed]', '1984/02/01 00:01 [medline]', '1984/02/01 00:00 [entrez]']",,ppublish,Ariz Med. 1984 Feb;41(2):96-8.,"['0 (Anthraquinones)', '0 (Antineoplastic Agents)', 'BZ114NVM5P (Mitoxantrone)']",,,,,,,,,
6703724,NLM,MEDLINE,19840406,20141120,0385-0684 (Print) 0385-0684 (Linking),11,3,1984 Mar,[Protective effect of coenzyme Q10 in cardiotoxicity induced by adriamycin].,502-8,"Cardiotoxicity induced by adriamycin and protective effect by coenzyme Q10 were studied in 80 closely-followed patients receiving chemotherapy with adriamycin. Serial electrocardiograms were recorded immediately before and after the administration of adriamycin each times. The electrocardiographic parameters (heart rate, P-Q duration, QRS-duration, QRS voltage and QTc-duration) were analyzed. In patients treated with adriamycin alone, QTc-duration was prolonged significantly. On the other hand, in patients treated with adriamycin plus coenzyme Q10, QTc-duration was not significantly prolonged. This Suggests that coenzyme Q10 may reduce negative inotropic action induced by adriamycin. Further, the QRS voltage was also significantly decreased in patients treated with adriamycin alone, but was not decreased in patients treated with adriamycin plus coenzyme Q10. These findings suggest that some electrocardiographic changes due to adriamycin may be prevented by coenzyme Q10.","['Okuma, K', 'Furuta, I', 'Ota, K']","['Okuma K', 'Furuta I', 'Ota K']",['jpn'],"['English Abstract', 'Journal Article']",Japan,Gan To Kagaku Ryoho,Gan to kagaku ryoho. Cancer & chemotherapy,7810034,IM,"['Coenzymes', 'Doxorubicin/*adverse effects', 'Electrocardiography', 'Female', 'Gastrointestinal Neoplasms/drug therapy/physiopathology', 'Heart/*drug effects', 'Heart Rate/drug effects', 'Humans', 'Leukemia/drug therapy/physiopathology', 'Lung Neoplasms/drug therapy/physiopathology', 'Lymphoma/drug therapy/physiopathology', 'Male', 'Middle Aged', 'Neoplasms/*drug therapy/physiopathology', 'Time Factors', 'Ubiquinone/*analogs & derivatives/therapeutic use']",,1984/03/01 00:00,1984/03/01 00:01,['1984/03/01 00:00'],"['1984/03/01 00:00 [pubmed]', '1984/03/01 00:01 [medline]', '1984/03/01 00:00 [entrez]']",,ppublish,Gan To Kagaku Ryoho. 1984 Mar;11(3):502-8.,"['0 (Coenzymes)', '1339-63-5 (Ubiquinone)', '80168379AG (Doxorubicin)', 'EJ27X76M46 (coenzyme Q10)']",,,,,,,,,
6703723,NLM,MEDLINE,19840406,20131121,0385-0684 (Print) 0385-0684 (Linking),11,3,1984 Mar,[Phase II study of mitoxantrone for acute leukemia].,497-501,"A total of seventeen patients with acute leukemia were treated with mitoxantrone for induction therapy. Nine out of 17 patients were previously untreated, while the other eight patients were previously treated. All of the previously treated cases had received chemotherapy including anthracycline derivatives. Bolus infusion of Mitoxantrone for three to ten days was employed. The daily and total doses of mitoxantrone ranged from 1.8 mg/m2 to 4.3 mg/m2 and from 7.5 mg/m2 to 40 mg/m2, respectively. CR was achieved in three (33%) previously untreated and two (25%) in previously treated cases. PR occurred in five previously untreated and in two previously treated patients. The other five failed to respond the agent. The most serious adverse effect of the drug was myelosuppression, but it was reversible in all cases. In one patient irreversible EKG change was observed. All other adverse effects such as nausea and vomiting, anorexia and diarrhea, were not serious and reversible. In conclusion, Mitoxantrone is effective in some cases with acute leukemia.","['Oguma, S', 'Tatsumi, Y', 'Hirayama, F', 'Tani, Y', 'Kubota, Y', 'Kanakura, Y', 'Ueda, T', 'Nakamura, H', 'Shibata, H', 'Masaoka, T']","['Oguma S', 'Tatsumi Y', 'Hirayama F', 'Tani Y', 'Kubota Y', 'Kanakura Y', 'Ueda T', 'Nakamura H', 'Shibata H', 'Masaoka T']",['jpn'],"['English Abstract', 'Journal Article']",Japan,Gan To Kagaku Ryoho,Gan to kagaku ryoho. Cancer & chemotherapy,7810034,IM,"['Acute Disease', 'Adolescent', 'Adult', 'Anthraquinones/administration & dosage/*therapeutic use', 'Drug Administration Schedule', 'Drug Evaluation', 'Female', 'Humans', 'Leukemia/*drug therapy', 'Male', 'Middle Aged', 'Mitoxantrone']",,1984/03/01 00:00,1984/03/01 00:01,['1984/03/01 00:00'],"['1984/03/01 00:00 [pubmed]', '1984/03/01 00:01 [medline]', '1984/03/01 00:00 [entrez]']",,ppublish,Gan To Kagaku Ryoho. 1984 Mar;11(3):497-501.,"['0 (Anthraquinones)', 'BZ114NVM5P (Mitoxantrone)']",,,,,,,,,
6703685,NLM,MEDLINE,19840412,20210526,0066-4804 (Print) 0066-4804 (Linking),25,1,1984 Jan,Mezlocillin pharmacokinetics in pediatric oncology patients.,62-4,"The pharmacokinetics of mezlocillin were studied in 31 children (age, 2 to 19 years) with malignancies and normal renal and hepatic functions. Mezlocillin was administered intravenously over 30 min every 4 h at doses ranging from 12.2 to 125 mg/kg. Blood samples were obtained over one dosage interval at steady state. For all patients, the mean clearance was 0.21 +/- 0.11 liter/h per kg, the mean distribution volume was 0.26 +/- 0.13 liter/kg, and the mean elimination half-life was 0.97 +/- 0.51 h. Trough concentrations were 23.0 +/- 29.9 mg/liter before the dose was administered and 20.4 +/- 27.5 mg/liter at the end of the dosing interval. Peak concentrations averaged 245 +/- 90.4 mg/liter, and average concentrations for the dosing interval were 83.7 +/- 40.4 mg/liter. There were no apparent effects of sex, malignancy, age, or dose on either the kinetic parameters or plasma concentrations. Overall, the disposition parameters for mezlocillin in this patient group were comparable to those reported in adults.","['Kramer, W G', 'Pickering, L K', 'Culbert, S', 'Frankel, L S']","['Kramer WG', 'Pickering LK', 'Culbert S', 'Frankel LS']",['eng'],['Journal Article'],United States,Antimicrob Agents Chemother,Antimicrobial agents and chemotherapy,0315061,IM,"['Adolescent', 'Child', 'Child, Preschool', 'Female', 'Half-Life', 'Humans', 'Kinetics', 'Leukemia/*blood', 'Male', 'Mezlocillin/*blood', 'Neoplasms/*blood']",PMC185436,1984/01/01 00:00,1984/01/01 00:01,['1984/01/01 00:00'],"['1984/01/01 00:00 [pubmed]', '1984/01/01 00:01 [medline]', '1984/01/01 00:00 [entrez]']",['10.1128/AAC.25.1.62 [doi]'],ppublish,Antimicrob Agents Chemother. 1984 Jan;25(1):62-4. doi: 10.1128/AAC.25.1.62.,['OH2O403D1G (Mezlocillin)'],,,,,,,,,
6703543,NLM,MEDLINE,19840412,20190619,0003-4819 (Print) 0003-4819 (Linking),100,4,1984 Apr,Perirectal infections in acute leukemia. Improved survival after incision and debridement.,515-8,"During a 6-year period, 16 (7.9%) of 202 patients with acute leukemia of both the lymphocytic and nonlymphocytic types developed perirectal infections. All patients were febrile and severely neutropenic (14 patients had absolute neutrophil counts of less than 100/mm3). Lesions were painful and indurated but lacked fluctuance. Urinary retention, peritoneal signs, and extension of the infection to the genitalia were common. Eleven patients had bacteremia, and an average of 2.1 enteric bacteria were recovered from samples of abscess fluid or blood. Perirectal lesions were operatively incised and debrided (10 patients), unless spontaneous drainage occurred (5 patients). These 15 patients became pain-free in less than 48 hours and afebrile in 2 to 8 days. Drained lesions healed in all. Thirteen of fifteen patients left the hospital, whereas 2 died in the hospital of unrelated causes. The only patient whose lesion was not drained died of continuous bacteremia. Early incision and debridement contributed to our patients' improved survival.","['Barnes, S G', 'Sattler, F R', 'Ballard, J O']","['Barnes SG', 'Sattler FR', 'Ballard JO']",['eng'],['Journal Article'],United States,Ann Intern Med,Annals of internal medicine,0372351,IM,"['Acute Disease', 'Adolescent', 'Adult', 'Aged', 'Bacterial Infections/etiology/surgery', 'Debridement', 'Drainage', 'Female', 'Humans', 'Leukemia/*complications', 'Male', 'Middle Aged', 'Proctitis/etiology/microbiology/*surgery', 'Risk']",,1984/04/01 00:00,1984/04/01 00:01,['1984/04/01 00:00'],"['1984/04/01 00:00 [pubmed]', '1984/04/01 00:01 [medline]', '1984/04/01 00:00 [entrez]']",['10.7326/0003-4819-100-4-515 [doi]'],ppublish,Ann Intern Med. 1984 Apr;100(4):515-8. doi: 10.7326/0003-4819-100-4-515.,,,,,,,,,,
6702876,NLM,MEDLINE,19840411,20190627,0002-9343 (Print) 0002-9343 (Linking),76,3,1984 Mar,Basophils in peripheral blood and bone marrow. A retrospective review.,509-11,"The records on 375 consecutive bone marrow aspirations were reviewed to establish the incidence and association of peripheral and bone marrow basophilia. Seventeen cases of peripheral basophilia were identified (4.5 percent incidence) and were associated with iron deficiency (five cases), lung carcinoma (four cases), anemia of undetermined cause (four cases), and chronic myelogenous leukemia, myelodysplasia, chronic renal failure, and acute myelogenous leukemia (one case each). There were six cases of marrow basophilia, including iron-deficiency anemia (two cases), sideroblastic anemia with myelodysplasia, mild dyspoiesis, anemia of chronic disease, and acute erythroleukemia. Marrow basophilia was significantly associated with myelodysplasia and sideroblastic anemia, but was not found in 37 patients with lymphoproliferative disorders. There were no instances of simultaneous marrow and peripheral basophilia. These data support the concept that marrow basophilia is a specific, although not sensitive, marker of disruption of the normal marrow maturation controls.","['May, M E', 'Waddell, C C']","['May ME', 'Waddell CC']",['eng'],['Journal Article'],United States,Am J Med,The American journal of medicine,0267200,IM,"['*Basophils', '*Bone Marrow Cells', 'Humans', 'Leukocyte Count', 'Leukopenia/blood', 'Retrospective Studies', 'Thrombocytopenia/blood', 'Thrombocytosis/blood']",,1984/03/01 00:00,1984/03/01 00:01,['1984/03/01 00:00'],"['1984/03/01 00:00 [pubmed]', '1984/03/01 00:01 [medline]', '1984/03/01 00:00 [entrez]']","['0002-9343(84)90671-5 [pii]', '10.1016/0002-9343(84)90671-5 [doi]']",ppublish,Am J Med. 1984 Mar;76(3):509-11. doi: 10.1016/0002-9343(84)90671-5.,,,,,,,,,,
6702875,NLM,MEDLINE,19840411,20190627,0002-9343 (Print) 0002-9343 (Linking),76,3,1984 Mar,Can antibacterial therapy be discontinued in persistently febrile granulocytopenic cancer patients?,450-7,"It has been suggested that empiric broad-spectrum antibiotics, instituted for fever in the presence of granulocytopenia, should continue to be administered, even when infection is not demonstrable, to those patients who remain persistently febrile and granulocytopenic. Therefore, the consequences of discontinuing antibiotics when the presence of infection is doubted in this setting were evaluated. In 16 (3.7 percent) of 429 episodes of fever and granulocytopenia for which empiric antibiotic therapy was instituted, after approximately four days, persistence of both fever and granulocytopenia was found, and yet infection was prospectively classified at that time as ""doubtful."" The initial empiric antibiotic regimen was therefore discontinued after a mean of 4.8 (median 5.0) days. Discontinuation of antibiotics proved appropriate for half of the patients; eight patients received no systemic therapeutic antibiotics with no evidence of infection during a period of at least two weeks. The other eight patients had antibacterial antibiotics reinstituted within a mean of 2.4 days; six infections were subsequently demonstrable. Six of these eight patients also required or were believed to require antifungal therapy with intravenous amphotericin B for presumed fungal infections. Patients with relapsed leukemia or lymphoma and those with a likelihood of continued profound granulocytopenia (counts below 100/microliters) or both were the ones who tended to require reinstitution of antibiotics. Discontinuation of antibiotics when infection was considered doubtful despite persistence of both fever and granulocytopenia was, therefore, successful in eight of 16 patients. Reinstitution of antibiotics was required in the eight remaining patients. No definite rule appears to be applicable to all patients.","['Joshi, J H', 'Schimpff, S C', 'Tenney, J H', 'Newman, K A', 'de Jongh, C A']","['Joshi JH', 'Schimpff SC', 'Tenney JH', 'Newman KA', 'de Jongh CA']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't"", ""Research Support, U.S. Gov't, P.H.S.""]",United States,Am J Med,The American journal of medicine,0267200,IM,"['Agranulocytosis/*etiology', 'Amikacin/therapeutic use', 'Amphotericin B/therapeutic use', 'Anti-Bacterial Agents/*therapeutic use', 'Fever/*drug therapy/etiology', 'Humans', 'Lactams/therapeutic use', 'Neoplasms/*complications']",,1984/03/01 00:00,1984/03/01 00:01,['1984/03/01 00:00'],"['1984/03/01 00:00 [pubmed]', '1984/03/01 00:01 [medline]', '1984/03/01 00:00 [entrez]']","['0002-9343(84)90664-8 [pii]', '10.1016/0002-9343(84)90664-8 [doi]']",ppublish,Am J Med. 1984 Mar;76(3):450-7. doi: 10.1016/0002-9343(84)90664-8.,"['0 (Anti-Bacterial Agents)', '0 (Lactams)', '7XU7A7DROE (Amphotericin B)', '84319SGC3C (Amikacin)']",['1-P50-CA-32107-01/CA/NCI NIH HHS/United States'],,,,,,,,
6702874,NLM,MEDLINE,19840411,20191210,0002-9343 (Print) 0002-9343 (Linking),76,3,1984 Mar,Significance of serum bactericidal activity in gram-negative bacillary bacteremia in patients with and without granulocytopenia.,429-35,"Serum bactericidal activity was determined routinely in 89 patients with gram-negative bacillary bacteremia, 79 of whom were analyzed because they had granulocyte counts either below 100/mm3 or above 1,000/mm3. A peak (one hour after the administration of the antibiotics) serum bactericidal titer of 1:8 or more in non-granulocytopenic patients or 1:16 or more in severely granulocytopenic patients could be correlated with a favorable clinical response, in 98 percent (44 of 45) (p less than 0.0001) and 87 percent (20 of 23), (p less than 0.001) respectively. Granulocytopenic patients required a statistically significantly higher serum bactericidal activity for a favorable response. Serum bactericidal activity appears to be a useful and simple method to monitor antibiotic treatment in gram-negative bacillary bacteremia, especially when combination therapy is used.","['Sculier, J P', 'Klastersky, J']","['Sculier JP', 'Klastersky J']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",United States,Am J Med,The American journal of medicine,0267200,IM,"['Agranulocytosis/*complications', 'Bacterial Infections/complications/*immunology', '*Blood Bactericidal Activity', 'Gram-Negative Bacteria/*isolation & purification', 'Humans', 'Leukemia/complications', 'Leukocyte Count', 'Neutropenia/*complications', 'Outcome and Process Assessment, Health Care']",,1984/03/01 00:00,1984/03/01 00:01,['1984/03/01 00:00'],"['1984/03/01 00:00 [pubmed]', '1984/03/01 00:01 [medline]', '1984/03/01 00:00 [entrez]']","['0002-9343(84)90662-4 [pii]', '10.1016/0002-9343(84)90662-4 [doi]']",ppublish,Am J Med. 1984 Mar;76(3):429-35. doi: 10.1016/0002-9343(84)90662-4.,,,,,,,,,,
6702873,NLM,MEDLINE,19840411,20190627,0002-9343 (Print) 0002-9343 (Linking),76,3,1984 Mar,"Neutropenia, fever, and infection.",421-8,"With the advances in the management of various neoplastic diseases and subsequent improvement in ""disease-free"" states, complications of therapy--particularly, infectious complications--have evolved as stumbling blocks to survival. Among neutropenic (absolute neutrophil count below 1,000/mm3) patients with cancer, infection is the major autopsy-determined cause of death. With expected ""cure rates"" of childhood leukemia approaching 60 to 70 percent, it seems unreasonable to lose such patients to an infectious cause of death, yet this, indeed, happens. The purpose of this review is to (1) define the magnitude of the problem; (2) describe the various agents responsible for infections in neutropenic patients; (3) attempt to more sharply define degrees of neutropenia and mechanical defenses; and (4) consider various approaches to studying and treating these infections.","['Brown, A E']",['Brown AE'],['eng'],['Journal Article'],United States,Am J Med,The American journal of medicine,0267200,IM,"['Agranulocytosis/*complications', 'Bacterial Infections/microbiology', 'Drug Resistance, Microbial', 'Drug Therapy/economics', 'Fever/*etiology', 'Gram-Negative Bacteria/isolation & purification', 'Gram-Positive Bacteria/isolation & purification', 'Humans', 'Immunologic Deficiency Syndromes/immunology', 'Mycoses/etiology', 'Neoplasms/immunology', 'Neutropenia/*complications', 'Streptococcal Infections/*etiology', 'Time Factors']",,1984/03/01 00:00,1984/03/01 00:01,['1984/03/01 00:00'],"['1984/03/01 00:00 [pubmed]', '1984/03/01 00:01 [medline]', '1984/03/01 00:00 [entrez]']","['0002-9343(84)90661-2 [pii]', '10.1016/0002-9343(84)90661-2 [doi]']",ppublish,Am J Med. 1984 Mar;76(3):421-8. doi: 10.1016/0002-9343(84)90661-2.,,,,,,,,,,
