PMID,OWN,STAT,DCOM,LR,IS,VI,IP,DP,TI,PG,AB,FAU,AU,LA,PT,PL,TA,JT,JID,SB,MH,PMC,EDAT,MHDA,CRDT,PHST,AID,PST,SO,RN,RF,TT,GR,OID,OAB,OABL,OTO,OT,GN,EIN,SI
4043025,NLM,MEDLINE,19851119,20191030,0192-2521 (Print) 0192-2521 (Linking),7,5,1985,Chemical enhancement of survival in aggregation of retrovirus-infected rat cells: an interlaboratory comparison.,727-46,"This study provides a comparative evaluation among three independent laboratories of the responses to 16 chemicals in the retrovirus (Rauscher leukemia) infected Fischer rat embryo (RIFRE) cell-survival-in-aggregation assay. When suspended in liquid media above an agar base, control cells showed a rapid decline in cell survival, whereas cells that had previously been treated with chemical carcinogen survive in suspension longer than control cells. The endpoint, survival in aggregation, is measured by counting viable cells dissociated from aggregates in suspension for 4 days. By modifying previously reported procedures, we have improved the system so that a clear differential (positive or negative) response is achieved by cells treated with either a known carcinogen or known noncarcinogen. Using procedures designed to minimize assay variability, replicate assays were performed and the data analyzed for inter- and intralaboratory concordance. The RIFRE cell-survival-in-aggregation assay demonstrated a high degree of interlaboratory reproducibility in assessing the overall positive or negative responses of known carcinogens and noncarcinogens, and good qualitative reproducibility in assessing compounds tested under code. The assay could discriminate between known carcinogens and noncarcinogens. All chemicals were tested without the addition of a metabolic activation system. Cells exhibiting carcinogen-induced enhancement of survival in aggregation, when plated back onto a solid substrate and carried in culture, subsequently expressed transformation-associated changes in their cellular morphology, growth in semisolid media, and tumorigenicity in nude mice. These results indicate that retrovirus-infected Fischer rat embryo cells detect a carcinogen-mediated early event that progresses to neoplastic phenotypes. Survival in aggregation appears to require the presence of the exogenous retrovirus, since uninfected cells did not show a differential survival response when carcinogen-treated, noncarcinogen-treated, or control cells were compared. This system provides a reproducible method of detecting carcinogenic chemicals based on their ability to induce enhanced survival in aggregation of treated cells.","['Suk, W A', 'Poiley, J A', 'Raineri, R', 'Steuer, A F', 'Tennant, R W']","['Suk WA', 'Poiley JA', 'Raineri R', 'Steuer AF', 'Tennant RW']",['eng'],"['Journal Article', ""Research Support, U.S. Gov't, P.H.S.""]",United States,Environ Mutagen,Environmental mutagenesis,7909737,IM,"['Animals', 'Carcinogens/*pharmacology', 'Cell Aggregation/drug effects', 'Cell Survival/*drug effects', 'Cell Transformation, Neoplastic/drug effects', 'Cell Transformation, Viral/drug effects', 'Dose-Response Relationship, Drug', 'Leukemia, Experimental/*pathology', 'Rats', 'Rauscher Virus']",,1985/01/01 00:00,1985/01/01 00:01,['1985/01/01 00:00'],"['1985/01/01 00:00 [pubmed]', '1985/01/01 00:01 [medline]', '1985/01/01 00:00 [entrez]']",['10.1002/em.2860070511 [doi]'],ppublish,Environ Mutagen. 1985;7(5):727-46. doi: 10.1002/em.2860070511.,['0 (Carcinogens)'],,,"['N01-ES-15797/ES/NIEHS NIH HHS/United States', 'N01-ES-15798/ES/NIEHS NIH HHS/United States', 'N01-ES-15807/ES/NIEHS NIH HHS/United States']",,,,,,,,
4042959,NLM,MEDLINE,19851112,20131121,0204-3564 (Print) 0204-3564 (Linking),7,4,1985,[Cytological characteristics of carminomycin-resistant P-388 lymphoid leukosis].,"60-4, 76","The carminomycin-resistant strain (P-388/c) of P-388 lymphoid leukemia is obtained. Resistance development is accompanied by higher sensitivity to cytostatics, rise of hyperploidy, replacement of the stem line, presence of definite markers in leukemic cells as well as by the appearance of a clone of cells with higher dry mass. At the level of CFUs after the carminomycin administration more remote terms of cell restoration than in case of P-388/c lymphoid leukemia are determined. The P-388/c lymphoid leukemia cells lost their sensitivity to carminomycin at the stage of the DNA synthesis. Accumulation of cells is observed in phase G2 of the mitotic cycle.","['Kozinets, G I', 'Ivanova, E', 'Kuznetsova, T V', 'Khanykova, O K', 'Levina, N V']","['Kozinets GI', 'Ivanova E', 'Kuznetsova TV', 'Khanykova OK', 'Levina NV']",['rus'],"['English Abstract', 'Journal Article']",Ukraine,Eksp Onkol,Eksperimental'naia onkologiia,8406659,IM,"['Animals', 'Antineoplastic Agents/pharmacology', 'Carubicin/*pharmacology', 'Cell Survival/drug effects', 'Daunorubicin/*analogs & derivatives', 'Drug Resistance', 'Female', 'Hematopoietic Stem Cells/drug effects', 'Leukemia P388/*pathology', 'Leukemia, Experimental/*pathology', 'Mice', 'Mitosis/drug effects', 'Neoplasm Transplantation']",,1985/01/01 00:00,1985/01/01 00:01,['1985/01/01 00:00'],"['1985/01/01 00:00 [pubmed]', '1985/01/01 00:01 [medline]', '1985/01/01 00:00 [entrez]']",,ppublish,"Eksp Onkol. 1985;7(4):60-4, 76.","['0 (Antineoplastic Agents)', 'E7437K3983 (Carubicin)', 'ZS7284E0ZP (Daunorubicin)']",,"Tsitologicheskaia kharakteristika limfoleikoza P-388, rezistentnogo k karminomitsinu.",,,,,,,,,
4042705,NLM,MEDLINE,19851028,20211203,0012-3692 (Print) 0012-3692 (Linking),88,4,1985 Oct,Transbronchial biopsy in the thrombocytopenic patient.,549-52,"Twenty-five flexible fiberoptic bronchoscopic procedures with transbronchial lung biopsies were performed in 24 severely thrombocytopenic immunocompromised patients (mean platelet count of 30,000/cu mm, with a range of 7,000/cu mm to 60,000/cu mm) during the diagnostic evaluation of pulmonary infiltrates. Three patients had self-limited endobronchial bleeding. A single death was attributable to massive hemorrhage after transbronchial biopsy and brushing. Specific etiologic diagnoses were established by bronchoscopy in nine cases.","['Papin, T A', 'Lynch, J P 3rd', 'Weg, J G']","['Papin TA', 'Lynch JP 3rd', 'Weg JG']",['eng'],['Journal Article'],United States,Chest,Chest,0231335,IM,"['Biopsy/*adverse effects', 'Bronchoscopy', 'Hemorrhage/*etiology', 'Humans', 'Immune Tolerance', 'Immunosuppression Therapy', 'Leukemia/complications', 'Lung/*pathology', 'Lymphoproliferative Disorders/complications', 'Thrombocytopenia/etiology/*pathology']",,1985/10/01 00:00,1985/10/01 00:01,['1985/10/01 00:00'],"['1985/10/01 00:00 [pubmed]', '1985/10/01 00:01 [medline]', '1985/10/01 00:00 [entrez]']","['S0012-3692(15)34238-0 [pii]', '10.1378/chest.88.4.549 [doi]']",ppublish,Chest. 1985 Oct;88(4):549-52. doi: 10.1378/chest.88.4.549.,,,,,,,,,,,,
4042680,NLM,MEDLINE,19851119,20190829,0070-217X (Print) 0070-217X (Linking),122,,1985,Characteristics of the wm substrain of BALB/c mice.,38-42,,"['Murphy, W H', 'Bolgos, G L']","['Murphy WH', 'Bolgos GL']",['eng'],['Journal Article'],Germany,Curr Top Microbiol Immunol,Current topics in microbiology and immunology,0110513,IM,"['Animals', 'Bacterial Infections', 'Immunity, Innate', 'Leukemia, Experimental/immunology', 'Mice', 'Mice, Inbred BALB C/*physiology', 'Virus Diseases']",,1985/01/01 00:00,1985/01/01 00:01,['1985/01/01 00:00'],"['1985/01/01 00:00 [pubmed]', '1985/01/01 00:01 [medline]', '1985/01/01 00:00 [entrez]']",['10.1007/978-3-642-70740-7_5 [doi]'],ppublish,Curr Top Microbiol Immunol. 1985;122:38-42. doi: 10.1007/978-3-642-70740-7_5.,,,,,,,,,,,,
4042674,NLM,MEDLINE,19851119,20190829,0070-217X (Print) 0070-217X (Linking),122,,1985,Susceptibility to Abelson or Moloney murine leukemia viruses.,162-8,,"['Risser, R', 'Kaehler, D']","['Risser R', 'Kaehler D']",['eng'],['Journal Article'],Germany,Curr Top Microbiol Immunol,Current topics in microbiology and immunology,0110513,IM,"['Abelson murine leukemia virus', 'Animals', 'Antigens, Neoplasm/analysis', 'Immunity, Innate', 'Leukemia, Experimental/genetics/*immunology', 'Lymphoma/immunology', 'Mice', 'Mice, Inbred Strains/genetics/*immunology', 'Moloney murine leukemia virus', 'Thymoma/immunology']",,1985/01/01 00:00,1985/01/01 00:01,['1985/01/01 00:00'],"['1985/01/01 00:00 [pubmed]', '1985/01/01 00:01 [medline]', '1985/01/01 00:00 [entrez]']",['10.1007/978-3-642-70740-7_24 [doi]'],ppublish,Curr Top Microbiol Immunol. 1985;122:162-8. doi: 10.1007/978-3-642-70740-7_24.,"['0 (Antigens, Neoplasm)']",,,,,,,,,,,
4042596,NLM,MEDLINE,19851107,20041117,0098-8243 (Print) 0098-8243 (Linking),11,9,1985 Sep,Psychosocial considerations in the treatment of leukemia.,44-9,,"['Gonda, T A', 'Ruark, J E']","['Gonda TA', 'Ruark JE']",['eng'],"['Case Reports', 'Journal Article']",United States,Compr Ther,Comprehensive therapy,7605837,IM,"['Adult', 'Age Factors', 'Antineoplastic Agents/adverse effects/therapeutic use', 'Humans', 'Informed Consent', 'Leukemia/drug therapy/*psychology/therapy', 'Male', 'Middle Aged']",,1985/09/01 00:00,1985/09/01 00:01,['1985/09/01 00:00'],"['1985/09/01 00:00 [pubmed]', '1985/09/01 00:01 [medline]', '1985/09/01 00:00 [entrez]']",,ppublish,Compr Ther. 1985 Sep;11(9):44-9.,['0 (Antineoplastic Agents)'],,,,,,,,,,,
4042567,NLM,MEDLINE,19851114,20190919,0141-9854 (Print) 0141-9854 (Linking),7,2,1985,An assessment of the Ortho ELT-800 WBC and three-part WBC screen.,151-6,"The ELT-800 WBC and three-part WBC screen have been evaluated. Technical assessment showed each to be satisfactory but in a small number of samples, the total WBC was found to be incorrect. Discrepancies were found in some cases of chronic lymphatic leukaemia, sickle cell disease and paraproteinaemia. The reasons for these differences are discussed. In the population studied, an accurate WBC screen was obtained on 87.3% of samples. Initial instrument WBC screen rejection occurred on 12.7% but in only 2.1% could no explanation be found to account for this.","['Strange, C A', 'Mackie, M J', 'Marnell, J H', 'McEvoy, P']","['Strange CA', 'Mackie MJ', 'Marnell JH', 'McEvoy P']",['eng'],"['Comparative Study', 'Journal Article']",England,Clin Lab Haematol,Clinical and laboratory haematology,7907061,IM,"['Evaluation Studies as Topic', 'Granulocytes/cytology', 'Hematologic Diseases/*blood', 'Humans', 'Leukocyte Count/instrumentation/*methods', 'Leukocytes/*cytology', 'Lymphocytes/cytology', 'Monocytes/cytology']",,1985/01/01 00:00,1985/01/01 00:01,['1985/01/01 00:00'],"['1985/01/01 00:00 [pubmed]', '1985/01/01 00:01 [medline]', '1985/01/01 00:00 [entrez]']",['10.1111/j.1365-2257.1985.tb00019.x [doi]'],ppublish,Clin Lab Haematol. 1985;7(2):151-6. doi: 10.1111/j.1365-2257.1985.tb00019.x.,,,,,,,,,,,,
4042463,NLM,MEDLINE,19851113,20191022,0262-0898 (Print) 0262-0898 (Linking),3,2,1985 Apr-Jun,Expression of abl and other oncogenes is independent of metastatic potential in Abelson virus-transformed malignant murine large cell lymphoma.,77-86,"The role of oncogene expression in tumor metastasis was examined using the Abelson leukemia virus-transformed murine large cell lymphoma RAW117. Cell sublines of low and high metastatic potential expressed equally abl oncogene-coded mRNA and its phosphoprotein product p160, and the capacity of p160 to become autophosphorylated with gamma-[32P]ATP was the same among low and high metastatic cells. The expression of other oncogene-coded mRNAs (fos, myc, myb), if present, was also similar in low and high metastatic RAW117 cells. Although oncogene expression is thought to be important in initiating, and in some cases maintaining, the transformed phenotype, its expression in RAW117 lymphoma cells appears to be unrelated to metastatic phenotype.","['Rotter, V', 'Wolf, D', 'Blick, M', 'Nicolson, G L']","['Rotter V', 'Wolf D', 'Blick M', 'Nicolson GL']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't"", ""Research Support, U.S. Gov't, P.H.S.""]",Netherlands,Clin Exp Metastasis,Clinical & experimental metastasis,8409970,IM,"['Abelson murine leukemia virus', 'Animals', 'Cell Line', 'Cell Transformation, Neoplastic', 'Electrophoresis, Polyacrylamide Gel', 'Female', '*Gene Expression Regulation', 'Leukemia, Experimental/*pathology', 'Lymphoma/*pathology', 'Mice', 'Mice, Inbred BALB C', '*Neoplasm Metastasis', '*Oncogenes', 'Phenotype', 'Phosphoproteins/biosynthesis', 'RNA, Messenger/analysis', 'RNA, Neoplasm/metabolism']",,1985/04/01 00:00,1985/04/01 00:01,['1985/04/01 00:00'],"['1985/04/01 00:00 [pubmed]', '1985/04/01 00:01 [medline]', '1985/04/01 00:00 [entrez]']",['10.1007/BF01758957 [doi]'],ppublish,Clin Exp Metastasis. 1985 Apr-Jun;3(2):77-86. doi: 10.1007/BF01758957.,"['0 (Phosphoproteins)', '0 (RNA, Messenger)', '0 (RNA, Neoplasm)']",,,['R01-CA29571/CA/NCI NIH HHS/United States'],,,,,,,,
4042077,NLM,MEDLINE,19851121,20190619,0008-543X (Print) 0008-543X (Linking),56,10,1985 Nov 15,The human B-cell lineage cell line ARH-77.,2544-5,,"['Ralph, P']",['Ralph P'],['eng'],"['Comparative Study', 'Letter']",United States,Cancer,Cancer,0374236,IM,"['Antibody-Producing Cells', '*Cell Line', 'Humans', 'Leukemia, Plasma Cell', 'Multiple Myeloma', 'Plasmacytoma']",,1985/11/15 00:00,1985/11/15 00:01,['1985/11/15 00:00'],"['1985/11/15 00:00 [pubmed]', '1985/11/15 00:01 [medline]', '1985/11/15 00:00 [entrez]']",['10.1002/1097-0142(19851115)56:10<2544::aid-cncr2820561039>3.0.co;2-g [doi]'],ppublish,Cancer. 1985 Nov 15;56(10):2544-5. doi: 10.1002/1097-0142(19851115)56:10<2544::aid-cncr2820561039>3.0.co;2-g.,,,,,,,,,,,,
4042076,NLM,MEDLINE,19851121,20190619,0008-543X (Print) 0008-543X (Linking),56,10,1985 Nov 15,Burkitt's lymphoma in the Middle East. A study of 34 cases.,2539-43,"The clinical features of 34 patients with Burkitt's lymphoma diagnosed at the American University Medical Center (AUMC) are described. Ages ranged between 3 and 20 years (median, 7 years). Seventy-three percent of the patients were younger than 8 years. Three cases occurred among siblings. The primary site of disease at presentation was the abdomen, 23 patients; jaw, 6; jaw and abdomen, 2; Waldeyer's ring, 2; and mediastinum, 1. Of those who had abdominal disease, the involvement was diffuse and extensive in abdomen and pelvis in 9, apparently confined to the ileocecal region in 5, mesenteric nodes and small intestine in 5, large intestine in 1, and ovary in 3. One patient presented with paraplegia. The bone marrow was studied in 19 patients; it was positive in 5 and suspicious in 2. None had frank leukemia. CSF was studied in 4 patients at presentation and was negative. Eight patients developed meningeal lymphoma during the course of the disease. Liver involvement was documented in 3 patients. Peripheral lymphadenopathy was observed at presentation in 11 patients (9, neck; 2, inguinal + axillary). In contrast to African Burkitt's, the majority of our patients presented with abdominal disease, and in contrast to the American form, our patients were younger with a median age similar to that of African Burkitt's. Thirty percent of the patients had jaw tumor at presentation--a figure intermediate between the African and the American Burkitt's.","['Anaissie, E', 'Geha, S', 'Allam, C', 'Jabbour, J', 'Khalyl, M', 'Salem, P']","['Anaissie E', 'Geha S', 'Allam C', 'Jabbour J', 'Khalyl M', 'Salem P']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",United States,Cancer,Cancer,0374236,IM,"['Abdominal Neoplasms/pathology', 'Adolescent', 'Adult', 'Burkitt Lymphoma/*epidemiology/genetics/pathology', 'Child', 'Child, Preschool', 'Female', 'Humans', 'Jaw Neoplasms/pathology', 'Male', 'Middle East', 'Neoplasm Staging/methods', 'Pelvic Neoplasms/pathology', 'Retrospective Studies']",,1985/11/15 00:00,1985/11/15 00:01,['1985/11/15 00:00'],"['1985/11/15 00:00 [pubmed]', '1985/11/15 00:01 [medline]', '1985/11/15 00:00 [entrez]']",['10.1002/1097-0142(19851115)56:10<2539::aid-cncr2820561038>3.0.co;2-5 [doi]'],ppublish,Cancer. 1985 Nov 15;56(10):2539-43. doi: 10.1002/1097-0142(19851115)56:10<2539::aid-cncr2820561038>3.0.co;2-5.,,,,,,,,,,,,
4041970,NLM,MEDLINE,19851112,20181113,0008-4050 (Print) 0008-4050 (Linking),49,3,1985 Jul,Hypereosinophilic syndrome in cats: a report of three cases.,248-53,"The clinical, clinicopathological and pathological findings in three cats with hypereosinophilic syndrome are described. The cats chosen for the study had marked eosinophilia and evidence of tissue infiltration by eosinophils. Necropsies were performed on two cats, biopsy and blood samples were provided for the third cat. At necropsy, there was diffuse reddening of femoral bone marrow with ulceration and thickening of the duodenum. The livers had an enhanced lobular pattern with multiple, white, 1-3 mm nodules throughout the parenchyma. One cat had splenomegaly and the other had several enlarged, white, firm lymph nodes. Histopathologically, there was eosinophil infiltration of intestine, lymph nodes, liver, spleen, adrenal medulla and beneath the endocardium. Ultrastructurally, the eosinophils from lymph node and bone marrow of cat II were morphologically normal. The rigid criteria for eosinophilic leukemia were not fulfilled by these cases and the etiology of the eosinophilia in each case is not known. Possible pathogenic mechanisms are discussed.","['McEwen, S A', 'Valli, V E', 'Hulland, T J']","['McEwen SA', 'Valli VE', 'Hulland TJ']",['eng'],"['Case Reports', 'Journal Article']",Canada,Can J Comp Med,Canadian journal of comparative medicine : Revue canadienne de medecine comparee,0151747,IM,"['Adrenal Medulla/pathology', 'Animals', 'Bone Marrow/pathology', 'Cat Diseases/*pathology', 'Cats', 'Eosinophilia/pathology/*veterinary', 'Eosinophils/cytology/ultrastructure', 'Female', 'Intestines/pathology', 'Leukocyte Count/veterinary', 'Liver/pathology', 'Lymph Nodes/pathology', 'Male', 'Microscopy, Electron', 'Spleen/pathology', 'Syndrome/veterinary']",PMC1236165,1985/07/01 00:00,1985/07/01 00:01,['1985/07/01 00:00'],"['1985/07/01 00:00 [pubmed]', '1985/07/01 00:01 [medline]', '1985/07/01 00:00 [entrez]']",,ppublish,Can J Comp Med. 1985 Jul;49(3):248-53.,,,,,,,,,,,,
