PMID,OWN,STAT,DCOM,LR,IS,VI,DP,TI,PG,FAU,AU,LA,PT,PL,TA,JT,JID,SB,MH,OTO,OT,EDAT,MHDA,CRDT,PHST,PST,SO,AID,RN,AB,PMC,IP,LID
13881344,NLM,MEDLINE,19981101,20181201,0033-8176 (Print) 0033-8176 (Linking),16,1961 Dec,[Long-term follow-up of patients subjected to thymus roentgenirradiation].,407-14,"['CORINALDESI, A', 'DANIELI, G', 'RIMONDI, C']","['CORINALDESI A', 'DANIELI G', 'RIMONDI C']",['ita'],['Journal Article'],Italy,Radiobiol Radioter Fis Med,"Radiobiologia, radioterapia, e fisica medica",0401250,OM,"['Follow-Up Studies', 'Humans', 'Leukemia/*etiology', '*Neoplasms', 'Thymoma/*radiation effects', '*Thyroid Gland', '*Thyroid Neoplasms']",['NLM'],"['*LEUKEMIA/etiology', '*THYMOMA/radiation effects', '*THYROID GLAND/neoplasms']",1961/12/01 00:00,1961/12/01 00:01,['1961/12/01 00:00'],"['1961/12/01 00:00 [pubmed]', '1961/12/01 00:01 [medline]', '1961/12/01 00:00 [entrez]']",ppublish,Radiobiol Radioter Fis Med. 1961 Dec;16:407-14.,,,,,,
13881170,NLM,MEDLINE,19981101,20181201,0008-4158 (Print) 0008-4158 (Linking),23,1961 Jun,What is leukemia?,48-52,"['COOPERBERG, A A']",['COOPERBERG AA'],['eng'],['Journal Article'],Canada,Can J Med Technol,Canadian journal of medical technology,0373141,OM,"['Humans', '*Leukemia']",['NLM'],['*LEUKEMIA'],1961/06/01 00:00,1961/06/01 00:01,['1961/06/01 00:00'],"['1961/06/01 00:00 [pubmed]', '1961/06/01 00:01 [medline]', '1961/06/01 00:00 [entrez]']",ppublish,Can J Med Technol. 1961 Jun;23:48-52.,,,,,,
13880703,NLM,MEDLINE,19981101,20181201,0034-1193 (Print) 0034-1193 (Linking),31,1961 Oct,[Enzymological aspects of some experimental malignant blood diseases].,338-75,"['COLTORTI, M', 'BUDILLON, G', 'DI SIMONE, A', 'LORENZUTTI, G', 'SAPIO, U']","['COLTORTI M', 'BUDILLON G', 'DI SIMONE A', 'LORENZUTTI G', 'SAPIO U']",['ita'],['Journal Article'],Italy,Recenti Prog Med,Recenti progressi in medicina,0401271,OM,"['Enzymes/*blood', 'Hematologic Diseases/*metabolism', 'Humans', 'Leukemia/*metabolism']",['NLM'],"['*BLOOD DISEASES/metabolism', '*ENZYMES/blood', '*LEUKEMIA/metabolism']",1961/10/01 00:00,1961/10/01 00:01,['1961/10/01 00:00'],"['1961/10/01 00:00 [pubmed]', '1961/10/01 00:01 [medline]', '1961/10/01 00:00 [entrez]']",ppublish,Recenti Prog Med. 1961 Oct;31:338-75.,,['0 (Enzymes)'],,,,
13880646,NLM,MEDLINE,19981101,20190619,0003-4819 (Print) 0003-4819 (Linking),57,1962 Jul,"Leukemoid reaction, hyperuricemia and severe hyperpyrexia complicating a fatal case of acute fatty liver of the alcoholic.",110-5,"['COLMAN, R W', 'SHEIN, H M']","['COLMAN RW', 'SHEIN HM']",['eng'],['Journal Article'],United States,Ann Intern Med,Annals of internal medicine,0372351,OM,"['Alcoholism/*complications', '*Fatty Liver', 'Fever/*etiology', 'Humans', '*Hyperuricemia', '*Leukemia', '*Leukemoid Reaction', 'Liver Diseases/*complications', 'Uric Acid/*blood']",['NLM'],"['*ALCOHOLISM/complications', '*FEVER/etiology', '*LEUKEMIA', '*LIVER DISEASES/complications', '*URIC ACID/blood']",1962/07/01 00:00,1962/07/01 00:01,['1962/07/01 00:00'],"['1962/07/01 00:00 [pubmed]', '1962/07/01 00:01 [medline]', '1962/07/01 00:00 [entrez]']",ppublish,Ann Intern Med. 1962 Jul;57:110-5. doi: 10.7326/0003-4819-57-1-110.,['10.7326/0003-4819-57-1-110 [doi]'],['268B43MJ25 (Uric Acid)'],,,,
13880455,NLM,MEDLINE,19981101,20201114,0025-729X (Print) 0025-729X (Linking),48(2),1961 Oct 14,Chemotherapy and remission in acute leukaemia in children.,624-8,"['COLEBATCH, J H']",['COLEBATCH JH'],['eng'],['Journal Article'],Australia,Med J Aust,The Medical journal of Australia,0400714,OM,"['*Acute Disease', 'Child', 'Humans', 'Infant', '*Leukemia']",['NLM'],['*LEUKEMIA/in infancy and childhood'],1961/10/14 00:00,1961/10/14 00:01,['1961/10/14 00:00'],"['1961/10/14 00:00 [pubmed]', '1961/10/14 00:01 [medline]', '1961/10/14 00:00 [entrez]']",ppublish,Med J Aust. 1961 Oct 14;48(2):624-8. doi: 10.5694/j.1326-5377.1961.tb69862.x.,['10.5694/j.1326-5377.1961.tb69862.x [doi]'],,,,,
13879915,NLM,MEDLINE,19981101,20181201,0041-5782 (Print) 0041-5782 (Linking),123,1961 Nov 3,[Features of the epidemiology of leukemia].,1538-43,"['CLEMMESEN, J']",['CLEMMESEN J'],['dan'],['Journal Article'],Denmark,Ugeskr Laeger,Ugeskrift for laeger,0141730,OM,"['Humans', 'Leukemia/*epidemiology']",['NLM'],['*LEUKEMIA/epidemiology'],1961/11/03 00:00,1961/11/03 00:01,['1961/11/03 00:00'],"['1961/11/03 00:00 [pubmed]', '1961/11/03 00:01 [medline]', '1961/11/03 00:00 [entrez]']",ppublish,Ugeskr Laeger. 1961 Nov 3;123:1538-43.,,,,,,
13879914,NLM,MEDLINE,19981101,20181201,0077-3670 (Print) 0077-3670 (Linking),4,1960,Epidemiology and etiology of leukemias and lymphomas.,527-38,"['CLEMMESEN, J']",['CLEMMESEN J'],['eng'],['Journal Article'],United States,Proc Natl Cancer Conf,Proceedings. National Cancer Conference,7612873,OM,"['Humans', '*Leukemia', '*Lymphoma']",['NLM'],"['*LEUKEMIA', '*LYMPHOMA']",1960/01/01 00:00,1960/01/01 00:01,['1960/01/01 00:00'],"['1960/01/01 00:00 [pubmed]', '1960/01/01 00:01 [medline]', '1960/01/01 00:00 [entrez]']",ppublish,Proc Natl Cancer Conf. 1960;4:527-38.,,,,,,
13879830,NLM,MEDLINE,19981101,20181201,0024-3507 (Print) 0024-3507 (Linking),7,1962 Apr,[Natural history of the leukemic kidney].,308-17,"['CLAY, A', 'DUPONT, A', 'DEMAILLE, A', 'ADENIS, L']","['CLAY A', 'DUPONT A', 'DEMAILLE A', 'ADENIS L']",['fre'],['Journal Article'],France,Lille Med,Lille medical : journal de la Faculte de medecine et de pharmacie de l'Universite de Lille,8203780,OM,"['Humans', 'Kidney/*pathology', 'Leukemia/*pathology']",['NLM'],"['*KIDNEY/pathology', '*LEUKEMIA/pathology']",1962/04/01 00:00,1962/04/01 00:01,['1962/04/01 00:00'],"['1962/04/01 00:00 [pubmed]', '1962/04/01 00:01 [medline]', '1962/04/01 00:00 [entrez]']",ppublish,Lille Med. 1962 Apr;7:308-17.,,,,,,
13879359,NLM,MEDLINE,19981101,20190623,0006-2952 (Print) 0006-2952 (Linking),11,1962 Jun,A proposed mechanism of action of 1-beta-D-arabinofuranosyl-cytosine as an inhibitor of the growth of leukemic cells.,423-30,"['CHU, M Y', 'FISCHER, G A']","['CHU MY', 'FISCHER GA']",['eng'],['Journal Article'],England,Biochem Pharmacol,Biochemical pharmacology,0101032,OM,"['Animals', 'Antineoplastic Agents/*pharmacology', '*Cytarabine', '*Cytosine', '*Leukemia, Experimental', 'Nucleosides/*pharmacology', 'Nucleotides/*pharmacology']",['NLM'],"['*ANTINEOPLASTIC AGENTS/pharmacology', '*LEUKEMIA/experimental', '*NUCLEOSIDES AND NUCLEOTIDES/pharmacology']",1962/06/01 00:00,1962/06/01 00:01,['1962/06/01 00:00'],"['1962/06/01 00:00 [pubmed]', '1962/06/01 00:01 [medline]', '1962/06/01 00:00 [entrez]']",ppublish,Biochem Pharmacol. 1962 Jun;11:423-30. doi: 10.1016/0006-2952(62)90225-3.,"['0006-2952(62)90225-3 [pii]', '10.1016/0006-2952(62)90225-3 [doi]']","['0 (Antineoplastic Agents)', '0 (Nucleosides)', '0 (Nucleotides)', '04079A1RDZ (Cytarabine)', '8J337D1HZY (Cytosine)']",,,,
13879017,NLM,MEDLINE,19981101,20181201,0008-5472 (Print) 0008-5472 (Linking),22,1962 Feb,Effectiveness of Cytoxan against intracerebrally and subcutaneously inoculated mouse lymphoid leukemia L1210.,187-95,"['CHIRIGOS, M A', 'HUMPHREYS, S R', 'GOLDIN, A']","['CHIRIGOS MA', 'HUMPHREYS SR', 'GOLDIN A']",['eng'],['Journal Article'],United States,Cancer Res,Cancer research,2984705R,OM,"['Animals', 'Antineoplastic Agents/*pharmacology', '*Cyclophosphamide', '*Leukemia', '*Leukemia, Lymphoid', '*Lymphocytes', 'Mice']",['NLM'],"['*ANTINEOPLASTIC AGENTS/pharmacology', '*LEUKEMIA, LYMPHOCYTIC/experimental']",1962/02/01 00:00,1962/02/01 00:01,['1962/02/01 00:00'],"['1962/02/01 00:00 [pubmed]', '1962/02/01 00:01 [medline]', '1962/02/01 00:00 [entrez]']",ppublish,Cancer Res. 1962 Feb;22:187-95.,,"['0 (Antineoplastic Agents)', '8N3DW7272P (Cyclophosphamide)']",,,,
13878830,NLM,MEDLINE,19981101,20181201,0024-3507 (Print) 0024-3507 (Linking),7,1962 Jun-Jul,[Association of a hepatoma and lymphosis].,521-9,"['CHEVAT, H', 'CALVET, G', 'BERTRAND, M', 'LEFEBVRE, J']","['CHEVAT H', 'CALVET G', 'BERTRAND M', 'LEFEBVRE J']",['fre'],['Journal Article'],France,Lille Med,Lille medical : journal de la Faculte de medecine et de pharmacie de l'Universite de Lille,8203780,OM,"['Carcinoma, Hepatocellular/*pathology', 'Humans', '*Leukemia', 'Leukemia, Lymphoid/*pathology', 'Liver Neoplasms/*pathology', '*Lymphocytes']",['NLM'],"['*HEPATOMA/pathology', '*LEUKEMIA, LYMPHOCYTIC/pathology', '*LIVER NEOPLASM/pathology']",1962/06/01 00:00,1962/06/01 00:01,['1962/06/01 00:00'],"['1962/06/01 00:00 [pubmed]', '1962/06/01 00:01 [medline]', '1962/06/01 00:00 [entrez]']",ppublish,Lille Med. 1962 Jun-Jul;7:521-9.,,,,,,
13878777,NLM,MEDLINE,19981101,20181201,0552-2080 (Print) 0552-2080 (Linking),7,1962 Jun,[Activity of the properdin system in patients with leukosis].,11-6,"['CHERTKOV, I L', 'OSECHENSKAIA, G V']","['CHERTKOV IL', 'OSECHENSKAIA GV']",['rus'],['Journal Article'],Russia (Federation),Probl Gematol Pereliv Krovi,Problemy gematologii i perelivaniia krovi,0401232,OM,"['Humans', 'Leukemia/*immunology', '*Properdin']",['NLM'],"['*LEUKEMIA/immunology', '*PROPERDIN']",1962/06/01 00:00,1962/06/01 00:01,['1962/06/01 00:00'],"['1962/06/01 00:00 [pubmed]', '1962/06/01 00:01 [medline]', '1962/06/01 00:00 [entrez]']",ppublish,Probl Gematol Pereliv Krovi. 1962 Jun;7:11-6.,,['11016-39-0 (Properdin)'],,,,
13878772,NLM,MEDLINE,19981101,20181201,0552-2080 (Print) 0552-2080 (Linking),7,1962 Jul,[On the problem of iron metabolism in patients with acute and chronic myeloleukoses].,40-3,"['CHERNYSHEVA, M N']",['CHERNYSHEVA MN'],['rus'],['Journal Article'],Russia (Federation),Probl Gematol Pereliv Krovi,Problemy gematologii i perelivaniia krovi,0401232,OM,"['Humans', 'Iron/*metabolism', '*Leukemia', 'Leukemia, Myeloid/*metabolism']",['NLM'],"['*IRON/metabolism', '*LEUKEMIA, MYELOCYTIC/metabolism']",1962/07/01 00:00,1962/07/01 00:01,['1962/07/01 00:00'],"['1962/07/01 00:00 [pubmed]', '1962/07/01 00:01 [medline]', '1962/07/01 00:00 [entrez]']",ppublish,Probl Gematol Pereliv Krovi. 1962 Jul;7:40-3.,,['E1UOL152H7 (Iron)'],,,,
13878685,NLM,MEDLINE,19981101,20181201,0033-9776 (Print) 0033-9776 (Linking),63,1961 Sep-Oct,[On the behavior of hemogenic tests in leukemic patients].,535-53,"['CHERCHI, P', 'SPINAZZOLA, A']","['CHERCHI P', 'SPINAZZOLA A']",['ita'],['Journal Article'],Italy,Rass Med Sarda,Rassegna medica sarda,0413553,OM,"['Hemorrhagic Disorders/*etiology', 'Humans', 'Leukemia/*complications']",['NLM'],"['*HEMORRHAGIC DIATHESIS/etiology', '*LEUKEMIA/complications']",1961/09/01 00:00,1961/09/01 00:01,['1961/09/01 00:00'],"['1961/09/01 00:00 [pubmed]', '1961/09/01 00:01 [medline]', '1961/09/01 00:00 [entrez]']",ppublish,Rass Med Sarda. 1961 Sep-Oct;63:535-53.,,,,,,
13878677,NLM,MEDLINE,19981101,20201114,0025-729X (Print) 0025-729X (Linking),48(2),1961 Sep 30,Acute leukaemia after treatment with radioactive iodine.,555-6,"['CHEONG, M', 'BOURNE, R G']","['CHEONG M', 'BOURNE RG']",['eng'],['Journal Article'],Australia,Med J Aust,The Medical journal of Australia,0400714,OM,"['*Acute Disease', 'Humans', '*Iodine', '*Iodine Radioisotopes', 'Leukemia/*etiology', '*Radiation Injuries', 'Radiotherapy/*complications']",['NLM'],"['*IODINE/radioactive', '*LEUKEMIA/etiology', '*RADIOTHERAPY/complications']",1961/09/30 00:00,1961/09/30 00:01,['1961/09/30 00:00'],"['1961/09/30 00:00 [pubmed]', '1961/09/30 00:01 [medline]', '1961/09/30 00:00 [entrez]']",ppublish,Med J Aust. 1961 Sep 30;48(2):555-6. doi: 10.5694/j.1326-5377.1961.tb69788.x.,['10.5694/j.1326-5377.1961.tb69788.x [doi]'],"['0 (Iodine Radioisotopes)', '9679TC07X4 (Iodine)']",,,,
13878462,NLM,MEDLINE,19981101,20190712,0030-4220 (Print) 0030-4220 (Linking),15,1962 Apr,Unusual oral manifestations of chronic lymphatic leukemia. Report of a case.,446-9,"['CHAUDHRY, A P', 'SABES, W R', 'GORLIN, R J']","['CHAUDHRY AP', 'SABES WR', 'GORLIN RJ']",['eng'],"['Case Reports', 'Journal Article']",United States,Oral Surg Oral Med Oral Pathol,"Oral surgery, oral medicine, and oral pathology",0376406,OM,"['*Disease', 'Humans', '*Leukemia', '*Leukemia, Lymphocytic, Chronic, B-Cell', '*Leukemia, Lymphoid', '*Lymphocytes', '*Medical Records', '*Palate']",['NLM'],"['*LEUKEMIA, LYMPHOCYTIC/case reports', '*PALATE/diseases']",1962/04/01 00:00,1962/04/01 00:01,['1962/04/01 00:00'],"['1962/04/01 00:00 [pubmed]', '1962/04/01 00:01 [medline]', '1962/04/01 00:00 [entrez]']",ppublish,Oral Surg Oral Med Oral Pathol. 1962 Apr;15:446-9. doi: 10.1016/0030-4220(62)90379-1.,['10.1016/0030-4220(62)90379-1 [doi]'],,,,,
13877962,NLM,MEDLINE,19981101,20181201,0043-3144 (Print) 0043-3144 (Linking),11,1962 Mar,Malignant lymphocytic lymphoma.,27-9,"['CHAMBERS, H D']",['CHAMBERS HD'],['eng'],"['Case Reports', 'Journal Article']",Jamaica,West Indian Med J,The West Indian medical journal,0417410,OM,"['Adult', '*Hodgkin Disease', 'Humans', '*Leukemia', '*Leukemia, Lymphocytic, Chronic, B-Cell', '*Leukemia, Lymphoid', '*Lymphoma, Non-Hodgkin', '*Medical Records']",['NLM'],"[""*HODGKIN'S DISEASE/case reports"", '*LEUKEMIA, LYMPHOCYTIC/case reports']",1962/03/01 00:00,1962/03/01 00:01,['1962/03/01 00:00'],"['1962/03/01 00:00 [pubmed]', '1962/03/01 00:01 [medline]', '1962/03/01 00:00 [entrez]']",ppublish,West Indian Med J. 1962 Mar;11:27-9.,,,,,,
13877782,NLM,MEDLINE,19981101,20181201,0032-7468 (Print) 0032-7468 (Linking),26,1961 Sep 30,[Initial diagnostic confusion between leukemia and rheumatic fever].,361-9,"['CESARMAN, E', 'MENDOZA, F']","['CESARMAN E', 'MENDOZA F']",['spa'],['Journal Article'],Mexico,Prensa Med Mex,La Prensa medica mexicana,0413433,OM,"['*Confusion', 'Humans', 'Leukemia/*diagnosis', 'Rheumatic Fever/*diagnosis']",['NLM'],"['*LEUKEMIA/diagnosis', '*RHEUMATIC FEVER/diagnosis']",1961/09/30 00:00,1961/09/30 00:01,['1961/09/30 00:00'],"['1961/09/30 00:00 [pubmed]', '1961/09/30 00:01 [medline]', '1961/09/30 00:00 [entrez]']",ppublish,Prensa Med Mex. 1961 Sep 30;26:361-9.,,,,,,
13877688,NLM,MEDLINE,19981101,20181201,0014-4878 (Print) 0014-4878 (Linking),19,1961,Chemical changes in the tissues of leukemic mice. II. The effects of amethopterin.,251-7,"['CERECEDO, L R', 'BRESNICK, E']","['CERECEDO LR', 'BRESNICK E']",['eng'],['Journal Article'],United States,Exp Med Surg,Experimental medicine and surgery,0435437,OM,"['Animals', 'Folic Acid Antagonists/*pharmacology', '*Leukemia', 'Leukemia, Lymphoid/*chemistry', '*Lymphocytes', '*Methotrexate', 'Mice']",['NLM'],"['*FOLIC ACID ANTAGONISTS/pharmacology', '*LEUKEMIA, LYMPHOCYTIC/chemistry']",1961/01/01 00:00,1961/01/01 00:01,['1961/01/01 00:00'],"['1961/01/01 00:00 [pubmed]', '1961/01/01 00:01 [medline]', '1961/01/01 00:00 [entrez]']",ppublish,Exp Med Surg. 1961;19:251-7.,,"['0 (Folic Acid Antagonists)', 'YL5FZ2Y5U1 (Methotrexate)']",,,,
13877686,NLM,MEDLINE,19981101,20181201,0367-5475 (Print) 0367-5475 (Linking),16,1961 Nov-Dec,[On reticulo-histiocytic tumors in otorhinolaryngology. Anatomo-clinical considerations on cases observed in Venice hospitals from 1950 to 1960].,491-551,"['CERCIELLO, P', 'NADIN, C']","['CERCIELLO P', 'NADIN C']",['ita'],['Journal Article'],Italy,G Veneto Sci Med,Giornale veneto di scienze mediche,0177054,OM,"['*Genetic Diseases, X-Linked', '*Hospitals', 'Humans', '*Leukemia, Hairy Cell', '*Lymphatic Diseases', '*Neoplasms', '*Otolaryngology', '*Severe Combined Immunodeficiency']",['NLM'],"['*OTORHINOLARYNGOLOGY', '*RETICULOENDOTHELIOSIS']",1961/11/01 00:00,1961/11/01 00:01,['1961/11/01 00:00'],"['1961/11/01 00:00 [pubmed]', '1961/11/01 00:01 [medline]', '1961/11/01 00:00 [entrez]']",ppublish,G Veneto Sci Med. 1961 Nov-Dec;16:491-551.,,"['Reticuloendotheliosis, X-linked']",,,,
13877607,NLM,MEDLINE,19981101,20181201,0001-5547 (Print) 0001-5547 (Linking),6,1962 Jul-Aug,Vaginal cytology in leukemia.,370-2,"['CEELEN, G H', 'SAKURAI, M']","['CEELEN GH', 'SAKURAI M']",['eng'],['Journal Article'],Switzerland,Acta Cytol,Acta cytologica,0370307,OM,"['*Cytodiagnosis', 'Female', 'Humans', 'Leukemia/*pathology', '*Vagina', '*Vaginal Smears']",['NLM'],"['*LEUKEMIA/pathology', '*VAGINAL SMEARS']",1962/07/01 00:00,1962/07/01 00:01,['1962/07/01 00:00'],"['1962/07/01 00:00 [pubmed]', '1962/07/01 00:01 [medline]', '1962/07/01 00:00 [entrez]']",ppublish,Acta Cytol. 1962 Jul-Aug;6:370-2.,,,,,,
13877238,NLM,MEDLINE,19981101,20181201,,9,1962,Chloroma of ovaries: report of a case.,98-102,"['CASTILONE, H C']",['CASTILONE HC'],['eng'],"['Case Reports', 'Journal Article']",United States,Bull Millard Fillmore Hosp Buffalo,Bulletin. Buffalo (N.Y.). Millard Fillmore Hospital,15750980R,OM,"['Female', 'Humans', '*Leukemia', '*Medical Records', '*Ovarian Neoplasms', '*Sarcoma, Myeloid']",['NLM'],"['*LEUCOSARCOMA/case reports', '*OVARY/neoplasms']",1962/01/01 00:00,1962/01/01 00:01,['1962/01/01 00:00'],"['1962/01/01 00:00 [pubmed]', '1962/01/01 00:01 [medline]', '1962/01/01 00:00 [entrez]']",ppublish,Bull Millard Fillmore Hosp Buffalo. 1962;9:98-102.,,,,,,
13876967,NLM,MEDLINE,19981101,20181201,0069-0112 (Print) 0069-0112 (Linking),16,1962 Feb,The frequency of the various morphologic types of childhood leukemia and their response to certain chemotherapeutic agents.,155-6,"['CARTER, R E', 'BRUBAKER, C A', 'LEIKIN, S L', 'LOUIS, J', 'SEVERO, N', 'WOLFF, J A']","['CARTER RE', 'BRUBAKER CA', 'LEIKIN SL', 'LOUIS J', 'SEVERO N', 'WOLFF JA']",['eng'],['Journal Article'],United States,Cancer Chemother Rep,Cancer chemotherapy reports,7607105,OM,"['Antineoplastic Agents/*therapy', '*Child', '*Infant', '*Leukemia', 'Mercaptopurine/*therapy']",['NLM'],"['*ANTINEOPLASTIC AGENTS/therapy', '*LEUKEMIA/in infancy and childhood', '*MERCAPTOPURINE/therapy']",1962/02/01 00:00,1962/02/01 00:01,['1962/02/01 00:00'],"['1962/02/01 00:00 [pubmed]', '1962/02/01 00:01 [medline]', '1962/02/01 00:00 [entrez]']",ppublish,Cancer Chemother Rep. 1962 Feb;16:155-6.,,"['0 (Antineoplastic Agents)', 'E7WED276I5 (Mercaptopurine)']",,,,
13876850,NLM,MEDLINE,19981101,20181201,0014-2565 (Print) 0014-2565 (Linking),82,1961 Aug 15,[Evolutive aspects of the leukemias].,192-4,"['CARRERAS PICO, L']",['CARRERAS PICO L'],['spa'],['Journal Article'],Spain,Rev Clin Esp,Revista clinica espanola,8608576,OM,"['Humans', '*Leukemia']",['NLM'],['*LEUKEMIA'],1961/08/15 00:00,1961/08/15 00:01,['1961/08/15 00:00'],"['1961/08/15 00:00 [pubmed]', '1961/08/15 00:01 [medline]', '1961/08/15 00:00 [entrez]']",ppublish,Rev Clin Esp. 1961 Aug 15;82:192-4.,,,,,,
13876783,NLM,MEDLINE,19981101,20181201,0002-936X (Print) 0002-936X (Linking),62,1962 Oct,Parents take heart at City of Hope.,82-5,"['CARPENTER, K M', 'STEWART, J M']","['CARPENTER KM', 'STEWART JM']",['eng'],['Journal Article'],United States,Am J Nurs,The American journal of nursing,0372646,OM,"['Child', '*Hospitals', 'Humans', 'Infant', '*Leukemia', '*Neomycin', '*Parents']",['NLM'],"['*HOSPITALS', '*LEUKEMIA/in infancy and childhood', '*NEOMYCIN/in infancy and childhood']",1962/10/01 00:00,1962/10/01 00:01,['1962/10/01 00:00'],"['1962/10/01 00:00 [pubmed]', '1962/10/01 00:01 [medline]', '1962/10/01 00:00 [entrez]']",ppublish,Am J Nurs. 1962 Oct;62:82-5.,,['I16QD7X297 (Neomycin)'],,,,
13876530,NLM,MEDLINE,19981101,20190623,0006-2952 (Print) 0006-2952 (Linking),11,1962 Jan,Studies of metabolic alterations induced by steroids in murine lymphocytic leukemia cells in vitro.,1-8,"['CARDOSO, S S']",['CARDOSO SS'],['eng'],['Journal Article'],England,Biochem Pharmacol,Biochemical pharmacology,0101032,OM,"['Animals', 'Humans', 'In Vitro Techniques', '*Leukemia', '*Leukemia, Lymphoid', '*Lymphocytes', 'Mice', '*Steroids', 'Triamcinolone/*pharmacology']",['NLM'],"['*LEUKEMIA, LYMPHOCYTIC/experimental', '*TRIAMCINOLONE/pharmacology']",1962/01/01 00:00,1962/01/01 00:01,['1962/01/01 00:00'],"['1962/01/01 00:00 [pubmed]', '1962/01/01 00:01 [medline]', '1962/01/01 00:00 [entrez]']",ppublish,Biochem Pharmacol. 1962 Jan;11:1-8. doi: 10.1016/0006-2952(62)90085-0.,"['0006-2952(62)90085-0 [pii]', '10.1016/0006-2952(62)90085-0 [doi]']","['0 (Steroids)', '1ZK20VI6TY (Triamcinolone)']",,,,
13876510,NLM,MEDLINE,19981101,20181201,0008-5472 (Print) 0008-5472 (Linking),21,1961 Dec,The stathmokinetic effect of vincaleukoblastine on normal bone marrow and leukemic cells.,1542-4,"['CARDINALI, G', 'CARDINALI, G', 'BLAIR, J']","['CARDINALI G', 'CARDINALI G', 'BLAIR J']",['eng'],['Journal Article'],United States,Cancer Res,Cancer research,2984705R,OM,"['Alkaloids/*pharmacology', 'Animals', 'Antineoplastic Agents/*pharmacology', 'Bone Marrow/*pharmacology', '*Leukemia, Experimental', '*Vinblastine']",['NLM'],"['*ALKALOIDS/pharmacology', '*ANTINEOPLASTIC AGENTS/pharmacology', '*BONE MARROW/pharmacology', '*LEUKEMIA/experimental']",1961/12/01 00:00,1961/12/01 00:01,['1961/12/01 00:00'],"['1961/12/01 00:00 [pubmed]', '1961/12/01 00:01 [medline]', '1961/12/01 00:00 [entrez]']",ppublish,Cancer Res. 1961 Dec;21:1542-4.,,"['0 (Alkaloids)', '0 (Antineoplastic Agents)', '5V9KLZ54CY (Vinblastine)']",,,,
13876493,NLM,MEDLINE,19981101,20181201,0002-9645 (Print) 0002-9645 (Linking),23,1962 Mar,Preliminary studies on lactic dehydrogenase activity in blood and tissues from normal and leukemic cattle.,293-5,"['CARDEILHAC, J C', 'CARDEILHAC, P T']","['CARDEILHAC JC', 'CARDEILHAC PT']",['eng'],['Journal Article'],United States,Am J Vet Res,American journal of veterinary research,0375011,OM,"['Animals', 'Cattle', 'Lactate Dehydrogenases/*metabolism', 'Leukemia/*veterinary', '*Oxidoreductases']",['NLM'],"['*LACTIC DEHYDROGENASE/metabolism', '*LEUKEMIA/veterinary']",1962/03/01 00:00,1962/03/01 00:01,['1962/03/01 00:00'],"['1962/03/01 00:00 [pubmed]', '1962/03/01 00:01 [medline]', '1962/03/01 00:00 [entrez]']",ppublish,Am J Vet Res. 1962 Mar;23:293-5.,,"['EC 1.- (Oxidoreductases)', 'EC 1.1.- (Lactate Dehydrogenases)']",,,,
13876353,NLM,MEDLINE,19981101,20181201,0004-0061 (Print) 0004-0061 (Linking),34,1961 Feb,[On a case of acute promyelocytic leukosis].,791-811,"['CAPPELLI, P', 'PACI, P']","['CAPPELLI P', 'PACI P']",['ita'],"['Case Reports', 'Journal Article']",Italy,Arch De Vecchi Anat Patol,"Archivio ""de Vecchi"" per l'anatomia patologica e la medicina clinica",0372455,OM,"['Humans', '*Leukemia', '*Leukemia, Myeloid', '*Medical Records']",['NLM'],"['*LEUKEMIA, MYELOCYTIC/case reports']",1961/02/01 00:00,1961/02/01 00:01,['1961/02/01 00:00'],"['1961/02/01 00:00 [pubmed]', '1961/02/01 00:01 [medline]', '1961/02/01 00:00 [entrez]']",ppublish,Arch De Vecchi Anat Patol. 1961 Feb;34:791-811.,,,,,,
