PMID,OWN,STAT,DCOM,LR,IS,VI,IP,DP,TI,PG,FAU,AU,LA,PT,PL,TA,JT,JID,SB,MH,EDAT,MHDA,CRDT,PHST,PST,SO,RN,AID,TT,PMC,AB,OID
5291054,NLM,MEDLINE,19720511,20041117,0022-1961 (Print) 0022-1961 (Linking),28,5,1971,[Case of myelogenous leukemia complicated with early stomach cancer and gastric ulcer].,982-7,"['Uchida, S', 'Miyamoto, N', 'Murao, H', 'Saito, T']","['Uchida S', 'Miyamoto N', 'Murao H', 'Saito T']",['jpn'],['Journal Article'],Japan,Naika,Naika. Internal medicine,0413541,IM,"['Adenocarcinoma/*complications', 'Humans', 'Leukemia, Myeloid/*complications', 'Male', 'Middle Aged', 'Stomach Neoplasms/*complications', 'Stomach Ulcer/*complications']",1971/01/01 00:00,1971/01/01 00:01,['1971/01/01 00:00'],"['1971/01/01 00:00 [pubmed]', '1971/01/01 00:01 [medline]', '1971/01/01 00:00 [entrez]']",ppublish,Naika. 1971;28(5):982-7.,,,,,,
5273931,NLM,MEDLINE,19710113,20041117,0021-8111 (Print) 0021-8111 (Linking),88,10,1970 Oct,[Spontaneous rupture of the spleen revealing a chronic myeloid leukemia].,537-41,"['Leuridan, B', 'Sigam, M', 'Callens, J', 'Langeron, P']","['Leuridan B', 'Sigam M', 'Callens J', 'Langeron P']",['fre'],['Journal Article'],France,J Sci Med Lille,Journal des sciences medicales de Lille,0413413,IM,"['Adult', 'Humans', 'Leukemia, Myeloid/*complications/diagnosis', 'Male', 'Rupture, Spontaneous/etiology', 'Splenic Rupture/*etiology']",1970/10/01 00:00,1970/10/01 00:01,['1970/10/01 00:00'],"['1970/10/01 00:00 [pubmed]', '1970/10/01 00:01 [medline]', '1970/10/01 00:00 [entrez]']",ppublish,J Sci Med Lille. 1970 Oct;88(10):537-41.,,,Rupture spontanee de la rate revelatrice d'une leucemie myeloide chronique.,,,
5273888,NLM,MEDLINE,19710113,20071115,0024-7790 (Print) 0024-7790 (Linking),224,34,1970 Oct 25,[Cultures of lymphocytes under iterative injections of BCG in leukemic children with remission].,413-20,"['Brochier, J', 'Clerc, M', 'Freycon, F', 'Revillard, J P']","['Brochier J', 'Clerc M', 'Freycon F', 'Revillard JP']",['fre'],['Journal Article'],France,Lyon Med,Lyon medical,0335015,IM,"['Adolescent', '*BCG Vaccine', 'Child', 'Child, Preschool', 'Culture Techniques', 'Humans', 'Hypersensitivity, Delayed', 'Immunization', 'Leukemia, Lymphoid/*immunology', 'Lymphocytes/*drug effects', 'Tuberculin Test']",1970/10/25 00:00,1970/10/25 00:01,['1970/10/25 00:00'],"['1970/10/25 00:00 [pubmed]', '1970/10/25 00:01 [medline]', '1970/10/25 00:00 [entrez]']",ppublish,Lyon Med. 1970 Oct 25;224(34):413-20.,['0 (BCG Vaccine)'],,Cultures de lymphocytes sous injections iteratives de BCG chez des enfants leucemiques en remission.,,,
5273827,NLM,MEDLINE,19710111,20081121,0033-8419 (Print) 0033-8419 (Linking),97,2,1970 Nov,The diagnostic value of hepatic pliability as assessed from inspiration and expiration views on the gamma camera.,323-6,"['Kranzler, J K', 'Vollert, J M', 'Harper, P V', 'Polcyn, R E', 'Struas, F H 2nd', 'Gottschalk, A']","['Kranzler JK', 'Vollert JM', 'Harper PV', 'Polcyn RE', 'Struas FH 2nd', 'Gottschalk A']",['eng'],['Journal Article'],United States,Radiology,Radiology,0401260,IM,"['Adenocarcinoma/diagnosis', 'Autopsy', 'Biopsy', 'Colloids', 'Humans', 'Leukemia, Myeloid/diagnosis', 'Liver/*anatomy & histology/pathology', 'Liver Diseases/diagnosis', 'Liver Neoplasms/diagnosis', '*Radionuclide Imaging', '*Respiration', 'Technetium', 'Tissue Adhesions/diagnosis']",1970/11/01 00:00,1970/11/01 00:01,['1970/11/01 00:00'],"['1970/11/01 00:00 [pubmed]', '1970/11/01 00:01 [medline]', '1970/11/01 00:00 [entrez]']",ppublish,Radiology. 1970 Nov;97(2):323-6. doi: 10.1148/97.2.323.,"['0 (Colloids)', '7440-26-8 (Technetium)']",['10.1148/97.2.323 [doi]'],,,,
5273804,NLM,MEDLINE,19710111,20181113,0021-9738 (Print) 0021-9738 (Linking),49,12,1970 Dec,Mixed leukocyte reactivity and leukemia: study of identical siblings.,2271-5,"['Rudolph, R H', 'Mickelson, E', 'Thomas, E D']","['Rudolph RH', 'Mickelson E', 'Thomas ED']",['eng'],['Journal Article'],United States,J Clin Invest,The Journal of clinical investigation,7802877,IM,"['Antigens', 'Culture Techniques', 'Diseases in Twins/*immunology', 'Humans', 'Leukemia, Lymphoid/*immunology', 'Leukemia, Myeloid, Acute/*immunology', 'Leukocytes/*immunology/metabolism', 'Lymphocyte Activation', 'Lymphocytes/*immunology', 'Thymidine/metabolism', '*Transplantation Immunology', 'Tritium']",1970/12/01 00:00,1970/12/01 00:01,['1970/12/01 00:00'],"['1970/12/01 00:00 [pubmed]', '1970/12/01 00:01 [medline]', '1970/12/01 00:00 [entrez]']",ppublish,J Clin Invest. 1970 Dec;49(12):2271-5. doi: 10.1172/JCI106446.,"['0 (Antigens)', '10028-17-8 (Tritium)', 'VC2W18DGKR (Thymidine)']",['10.1172/JCI106446 [doi]'],,PMC322728,"This report describes a search for tumor-specific transplantation antigens in man by testing four sets of identical siblings using the mixed leukocyte transformation reaction. In each case, one member of the set had acute leukemia in relapse. In no instance did the leukemic cells of the patient stimulate the cells of the normal twin, nor did cells from the normal twin stimulate cells from the leukemic patient. Possible explanations for the failure to detect a leukemia-associated antigen in these studies are discussed.",
5273803,NLM,MEDLINE,19710111,20181130,0021-9738 (Print) 0021-9738 (Linking),49,12,1970 Dec,Release of vitamin B12--binding protein by human leukocytes in vitro.,2250-5,"['Corcino, J', 'Krauss, S', 'Waxman, S', 'Herbert, V']","['Corcino J', 'Krauss S', 'Waxman S', 'Herbert V']",['eng'],['Journal Article'],United States,J Clin Invest,The Journal of clinical investigation,7802877,IM,"['Chromatography', 'Chromatography, Gel', 'Cycloheximide/pharmacology', 'Ethylmaleimide/pharmacology', 'Humans', 'Leucine/metabolism', 'Leukemia, Myeloid/*pathology', 'Leukocytes/*metabolism', '*Protein Binding', 'Temperature', 'Time Factors', 'Tritium', 'Vitamin B 12/*blood']",1970/12/01 00:00,1970/12/01 00:01,['1970/12/01 00:00'],"['1970/12/01 00:00 [pubmed]', '1970/12/01 00:01 [medline]', '1970/12/01 00:00 [entrez]']",ppublish,J Clin Invest. 1970 Dec;49(12):2250-5. doi: 10.1172/JCI106444.,"['10028-17-8 (Tritium)', '98600C0908 (Cycloheximide)', 'GMW67QNF9C (Leucine)', 'O3C74ACM9V (Ethylmaleimide)', 'P6YC3EG204 (Vitamin B 12)']",['10.1172/JCI106444 [doi]'],,PMC322726,"Human granulocytes (G) contain a vitamin B(12)-binding protein (B(12)BP). There is evidence that chronic myelogenous leukemia leukocytes (CMLL) may synthesize B(12)BP. Our prior studies suggested that intact, living intravascular G synthesize and release such protein into extracellular compartments in vivo. In the present study, CMLL were incubated in Trisbuffered Hank's basal salt solution (pH 7.2) containing 0.1% human serum albumin to study release of B(12)BP into the medium. B(12)BP was released continuously and in increasing amounts over a 5 hr period at 37 degrees C; this release was inhibited almost completely when the cells were incubated at 4 degrees C and by about half as much in the presence of N-ethylmaleimide (1 mmole/liter). Cycloheximide (50 mug/ml) had no effect on the release of B(12)BP but significantly inhibited incorporation of leucine-(3)H into leukocyte protein. G incubated with 20 mg/ml of compound 48/80, an experimental histamine-releasing agent, had a 6-fold increase in release of B(12)BP over a 2 hr period. Subcellular fractionation studies of human granulocytes demonstrate that most of the B(12)BP is associated with the granular (20,000 g) layer with an excellent correlation observed between its subcellular distribution and that of acid phosphatase.These findings suggest that the release of B(12)BP from G is mediated by an active process and provide further evidence that granulocytes are secretory as well as phagocytic cells.",
5273792,NLM,MEDLINE,19710109,20190711,0023-2173 (Print) 0023-2173 (Linking),48,19,1970 Oct 1,[Megakaryoblastic myelosis].,1168-73,"['Demmler, K', 'Burkhardt, R', 'Prechtel, K']","['Demmler K', 'Burkhardt R', 'Prechtel K']",['ger'],['Journal Article'],Germany,Klin Wochenschr,Klinische Wochenschrift,2985205R,IM,"['Aged', 'Anemia, Aplastic/complications', 'Antineoplastic Agents/therapeutic use', 'Blood Transfusion', 'Bone Marrow Examination', 'Busulfan/therapeutic use', 'Hemorrhagic Disorders/complications', 'Humans', 'Leukemia, Myeloid/complications/*pathology/therapy', 'Male', '*Megakaryocytes', 'Mercaptopurine/therapeutic use', 'Mitosis', 'Prednisone/therapeutic use']",1970/10/01 00:00,1970/10/01 00:01,['1970/10/01 00:00'],"['1970/10/01 00:00 [pubmed]', '1970/10/01 00:01 [medline]', '1970/10/01 00:00 [entrez]']",ppublish,Klin Wochenschr. 1970 Oct 1;48(19):1168-73. doi: 10.1007/BF01486634.,"['0 (Antineoplastic Agents)', 'E7WED276I5 (Mercaptopurine)', 'G1LN9045DK (Busulfan)', 'VB0R961HZT (Prednisone)']",['10.1007/BF01486634 [doi]'],Megakaryoblastische Myelose.,,,
5273790,NLM,MEDLINE,19710109,20081008,0365-9615 (Print) 0365-9615 (Linking),66,8,1968 Aug,"[The osmotic stability, glucose-6-phosphate dehydrogenase and glutathione reductase activity of the erythrocytes of leukemia and anemia patients].",97-9,"['Luganova, I S', 'Seits, I F']","['Luganova IS', 'Seits IF']",['rus'],['Journal Article'],Russia (Federation),Biull Eksp Biol Med,Biulleten' eksperimental'noi biologii i meditsiny,0370627,IM,"['Acute Disease', 'Erythrocytes/*enzymology', 'Glucosephosphate Dehydrogenase/*metabolism', 'Glutathione Reductase/*metabolism', 'Hemoglobinuria, Paroxysmal/*blood/enzymology', 'Humans', 'Leukemia/*blood/enzymology', 'Leukemia, Lymphoid/blood/enzymology', 'Leukemia, Myeloid/blood/enzymology', '*Osmotic Fragility', 'Polycythemia/*blood/enzymology']",1968/08/01 00:00,1968/08/01 00:01,['1968/08/01 00:00'],"['1968/08/01 00:00 [pubmed]', '1968/08/01 00:01 [medline]', '1968/08/01 00:00 [entrez]']",ppublish,Biull Eksp Biol Med. 1968 Aug;66(8):97-9.,"['EC 1.1.1.49 (Glucosephosphate Dehydrogenase)', 'EC 1.8.1.7 (Glutathione Reductase)']",,Osmoticheskaia stoikost' i aktivnost' gliukozo-6-fosfatdegidrogenazy i gliutationreduktazy eritrotsitov bol'nykh leikozami i anemiiami.,,,
5273776,NLM,MEDLINE,19710108,20080116,0042-4846 (Print) 0042-4846 (Linking),6,,1970 Jun,[DNA in bovine leukoses].,39-41,"['Chamova, K G', 'Guberniev, M A', 'Perelaznyi, A A', 'Shumilova, S L', 'Semenova, T N']","['Chamova KG', 'Guberniev MA', 'Perelaznyi AA', 'Shumilova SL', 'Semenova TN']",['rus'],['Journal Article'],Russia (Federation),Veterinariia,Veterinariia,0412751,IM,"['Animals', 'Antigens', 'Autoantibodies', 'Cattle', 'Cattle Diseases/*immunology', '*DNA', 'Leukemia, Myeloid/immunology/*veterinary', 'Rabbits', 'Spleen/metabolism']",1970/06/01 00:00,1970/06/01 00:01,['1970/06/01 00:00'],"['1970/06/01 00:00 [pubmed]', '1970/06/01 00:01 [medline]', '1970/06/01 00:00 [entrez]']",ppublish,Veterinariia. 1970 Jun;6:39-41.,"['0 (Antigens)', '0 (Autoantibodies)', '9007-49-2 (DNA)']",,DNK pri leikozakh krupnogo rogatogo skota.,,,
5273760,NLM,MEDLINE,19710108,20160523,0031-403X (Print) 0031-403X (Linking),49,7,1970 Jul,[Clinical-anatomic comparisons of cardiac disorders in children with acute leukosis].,26-31,"[""Arkhangel'skii, A V"", 'Mamykina, L G', 'Milokhina, T A']","[""Arkhangel'skii AV"", 'Mamykina LG', 'Milokhina TA']",['rus'],['Journal Article'],Russia (Federation),Pediatriia,Pediatriia,0405563,IM,"['Acute Disease', 'Adolescent', '*Cardiomyopathies/pathology/physiopathology', 'Child', 'Child, Preschool', 'Electrocardiography', 'Heart/physiopathology', 'Hemorrhage/etiology', 'Humans', 'Infant', 'Infant, Newborn', 'Leukemia/*complications/pathology/physiopathology', 'Leukemia, Myeloid, Acute/physiopathology', 'Myocardium/pathology', 'Pericarditis/etiology', 'Phonocardiography']",1970/07/01 00:00,1970/07/01 00:01,['1970/07/01 00:00'],"['1970/07/01 00:00 [pubmed]', '1970/07/01 00:01 [medline]', '1970/07/01 00:00 [entrez]']",ppublish,Pediatriia. 1970 Jul;49(7):26-31.,,,Nekotorye kliniko-anatomicheskie sopostavleniia serdechnykh narushenii u detei pri ostrom leikoze.,,,
5273759,NLM,MEDLINE,19710108,20170310,0022-9040 (Print) 0022-9040 (Linking),10,8,1970 Aug,[Cardiac changes in leukosis and their characteristics during contemporary methods of therapy (pathologoanatomic study)].,120-4,"['Stasenko, A V']",['Stasenko AV'],['rus'],['Journal Article'],Russia (Federation),Kardiologiia,Kardiologiia,0376351,IM,"['Blood Vessels/analysis/pathology', '*Cardiomyopathies/pathology', 'Contracture/etiology', 'Female', 'Heart/drug effects', 'Histocytochemistry', 'Humans', 'Leukemia/*complications/*drug therapy/metabolism/pathology', 'Leukemia, Lymphoid/complications/pathology', 'Leukemia, Myeloid/pathology', 'Leukemia, Myeloid, Acute/complications/pathology', 'Male', 'Myocardium/analysis/pathology']",1970/08/01 00:00,1970/08/01 00:01,['1970/08/01 00:00'],"['1970/08/01 00:00 [pubmed]', '1970/08/01 00:01 [medline]', '1970/08/01 00:00 [entrez]']",ppublish,Kardiologiia. 1970 Aug;10(8):120-4.,,,Izmeneniia v serdtse pri leikoze i ikh osobennosti pri sovremennykh metodakh lecheniia patologoanatomicheskoe issledovanie.,,,
5273758,NLM,MEDLINE,19710108,20190709,0022-2623 (Print) 0022-2623 (Linking),13,6,1970 Nov,Carcinostatic activity of thiosemicarbazones of formyl heteroaromatic compounds. VII. 2-Formylpyridine derivatives bearing additional ring substituents.,1124-30,"['Blanz, E J Jr', 'French, F A', 'DoAmaral, J R', 'French, D A']","['Blanz EJ Jr', 'French FA', 'DoAmaral JR', 'French DA']",['eng'],['Journal Article'],United States,J Med Chem,Journal of medicinal chemistry,9716531,IM,"['Animals', 'Carcinoma/drug therapy', 'Carcinoma, Ehrlich Tumor/drug therapy', 'Chemical Phenomena', 'Chemistry', 'DNA/biosynthesis', 'Leukemia L1210/drug therapy', 'Leukemia, Myeloid/drug therapy', 'Lymphoma/drug therapy', 'Melanoma/drug therapy', 'Mice', 'Neoplasms, Experimental/*drug therapy', 'Sarcoma, Experimental/drug therapy', 'Thiosemicarbazones/administration & dosage/*chemical synthesis/*therapeutic use']",1970/11/01 00:00,2001/03/28 10:01,['1970/11/01 00:00'],"['1970/11/01 00:00 [pubmed]', '2001/03/28 10:01 [medline]', '1970/11/01 00:00 [entrez]']",ppublish,J Med Chem. 1970 Nov;13(6):1124-30. doi: 10.1021/jm00300a025.,"['0 (Thiosemicarbazones)', '9007-49-2 (DNA)']",['10.1021/jm00300a025 [doi]'],,,,
5273757,NLM,MEDLINE,19710108,20190709,0022-2623 (Print) 0022-2623 (Linking),13,6,1970 Nov,"Carcinostatic activity of thiosemicarbazones of formyl heteroaromatic compounds. VI. 1-Formylisoquinoline derivatives bearing additional ring substituents, with notes on mechanism of action.",1117-24,"['French, F A', 'Blanz, E J Jr', 'DoAmaral, J R', 'French, D A']","['French FA', 'Blanz EJ Jr', 'DoAmaral JR', 'French DA']",['eng'],['Journal Article'],United States,J Med Chem,Journal of medicinal chemistry,9716531,IM,"['Animals', 'Carcinoma/drug therapy', 'Cell-Free System', 'Chemical Phenomena', 'Chemistry', 'DNA/biosynthesis', 'Isoquinolines', 'Leukemia L1210/drug therapy', 'Leukemia, Myeloid/drug therapy', 'Lymphoma/drug therapy', 'Mice', 'Neoplasms, Experimental/*drug therapy', 'Pyridines', 'Sarcoma, Experimental/drug therapy', 'Thiosemicarbazones/*chemical synthesis/*therapeutic use']",1970/11/01 00:00,2001/03/28 10:01,['1970/11/01 00:00'],"['1970/11/01 00:00 [pubmed]', '2001/03/28 10:01 [medline]', '1970/11/01 00:00 [entrez]']",ppublish,J Med Chem. 1970 Nov;13(6):1117-24. doi: 10.1021/jm00300a024.,"['0 (Isoquinolines)', '0 (Pyridines)', '0 (Thiosemicarbazones)', '9007-49-2 (DNA)']",['10.1021/jm00300a024 [doi]'],,,,
5273713,NLM,MEDLINE,19710106,20160523,0031-403X (Print) 0031-403X (Linking),49,8,1970 Aug,[Sorbitol dehydrogenase activity in the blood plasma of children with acute leukemia and lymphogranulomatosis].,72-4,"['Dobronravov, A V', 'Slatin, E A']","['Dobronravov AV', 'Slatin EA']",['rus'],['Journal Article'],Russia (Federation),Pediatriia,Pediatriia,0405563,IM,"['Adolescent', 'Child', 'Child, Preschool', 'Female', 'Hepatitis A/enzymology', 'Hodgkin Disease/*enzymology', 'Humans', 'Infant', 'Infant, Newborn', 'Leukemia, Myeloid, Acute/*enzymology', 'Liver/enzymology', 'Male', 'Oxidoreductases/*metabolism', 'Sorbitol']",1970/08/01 00:00,1970/08/01 00:01,['1970/08/01 00:00'],"['1970/08/01 00:00 [pubmed]', '1970/08/01 00:01 [medline]', '1970/08/01 00:00 [entrez]']",ppublish,Pediatriia. 1970 Aug;49(8):72-4.,"['506T60A25R (Sorbitol)', 'EC 1.- (Oxidoreductases)']",,Aktivnost' sorbitdegidrogenazy v plazme krovi u detei s ostrym leikozom i limfogranulematozom.,,,
5273706,NLM,MEDLINE,19710106,20061115,0021-7883 (Print) 0021-7883 (Linking),51,188,1970 Jun 5,[Myeloid leukemia associated with vesical cancer. Diagnostic and therapeutic problems].,1311-2 passim,"['Brizard, C P', 'Fraisse, J', 'Preynat, P', 'Le Petit, J C', 'Calcat, P', 'Gilloz, A']","['Brizard CP', 'Fraisse J', 'Preynat P', 'Le Petit JC', 'Calcat P', 'Gilloz A']",['fre'],['Journal Article'],France,J Med Lyon,Journal de medecine de Lyon,2985084R,IM,"['Humans', 'Leukemia, Myeloid/*complications/diagnosis/radiotherapy', 'Male', 'Middle Aged', 'Urinary Bladder Neoplasms/*complications/diagnosis/radiotherapy']",1970/06/05 00:00,1970/06/05 00:01,['1970/06/05 00:00'],"['1970/06/05 00:00 [pubmed]', '1970/06/05 00:01 [medline]', '1970/06/05 00:00 [entrez]']",ppublish,J Med Lyon. 1970 Jun 5;51(188):1311-2 passim.,,,Association leucemie myeloide-cancer vesical. Problemes diagnostiques et therapeutiques.,,,
5273674,NLM,MEDLINE,19710104,20041117,0028-4793 (Print) 0028-4793 (Linking),283,24,1970 Dec 10,Association of paroxysmal nocturnal hemoglobinuria with erythroleukemia.,1329-31,"['Carmel, R', 'Coltman, C A Jr', 'Yatteau, R F', 'Costanzi, J J']","['Carmel R', 'Coltman CA Jr', 'Yatteau RF', 'Costanzi JJ']",['eng'],['Journal Article'],United States,N Engl J Med,The New England journal of medicine,0255562,IM,"['Adult', 'Hemoglobinuria, Paroxysmal/blood/*complications/diagnosis/urine', 'Humans', 'Leukemia, Erythroblastic, Acute/blood/*complications/diagnosis/urine', 'Levulinic Acids/urine', 'Male', 'Nervous System Diseases/complications', 'Porphyrins/urine']",1970/12/10 00:00,2001/03/28 10:01,['1970/12/10 00:00'],"['1970/12/10 00:00 [pubmed]', '2001/03/28 10:01 [medline]', '1970/12/10 00:00 [entrez]']",ppublish,N Engl J Med. 1970 Dec 10;283(24):1329-31. doi: 10.1056/NEJM197012102832408.,"['0 (Levulinic Acids)', '0 (Porphyrins)']",['10.1056/NEJM197012102832408 [doi]'],,,,
5273571,NLM,MEDLINE,19701223,20081121,0032-2938 (Print) 0032-2938 (Linking),9,4,1970,Phytohemagglutinin-induced changes in cultured lymphocytes in the course of some lymphoproliferative and reticuloproliferative diseases. I. Blastic transformation.,847-54,"['Rozynkowa, D', 'Kowalewski, J']","['Rozynkowa D', 'Kowalewski J']",['eng'],['Journal Article'],Poland,Pol Med J,Polish medical journal,0376721,IM,"['*Culture Techniques', 'Hodgkin Disease/immunology', 'Humans', 'Kinetics', '*Lectins', 'Leukemia/*immunology/pathology', 'Leukemia, Lymphoid/pathology', 'Lymphatic Diseases/immunology', 'Lymphocyte Activation', 'Lymphocytes/*immunology', 'Lymphoma/*immunology/pathology', 'Lymphoma, Non-Hodgkin/pathology', '*Mitosis', 'Plasmacytoma/pathology']",1970/01/01 00:00,1970/01/01 00:01,['1970/01/01 00:00'],"['1970/01/01 00:00 [pubmed]', '1970/01/01 00:01 [medline]', '1970/01/01 00:00 [entrez]']",ppublish,Pol Med J. 1970;9(4):847-54.,['0 (Lectins)'],,,,,
5273539,NLM,MEDLINE,19701223,20071115,0017-7768 (Print) 0017-7768 (Linking),77,9,1969 Nov 2,[Treatment of acute leukemia in a pediatric hematology clinic].,395-9,"['Zaizov, R', 'Versano, I', 'Matoth, Y']","['Zaizov R', 'Versano I', 'Matoth Y']",['heb'],['Journal Article'],Israel,Harefuah,Harefuah,0034351,IM,"['Acute Disease', 'Anti-Bacterial Agents/therapeutic use', 'Appetite', 'Body Weight', 'Child', 'Child, Preschool', 'Female', 'Humans', 'Leukemia/complications', 'Leukemia, Lymphoid/*drug therapy', 'Leukemia, Myeloid, Acute/*drug therapy', 'Leukocytes', 'Male', 'Meningitis/etiology']",1969/11/02 00:00,1969/11/02 00:01,['1969/11/02 00:00'],"['1969/11/02 00:00 [pubmed]', '1969/11/02 00:01 [medline]', '1969/11/02 00:00 [entrez]']",ppublish,Harefuah. 1969 Nov 2;77(9):395-9.,['0 (Anti-Bacterial Agents)'],,,,,
5273537,NLM,MEDLINE,19701223,20110726,0001-6543 (Print) 0001-6543 (Linking),74,9,1970 Sep,[Case of acute leukemia with testicular infiltration during abatement stage].,785-90,"['Otsuki, C', 'Hayashi, M', 'Miyazaki, Y', 'Kawado, H']","['Otsuki C', 'Hayashi M', 'Miyazaki Y', 'Kawado H']",['jpn'],['Journal Article'],Japan,Nihon Shonika Gakkai Zasshi,Nihon Shonika Gakkai zasshi. Acta paediatrica Japonica,0413547,IM,"['Castration', 'Child, Preschool', 'Humans', 'Leukemia, Myeloid, Acute/*complications/therapy', 'Male', 'Mediastinal Neoplasms/complications', 'Testicular Neoplasms/*complications/surgery', 'Time Factors']",1970/09/01 00:00,1970/09/01 00:01,['1970/09/01 00:00'],"['1970/09/01 00:00 [pubmed]', '1970/09/01 00:01 [medline]', '1970/09/01 00:00 [entrez]']",ppublish,Nihon Shonika Gakkai Zasshi. 1970 Sep;74(9):785-90.,,,,,,
5273522,NLM,MEDLINE,19701222,20190620,0008-543X (Print) 0008-543X (Linking),26,5,1970 Nov,Acquired coagulation factor deficiencies in leukemia.,1097-101,"['Gralnick, H R', 'Henderson, E']","['Gralnick HR', 'Henderson E']",['eng'],['Journal Article'],United States,Cancer,Cancer,0374236,IM,"['Adult', 'Blood Coagulation Tests', 'Child, Preschool', 'Factor V/blood', 'Factor V Deficiency/complications', 'Factor X/blood', 'Female', 'Hemorrhagic Disorders/*complications', 'Humans', 'Hypoprothrombinemias/complications', 'In Vitro Techniques', 'Leukemia, Lymphoid/*complications', 'Leukemia, Myeloid, Acute/*complications', 'Male']",1970/11/01 00:00,1970/11/01 00:01,['1970/11/01 00:00'],"['1970/11/01 00:00 [pubmed]', '1970/11/01 00:01 [medline]', '1970/11/01 00:00 [entrez]']",ppublish,Cancer. 1970 Nov;26(5):1097-101. doi: 10.1002/1097-0142(197011)26:5<1097::aid-cncr2820260518>3.0.co;2-2.,"['9001-24-5 (Factor V)', '9001-29-0 (Factor X)']",['10.1002/1097-0142(197011)26:5<1097::aid-cncr2820260518>3.0.co;2-2 [doi]'],,,,
5273520,NLM,MEDLINE,19701222,20191030,0365-5571 (Print) 0365-5571 (Linking),78,3,1970,Intracisternal A-type particles in murine neoplasias with and without paraprotein production.,390-4,"['Ebbesen, P', 'Nielsen, M H']","['Ebbesen P', 'Nielsen MH']",['eng'],['Journal Article'],Denmark,Acta Pathol Microbiol Scand B Microbiol Immunol,Acta pathologica et microbiologica Scandinavica. Section B: Microbiology and immunology,7508470,IM,"['Animals', 'Blood Protein Disorders/*pathology', '*Endoplasmic Reticulum', 'Female', 'Leukemia/*pathology', 'Mice', 'Microscopy, Electron', 'Plasma Cells', 'Spleen/pathology', 'Thymus Gland/pathology']",1970/01/01 00:00,1970/01/01 00:01,['1970/01/01 00:00'],"['1970/01/01 00:00 [pubmed]', '1970/01/01 00:01 [medline]', '1970/01/01 00:00 [entrez]']",ppublish,Acta Pathol Microbiol Scand B Microbiol Immunol. 1970;78(3):390-4. doi: 10.1111/j.1699-0463.1970.tb04318.x.,,['10.1111/j.1699-0463.1970.tb04318.x [doi]'],,,,
