PMID,OWN,STAT,DCOM,LR,IS,VI,IP,DP,TI,PG,FAU,AU,LA,PT,TT,PL,TA,JT,JID,RN,SB,MH,EDAT,MHDA,CRDT,PHST,PST,SO,AID,PMC,AB
4525098,NLM,MEDLINE,19740823,20200930,0037-9727 (Print) 0037-9727 (Linking),146,2,1974 Jun,Induction of delta-aminolevulinic acid synthetase during erythroid differentiation of cultured leukemia cells.,601-4,"['Ebert, P S', 'Ikawa, Y']","['Ebert PS', 'Ikawa Y']",['eng'],['Journal Article'],,United States,Proc Soc Exp Biol Med,"Proceedings of the Society for Experimental Biology and Medicine. Society for Experimental Biology and Medicine (New York, N.Y.)",7505892,"['0 (Carbon Radioisotopes)', '0 (Hemoglobins)', '299-78-5 (Allylisopropylacetamide)', 'EC 2.3.1.37 (5-Aminolevulinate Synthetase)', 'YOW8V9698H (Dimethyl Sulfoxide)']",IM,"['5-Aminolevulinate Synthetase/*biosynthesis', 'Allylisopropylacetamide/pharmacology', 'Animals', 'Carbon Radioisotopes', '*Cell Differentiation', 'Cell Line', 'Dimethyl Sulfoxide/pharmacology', 'Enzyme Induction', 'Friend murine leukemia virus', 'Hemoglobins/biosynthesis', 'Leukemia, Erythroblastic, Acute/*enzymology', 'Mice']",1974/06/01 00:00,1974/06/01 00:01,['1974/06/01 00:00'],"['1974/06/01 00:00 [pubmed]', '1974/06/01 00:01 [medline]', '1974/06/01 00:00 [entrez]']",ppublish,Proc Soc Exp Biol Med. 1974 Jun;146(2):601-4. doi: 10.3181/00379727-146-38155.,['10.3181/00379727-146-38155 [doi]'],,
4525097,NLM,MEDLINE,19740823,20200930,0037-9727 (Print) 0037-9727 (Linking),146,2,1974 Jun,Granulopoietic activity of urine and cells from patients with chronic granulocytic leukemia.,499-503,"['Moore, M', 'Robinson, W A']","['Moore M', 'Robinson WA']",['eng'],['Journal Article'],,United States,Proc Soc Exp Biol Med,"Proceedings of the Society for Experimental Biology and Medicine. Society for Experimental Biology and Medicine (New York, N.Y.)",7505892,,IM,"['Adolescent', 'Adult', 'Aged', 'Bone Marrow/*immunology', '*Bone Marrow Cells', 'Cell Division', 'Clone Cells', 'Female', 'Humans', 'Leukemia, Myeloid/*immunology', 'Leukocyte Count', 'Leukocytes/*immunology', 'Male', 'Middle Aged', 'Urine/*immunology']",1974/06/01 00:00,1974/06/01 00:01,['1974/06/01 00:00'],"['1974/06/01 00:00 [pubmed]', '1974/06/01 00:01 [medline]', '1974/06/01 00:00 [entrez]']",ppublish,Proc Soc Exp Biol Med. 1974 Jun;146(2):499-503. doi: 10.3181/00379727-146-38134.,['10.3181/00379727-146-38134 [doi]'],,
4525082,NLM,MEDLINE,19740823,20171116,0009-9074 (Print) 0009-9074 (Linking),69,1,1974 Apr 15,[Antimetabolites in the therapy of acute human leukoses. Mechanism of action and conditioning factors in the cellular response to drugs. I].,67-86,"['Grignani, F', 'Martelli, M', 'Tonato, M']","['Grignani F', 'Martelli M', 'Tonato M']",['ita'],['Journal Article'],Gli antimetaboliti nella terapia delle leucosi acute umane. Meccanismo d'azione e fattori condizionanti la risposta cellulare ai farmaci. I,Italy,Clin Ter,La Clinica terapeutica,0372604,"['0 (Antimetabolites)', '0 (DNA, Neoplasm)', '0 (Purines)', '0 (Quinazolines)', '0 (RNA, Neoplasm)', '04079A1RDZ (Cytarabine)', 'E7WED276I5 (Mercaptopurine)', 'JYB41CTM2Q (Aminopterin)', 'Q150359I72 (Azaguanine)']",IM,"['Aminopterin/pharmacology', 'Antimetabolites/pharmacology/*therapeutic use', 'Azaguanine/pharmacology', 'Cytarabine/pharmacology', 'DNA, Neoplasm/biosynthesis', 'Humans', 'Immunity, Cellular/*drug effects', 'Leukemia, Lymphoid/*drug therapy/metabolism', 'Leukemia, Myeloid, Acute/*drug therapy/metabolism', 'Mercaptopurine/pharmacology', 'Purines/pharmacology', 'Quinazolines/pharmacology', 'RNA, Neoplasm/biosynthesis']",1974/04/15 00:00,1974/04/15 00:01,['1974/04/15 00:00'],"['1974/04/15 00:00 [pubmed]', '1974/04/15 00:01 [medline]', '1974/04/15 00:00 [entrez]']",ppublish,Clin Ter. 1974 Apr 15;69(1):67-86.,,,
4525072,NLM,MEDLINE,19740826,20190727,0041-1132 (Print) 0041-1132 (Linking),14,3,1974 May-Jun,Increased efficiency of leukocyte collection from patients with chronic myelocytic leukemia.,253-6,"['Wheeler, T G', 'McCredie, K B', 'Freireich, E J', 'Daniels, T V']","['Wheeler TG', 'McCredie KB', 'Freireich EJ', 'Daniels TV']",['eng'],['Journal Article'],,United States,Transfusion,Transfusion,0417360,,IM,"['Adult', 'Automation', 'Blood Transfusion', 'Feedback', 'Humans', 'Leukemia, Myeloid/*blood', '*Leukocytes', 'Male', 'Methods', 'Middle Aged', '*Plasmapheresis/instrumentation/standards']",1974/05/01 00:00,1974/05/01 00:01,['1974/05/01 00:00'],"['1974/05/01 00:00 [pubmed]', '1974/05/01 00:01 [medline]', '1974/05/01 00:00 [entrez]']",ppublish,Transfusion. 1974 May-Jun;14(3):253-6. doi: 10.1111/j.1537-2995.1974.tb04526.x.,['10.1111/j.1537-2995.1974.tb04526.x [doi]'],,
4525068,NLM,MEDLINE,19740904,20041117,0003-9608 (Print) 0003-9608 (Linking),21,2,1973 Jun,[A case of chronic erythremic myelosis].,171-8,"['Marsan, C', 'Henon, P', 'Boddaert, A']","['Marsan C', 'Henon P', 'Boddaert A']",['fre'],['Journal Article'],A propos d'une observation de myelose erythremique chronique,France,Arch Anat Pathol (Paris),Archives d'anatomie pathologique,7609771,,IM,"['Bone Marrow Examination', 'Chronic Disease', 'Humans', '*Leukemia, Erythroblastic, Acute/blood/diagnosis/pathology', 'Liver/pathology', 'Lymph Nodes/pathology', 'Male', 'Middle Aged', 'Spleen/pathology']",1973/06/01 00:00,1973/06/01 00:01,['1973/06/01 00:00'],"['1973/06/01 00:00 [pubmed]', '1973/06/01 00:01 [medline]', '1973/06/01 00:00 [entrez]']",ppublish,Arch Anat Pathol (Paris). 1973 Jun;21(2):171-8.,,,
4525043,NLM,MEDLINE,19740819,20190908,0036-553X (Print) 0036-553X (Linking),12,4,1974,Acute leukaemia associated with an abnormal genotype.,256-62,"['Garson, O M', 'Milligan, W J']","['Garson OM', 'Milligan WJ']",['eng'],['Journal Article'],,Denmark,Scand J Haematol,Scandinavian journal of haematology,0404507,,IM,"['Bone Marrow Cells', '*Chromosome Aberrations', 'Chromosomes, Human, 13-15', 'Chromosomes, Human, 4-5', 'Female', 'Fibroblasts/cytology', 'Genotype', 'Humans', 'Karyotyping', 'Leukemia, Lymphoid/blood/*genetics', 'Lymphocytes/cytology', 'Male', 'Pedigree']",1974/01/01 00:00,1974/01/01 00:01,['1974/01/01 00:00'],"['1974/01/01 00:00 [pubmed]', '1974/01/01 00:01 [medline]', '1974/01/01 00:00 [entrez]']",ppublish,Scand J Haematol. 1974;12(4):256-62. doi: 10.1111/j.1600-0609.1974.tb00207.x.,['10.1111/j.1600-0609.1974.tb00207.x [doi]'],,
4525042,NLM,MEDLINE,19740823,20190820,0001-656X (Print) 0001-656X (Linking),63,3,1974 May,Ten cases of so-called long survival in children with acute lymphoblastic leukemia.,369-72,"['Armata, J', 'Cyklis, R', 'Wyszkowski, J']","['Armata J', 'Cyklis R', 'Wyszkowski J']",['eng'],['Journal Article'],,Sweden,Acta Paediatr Scand,Acta paediatrica Scandinavica,0000211,"['5J49Q6B70F (Vincristine)', '9PHQ9Y1OLM (Prednisolone)', 'E7WED276I5 (Mercaptopurine)', 'YL5FZ2Y5U1 (Methotrexate)']",IM,"['Bone Marrow Cells', 'Child', 'Child, Preschool', 'Diet', 'Drug Therapy, Combination', 'Female', 'Humans', 'Leukemia, Lymphoid/drug therapy/*mortality', 'Leukocyte Count', 'Male', 'Mercaptopurine/therapeutic use', 'Methotrexate/therapeutic use', 'Prednisolone/therapeutic use', 'Prognosis', 'Remission, Spontaneous', 'Time Factors', 'Vincristine/therapeutic use']",1974/05/01 00:00,1974/05/01 00:01,['1974/05/01 00:00'],"['1974/05/01 00:00 [pubmed]', '1974/05/01 00:01 [medline]', '1974/05/01 00:00 [entrez]']",ppublish,Acta Paediatr Scand. 1974 May;63(3):369-72. doi: 10.1111/j.1651-2227.1974.tb04812.x.,['10.1111/j.1651-2227.1974.tb04812.x [doi]'],,
4525009,NLM,MEDLINE,19740821,20071115,0491-0982 (Print) 0491-0982 (Linking),55,3,1973 May-Jun,[Acute leukemia with oral cavity changes].,189-93,"['Dosseva, D', 'Velizarova, K']","['Dosseva D', 'Velizarova K']",['bul'],"['English Abstract', 'Journal Article']","Sluchai s ostra levkoza, manifestirana s promeni v ustnata kukhina",Bulgaria,Stomatologiia (Sofiia),Stomatologiia. Stomatology,0404542,,,"['Gingivitis, Necrotizing Ulcerative/etiology', 'Leukemia, Myeloid, Acute/complications', 'Oral Manifestations']",1973/05/01 00:00,1973/05/01 00:01,['1973/05/01 00:00'],"['1973/05/01 00:00 [pubmed]', '1973/05/01 00:01 [medline]', '1973/05/01 00:00 [entrez]']",ppublish,Stomatologiia (Sofiia). 1973 May-Jun;55(3):189-93.,,,
4524957,NLM,MEDLINE,19740828,20041117,0015-5616 (Print) 0015-5616 (Linking),16,1,1974,[Leukocyte and urine ribonucleases in patients with chronic granulocytic leukemia].,124,"['Sznajd, J', 'Naskalski, J']","['Sznajd J', 'Naskalski J']",['pol'],['Journal Article'],Rybonukleazy leukocytow surowicy i moczu chorych na bialaczke granulocytowa przewlekla,Poland,Folia Med Cracov,Folia medica Cracoviensia,0374617,['EC 3.1.- (Ribonucleases)'],IM,"['Humans', 'Leukemia, Myeloid/*enzymology', 'Leukocytes/*enzymology', 'Ribonucleases/blood/*metabolism/urine']",1974/01/01 00:00,1974/01/01 00:01,['1974/01/01 00:00'],"['1974/01/01 00:00 [pubmed]', '1974/01/01 00:01 [medline]', '1974/01/01 00:00 [entrez]']",ppublish,Folia Med Cracov. 1974;16(1):124.,,,
4524930,NLM,MEDLINE,19740819,20190708,0020-7136 (Print) 0020-7136 (Linking),12,2,1973 Sep 15,Cutaneous delayed hypersensitivity responses to tumor-associated and other antigens in acute leukemia.,409-19,"['Char, D H', 'Lepourhiet, B G', 'Herberman, R B']","['Char DH', 'Lepourhiet BG', 'Herberman RB']",['eng'],['Journal Article'],,United States,Int J Cancer,International journal of cancer,0042124,"['0 (Antigens)', '0 (Antigens, Neoplasm)', '0 (Antigens, Viral)', '0 (Antineoplastic Agents)', '0 (BCG Vaccine)', '0 (Histocompatibility Antigens)']",IM,"['*Antigens', 'Antigens, Neoplasm', 'Antigens, Viral', 'Antineoplastic Agents/therapeutic use', 'BCG Vaccine/therapeutic use', 'Female', 'Histocompatibility Antigens', 'Humans', 'Hypersensitivity, Delayed/*immunology', 'Immunotherapy', 'Leukemia, Lymphoid/*immunology/therapy', 'Leukemia, Myeloid, Acute/drug therapy/*immunology', 'Leukocytes/immunology', 'Male', 'Recurrence', 'Remission, Spontaneous', 'Skin Tests', 'Time Factors']",1973/09/15 00:00,1973/09/15 00:01,['1973/09/15 00:00'],"['1973/09/15 00:00 [pubmed]', '1973/09/15 00:01 [medline]', '1973/09/15 00:00 [entrez]']",ppublish,Int J Cancer. 1973 Sep 15;12(2):409-19. doi: 10.1002/ijc.2910120212.,['10.1002/ijc.2910120212 [doi]'],,
4524925,NLM,MEDLINE,19740816,20071115,0012-0472 (Print) 0012-0472 (Linking),99,11,1974 Mar 15,[Letter: Meales-immunization in acute leukemia].,546,"['Vivell, O']",['Vivell O'],['ger'],['Journal Article'],Masernimpfung bei akuter Leukose,Germany,Dtsch Med Wochenschr,Deutsche medizinische Wochenschrift (1946),0006723,['0 (Measles Vaccine)'],IM,"['Humans', 'Leukemia, Lymphoid/*complications', 'Measles/*prevention & control', 'Measles Vaccine/*administration & dosage', 'Remission, Spontaneous', 'Vaccination']",1974/03/15 00:00,1974/03/15 00:01,['1974/03/15 00:00'],"['1974/03/15 00:00 [pubmed]', '1974/03/15 00:01 [medline]', '1974/03/15 00:00 [entrez]']",ppublish,Dtsch Med Wochenschr. 1974 Mar 15;99(11):546.,,,
4524922,NLM,MEDLINE,19740802,20041117,0514-7484 (Print) 0514-7484 (Linking),13,3,1973,[Changes of glycogen content in the thrombocytes and megakaryocytes in myelocytic leukemia].,66-9,"['Kalantar, N R']",['Kalantar NR'],['rus'],['Journal Article'],Izmenenie soderzhaniia glikogena v trombotsitakh i megakariotsitakh pri mieloleikoze.,Armenia (Republic),Zh Eksp Klin Med,Zhurnal eksperimental'noi i klinicheskoi meditsiny,0420120,['9005-79-2 (Glycogen)'],IM,"['Adult', 'Blood Cell Count', 'Blood Platelets/*metabolism', 'Female', 'Glycogen/*metabolism', 'Humans', 'Leukemia, Myeloid/blood/*metabolism', 'Male', 'Megakaryocytes/*metabolism', 'Middle Aged']",1973/01/01 00:00,1973/01/01 00:01,['1973/01/01 00:00'],"['1973/01/01 00:00 [pubmed]', '1973/01/01 00:01 [medline]', '1973/01/01 00:00 [entrez]']",ppublish,Zh Eksp Klin Med. 1973;13(3):66-9.,,,
4524918,NLM,MEDLINE,19740802,20041117,0028-3797 (Print) 0028-3797 (Linking),4,4,1973 Dec,[Cerebral manifestations of leukemia in early childhood].,458-72,"['Eggers, C', 'Schmitt, H P', 'Fahr, K']","['Eggers C', 'Schmitt HP', 'Fahr K']",['ger'],['Journal Article'],Cerebrale Manifestationen der Leukamie im Sauglingsalter.,Germany,Neuropadiatrie,Neuropadiatrie,0260671,,IM,"['Blood Cell Count', 'Blood Viscosity', 'Cerebral Cortex/pathology', 'Cerebrovascular Circulation', 'Electroencephalography', 'Facial Paralysis/etiology', 'Hemiplegia/etiology', 'Humans', 'Hypoxia, Brain/etiology', 'Infant', 'Intracranial Embolism and Thrombosis/*etiology/pathology', 'Leukemia, Monocytic, Acute/*complications/pathology/physiopathology', 'Male', 'Muscle Spasticity/etiology', 'Myoclonus/etiology', '*Neurologic Manifestations', 'Ophthalmoplegia/etiology']",1973/12/01 00:00,1973/12/01 00:01,['1973/12/01 00:00'],"['1973/12/01 00:00 [pubmed]', '1973/12/01 00:01 [medline]', '1973/12/01 00:00 [entrez]']",ppublish,Neuropadiatrie. 1973 Dec;4(4):458-72. doi: 10.1055/s-0028-1091762.,['10.1055/s-0028-1091762 [doi]'],,
4524916,NLM,MEDLINE,19740802,20041117,0125-2208 (Print) 0125-2208 (Linking),57,5,1974 May,Local leukocytes application in treating Pseudomonas ulcer in a chronic myelogenous leukemia patient.,276-9,"['Umsawasdi, T', 'Chandanayingyong, D']","['Umsawasdi T', 'Chandanayingyong D']",['eng'],['Journal Article'],,Thailand,J Med Assoc Thai,Journal of the Medical Association of Thailand = Chotmaihet thangphaet,7507216,,IM,"['Adult', 'Humans', 'Leukemia, Myeloid/*complications', '*Leukocyte Transfusion', 'Male', 'Pseudomonas Infections/*therapy', 'Skin Ulcer/etiology/*therapy', 'Transplantation, Autologous']",1974/05/01 00:00,1974/05/01 00:01,['1974/05/01 00:00'],"['1974/05/01 00:00 [pubmed]', '1974/05/01 00:01 [medline]', '1974/05/01 00:00 [entrez]']",ppublish,J Med Assoc Thai. 1974 May;57(5):276-9.,,,
4524911,NLM,MEDLINE,19740802,20071115,0017-6559 (Print) 0017-6559 (Linking),7,2,1973,HL-A antigens and susceptibility to malignant hematological diseases.,203-9,"['Richter, K V', 'Fischer, G', 'Menzel, G R', 'Langfeld, M', 'Aigte, H', 'Ruckwarth, G', 'Freier, G']","['Richter KV', 'Fischer G', 'Menzel GR', 'Langfeld M', 'Aigte H', 'Ruckwarth G', 'Freier G']",['eng'],['Journal Article'],,Netherlands,Haematologia (Budap),Haematologia,0130266,"['0 (Histocompatibility Antigens)', '0 (Immune Sera)']",IM,"['Antibody Specificity', 'Cytotoxicity Tests, Immunologic', 'Genotype', '*Histocompatibility Antigens', 'Hodgkin Disease/*immunology', 'Humans', 'Immune Sera', 'Leukemia/*immunology', 'Leukemia, Lymphoid/immunology', 'Leukemia, Myeloid, Acute/immunology']",1973/01/01 00:00,1973/01/01 00:01,['1973/01/01 00:00'],"['1973/01/01 00:00 [pubmed]', '1973/01/01 00:01 [medline]', '1973/01/01 00:00 [entrez]']",ppublish,Haematologia (Budap). 1973;7(2):203-9.,,,
4524875,NLM,MEDLINE,19740730,20071115,0022-1767 (Print) 0022-1767 (Linking),113,1,1974 Jul,Leukemic serum inhibition of phytohemagglutinin-induced transformation.,63-9,"['Humphrey, G B', 'Lankford, J', 'Oleinick, S', 'Nitschke, R']","['Humphrey GB', 'Lankford J', 'Oleinick S', 'Nitschke R']",['eng'],['Journal Article'],,United States,J Immunol,"Journal of immunology (Baltimore, Md. : 1950)",2985117R,"['0 (Culture Media)', '0 (Immune Sera)', '0 (Lectins)']",IM,"['Cells, Cultured', 'Child', 'Culture Media', 'Cytotoxicity Tests, Immunologic', 'Humans', 'Immune Sera/*pharmacology', 'Lectins/*pharmacology', 'Leukemia, Lymphoid/*immunology', 'Lymphocyte Activation/*drug effects']",1974/07/01 00:00,1974/07/01 00:01,['1974/07/01 00:00'],"['1974/07/01 00:00 [pubmed]', '1974/07/01 00:01 [medline]', '1974/07/01 00:00 [entrez]']",ppublish,J Immunol. 1974 Jul;113(1):63-9.,,,
4524874,NLM,MEDLINE,19740730,20190501,0021-9746 (Print) 0021-9746 (Linking),27,3,1974 Mar,The cerebrospinal fluid in acute leukaemia of childhood: studies with the Cytocentrifuge.,226-30,"['Evans, D I', ""O'Rouke, C"", 'Jones, P M']","['Evans DI', ""O'Rouke C"", 'Jones PM']",['eng'],['Journal Article'],,England,J Clin Pathol,Journal of clinical pathology,0376601,"['0 (Cerebrospinal Fluid Proteins)', 'IY9XDZ35W2 (Glucose)']",IM,"['Cell Count', 'Centrifugation', 'Cerebrospinal Fluid/cytology', 'Cerebrospinal Fluid Proteins/analysis', 'Glucose/cerebrospinal fluid', 'Humans', 'Leukemia/*cerebrospinal fluid', 'Leukemia, Lymphoid/cerebrospinal fluid', 'Leukemia, Myeloid/cerebrospinal fluid', 'Lymphocyte Activation', 'Lymphoma, Non-Hodgkin/cerebrospinal fluid', 'Methods']",1974/03/01 00:00,1974/03/01 00:01,['1974/03/01 00:00'],"['1974/03/01 00:00 [pubmed]', '1974/03/01 00:01 [medline]', '1974/03/01 00:00 [entrez]']",ppublish,J Clin Pathol. 1974 Mar;27(3):226-30. doi: 10.1136/jcp.27.3.226.,['10.1136/jcp.27.3.226 [doi]'],PMC478076,"The Cytocentrifuge enables a satisfactory cytological preparation to be made when the cells in the cerebrospinal fluid are normal in number or only slightly increased. A technique has been developed and the results of its use are described in 114 consecutive samples from 50 children with acute leukaemia, with and without involvement of the central nervous system. Analysis of the results showed that 30% of the samples with a normal cell count contained leukaemic cells when examined by Cytocentrifuge. Only 74% of the samples with raised counts were found to contain leukaemic cells. Diagnosis of leukaemic meningitis based on changes in the cell count alone in cerebrospinal fluid is clearly unreliable, and the Cytocentrifuge enables a more precise assessment of the cerebrospinal fluid to be made. It also appears that changes in the levels of protein and glucose in the cerebrospinal fluid of leukaemic patients are not directly related to the presence of leukaemic cells but are the results of changes in the cell count from whatever cause. There appears to be no value in measuring protein and glucose levels when monitoring the cerebrospinal fluid in acute leukaemia for evidence of early involvement of the central nervous system."
4524871,NLM,MEDLINE,19740730,20190619,0003-4819 (Print) 0003-4819 (Linking),80,6,1974 Jun,Letter: Acute leukemia therapy after age 50.,776-7,"['Omura, G A', 'Kansal, V']","['Omura GA', 'Kansal V']",['eng'],['Journal Article'],,United States,Ann Intern Med,Annals of internal medicine,0372351,,IM,"['Age Factors', 'Humans', 'Leukemia, Myeloid, Acute/mortality/*therapy', 'Middle Aged']",1974/06/01 00:00,1974/06/01 00:01,['1974/06/01 00:00'],"['1974/06/01 00:00 [pubmed]', '1974/06/01 00:01 [medline]', '1974/06/01 00:00 [entrez]']",ppublish,Ann Intern Med. 1974 Jun;80(6):776-7. doi: 10.7326/0003-4819-80-6-776_2.,['10.7326/0003-4819-80-6-776_2 [doi]'],,
4524870,NLM,MEDLINE,19740730,20190619,0003-4819 (Print) 0003-4819 (Linking),80,6,1974 Jun,(51Cr)platelet kinetics in thrombocytopenia. Correlation between splenic sequestration of platelets and response to splenectomy.,702-7,"['Ries, C A', 'Price, D C']","['Ries CA', 'Price DC']",['eng'],['Journal Article'],,United States,Ann Intern Med,Annals of internal medicine,0372351,['0 (Chromium Radioisotopes)'],IM,"['Adolescent', 'Adult', 'Aged', 'Blood Cell Count', 'Blood Platelets/*physiology', 'Cell Survival', 'Child', 'Chromium Radioisotopes', 'Female', 'Gaucher Disease/physiopathology', 'Humans', 'Kinetics', 'Leukemia, Lymphoid/physiopathology', 'Leukemia, Myeloid/physiopathology', 'Liver/physiopathology', 'Lupus Erythematosus, Systemic/physiopathology', 'Lymphoma/physiopathology', 'Male', 'Middle Aged', 'Primary Myelofibrosis/physiopathology', 'Purpura, Thrombocytopenic/*physiopathology/therapy', 'Remission, Spontaneous', 'Spleen/*physiopathology', '*Splenectomy', 'Splenomegaly/physiopathology']",1974/06/01 00:00,1974/06/01 00:01,['1974/06/01 00:00'],"['1974/06/01 00:00 [pubmed]', '1974/06/01 00:01 [medline]', '1974/06/01 00:00 [entrez]']",ppublish,Ann Intern Med. 1974 Jun;80(6):702-7. doi: 10.7326/0003-4819-80-6-702.,['10.7326/0003-4819-80-6-702 [doi]'],,
