PMID,OWN,STAT,DCOM,LR,IS,VI,IP,DP,TI,PG,FAU,AU,LA,PT,PL,TA,JT,JID,RN,SB,MH,EDAT,MHDA,CRDT,PHST,AID,PST,SO,AB,PMC,TT,OID,RF,PS,FPS,GN
1081665,NLM,MEDLINE,19760220,20091111,0030-9338 (Print) 0030-9338 (Linking),10,3,1975,[Immunologic types of lymphocytes in acute lymphatic leukemia during remission (author's transl)].,237-43,"['Winterleitner, H', 'Palencia, C', 'Knapp, W', 'Eibl, M', 'Krepler, P']","['Winterleitner H', 'Palencia C', 'Knapp W', 'Eibl M', 'Krepler P']",['ger'],"['English Abstract', 'Journal Article']",Austria,Padiatr Padol,Padiatrie und Padologie,0022370,['0 (Immunoglobulins)'],IM,"['Adolescent', 'Antibody Formation', 'B-Lymphocytes/immunology', 'Child', 'Child, Preschool', 'Female', 'Humans', 'Immunoglobulins/isolation & purification', 'Leukemia, Lymphoid/*immunology', 'Lymphocytes/*immunology', 'Male', 'Remission, Spontaneous', 'T-Lymphocytes/immunology', 'Time Factors']",1975/01/01 00:00,1975/01/01 00:01,['1975/01/01 00:00'],"['1975/01/01 00:00 [pubmed]', '1975/01/01 00:01 [medline]', '1975/01/01 00:00 [entrez]']",,ppublish,Padiatr Padol. 1975;10(3):237-43.,"The rates of B and T-cell-subpopulations of lymphocytes were examined on 15 children with acute lymphatic leukemia during the first complete remission under maintenance in the Pinkel VII scheme and in 6 further cases with modification of this scheme of treatment compared to normal children in the same age groups. Further on 4 children during a relapse, on 1 during the second remission, and on 3 during long-term remissions. The most important result was a significant reduction of B cells during intensive maintenance therapy of the Pinkel scheme. In the few cases of long-term remissions a reduction of B cells was no longer observed.",,Immunologische Charakterisierung lymphoider Zellen bei akuter lymphatischer Leukamie im Remissionsstadium,,,,,
1081642,NLM,MEDLINE,19760301,20071115,0028-4793 (Print) 0028-4793 (Linking),294,5,1976 Jan 29,Editorial: Unmasking the heterogeneity of acute lymphoblastic leukemia.,275-6,"['Gelfand, E W', 'Chechik, B E']","['Gelfand EW', 'Chechik BE']",['eng'],['Journal Article'],United States,N Engl J Med,The New England journal of medicine,0255562,"['0 (Antigens)', 'EC 2.7.7.- (Nucleotidyltransferases)']",IM,"['Antigens/analysis', 'B-Lymphocytes/immunology', 'Humans', 'Immune Adherence Reaction', 'Leukemia, Lymphoid/*classification/diagnosis/immunology', 'Nucleotidyltransferases/blood', 'Prognosis', 'T-Lymphocytes/enzymology/immunology']",1976/01/29 00:00,1976/01/29 00:01,['1976/01/29 00:00'],"['1976/01/29 00:00 [pubmed]', '1976/01/29 00:01 [medline]', '1976/01/29 00:00 [entrez]']",['10.1056/NEJM197601292940511 [doi]'],ppublish,N Engl J Med. 1976 Jan 29;294(5):275-6. doi: 10.1056/NEJM197601292940511.,,,,,,,,
1081603,NLM,MEDLINE,19760209,20190621,0022-5347 (Print) 0022-5347 (Linking),114,6,1975 Dec,Identification of complement-receptor lymphocytes (B cells) in lymph nodes and tumor infiltrates.,915-21,"['Catalona, W J', 'Mann, R', 'Nime, F', 'Potvin, C', 'Harty, J I', 'Gomolka, D', 'Eggleston, J C']","['Catalona WJ', 'Mann R', 'Nime F', 'Potvin C', 'Harty JI', 'Gomolka D', 'Eggleston JC']",['eng'],"['Journal Article', ""Research Support, U.S. Gov't, P.H.S.""]",United States,J Urol,The Journal of urology,0376374,"['0 (Complement C3)', '9007-36-7 (Complement System Proteins)']",IM,"['Animals', 'B-Lymphocytes/*immunology', 'Binding Sites', 'Binding Sites, Antibody', 'Carcinoma, Transitional Cell/*immunology', 'Cattle', '*Complement C3', '*Complement System Proteins', 'Erythrocytes/immunology', 'Humans', 'Immune Adherence Reaction', 'Leukemia, Lymphoid/*immunology', 'Lymph Nodes/*immunology', 'Prognosis', 'Spleen/immunology', 'Urinary Bladder Neoplasms/*immunology']",1975/12/01 00:00,1975/12/01 00:01,['1975/12/01 00:00'],"['1975/12/01 00:00 [pubmed]', '1975/12/01 00:01 [medline]', '1975/12/01 00:00 [entrez]']","['S0022-5347(17)67174-X [pii]', '10.1016/s0022-5347(17)67174-x [doi]']",ppublish,J Urol. 1975 Dec;114(6):915-21. doi: 10.1016/s0022-5347(17)67174-x.,"To monitor the distribution of lymphocyte sub-populations infiltrating tumors, a simplified modification of standard techniques was developed to identify the complement-receptor B lymphocytes in frozen tissue sections. This technique is based on binding of antibody-coated bovine erythrocytes by B lymphocytes in the presence of sub-hemolytic concentrations of mouse complement. B lymphocytes can be identified in frozen tissue sections by adherent sensitized bovine erythrocytes. The specificity of the technique for B lymphocytes was established by 1) absence of spontaneous rosette formation with bovine erythrocytes by human T lymphocytes, 2) specific binding of bovine erythrocyte-antibody-complement complexes to B cell regions of normal lymph nodes and spleen and 3) binding of erythrocyte-antibody-complement to a high proportion of chronic lymphocytic leukemia (a B cell leukemia) lymphocytes. Five transitional carcinomas studied had regions of mononuclear infiltration that were virtually devoid of complement-receptor lymphocytes. The results suggest that lymphocytes infiltrating bladder carcinomas may be predominantly T lymphocytes.",,,,,,,
1081583,NLM,MEDLINE,19760227,20190508,0022-1007 (Print) 0022-1007 (Linking),143,1,1976 Jan 1,Studies on the role of the host immune response in recovery from Friend virus leukemia. II. Cell-mediated immunity.,85-99,"['Chesebro, B', 'Wehrly, K']","['Chesebro B', 'Wehrly K']",['eng'],"['Comparative Study', 'Journal Article', ""Research Support, U.S. Gov't, P.H.S.""]",United States,J Exp Med,The Journal of experimental medicine,2985109R,"['0 (Antigens, Neoplasm)', '0 (Antigens, Viral)', '0 (Immune Sera)']",IM,"['Animals', 'Antigens, Neoplasm', 'Antigens, Viral', 'Cell Line', 'Cytotoxicity Tests, Immunologic', 'Friend murine leukemia virus/*immunology', 'Genes', 'Genotype', 'Immune Sera', '*Immunity, Cellular', 'Leukemia, Experimental/*immunology', 'Lymphoma/immunology', 'Mice', 'Mice, Inbred BALB C', 'Mice, Inbred C57BL', 'Mice, Inbred Strains', 'Moloney murine leukemia virus', 'Spleen/*immunology', 'T-Lymphocytes/immunology']",1976/01/01 00:00,1976/01/01 00:01,['1976/01/01 00:00'],"['1976/01/01 00:00 [pubmed]', '1976/01/01 00:01 [medline]', '1976/01/01 00:00 [entrez]']",['10.1084/jem.143.1.85 [doi]'],ppublish,J Exp Med. 1976 Jan 1;143(1):85-99. doi: 10.1084/jem.143.1.85.,Congenic mouse strains differing only at genes within the H-2 complex were found to have virus-specific cytotoxic effector cells in their spleens during or after recovery from Friend leukemia virus-induced splenomegaly. These effector cells were theta-positive T lymphocytes which functioned in vitro without help or inhibition by B lymphocytes or glass-adherent cells. The antigenic specificities recognized by the effector cells were viral-induced cellular antigens apparently different from those identified by serological techniques.,PMC2190102,,,,,,
1081579,NLM,MEDLINE,19760226,20190508,0022-1007 (Print) 0022-1007 (Linking),142,6,1975 Dec 1,A glycoprotein associated with the membrane fraction of human B but not T lymphocytes.,1416-24,"['Fujita, S', 'Litwin, S D', 'Hartman, N']","['Fujita S', 'Litwin SD', 'Hartman N']",['eng'],"['Comparative Study', 'Journal Article', ""Research Support, U.S. Gov't, P.H.S.""]",United States,J Exp Med,The Journal of experimental medicine,2985109R,"['0 (Antigens)', '0 (Glycoproteins)', '0 (Immunoglobulins)', '368GB5141J (Sodium Dodecyl Sulfate)']",IM,"['Antigens/analysis', 'B-Lymphocytes/*analysis/ultrastructure', 'Cell Line', 'Cell Membrane/analysis/immunology', 'Electrophoresis, Polyacrylamide Gel', 'Glycoproteins/*analysis', 'Humans', 'Immunoglobulins/analysis', 'Leukemia, Lymphoid/blood', 'Palatine Tonsil/cytology', 'Sodium Dodecyl Sulfate', 'T-Lymphocytes/*analysis/ultrastructure', 'Thymus Gland/cytology']",1975/12/01 00:00,1975/12/01 00:01,['1975/12/01 00:00'],"['1975/12/01 00:00 [pubmed]', '1975/12/01 00:01 [medline]', '1975/12/01 00:00 [entrez]']",['10.1084/jem.142.6.1416 [doi]'],ppublish,J Exp Med. 1975 Dec 1;142(6):1416-24. doi: 10.1084/jem.142.6.1416.,"A method is described which employs differential centrifugation and sucrose density gradient centrifugation to isolate a membrane fraction from human lymphocytes. Membrane preparations from long-term human cultured B- and T-lymphoid lines, peripheral blood lymphocytes, tonsillar lymphocytes, and thymocytes were analyzed on 0.5% sodium dodecyl sulfate-7.5% polyacrylamide gels stained for protein and carbohydrate. The most important finding was a major glycoprotein of approximately 30,000 daltons associated with the membrane preparations from B lymphocytes. T-lymphocyte preparations did not contain readily detectable amounts of this membrane-associated component. The T-cell lymphoid line MOLT-4 was unique in that it had a narrow protein band at approximately 30,000 daltons which did not contain carbohydrate.",PMC2190071,,,,,,
1081511,NLM,MEDLINE,19760301,20190827,0020-7616 (Print) 0020-7616 (Linking),28,3,1975 Sep,"Rdiotoxicity of intracellular 67Ga, 125I and 3H. Nuclear versus cytoplasmic radiation effects in murine L1210 leukaemia.",225-41,"['Hofer, K G', 'Harris, C R', 'Smith, J M']","['Hofer KG', 'Harris CR', 'Smith JM']",['eng'],"['Journal Article', ""Research Support, U.S. Gov't, Non-P.H.S."", ""Research Support, U.S. Gov't, P.H.S.""]",England,Int J Radiat Biol Relat Stud Phys Chem Med,"International journal of radiation biology and related studies in physics, chemistry, and medicine",0374725,"['0 (Gallium Radioisotopes)', '0 (Iodine Radioisotopes)', '0 (Radioisotopes)', '10028-17-8 (Tritium)']",IM,"['Animals', 'Cell Nucleus/*radiation effects', 'Cell Survival/radiation effects', 'Cytoplasm/*radiation effects', 'Dose-Response Relationship, Radiation', 'Female', 'Gallium Radioisotopes/therapeutic use', 'Iodine Radioisotopes/therapeutic use', 'Leukemia L1210/*radiotherapy', 'Mice', 'Neoplasm Transplantation', 'Radioisotopes/*therapeutic use', 'Tritium/therapeutic use']",1975/09/01 00:00,1975/09/01 00:01,['1975/09/01 00:00'],"['1975/09/01 00:00 [pubmed]', '1975/09/01 00:01 [medline]', '1975/09/01 00:00 [entrez]']",['10.1080/09553007514550991 [doi]'],ppublish,Int J Radiat Biol Relat Stud Phys Chem Med. 1975 Sep;28(3):225-41. doi: 10.1080/09553007514550991.,"L1210 leukaemia cells were labelled with various doses of 67Ga-citrate, 3H-thymidine, or 125I-iododeoxyuridine to evaluate the cytocidal effects of the intracellular decay of the three radionuclides. Based on radioisotope incorporation data, cellular dimensions, and intracellular radioisotope distributions (3H and 125I intranuclear, 67Ga cytoplasmic) the rates of deposition of cellular, nuclear, and cytoplasmic energy were calculated. In terms of energy absorption/cell, 67Ga (LD50: 2250 keV/hr; 69 rad/hr) was much less toxic than either 3H (LD50: 325 keV/hr; 10 rad/hr) of 125I (LD50:50 keV/hr; 1-5 rad/hr). In terms of energy absorption/nuclesu, 67Ga and 3H produced almost identical effects (LD50: 230 versus 255 keV/hr; 22-2 versus 24-6 rad/hr), but 125I remained much more toxic (LD50: 40 keV/hr; 3-9 rad/hr). These findings indicate that, although decay by electron capture in the cell nucleus (125I) is highly destructive, the same type of decay occurring in the cytoplasm (67Ga) is ineffective in killing L1210 cells. An analysis of the data suggests that the cytotoxic effects of the three radioisotopes result exclusively from nuclear damage. Cytoplasmic absorption of radiation energy appears to contribute little, if anything, to the lethal effects of ionizing radiations.",,,,,,,
1081503,NLM,MEDLINE,19760209,20190827,0020-7616 (Print) 0020-7616 (Linking),28,2,1975 Aug,Letter: Failure of anaemic stress to evoke leukaemia in x-irradiated rats.,177-80,"['Myers, D K']",['Myers DK'],['eng'],['Journal Article'],England,Int J Radiat Biol Relat Stud Phys Chem Med,"International journal of radiation biology and related studies in physics, chemistry, and medicine",0374725,,IM,"['Anemia/*complications', 'Animals', 'Dose-Response Relationship, Radiation', 'Female', 'Leukemia, Radiation-Induced/*etiology', 'Male', 'Rats', 'Stress, Physiological/*complications', 'X-Rays']",1975/08/01 00:00,1975/08/01 00:01,['1975/08/01 00:00'],"['1975/08/01 00:00 [pubmed]', '1975/08/01 00:01 [medline]', '1975/08/01 00:00 [entrez]']",['10.1080/09553007514550911 [doi]'],ppublish,Int J Radiat Biol Relat Stud Phys Chem Med. 1975 Aug;28(2):177-80. doi: 10.1080/09553007514550911.,,,,,,,,
1081454,NLM,MEDLINE,19760220,20190707,0014-4827 (Print) 0014-4827 (Linking),94,2,1975 Sep,Terminal deoxynucleotidyl transferase and adenosine deaminase in human lymphoblastoid cell lines.,440-2,"['Coleman, M S', 'Hutton, J J']","['Coleman MS', 'Hutton JJ']",['eng'],"['Comparative Study', 'Journal Article', ""Research Support, U.S. Gov't, P.H.S.""]",United States,Exp Cell Res,Experimental cell research,0373226,"['EC 2.7.7.- (Nucleotidyltransferases)', 'EC 3.5.4.- (Nucleoside Deaminases)', 'EC 3.5.4.4 (Adenosine Deaminase)']",IM,"['Adenosine Deaminase/*metabolism', 'Binding Sites, Antibody', 'Cell Line', 'Cell Membrane/immunology', 'Child', 'Humans', 'Leukemia, Lymphoid/enzymology/immunology', 'Lymphocytes/enzymology/immunology', 'Nucleoside Deaminases/*metabolism', 'Nucleotidyltransferases/*metabolism', 'T-Lymphocytes/enzymology/immunology']",1975/09/01 00:00,1975/09/01 00:01,['1975/09/01 00:00'],"['1975/09/01 00:00 [pubmed]', '1975/09/01 00:01 [medline]', '1975/09/01 00:00 [entrez]']",['10.1016/0014-4827(75)90512-1 [doi]'],ppublish,Exp Cell Res. 1975 Sep;94(2):440-2. doi: 10.1016/0014-4827(75)90512-1.,,,,,,,,
1081411,NLM,MEDLINE,19760219,20071115,0300-0893 (Print) 0300-0893 (Linking),23,5,1975 Jun 10,Measurement of the number of bone marrow multipotential stem cells in AKR leukaemic mice.,166-7,"['Frindel, E', 'Chevalier, C']","['Frindel E', 'Chevalier C']",['eng'],['Journal Article'],France,Biomedicine,Biomedicine / [publiee pour l'A.A.I.C.I.G.],0361342,['0 (Antilymphocyte Serum)'],IM,"['Animals', 'Antilymphocyte Serum', 'Cell Count', 'Clone Cells', 'Female', '*Hematopoietic Stem Cells', 'Leukemia, Lymphoid/immunology/*pathology', 'Mice', 'Mice, Inbred AKR', 'Spleen/immunology', 'T-Lymphocytes/immunology']",1975/06/10 00:00,1975/06/10 00:01,['1975/06/10 00:00'],"['1975/06/10 00:00 [pubmed]', '1975/06/10 00:01 [medline]', '1975/06/10 00:00 [entrez]']",,ppublish,Biomedicine. 1975 Jun 10;23(5):166-7.,"Using the anti-theta serum to eliminate leukaemic cells, it was possible to assess the number of colony-forming units in the bone marrow of AKR leukaemic mice. It was found that the number of CFUs decreased in leukaemic mice.",,,,,,,
1081356,NLM,MEDLINE,19760129,20190616,0077-8923 (Print) 0077-8923 (Linking),255,,1975 Aug 8,Methotrexate-thymidine treatment of murine leukemia.,261-5,"['Tattersall, M H', 'Brown, B L', 'Frei, E 3rd']","['Tattersall MH', 'Brown BL', 'Frei E 3rd']",['eng'],"['Journal Article', ""Research Support, U.S. Gov't, P.H.S.""]",United States,Ann N Y Acad Sci,Annals of the New York Academy of Sciences,7506858,"['63CZ7GJN5I (Allopurinol)', 'Q573I9DVLP (Leucovorin)', 'VC2W18DGKR (Thymidine)', 'YL5FZ2Y5U1 (Methotrexate)']",IM,"['Allopurinol/therapeutic use/toxicity', 'Animals', 'Drug Evaluation, Preclinical', 'Leucovorin/therapeutic use/toxicity', 'Leukemia L1210/*drug therapy', 'Methotrexate/*therapeutic use/toxicity', 'Mice', 'Thymidine/pharmacology/*therapeutic use']",1975/08/08 00:00,1975/08/08 00:01,['1975/08/08 00:00'],"['1975/08/08 00:00 [pubmed]', '1975/08/08 00:01 [medline]', '1975/08/08 00:00 [entrez]']",['10.1111/j.1749-6632.1975.tb29233.x [doi]'],ppublish,Ann N Y Acad Sci. 1975 Aug 8;255:261-5. doi: 10.1111/j.1749-6632.1975.tb29233.x.,,,,,,,,
1081344,NLM,MEDLINE,19760123,20181113,0002-9440 (Print) 0002-9440 (Linking),81,2,1975 Nov,T and B lymphocytes in humans. A review.,446-58,"['Kersey, J H', 'Gajl-Peczalska, J']","['Kersey JH', 'Gajl-Peczalska J']",['eng'],"['Journal Article', ""Research Support, U.S. Gov't, P.H.S.""]",United States,Am J Pathol,The American journal of pathology,0370502,['0 (Immunoglobulins)'],IM,"['B-Lymphocytes/*immunology', 'Cell Differentiation', 'Humans', 'Immunity, Cellular', 'Immunoglobulins/analysis', 'Immunologic Deficiency Syndromes/immunology', 'Leukemia/immunology', 'Lymphatic Diseases/immunology', 'Lymphoma/immunology', 'T-Lymphocytes/*immunology']",1975/11/01 00:00,1975/11/01 00:01,['1975/11/01 00:00'],"['1975/11/01 00:00 [pubmed]', '1975/11/01 00:01 [medline]', '1975/11/01 00:00 [entrez]']",,ppublish,Am J Pathol. 1975 Nov;81(2):446-58.,,PMC2032224,,,,,,
1081279,NLM,MEDLINE,19760126,20071115,0040-3660 (Print) 0040-3660 (Linking),47,6,1975,[Immunomorphological studies of lymphocytes of peripheral blood in patients with lymphocytic leukemia].,43-52,"['Andreeva, O K', 'Vinogradova, Iu E', 'Grinshpun, L D', 'Lebedev, K A', 'Stenina, M A']","['Andreeva OK', 'Vinogradova IuE', 'Grinshpun LD', 'Lebedev KA', 'Stenina MA']",['rus'],['Journal Article'],Russia (Federation),Ter Arkh,Terapevticheskii arkhiv,2984818R,,IM,"['B-Lymphocytes/immunology/pathology', 'Humans', 'Immune Adherence Reaction', '*Leukemia, Lymphoid/blood/immunology', 'Leukocyte Count', 'Lymphocyte Activation', '*Lymphocytes/immunology', 'T-Lymphocytes/immunology/pathology']",1975/01/01 00:00,1975/01/01 00:01,['1975/01/01 00:00'],"['1975/01/01 00:00 [pubmed]', '1975/01/01 00:01 [medline]', '1975/01/01 00:00 [entrez]']",,ppublish,Ter Arkh. 1975;47(6):43-52.,,,Immunomorfologicheskie issledovaniia limfotsitov perifericheskoi krovi u bol'nykh khronicheskim limfoleikozom,,,,,
1081272,NLM,MEDLINE,19760130,20131121,0036-553X (Print) 0036-553X (Linking),15,2,1975 Sep,"Influence of prednisone and cytostatics on human blood B-, T- and O-lymphocytes in diseases.",109-16,"['Jonsson, V']",['Jonsson V'],['eng'],['Journal Article'],Denmark,Scand J Haematol,Scandinavian journal of haematology,0404507,"['0 (Antineoplastic Agents)', '0 (Drug Combinations)', '18D0SL7309 (Chlorambucil)', '8N3DW7272P (Cyclophosphamide)', 'MRK240IY2L (Azathioprine)', 'VB0R961HZT (Prednisone)', 'YL5FZ2Y5U1 (Methotrexate)']",IM,"['Adolescent', 'Adult', 'Aged', 'Antineoplastic Agents/*therapeutic use', 'Azathioprine/therapeutic use', 'B-Lymphocytes/*drug effects', 'Child', 'Chlorambucil/therapeutic use', 'Collagen Diseases/drug therapy/*immunology', 'Cyclophosphamide/therapeutic use', 'Depression, Chemical', 'Drug Combinations', 'Female', 'Humans', 'Leukemia, Lymphoid/drug therapy/*immunology', 'Lymphocytes/*drug effects', 'Male', 'Methotrexate/therapeutic use', 'Middle Aged', 'Prednisone/*therapeutic use', 'Psoriasis/drug therapy/*immunology', 'T-Lymphocytes/*drug effects']",1975/09/01 00:00,1975/09/01 00:01,['1975/09/01 00:00'],"['1975/09/01 00:00 [pubmed]', '1975/09/01 00:01 [medline]', '1975/09/01 00:00 [entrez]']",,ppublish,Scand J Haematol. 1975 Sep;15(2):109-16.,"B-, T- and O-lymphocytes detected as EAC-, E- and non-rosette forming lymphocytes were investigated in venous blood in 49 patients with connective tissue diseases, psoriasis and chronic lymphogenous leukaemia (CLL) during treatment with either prednisone alone, prednisone and cytostatic agents or cytostatic agents alone. Prednisone alone did not change the B-, T- and O-lymphocyte counts. Cytostatics alone or in combination with prednisone reduced the B- and T-lymphocyte counts concomitant with a significant increase in the O-lymphocyte count. The findings could be explained by assuming that cytostatics disturb the immunological functions of the lymphocytes and finally deprive the cells of their B- and T-markers. The optimal immunosuppressive treatment with cytostatic agents may be associated with a certain reduction of B- and T-lymphocytes which may be used as a guideline for dosage.",,,,,,,
