PMID,OWN,STAT,DCOM,LR,IS,VI,IP,DP,TI,PG,AB,FAU,AU,AD,LA,PT,PL,TA,JT,JID,RN,SB,MH,EDAT,MHDA,CRDT,PHST,PST,SO,GR,AID,CIN,PMC,TT,SI,EIN,OID
3469466,NLM,MEDLINE,19870402,20161019,0027-8874 (Print) 0027-8874 (Linking),78,3,1987 Mar,Monoclonal IgM antibodies that inhibit primary Moloney murine sarcoma growth.,547-56,"Monoclonal IgM antibodies with specificity for Moloney murine sarcoma virus (M-MuSV)-Moloney murine leukemia virus (M-MuLV) from two hybridoma clones have been isolated and characterized. The monoclonal antibodies have specificity for a cytoplasmic and cell surface Friend-Moloney-Rauscher group-specific antigen. Immunoelectron microscopy revealed antibody binding to the surface of virus-expressing cells but not to the budding virus particles. Treatment of M-MuSV-injected mice with monoclonal IgM anti-M-MuSV significantly inhibited tumor growth compared to virus-inoculated animals receiving either saline or MOPC 104E. Nude mice exhibited delayed tumor induction following treatment with the monoclonal antibodies but ultimately died from tumor growth. Virus-injected euthymic mice that were treated with monoclonal IgM anti-M-MuSV generated a potentiated spleen cell-mediated cytotoxicity against Moloney sarcoma cells compared to virus-infected treated with saline. This potentiation of cytotoxicity remained after trypsinization of the spleen cells and thus was probably not due to passively adsorbed monoclonal antibody. The antibodies alone or in the presence of complement did not neutralize M-MuLV. The IgM antibodies induced specific tumor cell cytotoxicity in vitro mediated by complement spleen cells, lymph node cells, or thymus cells. In conclusion, two monoclonal IgM anti-M-MuSV antibodies that bind to the tumor cell surface did not neutralize virus can inhibit primary M-MuSV-induced tumor growth in vivo. The regression event appeared to involve heterogeneous mechanisms. Complete regression remained thymus dependent even with passive antibody therapy, but significant tumor growth inhibition was produced independent of T-cells. In vitro these IgM antibodies induced complement and cell-mediated cytotoxicity.","['Lamon, E W', 'Powell, T J Jr', 'Walia, A S', 'Lidin, B I', 'Srinivas, R V', 'Baskin, J G', 'Kearney, J F']","['Lamon EW', 'Powell TJ Jr', 'Walia AS', 'Lidin BI', 'Srinivas RV', 'Baskin JG', 'Kearney JF']",,['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't"", ""Research Support, U.S. Gov't, Non-P.H.S."", ""Research Support, U.S. Gov't, P.H.S.""]",United States,J Natl Cancer Inst,Journal of the National Cancer Institute,7503089,"['0 (Antibodies, Monoclonal)', '0 (Immunoglobulin M)']",IM,"['Animals', 'Antibodies, Monoclonal/immunology/*therapeutic use', 'Cell Line', 'Cytotoxicity, Immunologic', 'Female', 'Immunoglobulin M/*immunology', 'Male', 'Mice', 'Moloney murine sarcoma virus', 'Sarcoma, Experimental/immunology/*therapy']",1987/03/01 00:00,2001/03/28 10:01,['1987/03/01 00:00'],"['1987/03/01 00:00 [pubmed]', '2001/03/28 10:01 [medline]', '1987/03/01 00:00 [entrez]']",ppublish,J Natl Cancer Inst. 1987 Mar;78(3):547-56.,"['R01 AI014782/AI/NIAID NIH HHS/United States', 'CA-34968/CA/NCI NIH HHS/United States', 'CA-40440/CA/NCI NIH HHS/United States']",,,,,,,
3469460,NLM,MEDLINE,19870402,20131121,0027-8874 (Print) 0027-8874 (Linking),78,3,1987 Mar,Leukemia after therapy with alkylating agents for childhood cancer.,459-64,"The risk of leukemia was evaluated in 9,170 2-or-more-year survivors of childhood cancer in the 13 institutions of the Late Effects Study Group. Secondary leukemia occurred in 22 nonreferred individuals compared to 1.52 expected, based on general population rates [relative risk (RR) = 14; 95% confidence interval (CI), 9-22]. The influence of therapy for the first cancer on subsequent leukemia risk was determined by a case-control study conducted on 25 cases and 90 matched controls. Treatment with alkylating agents was associated with a significantly elevated risk of leukemia (RR = 4.8; 95% CI, 1.2-18.9). A strong dose-response relationship was also observed between leukemia risk and total dose of alkylating agents, estimated by an alkylator score. The RR of leukemia reached 23 in the highest dose category. Radiation therapy, however, did not increase risk. Although doxorubicin was also identified as a possible risk factor, the excess risk of leukemia following treatment for childhood cancer appears almost entirely due to alkylating agents.","['Tucker, M A', 'Meadows, A T', 'Boice, J D Jr', 'Stovall, M', 'Oberlin, O', 'Stone, B J', 'Birch, J', 'Voute, P A', 'Hoover, R N', 'Fraumeni, J F Jr']","['Tucker MA', 'Meadows AT', 'Boice JD Jr', 'Stovall M', 'Oberlin O', 'Stone BJ', 'Birch J', 'Voute PA', 'Hoover RN', 'Fraumeni JF Jr']",,['eng'],"['Journal Article', ""Research Support, U.S. Gov't, P.H.S.""]",United States,J Natl Cancer Inst,Journal of the National Cancer Institute,7503089,"['0 (Alkylating Agents)', '80168379AG (Doxorubicin)']",IM,"['Alkylating Agents/*adverse effects/therapeutic use', 'Child', 'Child, Preschool', 'Dose-Response Relationship, Drug', 'Doxorubicin/adverse effects/therapeutic use', 'Female', 'Follow-Up Studies', 'Hodgkin Disease/drug therapy/radiotherapy', 'Humans', 'Infant', 'Leukemia/*chemically induced', 'Leukemia, Radiation-Induced', 'Male', 'Neoplasms/*drug therapy/radiotherapy', 'Risk']",1987/03/01 00:00,2001/03/28 10:01,['1987/03/01 00:00'],"['1987/03/01 00:00 [pubmed]', '2001/03/28 10:01 [medline]', '1987/03/01 00:00 [entrez]']",ppublish,J Natl Cancer Inst. 1987 Mar;78(3):459-64.,['N01CP-91049/CP/NCI NIH HHS/United States'],,,,,,,
3469438,NLM,MEDLINE,19870331,20171116,0485-1439 (Print) 0485-1439 (Linking),27,11,1986 Nov,[Multiple liver abscesses successfully treated by intraportal administration of amphotericin B in a case of AML (M2)].,2178-83,,"['Miyawaki, S', 'Nemoto, K', 'Wakamatsu, R', 'Baba, N', 'Yashiro, K', 'Uchida, S', 'Harasawa, N', 'Kurayashiki, R', 'Tobe, I', 'Ito, H']","['Miyawaki S', 'Nemoto K', 'Wakamatsu R', 'Baba N', 'Yashiro K', 'Uchida S', 'Harasawa N', 'Kurayashiki R', 'Tobe I', 'Ito H', 'et al.']",,['jpn'],"['Case Reports', 'Journal Article']",Japan,Rinsho Ketsueki,[Rinsho ketsueki] The Japanese journal of clinical hematology,2984782R,"['04079A1RDZ (Cytarabine)', '7XU7A7DROE (Amphotericin B)', '9PHQ9Y1OLM (Prednisolone)', 'E7WED276I5 (Mercaptopurine)', 'ZS7284E0ZP (Daunorubicin)', 'BH-AC-DMP protocol']",IM,"['Adult', 'Amphotericin B/*administration & dosage', 'Antineoplastic Combined Chemotherapy Protocols/therapeutic use', 'Cytarabine/administration & dosage/analogs & derivatives', 'Daunorubicin/administration & dosage', 'Humans', 'Leukemia, Myeloid, Acute/*complications/drug therapy', 'Liver Abscess/*drug therapy/etiology', 'Male', 'Mercaptopurine/administration & dosage', 'Portal System', 'Prednisolone/administration & dosage']",1986/11/01 00:00,1986/11/01 00:01,['1986/11/01 00:00'],"['1986/11/01 00:00 [pubmed]', '1986/11/01 00:01 [medline]', '1986/11/01 00:00 [entrez]']",ppublish,Rinsho Ketsueki. 1986 Nov;27(11):2178-83.,,,,,,,,
3469437,NLM,MEDLINE,19870331,20151119,0485-1439 (Print) 0485-1439 (Linking),27,11,1986 Nov,"[Transient cerebral dysfunction induced by VCR, HD-MTX in a child with acute lymphocytic leukemia].",2162-7,,"['Sato, J', 'Yuasa, Y', 'Tanaka, H', 'Ninomiya, T', 'Hirose, M', 'Miyao, M']","['Sato J', 'Yuasa Y', 'Tanaka H', 'Ninomiya T', 'Hirose M', 'Miyao M']",,['jpn'],"['Case Reports', 'English Abstract', 'Journal Article']",Japan,Rinsho Ketsueki,[Rinsho ketsueki] The Japanese journal of clinical hematology,2984782R,"['5J49Q6B70F (Vincristine)', 'YL5FZ2Y5U1 (Methotrexate)']",IM,"['Antineoplastic Combined Chemotherapy Protocols/*adverse effects', 'Brain Diseases/*chemically induced/physiopathology', 'Child', 'Drug Administration Schedule', 'Electroencephalography', 'Humans', 'Leukemia, Lymphoid/*drug therapy', 'Male', 'Methotrexate/administration & dosage/*adverse effects', 'Seizures/chemically induced/physiopathology', 'Vincristine/*adverse effects']",1986/11/01 00:00,1986/11/01 00:01,['1986/11/01 00:00'],"['1986/11/01 00:00 [pubmed]', '1986/11/01 00:01 [medline]', '1986/11/01 00:00 [entrez]']",ppublish,Rinsho Ketsueki. 1986 Nov;27(11):2162-7.,,,,,,,,
3469436,NLM,MEDLINE,19870331,20061115,0485-1439 (Print) 0485-1439 (Linking),27,11,1986 Nov,[Isochromosome i(22q-) confirmed by in situ hybridization of V-abl gene in a case of CML in blast crisis].,2155-61,,"['Takimoto, Y', 'Sakatani, K', 'Kuramoto, A', 'Tanaka, K', 'Oguma, N', 'Kamada, N']","['Takimoto Y', 'Sakatani K', 'Kuramoto A', 'Tanaka K', 'Oguma N', 'Kamada N']",,['jpn'],"['Case Reports', 'English Abstract', 'Journal Article', ""Research Support, Non-U.S. Gov't""]",Japan,Rinsho Ketsueki,[Rinsho ketsueki] The Japanese journal of clinical hematology,2984782R,['0 (Genetic Markers)'],IM,"['Adult', 'Blast Crisis/*pathology', '*Chromosomes, Human, Pair 22', 'Genetic Markers', 'Humans', 'Leukemia, Myeloid/*genetics/pathology', 'Male', 'Nucleic Acid Hybridization', '*Philadelphia Chromosome']",1986/11/01 00:00,1986/11/01 00:01,['1986/11/01 00:00'],"['1986/11/01 00:00 [pubmed]', '1986/11/01 00:01 [medline]', '1986/11/01 00:00 [entrez]']",ppublish,Rinsho Ketsueki. 1986 Nov;27(11):2155-61.,,,,,,,,
3469435,NLM,MEDLINE,19870331,20071115,0485-1439 (Print) 0485-1439 (Linking),27,11,1986 Nov,[CNS complications of Ommaya reservoir in children with ALL].,2112-7,,"['Nakahara, S', 'Hanada, T', 'Takita, H']","['Nakahara S', 'Hanada T', 'Takita H']",,['jpn'],"['Case Reports', 'English Abstract', 'Journal Article']",Japan,Rinsho Ketsueki,[Rinsho ketsueki] The Japanese journal of clinical hematology,2984782R,,IM,"['Antineoplastic Combined Chemotherapy Protocols/*therapeutic use', 'Catheters, Indwelling/*adverse effects', 'Child', 'Hematoma, Epidural, Cranial/*etiology', 'Humans', 'Hydrocephalus/*etiology', 'Injections, Intraventricular/*adverse effects/instrumentation', 'Leukemia, Lymphoid/*drug therapy', 'Male', 'Meningitis/etiology']",1986/11/01 00:00,1986/11/01 00:01,['1986/11/01 00:00'],"['1986/11/01 00:00 [pubmed]', '1986/11/01 00:01 [medline]', '1986/11/01 00:00 [entrez]']",ppublish,Rinsho Ketsueki. 1986 Nov;27(11):2112-7.,,,,,,,,
3469434,NLM,MEDLINE,19870331,20131121,0485-1439 (Print) 0485-1439 (Linking),27,11,1986 Nov,[Empiric therapy with piperacillin plus amikacin in febrile granulocytopenic patients with acute leukemia].,2065-9,,"['Sampi, K', 'Kumai, R', 'Maseki, N', 'Sakurai, M', 'Kaneko, Y', 'Hattori, M']","['Sampi K', 'Kumai R', 'Maseki N', 'Sakurai M', 'Kaneko Y', 'Hattori M']",,['jpn'],"['English Abstract', 'Journal Article']",Japan,Rinsho Ketsueki,[Rinsho ketsueki] The Japanese journal of clinical hematology,2984782R,"['84319SGC3C (Amikacin)', 'X00B0D5O0E (Piperacillin)']",IM,"['Acute Disease', 'Adolescent', 'Adult', 'Aged', 'Agranulocytosis/complications', 'Amikacin/*administration & dosage', 'Bacterial Infections/*drug therapy', 'Blast Crisis/complications', 'Drug Therapy, Combination', 'Female', 'Humans', 'Leukemia/*complications', 'Leukemia, Lymphoid/complications', 'Male', 'Middle Aged', 'Piperacillin/*administration & dosage']",1986/11/01 00:00,1986/11/01 00:01,['1986/11/01 00:00'],"['1986/11/01 00:00 [pubmed]', '1986/11/01 00:01 [medline]', '1986/11/01 00:00 [entrez]']",ppublish,Rinsho Ketsueki. 1986 Nov;27(11):2065-9.,,,,,,,,
3469433,NLM,MEDLINE,19870407,20071115,0485-1439 (Print) 0485-1439 (Linking),27,10,1986 Oct,[A case of Sweet's syndrome associated with acute myeloblastic leukemia].,1977-82,,"['Asai, O', 'Kuraishi, Y', 'Aoyama, T', 'Funakoshi, S', 'Sano, M', 'Usui, N', 'Yokoyama, J', 'Sakamoto, Y', 'Meguro, S', 'Ichiba, K']","['Asai O', 'Kuraishi Y', 'Aoyama T', 'Funakoshi S', 'Sano M', 'Usui N', 'Yokoyama J', 'Sakamoto Y', 'Meguro S', 'Ichiba K', 'et al.']",,['jpn'],"['Case Reports', 'English Abstract', 'Journal Article']",Japan,Rinsho Ketsueki,[Rinsho ketsueki] The Japanese journal of clinical hematology,2984782R,,IM,"['Adult', 'Female', 'Humans', 'Leukemia, Myeloid, Acute/*complications', 'Leukocytosis/etiology/pathology', '*Neutrophils', 'Skin/pathology', 'Skin Diseases/*etiology/pathology', 'Syndrome']",1986/10/01 00:00,1986/10/01 00:01,['1986/10/01 00:00'],"['1986/10/01 00:00 [pubmed]', '1986/10/01 00:01 [medline]', '1986/10/01 00:00 [entrez]']",ppublish,Rinsho Ketsueki. 1986 Oct;27(10):1977-82.,,,,,,,,
3469432,NLM,MEDLINE,19870407,20061115,0485-1439 (Print) 0485-1439 (Linking),27,10,1986 Oct,[Differentiation of acute monocytic leukemia cells to polymorphonuclear like cells in cerebro-spinal fluid].,1950-6,,"['Hirose, M', 'Tomimoto, H', 'Kawano, Y', 'Kamada, K', 'Ninomiya, T', 'Miyao, M', 'Abe, T']","['Hirose M', 'Tomimoto H', 'Kawano Y', 'Kamada K', 'Ninomiya T', 'Miyao M', 'Abe T']",,['jpn'],"['Case Reports', 'English Abstract', 'Journal Article']",Japan,Rinsho Ketsueki,[Rinsho ketsueki] The Japanese journal of clinical hematology,2984782R,,IM,"['*Cell Transformation, Neoplastic', 'Cerebrospinal Fluid/*cytology', 'Female', 'Humans', 'Infant', 'Leukemia, Monocytic, Acute/*pathology', 'Meningeal Neoplasms/*pathology', 'Neutrophils/*pathology']",1986/10/01 00:00,1986/10/01 00:01,['1986/10/01 00:00'],"['1986/10/01 00:00 [pubmed]', '1986/10/01 00:01 [medline]', '1986/10/01 00:00 [entrez]']",ppublish,Rinsho Ketsueki. 1986 Oct;27(10):1950-6.,,,,,,,,
3469431,NLM,MEDLINE,19870407,20171116,0485-1439 (Print) 0485-1439 (Linking),27,10,1986 Oct,[Chromosomal abnormalities before and after chemotherapy in a case with erythroleukemia].,1944-9,,"['Uehara, M', 'Kida, M', 'Ryu, T', 'Konno, S', 'Kamakura, M', 'Kinoshita, T', 'Abe, T']","['Uehara M', 'Kida M', 'Ryu T', 'Konno S', 'Kamakura M', 'Kinoshita T', 'Abe T']",,['jpn'],"['Case Reports', 'Journal Article']",Japan,Rinsho Ketsueki,[Rinsho ketsueki] The Japanese journal of clinical hematology,2984782R,"['04079A1RDZ (Cytarabine)', '9PHQ9Y1OLM (Prednisolone)', 'E7WED276I5 (Mercaptopurine)', 'ZS7284E0ZP (Daunorubicin)', 'DCMP protocol']",IM,"['Antineoplastic Combined Chemotherapy Protocols/*therapeutic use', '*Chromosome Aberrations', 'Cytarabine/administration & dosage', 'Daunorubicin/administration & dosage', 'Humans', 'Karyotyping', 'Leukemia, Erythroblastic, Acute/drug therapy/*genetics', 'Male', 'Mercaptopurine/administration & dosage', 'Middle Aged', 'Prednisolone/administration & dosage']",1986/10/01 00:00,1986/10/01 00:01,['1986/10/01 00:00'],"['1986/10/01 00:00 [pubmed]', '1986/10/01 00:01 [medline]', '1986/10/01 00:00 [entrez]']",ppublish,Rinsho Ketsueki. 1986 Oct;27(10):1944-9.,,,,,,,,
3469430,NLM,MEDLINE,19870407,20071115,0485-1439 (Print) 0485-1439 (Linking),27,10,1986 Oct,[A transient remission after blood transfusion in a case of hypoplastic leukemia].,1938-43,,"['Yamao, H', 'Hotta, T', 'Saito, H']","['Yamao H', 'Hotta T', 'Saito H']",,['jpn'],"['Case Reports', 'English Abstract', 'Journal Article']",Japan,Rinsho Ketsueki,[Rinsho ketsueki] The Japanese journal of clinical hematology,2984782R,,IM,"['Adolescent', '*Blood Transfusion', 'Bone Marrow Cells', 'Female', 'Humans', 'Leukemia, Myeloid, Acute/blood/*therapy', 'Remission, Spontaneous']",1986/10/01 00:00,1986/10/01 00:01,['1986/10/01 00:00'],"['1986/10/01 00:00 [pubmed]', '1986/10/01 00:01 [medline]', '1986/10/01 00:00 [entrez]']",ppublish,Rinsho Ketsueki. 1986 Oct;27(10):1938-43.,,,,,,,,
3469429,NLM,MEDLINE,19870407,20151119,0485-1439 (Print) 0485-1439 (Linking),27,10,1986 Oct,[Successful vindesine treatment in the patient with blastic crisis of CML complicated with syndrome of inappropriate secretion of ADH secondary to vincristine].,1916-21,,"['Nishinarita, S', 'Sasaki, I', 'Hiranuma, M', 'Sugai, Y', 'Yoshizawa, T', 'Sawada, S', 'Amaki, I']","['Nishinarita S', 'Sasaki I', 'Hiranuma M', 'Sugai Y', 'Yoshizawa T', 'Sawada S', 'Amaki I']",,['jpn'],"['Case Reports', 'English Abstract', 'Journal Article']",Japan,Rinsho Ketsueki,[Rinsho ketsueki] The Japanese journal of clinical hematology,2984782R,"['5J49Q6B70F (Vincristine)', 'RSA8KO39WH (Vindesine)']",IM,"['Aged', '*Blast Crisis', 'Humans', 'Inappropriate ADH Syndrome/*chemically induced', 'Leukemia, Myeloid/*drug therapy/pathology', 'Male', 'Vincristine/*adverse effects', 'Vindesine/*therapeutic use']",1986/10/01 00:00,1986/10/01 00:01,['1986/10/01 00:00'],"['1986/10/01 00:00 [pubmed]', '1986/10/01 00:01 [medline]', '1986/10/01 00:00 [entrez]']",ppublish,Rinsho Ketsueki. 1986 Oct;27(10):1916-21.,,,,,,,,
3469428,NLM,MEDLINE,19870407,20071115,0485-1439 (Print) 0485-1439 (Linking),27,10,1986 Oct,[A case of acute promyelocytic leukemia diagnosed on the 5th day after delivery].,1904-8,,"['Tanaka, S', 'Amakawa, R', 'Nishimura, H']","['Tanaka S', 'Amakawa R', 'Nishimura H']",,['jpn'],"['Case Reports', 'English Abstract', 'Journal Article']",Japan,Rinsho Ketsueki,[Rinsho ketsueki] The Japanese journal of clinical hematology,2984782R,,IM,"['Adult', 'Bone Marrow/pathology', 'Female', 'Humans', '*Labor, Obstetric', 'Leukemia, Myeloid, Acute/diagnosis/*pathology', 'Pregnancy', 'Pregnancy Complications, Neoplastic/diagnosis/*pathology']",1986/10/01 00:00,1986/10/01 00:01,['1986/10/01 00:00'],"['1986/10/01 00:00 [pubmed]', '1986/10/01 00:01 [medline]', '1986/10/01 00:00 [entrez]']",ppublish,Rinsho Ketsueki. 1986 Oct;27(10):1904-8.,,,,,,,,
