PMID,OWN,STAT,DCOM,LR,IS,VI,IP,DP,TI,PG,FAU,AU,LA,PT,PL,TA,JT,JID,RN,SB,MH,PMC,OTO,OT,EDAT,MHDA,CRDT,PHST,AID,PST,SO,TT,RF,AB,PS,FPS
14175831,NLM,MEDLINE,19961201,20190619,0003-4819 (Print) 0003-4819 (Linking),61,,1964 Jul,HYPOFIBRINOGENEMIC HEMORRHAGE IN ACUTE MYELOGENOUS LEUKEMIA TREATED WITH HEPARIN. WITH AUTOPSY FINDINGS OF WIDESPREAD INTRAVASCULAR CLOTTING.,116-23,"['BAKER, W G', 'BANG, N U', 'NACHMAN, R L', 'RAAFAT, F', 'HOROWITZ, H I']","['BAKER WG', 'BANG NU', 'NACHMAN RL', 'RAAFAT F', 'HOROWITZ HI']",['eng'],['Journal Article'],United States,Ann Intern Med,Annals of internal medicine,0372351,['9005-49-6 (Heparin)'],OM,"['*Autopsy', '*Blood Coagulation Tests', '*Hemorrhagic Disorders', '*Heparin', 'Humans', '*Leukemia', '*Leukemia, Myeloid', '*Leukemia, Myeloid, Acute', 'Liver/*cytology', '*Pathology']",,['NLM'],"['*BLOOD COAGULATION TESTS', '*HEMORRHAGIC DIATHESIS', '*HEPARIN', '*LEUKEMIA, MYELOCYTIC', '*LIVER CYTOLOGY', '*PATHOLOGY']",1964/07/01 00:00,1964/07/01 00:01,['1964/07/01 00:00'],"['1964/07/01 00:00 [pubmed]', '1964/07/01 00:01 [medline]', '1964/07/01 00:00 [entrez]']",['10.7326/0003-4819-61-1-116 [doi]'],ppublish,Ann Intern Med. 1964 Jul;61:116-23. doi: 10.7326/0003-4819-61-1-116.,,,,,
14174973,NLM,MEDLINE,19961201,20181201,0022-5223 (Print) 0022-5223 (Linking),47,,1964 Jun,THE SURGICAL ANATOMY OF ISOLATED CONGENITAL MITRAL INSUFFICIENCY.,791-8,"['BERGHUIS, J', 'KIRKLIN, J W', 'EDWARDS, J E', 'TITUS, J L']","['BERGHUIS J', 'KIRKLIN JW', 'EDWARDS JE', 'TITUS JL']",['eng'],['Journal Article'],United States,J Thorac Cardiovasc Surg,The Journal of thoracic and cardiovascular surgery,0376343,,OM,"['Adolescent', '*Cardiac Surgical Procedures', 'Child', '*Down Syndrome', '*Geriatrics', '*Heart Arrest', '*Heart Defects, Congenital', '*Heart Failure', 'Humans', 'Infant', 'Infant, Newborn', '*Leukemia', '*Leukemia, Myeloid', '*Mitral Valve Insufficiency', '*Pathology', '*Thoracic Surgery']",,['NLM'],"['*ADOLESCENCE', '*CHILD', '*GERIATRICS', '*HEART ARREST', '*HEART DEFECTS, CONGENITAL', '*HEART FAILURE, CONGESTIVE', '*HEART SURGERY', '*INFANT, NEWBORN', '*LEUKEMIA, MYELOCYTIC', '*MITRAL VALVE INSUFFICIENCY', '*MONGOLISM', '*PATHOLOGY']",1964/06/01 00:00,1964/06/01 00:01,['1964/06/01 00:00'],"['1964/06/01 00:00 [pubmed]', '1964/06/01 00:01 [medline]', '1964/06/01 00:00 [entrez]']",,ppublish,J Thorac Cardiovasc Surg. 1964 Jun;47:791-8.,,,,,
14174552,NLM,MEDLINE,19961201,20181201,0012-0472 (Print) 0012-0472 (Linking),89,,1964 Sep 4,[HUMAN LEUKEMIA AND VIRUS].,1717-8,"['LORGE, M']",['LORGE M'],['ger'],"['Journal Article', 'Review']",Germany,Dtsch Med Wochenschr,Deutsche medizinische Wochenschrift (1946),0006723,,OM,"['Animals', '*Avian Leukosis Virus', '*Leukemia']",,['NLM'],"['*AVIAN LEUKOSIS VIRUS', '*REVIEW']",1964/09/04 00:00,1964/09/04 00:01,['1964/09/04 00:00'],"['1964/09/04 00:00 [pubmed]', '1964/09/04 00:01 [medline]', '1964/09/04 00:00 [entrez]']",,ppublish,Dtsch Med Wochenschr. 1964 Sep 4;89:1717-8.,ENSCHLICHE LEUKAEMIE UND VIRUS.,0,,,
14174397,NLM,MEDLINE,19961201,20181201,0033-0450 (Print) 0033-0450 (Linking),92,,1964 Jun 24,[THE LARGE HEMATOMAS OF MYELOID LEUKEMIA].,437-47,"['GADRAT, J', 'MONNIER, J', 'BERNADET, P', 'BOURSE, R']","['GADRAT J', 'MONNIER J', 'BERNADET P', 'BOURSE R']",['fre'],['Journal Article'],France,Prog Med (Paris),Le Progres medical,2984825R,,OM,"['*Hematoma', 'Humans', '*Leukemia', '*Leukemia, Myeloid']",,['NLM'],"['*HEMATOMA', '*LEUKEMIA, MYELOCYTIC']",1964/06/24 00:00,1964/06/24 00:01,['1964/06/24 00:00'],"['1964/06/24 00:00 [pubmed]', '1964/06/24 00:01 [medline]', '1964/06/24 00:00 [entrez]']",,ppublish,Prog Med (Paris). 1964 Jun 24;92:437-47.,LES GRANDS H'EMATOMES DE LA LEUC'EMIE MY'ELOUIDE.,,,,
14174320,NLM,MEDLINE,19961201,20181201,0021-7573 (Print) 0021-7573 (Linking),54,,1964 Jul 18,[THE ENDOGENOUS PRODUCTION OF CARBON MONOXIDE AS AN INDEX OF HEMOGLOBIN CATABOLISM].,681-9,"['CARLOS, A G', 'SOARES, A D']","['CARLOS AG', 'SOARES AD']",['por'],['Journal Article'],Portugal,J Med (Oporto),Jornal do medico,0374753,"['0 (Hemoglobins)', '7U1EE4V452 (Carbon Monoxide)']",OM,"['*Anemia', '*Carbon Monoxide', '*Hemoglobins', '*Leukemia', '*Metabolism', '*Polycythemia', '*Spherocytosis, Hereditary']",,['NLM'],"['*ANEMIA', '*CARBON MONOXIDE', '*HEMOGLOBIN', '*LEUKEMIA', '*METABOLISM', '*POLYCYTHEMIA', '*SPHEROCYTOSIS, HEREDITARY']",1964/07/18 00:00,1964/07/18 00:01,['1964/07/18 00:00'],"['1964/07/18 00:00 [pubmed]', '1964/07/18 00:01 [medline]', '1964/07/18 00:00 [entrez]']",,ppublish,J Med (Oporto). 1964 Jul 18;54:681-9.,A PRODU C AO END'OGENA DE 'OXIDO DE CARBONO COMO 'INDICE DO CATABOLISMO HEMOGLOB'INICO.,,,,
14174278,NLM,MEDLINE,19961201,20181201,0375-877X (Print) 0375-877X (Linking),5,,1964 Jun,[SEVERE BLOOD EOSINOPHILIA].,473-7,"['BOUR, H', 'PASQUIER, P']","['BOUR H', 'PASQUIER P']",['fre'],['Journal Article'],France,Cah Coll Med Hop Paris,Les Cahiers du College de medecine des hopitaux de Paris,7503474,,OM,"['*Asthma', '*Collagen Diseases', '*Drug Hypersensitivity', '*Eosinophilia', '*Filariasis', '*Hodgkin Disease', 'Humans', '*Leukemia', '*Neoplasms', '*Parasitic Diseases', '*Pulmonary Eosinophilia', '*Toxicology']",,['NLM'],"['*ASTHMA', '*COLLAGEN DISEASES', '*DRUG HYPERSENSITIVITY', '*EOSINOPHILIA', '*FILARIASIS', ""*HODGKIN'S DISEASE"", '*LEUKEMIA', ""*LOEFFLER'S SYNDROME"", '*NEOPLASMS', '*PARASITIC DISEASES', '*TOXICOLOGIC REPORT']",1964/06/01 00:00,1964/06/01 00:01,['1964/06/01 00:00'],"['1964/06/01 00:00 [pubmed]', '1964/06/01 00:01 [medline]', '1964/06/01 00:00 [entrez]']",,ppublish,Cah Coll Med Hop Paris. 1964 Jun;5:473-7.,LES GRANDES 'EOSINOPHILIES SANGUINES.,,,,
14174195,NLM,MEDLINE,19961201,20181201,0001-5792 (Print) 0001-5792 (Linking),31,,1964 May,"PLASMA FACTORS IN LEUKAEMIA. IMMUNOLOGICAL AND ""IN VITRO"" CULTURAL STUDIES.",249-61,"['COWLING, D C', 'QUAGLINO, D', 'HAYHOE, F G']","['COWLING DC', 'QUAGLINO D', 'HAYHOE FG']",['eng'],['Journal Article'],Switzerland,Acta Haematol,Acta haematologica,0141053,"['0 (Blood Group Antigens)', '18D0SL7309 (Chlorambucil)', 'G1LN9045DK (Busulfan)', 'VB0R961HZT (Prednisone)']",OM,"['*Blood Group Antigens', '*Busulfan', '*Chlorambucil', '*Complement Fixation Tests', '*Coombs Test', 'Humans', 'In Vitro Techniques', '*Leukemia', '*Leukemia, Lymphoid', '*Leukemia, Myeloid', '*Leukocytes', 'Neoplasms/*immunology', '*Prednisone', '*Tissue Culture Techniques']",,['NLM'],"['*BLOOD GROUPS', '*BUSULFAN', '*CHLORAMBUCIL', '*COMPLEMENT FIXATION TESTS', ""*COOMBS' TEST"", '*LEUKEMIA, LYMPHOCYTIC', '*LEUKEMIA, MYELOCYTIC', '*LEUKOCYTES', '*NEOPLASM IMMUNOLOGY', '*PREDNISONE', '*TISSUE CULTURE']",1964/05/01 00:00,1964/05/01 00:01,['1964/05/01 00:00'],"['1964/05/01 00:00 [pubmed]', '1964/05/01 00:01 [medline]', '1964/05/01 00:00 [entrez]']",['10.1159/000209636 [doi]'],ppublish,Acta Haematol. 1964 May;31:249-61. doi: 10.1159/000209636.,,,,,
14174108,NLM,MEDLINE,19961201,20181201,0026-4806 (Print) 0026-4806 (Linking),55,,1964 Jun 23,[A NON-RADIOACTIVE TRACER (T-1824) FOR THE STUDY OF ALBUMIN METABOLISM. COMPARATIVE STUDIES IN NEOPLASM PATIENTS UNDERGOING COBALT TELETHERAPY].,1999-2005,"['DIPIETRANTONJ, F', 'SANGUINETI, M', 'GASTALDI, G']","['DIPIETRANTONJ F', 'SANGUINETI M', 'GASTALDI G']",['ita'],['Journal Article'],Italy,Minerva Med,Minerva medica,0400732,"['0 (Albumins)', '0 (Cobalt Isotopes)', '0 (Coloring Agents)', '0 (Proteins)', '0 (Radioactive Tracers)', '3G0H8C9362 (Cobalt)']",OM,"['*Albumins', '*Cobalt', '*Cobalt Isotopes', '*Coloring Agents', 'Humans', '*Leukemia', '*Neoplasms', 'Proteins/*metabolism', '*Radioactive Tracers', '*Radioisotope Teletherapy', '*Research', '*Staining and Labeling']",,['NLM'],"['*ALBUMINS', '*COBALT ISOTOPES', '*LEUKEMIA', '*NEOPLASMS', '*PROTEIN METABOLISM', '*RADIOISOTOPE TELETHERAPY', '*STAINS AND STAINING']",1964/06/23 00:00,1964/06/23 00:01,['1964/06/23 00:00'],"['1964/06/23 00:00 [pubmed]', '1964/06/23 00:01 [medline]', '1964/06/23 00:00 [entrez]']",,ppublish,Minerva Med. 1964 Jun 23;55:1999-2005.,UN TRACCIANTE NON RADIOATTIVO (T-1824) PER LO STUDIO DEL RICAMBIO ALBUMINICO. INDIAGINE DI CONFRONTOIN NEOPLASTICI SOTTOPOSTI A TELECOBALTOTERAPIA.,,,,
14174040,NLM,MEDLINE,19961201,20190710,0022-2623 (Print) 0022-2623 (Linking),6,,1963 Jan,POTENTIAL ANTICANCER AGENTS. LXXX. ALKYLATING AGENTS RELATED TO PHENYLALANINE MUSTARD. VI. ENANTIOMERIC META-PHENYLALANINE MUSTARDS.,85-7,"['GRAM, H F', 'BERRIDGE, B J Jr', 'ACTON, E M', 'GOODMAN, L']","['GRAM HF', 'BERRIDGE BJ Jr', 'ACTON EM', 'GOODMAN L']",['eng'],['Journal Article'],United States,J Med Chem,Journal of medicinal chemistry,9716531,"['0 (Alkylating Agents)', '0 (Antineoplastic Agents)', '0 (Nitrogen Mustard Compounds)', '47E5O17Y3R (Phenylalanine)', 'Q41OR9510P (Melphalan)']",OM,"['*Alkylating Agents', 'Animals', '*Antineoplastic Agents', '*Carcinoma 256, Walker', '*Carcinoma, Hepatocellular', '*Chemistry, Pharmaceutical', '*Leukemia', '*Leukemia, Experimental', '*Liver Neoplasms', '*Lung Neoplasms', '*Melphalan', '*Neoplasms, Experimental', '*Nitrogen Mustard Compounds', '*Pharmacology', '*Phenylalanine', '*Research', '*Skin Neoplasms']",,['NLM'],"['*ANTINEOPLASTIC AGENTS', '*CARCINOMA 256, WALKER', '*CHEMISTRY, PHARMACEUTICAL', '*EXPERIMENTAL LAB STUDY', '*HEPATOMA', '*LEUKEMIA, EXPERIMENTAL', '*LUNG NEOPLASMS', '*NEOPLASMS, EXPERIMENTAL', '*NITROGEN MUSTARD COMPOUNDS', '*PHARMACOLOGY', '*PHENYLALANINE', '*SKIN NEOPLASMS']",1963/01/01 00:00,1963/01/01 00:01,['1963/01/01 00:00'],"['1963/01/01 00:00 [pubmed]', '1963/01/01 00:01 [medline]', '1963/01/01 00:00 [entrez]']",['10.1021/jm00337a023 [doi]'],ppublish,J Med Chem. 1963 Jan;6:85-7. doi: 10.1021/jm00337a023.,,,,,
14174039,NLM,MEDLINE,19961201,20190710,0022-2623 (Print) 0022-2623 (Linking),6,,1963 Jan,SYNTHESIS OF POTENTIAL ANTINEOPLASTIC AGENTS. IX. SOME CYCLOALKYL MUSTARDS AND RELATED COMPOUNDS.,83-5,"['POPP, F D', 'ROTH, S', 'KIRBY, J']","['POPP FD', 'ROTH S', 'KIRBY J']",['eng'],['Journal Article'],United States,J Med Chem,Journal of medicinal chemistry,9716531,"['0 (Antineoplastic Agents)', '0 (Nitrogen Mustard Compounds)']",OM,"['Animals', '*Antineoplastic Agents', '*Chemistry, Pharmaceutical', '*Leukemia', '*Leukemia, Experimental', '*Mustard Plant', '*Nitrogen Mustard Compounds', '*Pharmacology', 'Rats', '*Research']",,['NLM'],"['*CHEMISTRY, PHARMACEUTICAL', '*EXPERIMENTAL LAB STUDY', '*LEUKEMIA, EXPERIMENTAL', '*NITROGEN MUSTARD COMPOUNDS', '*PHARMACOLOGY', '*RATS']",1963/01/01 00:00,1963/01/01 00:01,['1963/01/01 00:00'],"['1963/01/01 00:00 [pubmed]', '1963/01/01 00:01 [medline]', '1963/01/01 00:00 [entrez]']",['10.1021/jm00337a022 [doi]'],ppublish,J Med Chem. 1963 Jan;6:83-5. doi: 10.1021/jm00337a022.,,,,,
14174031,NLM,MEDLINE,19961201,20190710,0022-2623 (Print) 0022-2623 (Linking),6,,1963 Jan,SYNTHESIS OF N-PHOSPHORYLATED DERIVATIVES OF NITROGEN MUSTARDS WITH LATENT CYTOTOXICITY.,50-8,"['FRIEDMAN, O M', 'BOGER, E', 'GRUBLIAUSKAS, V', 'SOMMER, H']","['FRIEDMAN OM', 'BOGER E', 'GRUBLIAUSKAS V', 'SOMMER H']",['eng'],['Journal Article'],United States,J Med Chem,Journal of medicinal chemistry,9716531,"['0 (Nitrogen Mustard Compounds)', '27YLU75U4W (Phosphorus)', '50D9XSG0VR (Mechlorethamine)']",OM,"['Animals', '*Chemistry, Pharmaceutical', '*Leukemia', '*Leukemia L1210', '*Leukemia, Experimental', '*Leukemia, Lymphoid', '*Leukemia, Myeloid', '*Mechlorethamine', 'Mice', '*Nitrogen Mustard Compounds', '*Pharmacology', '*Phosphorus', '*Research']",,['NLM'],"['*CHEMISTRY, PHARMACEUTICAL', '*EXPERIMENTAL LAB STUDY', '*LEUKEMIA L1210', '*LEUKEMIA, EXPERIMENTAL', '*LEUKEMIA, LYMPHOCYTIC', '*LEUKEMIA, MYELOCYTIC', '*MICE', '*NITROGEN MUSTARD COMPOUNDS', '*PHARMACOLOGY', '*PHOSPHORUS']",1963/01/01 00:00,1963/01/01 00:01,['1963/01/01 00:00'],"['1963/01/01 00:00 [pubmed]', '1963/01/01 00:01 [medline]', '1963/01/01 00:00 [entrez]']",['10.1021/jm00337a012 [doi]'],ppublish,J Med Chem. 1963 Jan;6:50-8. doi: 10.1021/jm00337a012.,,,,,
14174030,NLM,MEDLINE,19961201,20190710,0022-2623 (Print) 0022-2623 (Linking),6,,1963 Jan,"SYNTHESIS OF HEXAHYDROAZEPINYL-BIS(AZIRIDINYL)PHOSPHINE OXIDE, SULFIDE, AND RELATED COMPOUNDS FOR CANCER THERAPY.",47-9,"['TSOU, K C', 'HOEGERLE, K']","['TSOU KC', 'HOEGERLE K']",['eng'],['Journal Article'],United States,J Med Chem,Journal of medicinal chemistry,9716531,"['0 (Antineoplastic Agents)', '0 (Azepines)', '0 (Oxides)', '0 (Phosphines)', '0 (Sulfides)', '27YLU75U4W (Phosphorus)', 'FW6947296I (phosphine)']",OM,"['*Antineoplastic Agents', '*Azepines', '*Carcinoma 256, Walker', '*Chemistry, Pharmaceutical', '*Leukemia', '*Leukemia, Experimental', '*Oxides', '*Pharmacology', '*Phosphines', '*Phosphorus', '*Research', '*Sulfides']",,['NLM'],"['*ANTINEOPLASTIC AGENTS', '*AZEPINES', '*CARCINOMA 256, WALKER', '*CHEMISTRY, PHARMACEUTICAL', '*EXPERIMENTAL LAB STUDY', '*LEUKEMIA, EXPERIMENTAL', '*PHARMACOLOGY', '*PHOSPHINES', '*PHOSPHORUS', '*SULFIDES']",1963/01/01 00:00,1963/01/01 00:01,['1963/01/01 00:00'],"['1963/01/01 00:00 [pubmed]', '1963/01/01 00:01 [medline]', '1963/01/01 00:00 [entrez]']",['10.1021/jm00337a011 [doi]'],ppublish,J Med Chem. 1963 Jan;6:47-9. doi: 10.1021/jm00337a011.,,,,,
14174027,NLM,MEDLINE,19961201,20190710,0022-2623 (Print) 0022-2623 (Linking),6,,1963 Jan,"THE SYNTHESIS AND ANTINEOPLASTIC PROPERTIES OF SELENOGUANINE, SELENOCYTOSINE AND RELATED COMPOUNDS.",36-9,"['MAUTNER, H G', 'CHU, S H', 'JAFFE, J J', 'SARTORELLI, A C']","['MAUTNER HG', 'CHU SH', 'JAFFE JJ', 'SARTORELLI AC']",['eng'],['Journal Article'],United States,J Med Chem,Journal of medicinal chemistry,9716531,"['0 (Antineoplastic Agents)', '5Z93L87A1R (Guanine)', '8J337D1HZY (Cytosine)', 'H6241UJ22B (Selenium)', 'QR26YLT7LT (Thymine)']",OM,"['Animals', '*Antineoplastic Agents', '*Chemistry, Pharmaceutical', '*Cytosine', '*Guanine', '*Leukemia L1210', '*Lymphoma', 'Mice', '*Pharmacology', '*Research', '*Sarcoma 180', '*Selenium', '*Thymine']",,['NLM'],"['*ANTINEOPLASTIC AGENTS', '*CHEMISTRY, PHARMACEUTICAL', '*CYTOSINE', '*EXPERIMENTAL LAB STUDY', '*GUANINE', '*LEUKEMIA L1210', '*LYMPHOMA', '*MICE', '*PHARMACOLOGY', '*SARCOMA 180, CROCKER', '*SELENIUM', '*THYMINE']",1963/01/01 00:00,1963/01/01 00:01,['1963/01/01 00:00'],"['1963/01/01 00:00 [pubmed]', '1963/01/01 00:01 [medline]', '1963/01/01 00:00 [entrez]']",['10.1021/jm00337a008 [doi]'],ppublish,J Med Chem. 1963 Jan;6:36-9. doi: 10.1021/jm00337a008.,,,,,
14173934,NLM,MEDLINE,19961201,20181201,0017-7768 (Print) 0017-7768 (Linking),66,,1964 Jun 1,[LEUKEMIA OF THE SKIN].,377-80,"['BERLIN, H', 'TAJER, A', 'ZEHAVI, M', 'TCHETCHIK, M']","['BERLIN H', 'TAJER A', 'ZEHAVI M', 'TCHETCHIK M']",['swe'],['Journal Article'],Israel,Harefuah,Harefuah,0034351,,OM,"['*Dermatology', '*Erythema Multiforme', 'Humans', '*Leukemia']",,['NLM'],"['*DERMATOLOGY', '*ERYTHEMA MULTIFORME', '*LEUKEMIA']",1964/06/01 00:00,1964/06/01 00:01,['1964/06/01 00:00'],"['1964/06/01 00:00 [pubmed]', '1964/06/01 00:01 [medline]', '1964/06/01 00:00 [entrez]']",,ppublish,Harefuah. 1964 Jun 1;66:377-80.,,,,,
14173848,NLM,MEDLINE,19961201,20190501,0007-1447 (Print) 0007-1447 (Linking),2,5412,1964 Sep 26,"""GIANT FOLLICLE LYMPHOMA OF THE SPLEEN"". A CONDITION CLOSELY RELATED TO LYMPHATIC LEUKAEMIA BUT APPARENTLY CURABLE BY SPLENECTOMY.",787-90,"['HICKLING, R A']",['HICKLING RA'],['eng'],['Journal Article'],England,Br Med J,British medical journal,0372673,,OM,"['*Biopsy', '*Bone Marrow Examination', '*Geriatrics', 'Humans', '*Leukemia, Lymphoid', '*Leukocyte Count', '*Leukocytosis', '*Liver', '*Lymph Nodes', '*Lymphocytes', '*Lymphoma', '*Lymphoma, Follicular', 'Neoplasms/*diagnosis', '*Pathology', '*Splenectomy', '*Splenic Neoplasms', '*Splenomegaly']",PMC1816498,['NLM'],"['*BIOPSY', '*BONE MARROW EXAMINATION', '*GERIATRICS', '*LEUKEMIA, LYMPHOCYTIC', '*LEUKOCYTE COUNT', '*LEUKOCYTOSIS', '*LIVER', '*LYMPH NODES', '*LYMPHOCYTES', '*LYMPHOMA, GIANT FOLLICULAR', '*NEOPLASM DIAGNOSIS', '*PATHOLOGY', '*SPLENECTOMY', '*SPLENIC NEOPLASMS', '*SPLENOMEGALY']",1964/09/26 00:00,1964/09/26 00:01,['1964/09/26 00:00'],"['1964/09/26 00:00 [pubmed]', '1964/09/26 00:01 [medline]', '1964/09/26 00:00 [entrez]']",['10.1136/bmj.2.5412.787 [doi]'],ppublish,Br Med J. 1964 Sep 26;2(5412):787-90. doi: 10.1136/bmj.2.5412.787.,,,,,
14173647,NLM,MEDLINE,19961201,20190612,0140-6736 (Print) 0140-6736 (Linking),2,7356,1964 Aug 22,"GRANULOCYTIC LEUKAEMIA, PHILADELPHIA CHROMOSOME, AND LEUCOCYTE ALKALINE PHOSPHATASE.",418-9,"['TEPLITZ, R L', 'ROSEN, R B', 'TEPLITZ, M R']","['TEPLITZ RL', 'ROSEN RB', 'TEPLITZ MR']",['eng'],['Journal Article'],England,Lancet,"Lancet (London, England)",2985213R,"['EC 3.1.3.1 (Alkaline Phosphatase)', 'G1LN9045DK (Busulfan)']",OM,"['Alkaline Phosphatase/*blood', '*Bone Marrow Examination', '*Busulfan', '*Chromosome Aberrations', '*Chromosome Disorders', '*Colitis', '*Colitis, Ulcerative', 'Humans', '*Leukemia, Myeloid', '*Leukocyte Count', '*Leukocytes', '*Philadelphia Chromosome']",,['NLM'],"['*BLOOD ALKALINE PHOSPHATASE', '*BONE MARROW EXAMINATION', '*BUSULFAN', '*CHROMOSOME ABNORMALITIES', '*COLITIS, ULCERATIVE', '*LEUKEMIA, MYELOCYTIC', '*LEUKOCYTE COUNT', '*LEUKOCYTES']",1964/08/22 00:00,1964/08/22 00:01,['1964/08/22 00:00'],"['1964/08/22 00:00 [pubmed]', '1964/08/22 00:01 [medline]', '1964/08/22 00:00 [entrez]']","['S0140-6736(64)90435-0 [pii]', '10.1016/s0140-6736(64)90436-2 [doi]']",ppublish,Lancet. 1964 Aug 22;2(7356):418-9. doi: 10.1016/s0140-6736(64)90436-2.,,,,,
14173606,NLM,MEDLINE,19961201,20181201,0027-8874 (Print) 0027-8874 (Linking),31,,1963 Oct,HISTOLOGY OF SOME NEOPLASMS AND NON-NEOPLASTIC LESIONS FOUND IN WILD MICE MAINTAINED UNDER LABORATORY CONDITIONS.,873-901,"['DUNN, T B', 'ANDERVONT, H B']","['DUNN TB', 'ANDERVONT HB']",['eng'],['Journal Article'],United States,J Natl Cancer Inst,Journal of the National Cancer Institute,7503089,"['Reticuloendotheliosis, X-linked']",OM,"['Animals', '*Carcinoma, Hepatocellular', '*Congenital Abnormalities', 'Female', '*Fibrosarcoma', '*Genetic Diseases, X-Linked', '*Granulosa Cell Tumor', '*Hemangioendothelioma', 'Humans', '*Leukemia', '*Leukemia, Hairy Cell', '*Leukemia, Lymphoid', '*Liver Neoplasms', '*Lung Neoplasms', '*Lymphatic Diseases', '*Lymphoma', 'Mice', '*Neoplasms', '*Neoplasms, Experimental', '*Osteosarcoma', '*Ovarian Neoplasms', '*Pheochromocytoma', '*Research', '*Rodent Diseases', '*Sarcoma', '*Severe Combined Immunodeficiency', '*Teratoma']",,['NLM'],"['*ABNORMALITIES', '*EXPERIMENTAL LAB STUDY', '*FIBROSARCOMA', '*GRANULOSA CELL TUMOR', '*HEMANGIOENDOTHELIOMA', '*HEPATOMA', '*LEUKEMIA, LYMPHOCYTIC', '*LUNG NEOPLASMS', '*LYMPHOMA', '*MICE', '*NEOPLASMS, EXPERIMENTAL', '*OVARIAN NEOPLASMS', '*PHEOCHROMOCYTOMA', '*RETICULOENDOTHELIOSIS', '*RODENT DISEASES', '*SARCOMA, OSTEOGENIC', '*TERATOID TUMOR']",1963/10/01 00:00,1963/10/01 00:01,['1963/10/01 00:00'],"['1963/10/01 00:00 [pubmed]', '1963/10/01 00:01 [medline]', '1963/10/01 00:00 [entrez]']",,ppublish,J Natl Cancer Inst. 1963 Oct;31:873-901.,,,,,
14173585,NLM,MEDLINE,19961201,20190710,0022-2623 (Print) 0022-2623 (Linking),6,,1963 Sep,"SYNTHESIS OF MUSTARDS FROM PUTRESCINE, CADAVERINE, AND 1,3-DIAMINOPROPANE.",567-9,"['LEE, W W', 'BERRIDGE, B J Jr', 'ROSS, L O', 'GOODMAN, L']","['LEE WW', 'BERRIDGE BJ Jr', 'ROSS LO', 'GOODMAN L']",['eng'],['Journal Article'],United States,J Med Chem,Journal of medicinal chemistry,9716531,"['0 (Amines)', '0 (Diamines)', '0 (Nitrogen Mustard Compounds)', 'CB3ISL56KG (trimethylenediamine)', 'L90BEN6OLL (Cadaverine)', 'V10TVZ52E4 (Putrescine)']",OM,"['*Amines', 'Animals', '*Cadaverine', '*Chemistry, Pharmaceutical', 'Diamines', '*Leukemia L1210', 'Mice', '*Mustard Plant', '*Nitrogen Mustard Compounds', '*Pharmacology', '*Putrescine', '*Research']",,['NLM'],"['*AMINES', '*CHEMISTRY, PHARMACEUTICAL', '*EXPERIMENTAL LAB STUDY', '*LEUKEMIA L1210', '*MICE', '*NITROGEN MUSTARD COMPOUNDS', '*PHARMACOLOGY']",1963/09/01 00:00,1963/09/01 00:01,['1963/09/01 00:00'],"['1963/09/01 00:00 [pubmed]', '1963/09/01 00:01 [medline]', '1963/09/01 00:00 [entrez]']",['10.1021/jm00341a023 [doi]'],ppublish,J Med Chem. 1963 Sep;6:567-9. doi: 10.1021/jm00341a023.,,,,,
14173564,NLM,MEDLINE,19961201,20190710,0022-2623 (Print) 0022-2623 (Linking),6,,1963 Sep,SYNTHESIS AND ANTITUMOR ACTIVITY OF 9-(TETRAHYDRO-2-FURYL)PURINE ANALOGS OF BIOLOGICALLY IMPORTANT DEOXYNUCLEOSIDES.,471-80,"['BOWLES, W A', 'SCHNEIDER, F H', 'LEWIS, L R', 'ROBINS, R K']","['BOWLES WA', 'SCHNEIDER FH', 'LEWIS LR', 'ROBINS RK']",['eng'],['Journal Article'],United States,J Med Chem,Journal of medicinal chemistry,9716531,"['0 (Antineoplastic Agents)', '0 (Furans)', '0 (Nucleosides)', '0 (Purines)', 'W60KTZ3IZY (purine)']",OM,"['*Adenocarcinoma', 'Animals', '*Antineoplastic Agents', '*Chemistry, Pharmaceutical', '*Furans', '*Leukemia', '*Leukemia, Experimental', '*Lymphoma', '*Lymphoma, Non-Hodgkin', '*Mammary Neoplasms, Animal', '*Mammary Neoplasms, Experimental', 'Mice', '*Nucleosides', '*Osteosarcoma', '*Purines', '*Research', '*Sarcoma 180', '*Sarcoma, Experimental']",,['NLM'],"['*ADENOCARCINOMA', '*ANTINEOPLASTIC AGENTS', '*CHEMISTRY, PHARMACEUTICAL', '*EXPERIMENTAL LAB STUDY', '*FURANS', '*LEUKEMIA, EXPERIMENTAL', '*LYMPHOSARCOMA', '*MAMMARY NEOPLASMS, EXPERIMENTAL', '*MICE', '*NUCLEOSIDES', '*PURINES', '*SARCOMA 180, CROCKER', '*SARCOMA, EXPERIMENTAL', '*SARCOMA, OSTEOGENIC']",1963/09/01 00:00,1963/09/01 00:01,['1963/09/01 00:00'],"['1963/09/01 00:00 [pubmed]', '1963/09/01 00:01 [medline]', '1963/09/01 00:00 [entrez]']",['10.1021/jm00341a002 [doi]'],ppublish,J Med Chem. 1963 Sep;6:471-80. doi: 10.1021/jm00341a002.,,,,,
