PMID,OWN,STAT,DCOM,LR,IS,VI,DP,TI,PG,FAU,AU,LA,PT,PL,TA,JT,JID,SB,MH,OTO,OT,EDAT,MHDA,CRDT,PHST,PST,SO,RN,AID,PMC,IP,OID,TT,AB,RF
14304874,NLM,MEDLINE,19961201,20210313,0021-9258 (Print) 0021-9258 (Linking),240,1965 Jun,THE ENZYMATIC SYNTHESIS OF RIBONUCLEIC ACID IN ANIMAL TISSUE. I. THE DEOXYRIBONUCLEIC ACID-DIRECTED SYNTHESIS OF RIBONUCLEIC ACID AS CATALYZED BY AN ENZYME OBTAINED FROM BOVINE LYMPHOSARCOMA TISSUE.,2602-6,"['FURTH, J J', 'HO, P']","['FURTH JJ', 'HO P']",['eng'],['Journal Article'],United States,J Biol Chem,The Journal of biological chemistry,2985121R,OM,"['*Adenine', 'Animals', '*Catalysis', 'Cattle', '*Cytosine', '*DNA', '*DNA Replication', '*DNA, Bacterial', '*Enzootic Bovine Leukosis', '*Guanine', '*Hot Temperature', '*Lymphoma, Non-Hodgkin', '*Metabolism', '*Micrococcus', '*Nucleotidyltransferases', '*RNA', '*Research', '*Sarcoma', '*Sarcoma, Experimental', '*Thymus Gland', '*Uracil', '*Uracil Nucleotides']",['NLM'],"['*ADENINE', '*CATALYSIS', '*CATTLE', '*CYTOSINE', '*DNA', '*DNA, BACTERIAL', '*EXPERIMENTAL LAB STUDY', '*GUANINE', '*HEAT', '*LYMPHOSARCOMA', '*METABOLISM', '*MICROCOCCUS', '*NUCLEOTIDYLTRANSFERASES', '*RNA', '*SARCOMA, EXPERIMENTAL', '*THYMUS GLAND', '*URACIL', '*URACIL NUCLEOTIDES']",1965/06/01 00:00,1965/06/01 00:01,['1965/06/01 00:00'],"['1965/06/01 00:00 [pubmed]', '1965/06/01 00:01 [medline]', '1965/06/01 00:00 [entrez]']",ppublish,J Biol Chem. 1965 Jun;240:2602-6.,"['0 (DNA, Bacterial)', '0 (Uracil Nucleotides)', '56HH86ZVCT (Uracil)', '5Z93L87A1R (Guanine)', '63231-63-0 (RNA)', '8J337D1HZY (Cytosine)', '9007-49-2 (DNA)', 'EC 2.7.7.- (Nucleotidyltransferases)', 'JAC85A2161 (Adenine)']",['S0021-9258(18)97368-0 [pii]'],,,,,,
14304674,NLM,MEDLINE,19961201,20181201,0004-2714 (Print) 0004-2714 (Linking),36,1964 Dec,[THE SERUM PROTEINOGRAM IN LEUKEMIAS: ITS IMPORTANCE IN DIAGNOSIS].,99-106,"['PINTO, A S']",['PINTO AS'],['por'],['Journal Article'],Portugal,Arq Patol,Arquivo de patologia,0376530,OM,"['*Blood Protein Electrophoresis', 'Humans', '*Leukemia', 'Neoplasms/*diagnosis']",['NLM'],"['*BLOOD PROTEIN ELECTROPHORESIS', '*LEUKEMIA', '*NEOPLASM DIAGNOSIS']",1964/12/01 00:00,1964/12/01 00:01,['1964/12/01 00:00'],"['1964/12/01 00:00 [pubmed]', '1964/12/01 00:01 [medline]', '1964/12/01 00:00 [entrez]']",ppublish,Arq Patol. 1964 Dec;36:99-106.,,,,,,O PROTEINOGRAMA S'ERICO NAS LEUC'EMIAS: SUA IMPORT ANCIA NO DIAGN'OSTICO.,,
14304351,NLM,MEDLINE,19961201,20190701,0098-7484 (Print) 0098-7484 (Linking),193,1965 Jul 12,CAUSES OF DEATH IN ACUTE LEUKEMIA: A TEN-YEAR STUDY OF 414 PATIENTS FROM 1954-1963.,105-9,"['HERSH, E M', 'BODEY, G P', 'NIES, B A', 'FREIREICH, E J']","['HERSH EM', 'BODEY GP', 'NIES BA', 'FREIREICH EJ']",['eng'],['Journal Article'],United States,JAMA,JAMA,7501160,OM,"['Adolescent', '*Antineoplastic Agents', '*Cause of Death', 'Child', '*Geriatrics', '*Hemorrhage', 'Infant', '*Leukemia', '*Leukemia, Lymphoid', '*Leukemia, Myeloid', '*Lymphocytes', '*Mortality', '*Mycoses', 'Neoplasms/*epidemiology', '*Sepsis', '*Staphylococcal Infections']",['NLM'],"['*ADOLESCENCE', '*ANTINEOPLASTIC AGENTS', '*CHILD', '*GERIATRICS', '*HEMORRHAGE', '*INFANT', '*LEUKEMIA, LYMPHOCYTIC', '*LEUKEMIA, MONOCYTIC', '*LEUKEMIA, MYELOCYTIC', '*MORTALITY', '*MYCOSES', '*NEOPLASM STATISTICS', '*SEPTICEMIA', '*STAPHYLOCOCCAL INFECTIONS']",1965/07/12 00:00,1965/07/12 00:01,['1965/07/12 00:00'],"['1965/07/12 00:00 [pubmed]', '1965/07/12 00:01 [medline]', '1965/07/12 00:00 [entrez]']",ppublish,JAMA. 1965 Jul 12;193:105-9. doi: 10.1001/jama.1965.03090020019005.,['0 (Antineoplastic Agents)'],['10.1001/jama.1965.03090020019005 [doi]'],,,,,,
14304122,NLM,MEDLINE,19961201,20181201,0366-8940 (Print) 0366-8940 (Linking),151,1965 Apr 3,[EPITHELIOID CELL SKIN RETICULOSIS IN ALEUKEMIC RETICULOSIS].,345-57,"['HOEFER, W']",['HOEFER W'],['ger'],['Journal Article'],Germany,Dermatol Wochenschr,Dermatologische Wochenschrift,0232054,OM,"['*Epithelioid Cells', '*Genetic Diseases, X-Linked', 'Humans', '*Leukemia, Hairy Cell', '*Lymphatic Diseases', '*Severe Combined Immunodeficiency', '*Skin Neoplasms']",['NLM'],"['*RETICULOENDOTHELIOSIS', '*SKIN NEOPLASMS']",1965/04/03 00:00,1965/04/03 00:01,['1965/04/03 00:00'],"['1965/04/03 00:00 [pubmed]', '1965/04/03 00:01 [medline]', '1965/04/03 00:00 [entrez]']",ppublish,Dermatol Wochenschr. 1965 Apr 3;151:345-57.,"['Reticuloendotheliosis, X-linked']",,,,,EPITHELOIDZELLIGE HAUTRETIKULOSE BEI ALEUKAEMISCHER RETIKULOSE,,
14304019,NLM,MEDLINE,19961201,20190815,0003-9977 (Print) 0003-9977 (Linking),81,1965 Jun,FIBROUS DYSPLASIA OF THE JAWS.,592-603,"['SMITH, J F']",['SMITH JF'],['eng'],['Journal Article'],United States,Arch Otolaryngol,"Archives of otolaryngology (Chicago, Ill. : 1960)",0376526,OM,"['*Bone Diseases', '*Classification', '*Diagnosis, Differential', '*Fibroma', '*Genetic Diseases, X-Linked', '*Granuloma', '*Hamartoma', 'Humans', '*Hyperparathyroidism', '*Leukemia, Hairy Cell', '*Lymphatic Diseases', '*Mandible', '*Mandibular Neoplasms', '*Maxilla', '*Pathology', '*Severe Combined Immunodeficiency', '*Wounds and Injuries']",['NLM'],"['*BONE DISEASES', '*CLASSIFICATION', '*DIAGNOSIS, DIFFERENTIAL', '*FIBROMA', '*GRANULOMA', '*HAMARTOMA', '*HYPERPARATHYROIDISM', '*MANDIBLE', '*MANDIBULAR NEOPLASMS', '*MAXILLA', '*PATHOLOGY', '*RETICULOENDOTHELIOSIS', '*WOUNDS AND INJURIES']",1965/06/01 00:00,1965/06/01 00:01,['1965/06/01 00:00'],"['1965/06/01 00:00 [pubmed]', '1965/06/01 00:01 [medline]', '1965/06/01 00:00 [entrez]']",ppublish,Arch Otolaryngol. 1965 Jun;81:592-603. doi: 10.1001/archotol.1965.00750050607013.,"['Reticuloendotheliosis, X-linked']",['10.1001/archotol.1965.00750050607013 [doi]'],,,,,,
14303803,NLM,MEDLINE,19961201,20181201,0047-1623 (Print),27,1964,[THE DI GUGLIELMO SYNDROME].,142-8,"['TUEMAY, S B', 'GUERSON, C T', 'NEZYI, O', 'MUEFTUEOGLU, A U']","['TUEMAY SB', 'GUERSON CT', 'NEZYI O', 'MUEFTUEOGLU AU']",['tur'],['Journal Article'],Turkey,Tip Fak Mecm,Tip Fakultesi mecmuasi,0414152,OM,"['Adolescent', 'Child', 'Humans', '*Leukemia, Erythroblastic, Acute']",['NLM'],"['*ADOLESCENCE', '*CHILD', '*ERYTHREMIC MYELOSIS']",1964/01/01 00:00,1964/01/01 00:01,['1964/01/01 00:00'],"['1964/01/01 00:00 [pubmed]', '1964/01/01 00:01 [medline]', '1964/01/01 00:00 [entrez]']",ppublish,Tip Fak Mecm. 1964;27:142-8.,,,,,,DI GUGLIELMO SENDROMU.,,
14303734,NLM,MEDLINE,19961201,20181201,0033-7587 (Print) 0033-7587 (Linking),25,1965 Jul,RADIATION RESISTANCE WITH AGE IN NORMAL AND IRRADIATED POPULATIONS OF MICE.,435-59,"['STORER, J B']",['STORER JB'],['eng'],['Journal Article'],United States,Radiat Res,Radiation research,0401245,OM,"['*Aging', 'Animals', '*Body Weight', '*Leukemia', '*Leukemia, Radiation-Induced', 'Mice', '*Mortality', '*Radiation Effects', '*Research']",['NLM'],"['*AGING', '*BODY WEIGHT', '*EXPERIMENTAL LAB STUDY', '*LEUKEMIA, RADIATION-INDUCED', '*MICE', '*MORTALITY', '*RADIATION EFFECTS']",1965/07/01 00:00,1965/07/01 00:01,['1965/07/01 00:00'],"['1965/07/01 00:00 [pubmed]', '1965/07/01 00:01 [medline]', '1965/07/01 00:00 [entrez]']",ppublish,Radiat Res. 1965 Jul;25:435-59.,,,,,,,,
14303721,NLM,MEDLINE,19961201,20181201,0552-2080 (Print) 0552-2080 (Linking),10,1965 Jun,[CONGENITAL LEUKEMIA IN A NEWBORN INFANT WITH DOWN'S DISEASE].,54-5,"['ELIASHEVICH, G P', 'KLEIMAN, M G']","['ELIASHEVICH GP', 'KLEIMAN MG']",['rus'],['Journal Article'],Russia (Federation),Probl Gematol Pereliv Krovi,Problemy gematologii i perelivaniia krovi,0401232,OM,"['*Down Syndrome', 'Humans', 'Infant', 'Infant, Newborn', '*Infant, Newborn, Diseases', '*Leukemia']",['NLM'],"['*INFANT, NEWBORN', '*INFANT, NEWBORN, DISEASES', '*LEUKEMIA', '*MONGOLISM']",1965/06/01 00:00,1965/06/01 00:01,['1965/06/01 00:00'],"['1965/06/01 00:00 [pubmed]', '1965/06/01 00:01 [medline]', '1965/06/01 00:00 [entrez]']",ppublish,Probl Gematol Pereliv Krovi. 1965 Jun;10:54-5.,,,,,,VROZHDENNYI LEIKOZ U NOVOROZHDENNOGO REBENKA S BLOEZN'IU DAUNA.,,
14303720,NLM,MEDLINE,19961201,20181201,0552-2080 (Print) 0552-2080 (Linking),10,1965 Jun,[TUMOROUS RETICULOSIS OF THE HEART DURING CHRONIC MYELOCYTIC LEUKEMIA].,48-52,"['DANILOVA, L A', 'SOBOLEVA, S S']","['DANILOVA LA', 'SOBOLEVA SS']",['rus'],['Journal Article'],Russia (Federation),Probl Gematol Pereliv Krovi,Problemy gematologii i perelivaniia krovi,0401232,OM,"['*Heart Neoplasms', 'Humans', '*Leukemia', '*Leukemia, Myelogenous, Chronic, BCR-ABL Positive', '*Leukemia, Myeloid', '*Neoplasms']",['NLM'],"['*HEART NEOPLASMS', '*LEUKEMIA, MYELOCYTIC']",1965/06/01 00:00,1965/06/01 00:01,['1965/06/01 00:00'],"['1965/06/01 00:00 [pubmed]', '1965/06/01 00:01 [medline]', '1965/06/01 00:00 [entrez]']",ppublish,Probl Gematol Pereliv Krovi. 1965 Jun;10:48-52.,,,,,,"PORAZHENIE SERDTSA OPUKHOLEVYM RENTIKULOZOM, RAZVIVSHIMSIA PO KHODU KHRONICHESKO I MIELOMNO I LE IKEMII.",,
14303716,NLM,MEDLINE,19961201,20181201,0552-2080 (Print) 0552-2080 (Linking),10,1965 Jun,[LEUKEMOGENIC (BLASTOMOGENIC) PROPERTIES OF SOME COMPOUNDS OF THE INDOLE SERIES. 2].,38-42,"['ZHAROVA, E I', 'PROTASOVA, T G', 'KHRUSTALEV, S A', 'PREOBRAZHENSKAIA, M N', 'SUVOROV, N N', 'RAUSHENBAKH, M O']","['ZHAROVA EI', 'PROTASOVA TG', 'KHRUSTALEV SA', 'PREOBRAZHENSKAIA MN', 'SUVOROV NN', 'RAUSHENBAKH MO']",['rus'],['Journal Article'],Russia (Federation),Probl Gematol Pereliv Krovi,Problemy gematologii i perelivaniia krovi,0401232,OM,"['*Carcinogens', 'Humans', '*Indoles', '*Leukemia', 'Neoplasms/*etiology', '*Toxicology']",['NLM'],"['*CARCINOGENS', '*INDOLES', '*LEUKEMIA', '*NEOPLASM ETIOLOGY', '*TOXICOLOGIC REPORT']",1965/06/01 00:00,1965/06/01 00:01,['1965/06/01 00:00'],"['1965/06/01 00:00 [pubmed]', '1965/06/01 00:01 [medline]', '1965/06/01 00:00 [entrez]']",ppublish,Probl Gematol Pereliv Krovi. 1965 Jun;10:38-42.,"['0 (Carcinogens)', '0 (Indoles)', '8724FJW4M5 (indole)']",,,,,O LE IKEMOGENNYKH (BLASTOMOGENNYKH) SVO ISTVAKH NEKOTORYKH SOEDINENI I INDOL'NOGO RIADA. 2.,,
14303715,NLM,MEDLINE,19961201,20181201,0552-2080 (Print) 0552-2080 (Linking),10,1965 Jun,[ACTIVITY OF SERUM PHOSPHOHEXOSE ISOMERASE IN LEUKEMIA].,30-8,"['TURKEVICH, A N']",['TURKEVICH AN'],['rus'],['Journal Article'],Russia (Federation),Probl Gematol Pereliv Krovi,Problemy gematologii i perelivaniia krovi,0401232,OM,"['*Glucose-6-Phosphate Isomerase', '*Growth Substances', 'Humans', '*Leukemia']",['NLM'],"['*GLUCOSEPHOSPHATE ISOMERASE', '*LEUKEMIA']",1965/06/01 00:00,1965/06/01 00:01,['1965/06/01 00:00'],"['1965/06/01 00:00 [pubmed]', '1965/06/01 00:01 [medline]', '1965/06/01 00:00 [entrez]']",ppublish,Probl Gematol Pereliv Krovi. 1965 Jun;10:30-8.,"['0 (Growth Substances)', 'EC 5.3.1.9 (Glucose-6-Phosphate Isomerase)']",,,,,AKTIVNOST' SYVOROTOCHNO I FOSFOGEKSOZOIZOMERAZY PRI LE IKOZAKH.,,
14303714,NLM,MEDLINE,19961201,20181201,0552-2080 (Print) 0552-2080 (Linking),10,1965 Jun,[CERULOPLASMIN ACTIVITY IN LEUKEMIC CHILDREN].,27-30,"['NESTERENKO, A I', 'CHERNOV, G A', 'MUKHAMEDZIANOVA, G S', 'RYNEISKAIA, V A']","['NESTERENKO AI', 'CHERNOV GA', 'MUKHAMEDZIANOVA GS', 'RYNEISKAIA VA']",['rus'],['Journal Article'],Russia (Federation),Probl Gematol Pereliv Krovi,Problemy gematologii i perelivaniia krovi,0401232,OM,"['*Ceruloplasmin', 'Child', 'Humans', '*Leukemia', '*Oxidation-Reduction']",['NLM'],"['*CERULOPLASMIN', '*CHILD', '*LEUKEMIA']",1965/06/01 00:00,1965/06/01 00:01,['1965/06/01 00:00'],"['1965/06/01 00:00 [pubmed]', '1965/06/01 00:01 [medline]', '1965/06/01 00:00 [entrez]']",ppublish,Probl Gematol Pereliv Krovi. 1965 Jun;10:27-30.,['EC 1.16.3.1 (Ceruloplasmin)'],,,,,AKTIVNOST' TSERULOPLAZMINA PRI LE IKOZAKH U DETE I.,,
14303713,NLM,MEDLINE,19961201,20181201,0552-2080 (Print) 0552-2080 (Linking),10,1965 Jun,[CONTENT OF TRACE ELEMENTS IN THE BLOOD IN LEUKEMIA AND ANEMIA. II. MOLYBDENUM AND CHROMIUM].,23-7,"['BALA, Iu M', 'LIFSHITS, V M']","['BALA IuM', 'LIFSHITS VM']",['rus'],['Journal Article'],Russia (Federation),Probl Gematol Pereliv Krovi,Problemy gematologii i perelivaniia krovi,0401232,OM,"['*Anemia', '*Chromium', 'Humans', '*Leukemia', '*Molybdenum', '*Trace Elements']",['NLM'],"['*ANEMIA', '*CHROMIUM', '*LEUKEMIA', '*MOLYBDENUM']",1965/06/01 00:00,1965/06/01 00:01,['1965/06/01 00:00'],"['1965/06/01 00:00 [pubmed]', '1965/06/01 00:01 [medline]', '1965/06/01 00:00 [entrez]']",ppublish,Probl Gematol Pereliv Krovi. 1965 Jun;10:23-7.,"['0 (Trace Elements)', '0R0008Q3JB (Chromium)', '81AH48963U (Molybdenum)']",,,,,SODERZHANIE MIKRO'ELEMENTOV V KORVI PRI LE IKOZAKH I ANEMIIAKH. II. MOLIBDEN I KHROM.,,
14303711,NLM,MEDLINE,19961201,20181201,0552-2080 (Print) 0552-2080 (Linking),10,1965 Jun,[CLINICAL DIAGNOSIS OF CHLOROLEUKEMIA].,17-20,"['OSECHENSKAIA, G V', 'ZHUKOVA, E A', 'KOVALEVA, L G', 'REUTOVA, M B']","['OSECHENSKAIA GV', 'ZHUKOVA EA', 'KOVALEVA LG', 'REUTOVA MB']",['rus'],['Journal Article'],Russia (Federation),Probl Gematol Pereliv Krovi,Problemy gematologii i perelivaniia krovi,0401232,OM,"['Humans', '*Sarcoma, Myeloid']",,,1965/06/01 00:00,1965/06/01 00:01,['1965/06/01 00:00'],"['1965/06/01 00:00 [pubmed]', '1965/06/01 00:01 [medline]', '1965/06/01 00:00 [entrez]']",ppublish,Probl Gematol Pereliv Krovi. 1965 Jun;10:17-20.,,,,,,K KLINICHESKO I DIAGNOSTIKE KHLOROLE IKOZA.,,
14303710,NLM,MEDLINE,19961201,20181201,0552-2080 (Print) 0552-2080 (Linking),10,1965 Jun,[APROPOS OF THE CLINICAL PICTURE AND TREATMENT OF THE NEUROINFILTRATIVE FORMS OF ACUTE LEUKEMIA].,13-6,"['KOVALEVA, L G', 'PEVZNER, T N']","['KOVALEVA LG', 'PEVZNER TN']",['rus'],['Journal Article'],Russia (Federation),Probl Gematol Pereliv Krovi,Problemy gematologii i perelivaniia krovi,0401232,OM,"['*Acute Disease', '*Brain Neoplasms', 'Humans', '*Leukemia']",['NLM'],"['*BRAIN NEOPLASMS', '*LEUKEMIA']",1965/06/01 00:00,1965/06/01 00:01,['1965/06/01 00:00'],"['1965/06/01 00:00 [pubmed]', '1965/06/01 00:01 [medline]', '1965/06/01 00:00 [entrez]']",ppublish,Probl Gematol Pereliv Krovi. 1965 Jun;10:13-6.,,,,,,K VOPROSU KLINIKI I LECHENIIA NE IRONINFIL'TRATIVNYKH FORM OSTROGO LEIKOZA.,,
14303670,NLM,MEDLINE,19961201,20181201,0028-5447 (Print) 0028-5447 (Linking),273,1965,ACUTE PROMYELOCYTIC LEUKEMIA.,65-77,"['ULUTIN, O N', 'OZCAN, E', 'BAYRAK, G', 'AKMAN, N', 'MUEFTUEOGLU, A U']","['ULUTIN ON', 'OZCAN E', 'BAYRAK G', 'AKMAN N', 'MUEFTUEOGLU AU']",['eng'],['Journal Article'],Turkey,New Istanbul Contrib Clin Sci,New Istanbul contribution to clinical science,0377267,OM,"['Humans', '*Leukemia', '*Leukemia, Myeloid', '*Leukemia, Promyelocytic, Acute', 'Neoplasms/*diagnosis']",['NLM'],"['*LEUKEMIA, MYELOCYTIC', '*NEOPLASM DIAGNOSIS']",1965/01/01 00:00,1965/01/01 00:01,['1965/01/01 00:00'],"['1965/01/01 00:00 [pubmed]', '1965/01/01 00:01 [medline]', '1965/01/01 00:00 [entrez]']",ppublish,New Istanbul Contrib Clin Sci. 1965;273:65-77.,,,,,,,,
14303668,NLM,MEDLINE,19961201,20181201,0028-5447 (Print) 0028-5447 (Linking),273,1965,PRELIMINARY STUDIES ON THE ACTION OF DESOXYRIBONUCLEASE II ON NORMAL AND LEUKEMIC LEUKOCYTES.,3-9,"['GOEKCEN, M', 'EHRNST, C']","['GOEKCEN M', 'EHRNST C']",['eng'],['Journal Article'],Turkey,New Istanbul Contrib Clin Sci,New Istanbul contribution to clinical science,0377267,OM,"['*DNA', '*Deoxyribonucleases', '*Endodeoxyribonucleases', '*Leukemia', '*Leukocytes']",['NLM'],"['*DEOXYRIBONUCLEASE', '*LEUKEMIA', '*LEUKOCYTES']",1965/01/01 00:00,1965/01/01 00:01,['1965/01/01 00:00'],"['1965/01/01 00:00 [pubmed]', '1965/01/01 00:01 [medline]', '1965/01/01 00:00 [entrez]']",ppublish,New Istanbul Contrib Clin Sci. 1965;273:3-9.,"['9007-49-2 (DNA)', 'EC 3.1.- (Deoxyribonucleases)', 'EC 3.1.- (Endodeoxyribonucleases)', 'EC 3.1.22.1 (deoxyribonuclease II)']",,,,,,,
14303200,NLM,MEDLINE,19961201,20181201,0042-8825 (Print) 0042-8825 (Linking),9,1964 Nov,[THE PATHOMORPHOLOGY AND PATHOGENESIS OF LUNG DISEASES IN CHILDREN WITH LEUKEMIA].,44-50,"['DERGACHEV, I S', 'POTAPOVA, I N']","['DERGACHEV IS', 'POTAPOVA IN']",['rus'],['Journal Article'],Russia (Federation),Vopr Okhr Materin Det,Voprosy okhrany materinstva i detstva,0416600,OM,"['Child', 'Humans', '*Leukemia', '*Lung Diseases', '*Pathology']",['NLM'],"['*CHILD', '*LEUKEMIA', '*LUNG DISEASES', '*PATHOLOGY']",1964/11/01 00:00,1964/11/01 00:01,['1964/11/01 00:00'],"['1964/11/01 00:00 [pubmed]', '1964/11/01 00:01 [medline]', '1964/11/01 00:00 [entrez]']",ppublish,Vopr Okhr Materin Det. 1964 Nov;9:44-50.,,,,,,K PATOMORFOLOGII I PATOGENEZU PORAZHENI I LEGKIKH PRI LE IKOZAKH U DETE I.,,
14302646,NLM,MEDLINE,19961201,20181201,0017-6575 (Print) 0017-6575 (Linking),7,1964 Jul-Sep,[EPIDEMIOLOGIC ASPECTS OF LEUKEMIA. II. OBSERVATIONS ON CLINICAL CASES OF THE FIVE YEAR PERIOD 1957-61].,191-202,"['TISO, R', 'ERIDANI, S', 'KLUZER, G', 'PETRELLA, A']","['TISO R', 'ERIDANI S', 'KLUZER G', 'PETRELLA A']",['ita'],['Journal Article'],Italy,Haematol Lat,Haematologica Latina,0373001,OM,"['*Biometry', 'Humans', 'Italy', '*Leukemia', 'Neoplasms/*epidemiology']",['NLM'],"['*ITALY', '*LEUKEMIA', '*NEOPLASM STATISTICS']",1964/07/01 00:00,1964/07/01 00:01,['1964/07/01 00:00'],"['1964/07/01 00:00 [pubmed]', '1964/07/01 00:01 [medline]', '1964/07/01 00:00 [entrez]']",ppublish,Haematol Lat. 1964 Jul-Sep;7:191-202.,,,,,,ASPETTI EPIDEMIOLOGICI DELLE LEUCOSE. II. OSSERVAZIONI SU UNA CASISTICA CLINICA DEL QUINQUENNIO 1957-61.,,
14302595,NLM,MEDLINE,19961201,20191210,0366-8681 (Print),18,1965,[ONCOLYTIC INFECTIONS].,263-5,"['CHRISTOV, G']",['CHRISTOV G'],['fre'],['Journal Article'],Bulgaria,C R Acad Bulg Sci,Comptes rendus de l'Academie Bulgare des sciences : sciences mathematiques et naturelles,7509180,OM,"['*Herpes Zoster', '*Herpesvirus 3, Human', 'Humans', '*Infections', '*Leukemia', '*Leukemia, Lymphoid', '*Oncolytic Virotherapy']",['NLM'],"['*HERPES ZOSTER', '*INFECTION', '*LEUKEMIA, LYMPHOCYTIC', '*ONCOLYSIS']",1965/01/01 00:00,1965/01/01 00:01,['1965/01/01 00:00'],"['1965/01/01 00:00 [pubmed]', '1965/01/01 00:01 [medline]', '1965/01/01 00:00 [entrez]']",ppublish,C R Acad Bulg Sci. 1965;18:263-5.,,,,,,INFECTIONS ONCOLYTIQUES.,,
14302486,NLM,MEDLINE,19961201,20181201,0004-069X (Print) 0004-069X (Linking),13,1965,ANTI-KIDD (JKA) ANTIBODIES IN CHRONIC LYMPHATIC LEUKEMIA WITH HYPOGAMMAGLOBULINEMIA.,133-41,"['SEYFRIEDOWA, H', 'WALEWSKA, I', 'ZUPANSKA, B']","['SEYFRIEDOWA H', 'WALEWSKA I', 'ZUPANSKA B']",['eng'],['Journal Article'],Switzerland,Arch Immunol Ther Exp (Warsz),Archivum immunologiae et therapiae experimentalis,0114365,OM,"['*Agammaglobulinemia', '*Antibodies', '*Autoimmune Diseases', '*Blood Group Antigens', '*Genetics, Medical', 'Humans', '*Isoantibodies', '*Leukemia', '*Leukemia, Lymphocytic, Chronic, B-Cell', '*Leukemia, Lymphoid', '*Mutation']",['NLM'],"['*AGAMMAGLOBULINEMIA', '*ANTIBODIES', '*AUTOIMMUNE DISEASES', '*BLOOD GROUPS', '*GENETICS, HUMAN', '*ISOANTIBODIES', '*LEUKEMIA, LYMPHOCYTIC', '*MUTATION']",1965/01/01 00:00,1965/01/01 00:01,['1965/01/01 00:00'],"['1965/01/01 00:00 [pubmed]', '1965/01/01 00:01 [medline]', '1965/01/01 00:00 [entrez]']",ppublish,Arch Immunol Ther Exp (Warsz). 1965;13:133-41.,"['0 (Antibodies)', '0 (Blood Group Antigens)', '0 (Isoantibodies)']",,,,,,,
14302320,NLM,MEDLINE,19961201,20181201,0514-7484 (Print) 0514-7484 (Linking),4,1964,[CYTO-GENETIC ANALYSIS OF RAT LEUKEMIA DURING ITS ADAPTATION TO THE GROWTH OF ADULT ANIMALS].,31-8,"['FICHIDZHIAN, B S']",['FICHIDZHIAN BS'],['rus'],['Journal Article'],Armenia (Republic),Zh Eksp Klin Med,Zhurnal eksperimental'noi i klinicheskoi meditsiny,0420120,OM,"['Animals', '*Chromosomes', '*Leukemia', '*Leukemia, Experimental', '*Neoplasm Transplantation', 'Rats', '*Research']",['NLM'],"['*CHROMOSOMES', '*EXPERIMENTAL LAB STUDY', '*LEUKEMIA, EXPERIMENTAL', '*NEOPLASM TRANSPLANTATION', '*RATS']",1964/01/01 00:00,1964/01/01 00:01,['1964/01/01 00:00'],"['1964/01/01 00:00 [pubmed]', '1964/01/01 00:01 [medline]', '1964/01/01 00:00 [entrez]']",ppublish,Zh Eksp Klin Med. 1964;4:31-8.,,,,,,TSITOGENETICHESKI I ANALIZ KRYSINOGO LE IKOZA V PROSESSE ADAPTATSII EGO K ROSTU U VZROSLYKH ZHIVOTZYKH.,,
14302288,NLM,MEDLINE,19961201,20181201,0002-3027 (Print) 0002-3027 (Linking),20,1965,[SOME ASPECTS OF CHEMISM AND METABOLISM OF LEUKOSES AND CANCER CELLS].,10-22,"['SEITS, I F']",['SEITS IF'],['rus'],['Journal Article'],Russia (Federation),Vestn Akad Med Nauk SSSR,Vestnik Akademii meditsinskikh nauk SSSR,7506153,OM,"['Animals', '*Carcinoma', '*Carcinoma, Ehrlich Tumor', '*Leukemia', '*Metabolism', '*Polycythemia', '*Research']",['NLM'],"['*CARCINOMA, EHRLICH TUMOR', '*EXPERIMENTAL LAB STUDY', '*LEUKEMIA', '*METABOLISM', '*POLYCYTHEMIA']",1965/01/01 00:00,1965/01/01 00:01,['1965/01/01 00:00'],"['1965/01/01 00:00 [pubmed]', '1965/01/01 00:01 [medline]', '1965/01/01 00:00 [entrez]']",ppublish,Vestn Akad Med Nauk SSSR. 1965;20:10-22.,,,,,,NEKOTORYE ASPEKTY KHIMIZMA I OBMENA LE IKOZNYKH I RAKOVYKH KLETOK.,,
14302223,NLM,MEDLINE,19961201,20181201,0038-5077 (Print) 0038-5077 (Linking),27,1964 Oct,[APROPOS OF THE COMBINED TREATMENT OF ACUTE LEUKEMIA].,10-5,"['SAMOILOVA, L N']",['SAMOILOVA LN'],['rus'],['Journal Article'],Russia (Federation),Sov Med,Sovetskaia meditsina,0404525,OM,"['*Acute Disease', 'Combined Modality Therapy', 'Humans', '*Leukemia', 'Neoplasms/*therapy']",['NLM'],"['*LEUKEMIA', '*NEOPLASM THERAPY']",1964/10/01 00:00,1964/10/01 00:01,['1964/10/01 00:00'],"['1964/10/01 00:00 [pubmed]', '1964/10/01 00:01 [medline]', '1964/10/01 00:00 [entrez]']",ppublish,Sov Med. 1964 Oct;27:10-5.,,,,,,O VOPROSU O KOMPLEKSNOM LECHENII BOL'NYKH OSTRYM LE IKOZOM.,,
